,tollgate_id,time_window,direction,volume,start_time,pair,date,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,weekday,time
22,2,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",0,2,2016-09-19 01:40:00,2-0,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,01:40:00
23,1,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",0,10,2016-09-19 01:40:00,1-0,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,01:40:00
24,1,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",1,7,2016-09-19 01:40:00,1-1,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,01:40:00
25,3,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",0,11,2016-09-19 01:40:00,3-0,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,01:40:00
26,3,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",1,4,2016-09-19 01:40:00,3-1,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,01:40:00
27,1,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",0,7,2016-09-19 02:00:00,1-0,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,02:00:00
28,1,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",1,7,2016-09-19 02:00:00,1-1,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,02:00:00
29,3,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",0,11,2016-09-19 02:00:00,3-0,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,02:00:00
30,3,"[2016-09-19 02:00:00,2016-09-19 02:20:00)",1,5,2016-09-19 02:00:00,3-1,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,02:00:00
31,1,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",0,10,2016-09-19 02:20:00,1-0,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,02:20:00
32,1,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",1,7,2016-09-19 02:20:00,1-1,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,02:20:00
33,3,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",0,14,2016-09-19 02:20:00,3-0,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,02:20:00
34,3,"[2016-09-19 02:20:00,2016-09-19 02:40:00)",1,4,2016-09-19 02:20:00,3-1,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,02:20:00
35,1,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0,6,2016-09-19 02:40:00,1-0,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,02:40:00
36,1,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",1,10,2016-09-19 02:40:00,1-1,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,02:40:00
37,3,"[2016-09-19 02:40:00,2016-09-19 03:00:00)",0,18,2016-09-19 02:40:00,3-0,2016-09-19, 00:00:00,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,0,02:40:00
38,3,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0,10,2016-09-19 03:00:00,3-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,03:00:00
39,3,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",1,5,2016-09-19 03:00:00,3-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,03:00:00
40,1,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",0,9,2016-09-19 03:00:00,1-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,03:00:00
41,1,"[2016-09-19 03:00:00,2016-09-19 03:20:00)",1,10,2016-09-19 03:00:00,1-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,03:00:00
42,1,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0,4,2016-09-19 03:20:00,1-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,03:20:00
43,1,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",1,14,2016-09-19 03:20:00,1-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,03:20:00
44,3,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",0,10,2016-09-19 03:20:00,3-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,03:20:00
45,3,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",1,3,2016-09-19 03:20:00,3-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,03:20:00
46,3,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0,9,2016-09-19 03:40:00,3-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,03:40:00
47,3,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",1,10,2016-09-19 03:40:00,3-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,03:40:00
48,1,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",0,9,2016-09-19 03:40:00,1-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,03:40:00
49,1,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",1,20,2016-09-19 03:40:00,1-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,03:40:00
50,1,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0,10,2016-09-19 04:00:00,1-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,04:00:00
51,1,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",1,18,2016-09-19 04:00:00,1-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,04:00:00
52,3,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0,11,2016-09-19 04:00:00,3-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,04:00:00
53,3,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",1,4,2016-09-19 04:00:00,3-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,04:00:00
54,3,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0,8,2016-09-19 04:20:00,3-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,04:20:00
55,3,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",1,7,2016-09-19 04:20:00,3-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,04:20:00
56,1,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0,13,2016-09-19 04:20:00,1-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,04:20:00
57,1,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",1,17,2016-09-19 04:20:00,1-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,04:20:00
58,1,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0,12,2016-09-19 04:40:00,1-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,04:40:00
59,1,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",1,23,2016-09-19 04:40:00,1-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,04:40:00
60,3,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0,10,2016-09-19 04:40:00,3-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,04:40:00
61,3,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",1,3,2016-09-19 04:40:00,3-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,04:40:00
62,3,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,9,2016-09-19 05:00:00,3-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,05:00:00
63,3,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",1,11,2016-09-19 05:00:00,3-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,05:00:00
64,2,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,14,2016-09-19 05:00:00,2-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,05:00:00
65,1,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,2,2016-09-19 05:00:00,1-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,05:00:00
66,1,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",1,28,2016-09-19 05:00:00,1-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,05:00:00
67,3,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0,14,2016-09-19 05:20:00,3-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,05:20:00
68,3,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",1,7,2016-09-19 05:20:00,3-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,05:20:00
69,1,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0,8,2016-09-19 05:20:00,1-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,05:20:00
70,1,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",1,24,2016-09-19 05:20:00,1-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,05:20:00
71,2,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0,12,2016-09-19 05:20:00,2-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,05:20:00
72,3,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0,27,2016-09-19 05:40:00,3-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,05:40:00
73,3,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",1,13,2016-09-19 05:40:00,3-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,05:40:00
74,2,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0,21,2016-09-19 05:40:00,2-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,05:40:00
75,1,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0,13,2016-09-19 05:40:00,1-0,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,05:40:00
76,1,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",1,34,2016-09-19 05:40:00,1-1,2016-09-19, 03:00:00,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,0,05:40:00
77,3,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0,39,2016-09-19 06:00:00,3-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,06:00:00
78,3,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",1,30,2016-09-19 06:00:00,3-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,06:00:00
79,2,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0,30,2016-09-19 06:00:00,2-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,06:00:00
80,1,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0,8,2016-09-19 06:00:00,1-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,06:00:00
81,1,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",1,39,2016-09-19 06:00:00,1-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,06:00:00
82,3,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0,58,2016-09-19 06:20:00,3-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,06:20:00
83,3,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",1,38,2016-09-19 06:20:00,3-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,06:20:00
84,2,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0,36,2016-09-19 06:20:00,2-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,06:20:00
85,1,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0,13,2016-09-19 06:20:00,1-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,06:20:00
86,1,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",1,57,2016-09-19 06:20:00,1-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,06:20:00
87,1,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",0,32,2016-09-19 06:40:00,1-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,06:40:00
88,1,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",1,72,2016-09-19 06:40:00,1-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,06:40:00
89,2,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",0,37,2016-09-19 06:40:00,2-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,06:40:00
90,3,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",0,71,2016-09-19 06:40:00,3-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,06:40:00
91,3,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",1,65,2016-09-19 06:40:00,3-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,06:40:00
92,1,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",0,39,2016-09-19 07:00:00,1-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,07:00:00
93,1,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",1,70,2016-09-19 07:00:00,1-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,07:00:00
94,2,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",0,84,2016-09-19 07:00:00,2-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,07:00:00
95,3,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",0,127,2016-09-19 07:00:00,3-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,07:00:00
96,3,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",1,67,2016-09-19 07:00:00,3-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,07:00:00
97,2,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0,80,2016-09-19 07:20:00,2-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,07:20:00
98,3,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0,123,2016-09-19 07:20:00,3-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,07:20:00
99,3,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",1,71,2016-09-19 07:20:00,3-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,07:20:00
100,1,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0,31,2016-09-19 07:20:00,1-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,07:20:00
101,1,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",1,83,2016-09-19 07:20:00,1-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,07:20:00
102,2,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0,97,2016-09-19 07:40:00,2-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,07:40:00
103,3,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0,153,2016-09-19 07:40:00,3-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,07:40:00
104,3,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",1,103,2016-09-19 07:40:00,3-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,07:40:00
105,1,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0,43,2016-09-19 07:40:00,1-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,07:40:00
106,1,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",1,118,2016-09-19 07:40:00,1-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,07:40:00
107,2,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0,129,2016-09-19 08:00:00,2-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,08:00:00
108,3,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0,161,2016-09-19 08:00:00,3-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,08:00:00
109,3,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",1,118,2016-09-19 08:00:00,3-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,08:00:00
110,1,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0,46,2016-09-19 08:00:00,1-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,08:00:00
111,1,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",1,123,2016-09-19 08:00:00,1-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,08:00:00
112,2,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0,122,2016-09-19 08:20:00,2-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,08:20:00
113,1,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0,56,2016-09-19 08:20:00,1-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,08:20:00
114,1,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",1,119,2016-09-19 08:20:00,1-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,08:20:00
115,3,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0,167,2016-09-19 08:20:00,3-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,08:20:00
116,3,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",1,168,2016-09-19 08:20:00,3-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,08:20:00
117,3,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0,138,2016-09-19 08:40:00,3-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,08:40:00
118,3,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",1,161,2016-09-19 08:40:00,3-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,08:40:00
119,2,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0,98,2016-09-19 08:40:00,2-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,08:40:00
120,1,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0,41,2016-09-19 08:40:00,1-0,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,08:40:00
121,1,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",1,116,2016-09-19 08:40:00,1-1,2016-09-19, 06:00:00,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,0,08:40:00
122,3,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0,174,2016-09-19 09:00:00,3-0,2016-09-19, 09:00:00,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,0,09:00:00
123,3,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",1,145,2016-09-19 09:00:00,3-1,2016-09-19, 09:00:00,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,0,09:00:00
124,2,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0,89,2016-09-19 09:00:00,2-0,2016-09-19, 09:00:00,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,0,09:00:00
125,1,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0,50,2016-09-19 09:00:00,1-0,2016-09-19, 09:00:00,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,0,09:00:00
126,1,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",1,120,2016-09-19 09:00:00,1-1,2016-09-19, 09:00:00,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,0,09:00:00
127,3,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0,144,2016-09-19 09:20:00,3-0,2016-09-19, 09:00:00,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,0,09:20:00
128,3,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",1,125,2016-09-19 09:20:00,3-1,2016-09-19, 09:00:00,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,0,09:20:00
129,2,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0,78,2016-09-19 09:20:00,2-0,2016-09-19, 09:00:00,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,0,09:20:00
