"tollgate_id","time_window","direction","volume","etc"
"2","[2016-09-20 18:20:00,2016-09-20 18:40:00)","0","60","18"
"2","[2016-09-20 18:40:00,2016-09-20 19:00:00)","0","56","19"
"2","[2016-09-20 19:00:00,2016-09-20 19:20:00)","0","61","19"
"2","[2016-09-20 19:20:00,2016-09-20 19:40:00)","0","27","5"
"2","[2016-09-20 19:40:00,2016-09-20 20:00:00)","0","40","11"
"2","[2016-09-20 20:00:00,2016-09-20 20:20:00)","0","35","5"
"2","[2016-09-20 20:20:00,2016-09-20 20:40:00)","0","31","8"
"2","[2016-09-20 20:40:00,2016-09-20 21:00:00)","0","30","9"
"2","[2016-09-20 21:00:00,2016-09-20 21:20:00)","0","27","6"
"2","[2016-09-20 21:20:00,2016-09-20 21:40:00)","0","21","14"
"2","[2016-09-20 21:40:00,2016-09-20 22:00:00)","0","5","5"
"2","[2016-09-20 22:00:00,2016-09-20 22:20:00)","0","5","5"
"2","[2016-09-20 22:20:00,2016-09-20 22:40:00)","0","6","6"
"2","[2016-09-20 23:00:00,2016-09-20 23:20:00)","0","5","1"
"2","[2016-09-20 23:20:00,2016-09-20 23:40:00)","0","7","1"
"2","[2016-09-20 23:40:00,2016-09-21 00:00:00)","0","5","1"
"2","[2016-09-21 00:00:00,2016-09-21 00:20:00)","0","2","2"
"2","[2016-09-21 00:20:00,2016-09-21 00:40:00)","0","2","2"
"2","[2016-09-21 00:40:00,2016-09-21 01:00:00)","0","2","2"
"2","[2016-09-21 01:20:00,2016-09-21 01:40:00)","0","1","1"
"2","[2016-09-21 01:40:00,2016-09-21 02:00:00)","0","1","1"
"2","[2016-09-21 05:00:00,2016-09-21 05:20:00)","0","1","1"
"2","[2016-09-21 05:20:00,2016-09-21 05:40:00)","0","5","5"
"2","[2016-09-21 05:40:00,2016-09-21 06:00:00)","0","6","6"
"2","[2016-09-21 06:00:00,2016-09-21 06:20:00)","0","6","6"
"2","[2016-09-21 06:20:00,2016-09-21 06:40:00)","0","9","9"
"2","[2016-09-21 06:40:00,2016-09-21 07:00:00)","0","14","14"
"2","[2016-09-21 07:00:00,2016-09-21 07:20:00)","0","42","42"
"2","[2016-09-21 07:20:00,2016-09-21 07:40:00)","0","37","37"
"2","[2016-09-21 07:40:00,2016-09-21 08:00:00)","0","44","44"
"2","[2016-09-21 08:00:00,2016-09-21 08:20:00)","0","37","37"
"2","[2016-09-21 08:20:00,2016-09-21 08:40:00)","0","30","30"
"2","[2016-09-21 08:40:00,2016-09-21 09:00:00)","0","66","28"
"2","[2016-09-21 09:00:00,2016-09-21 09:20:00)","0","104","31"
"2","[2016-09-21 09:20:00,2016-09-21 09:40:00)","0","100","17"
"2","[2016-09-21 09:40:00,2016-09-21 10:00:00)","0","80","18"
"2","[2016-09-21 10:00:00,2016-09-21 10:20:00)","0","72","11"
"2","[2016-09-21 10:20:00,2016-09-21 10:40:00)","0","67","10"
"2","[2016-09-21 10:40:00,2016-09-21 11:00:00)","0","74","14"
"2","[2016-09-21 11:00:00,2016-09-21 11:20:00)","0","45","8"
"2","[2016-09-21 11:20:00,2016-09-21 11:40:00)","0","58","11"
"2","[2016-09-21 11:40:00,2016-09-21 12:00:00)","0","50","8"
"2","[2016-09-21 12:00:00,2016-09-21 12:20:00)","0","63","13"
"2","[2016-09-21 12:20:00,2016-09-21 12:40:00)","0","42","10"
"2","[2016-09-21 12:40:00,2016-09-21 13:00:00)","0","55","13"
"2","[2016-09-21 13:00:00,2016-09-21 13:20:00)","0","82","22"
"2","[2016-09-21 13:20:00,2016-09-21 13:40:00)","0","72","22"
"2","[2016-09-21 13:40:00,2016-09-21 14:00:00)","0","62","23"
"2","[2016-09-21 14:00:00,2016-09-21 14:20:00)","0","78","21"
"2","[2016-09-21 14:20:00,2016-09-21 14:40:00)","0","79","14"
"2","[2016-09-21 14:40:00,2016-09-21 15:00:00)","0","66","11"
"2","[2016-09-21 15:00:00,2016-09-21 15:20:00)","0","63","18"
"2","[2016-09-21 15:20:00,2016-09-21 15:40:00)","0","81","18"
"2","[2016-09-21 15:40:00,2016-09-21 16:00:00)","0","77","16"
"2","[2016-09-21 16:00:00,2016-09-21 16:20:00)","0","66","16"
"2","[2016-09-21 16:20:00,2016-09-21 16:40:00)","0","81","14"
"2","[2016-09-21 16:40:00,2016-09-21 17:00:00)","0","99","22"
"2","[2016-09-21 17:00:00,2016-09-21 17:20:00)","0","88","18"
"2","[2016-09-21 17:20:00,2016-09-21 17:40:00)","0","77","21"
"2","[2016-09-21 17:40:00,2016-09-21 18:00:00)","0","83","21"
"2","[2016-09-21 18:00:00,2016-09-21 18:20:00)","0","58","18"
"2","[2016-09-21 18:20:00,2016-09-21 18:40:00)","0","72","27"
"2","[2016-09-21 18:40:00,2016-09-21 19:00:00)","0","49","15"
"2","[2016-09-21 19:00:00,2016-09-21 19:20:00)","0","47","12"
"2","[2016-09-21 19:20:00,2016-09-21 19:40:00)","0","35","6"
"2","[2016-09-21 19:40:00,2016-09-21 20:00:00)","0","38","6"
"2","[2016-09-21 20:00:00,2016-09-21 20:20:00)","0","38","10"
"2","[2016-09-21 20:20:00,2016-09-21 20:40:00)","0","18","5"
"2","[2016-09-21 20:40:00,2016-09-21 21:00:00)","0","24","6"
"2","[2016-09-21 21:00:00,2016-09-21 21:20:00)","0","27","8"
"2","[2016-09-21 21:20:00,2016-09-21 21:40:00)","0","32","11"
"2","[2016-09-21 21:40:00,2016-09-21 22:00:00)","0","26","2"
"2","[2016-09-21 22:00:00,2016-09-21 22:20:00)","0","24","4"
"2","[2016-09-21 22:20:00,2016-09-21 22:40:00)","0","21","4"
"2","[2016-09-21 22:40:00,2016-09-21 23:00:00)","0","16","6"
"2","[2016-09-21 23:00:00,2016-09-21 23:20:00)","0","7","4"
"2","[2016-09-21 23:20:00,2016-09-21 23:40:00)","0","1","1"
"2","[2016-09-21 23:40:00,2016-09-22 00:00:00)","0","1","1"
"2","[2016-09-22 00:00:00,2016-09-22 00:20:00)","0","1","1"
"2","[2016-09-22 00:20:00,2016-09-22 00:40:00)","0","1","1"
"2","[2016-09-22 05:00:00,2016-09-22 05:20:00)","0","18","0"
"2","[2016-09-22 05:20:00,2016-09-22 05:40:00)","0","20","1"
"2","[2016-09-22 05:40:00,2016-09-22 06:00:00)","0","21","5"
"2","[2016-09-22 06:00:00,2016-09-22 06:20:00)","0","30","5"
"2","[2016-09-22 06:20:00,2016-09-22 06:40:00)","0","31","2"
"2","[2016-09-22 06:40:00,2016-09-22 07:00:00)","0","38","9"
"2","[2016-09-22 07:00:00,2016-09-22 07:20:00)","0","72","33"
"2","[2016-09-22 07:20:00,2016-09-22 07:40:00)","0","79","36"
"2","[2016-09-22 07:40:00,2016-09-22 08:00:00)","0","100","42"
"2","[2016-09-22 08:00:00,2016-09-22 08:20:00)","0","108","34"
"2","[2016-09-22 08:20:00,2016-09-22 08:40:00)","0","110","34"
"2","[2016-09-22 08:40:00,2016-09-22 09:00:00)","0","101","32"
"2","[2016-09-22 09:00:00,2016-09-22 09:20:00)","0","96","28"
"2","[2016-09-22 09:20:00,2016-09-22 09:40:00)","0","81","20"
"2","[2016-09-22 09:40:00,2016-09-22 10:00:00)","0","65","12"
"2","[2016-09-22 10:00:00,2016-09-22 10:20:00)","0","83","19"
"2","[2016-09-22 10:20:00,2016-09-22 10:40:00)","0","48","14"
"2","[2016-09-22 10:40:00,2016-09-22 11:00:00)","0","44","15"
"2","[2016-09-22 11:00:00,2016-09-22 11:20:00)","0","60","13"
"2","[2016-09-22 11:20:00,2016-09-22 11:40:00)","0","52","17"
"2","[2016-09-22 11:40:00,2016-09-22 12:00:00)","0","45","8"
"2","[2016-09-22 12:00:00,2016-09-22 12:20:00)","0","63","8"
"2","[2016-09-22 12:20:00,2016-09-22 12:40:00)","0","61","12"
"2","[2016-09-22 12:40:00,2016-09-22 13:00:00)","0","59","12"
"2","[2016-09-22 13:00:00,2016-09-22 13:20:00)","0","59","23"
"2","[2016-09-22 13:20:00,2016-09-22 13:40:00)","0","76","20"
"2","[2016-09-22 13:40:00,2016-09-22 14:00:00)","0","75","24"
"2","[2016-09-22 14:00:00,2016-09-22 14:20:00)","0","61","12"
"2","[2016-09-22 14:20:00,2016-09-22 14:40:00)","0","68","14"
"2","[2016-09-22 14:40:00,2016-09-22 15:00:00)","0","83","16"
"2","[2016-09-22 15:00:00,2016-09-22 15:20:00)","0","62","13"
"2","[2016-09-22 15:20:00,2016-09-22 15:40:00)","0","73","15"
"2","[2016-09-22 15:40:00,2016-09-22 16:00:00)","0","71","13"
"2","[2016-09-22 16:00:00,2016-09-22 16:20:00)","0","51","8"
"2","[2016-09-22 16:20:00,2016-09-22 16:40:00)","0","93","21"
"2","[2016-09-22 16:40:00,2016-09-22 17:00:00)","0","96","19"
"2","[2016-09-22 17:00:00,2016-09-22 17:20:00)","0","71","19"
"2","[2016-09-22 17:20:00,2016-09-22 17:40:00)","0","76","25"
"2","[2016-09-22 17:40:00,2016-09-22 18:00:00)","0","70","16"
"2","[2016-09-22 18:00:00,2016-09-22 18:20:00)","0","83","21"
"2","[2016-09-22 18:20:00,2016-09-22 18:40:00)","0","63","18"
"2","[2016-09-22 18:40:00,2016-09-22 19:00:00)","0","53","15"
"2","[2016-09-22 19:00:00,2016-09-22 19:20:00)","0","39","8"
"2","[2016-09-22 19:20:00,2016-09-22 19:40:00)","0","31","10"
"2","[2016-09-22 19:40:00,2016-09-22 20:00:00)","0","29","9"
"2","[2016-09-22 20:00:00,2016-09-22 20:20:00)","0","30","12"
"2","[2016-09-22 20:20:00,2016-09-22 20:40:00)","0","45","12"
"2","[2016-09-22 20:40:00,2016-09-22 21:00:00)","0","30","9"
"2","[2016-09-22 21:00:00,2016-09-22 21:20:00)","0","18","4"
"2","[2016-09-22 21:20:00,2016-09-22 21:40:00)","0","28","8"
"2","[2016-09-22 21:40:00,2016-09-22 22:00:00)","0","16","3"
"2","[2016-09-22 22:00:00,2016-09-22 22:20:00)","0","20","3"
"2","[2016-09-22 22:20:00,2016-09-22 22:40:00)","0","13","4"
"2","[2016-09-22 22:40:00,2016-09-22 23:00:00)","0","18","4"
"2","[2016-09-22 23:00:00,2016-09-22 23:20:00)","0","12","4"
"2","[2016-09-22 23:20:00,2016-09-22 23:40:00)","0","11","1"
"2","[2016-09-22 23:40:00,2016-09-23 00:00:00)","0","7","0"
"2","[2016-09-23 00:20:00,2016-09-23 00:40:00)","0","4","4"
"2","[2016-09-23 00:40:00,2016-09-23 01:00:00)","0","1","1"
"2","[2016-09-23 01:20:00,2016-09-23 01:40:00)","0","1","1"
"2","[2016-09-23 04:40:00,2016-09-23 05:00:00)","0","1","0"
"2","[2016-09-23 05:00:00,2016-09-23 05:20:00)","0","8","1"
"2","[2016-09-23 05:20:00,2016-09-23 05:40:00)","0","17","3"
"2","[2016-09-23 05:40:00,2016-09-23 06:00:00)","0","26","5"
"2","[2016-09-23 06:00:00,2016-09-23 06:20:00)","0","31","6"
"2","[2016-09-23 06:20:00,2016-09-23 06:40:00)","0","32","5"
"2","[2016-09-23 06:40:00,2016-09-23 07:00:00)","0","54","13"
"2","[2016-09-23 07:00:00,2016-09-23 07:20:00)","0","82","35"
"2","[2016-09-23 07:20:00,2016-09-23 07:40:00)","0","91","33"
"2","[2016-09-23 07:40:00,2016-09-23 08:00:00)","0","103","37"
"2","[2016-09-23 08:00:00,2016-09-23 08:20:00)","0","112","35"
"2","[2016-09-23 08:20:00,2016-09-23 08:40:00)","0","106","34"
"2","[2016-09-23 08:40:00,2016-09-23 09:00:00)","0","118","29"
"2","[2016-09-23 09:00:00,2016-09-23 09:20:00)","0","92","24"
"2","[2016-09-23 09:20:00,2016-09-23 09:40:00)","0","93","25"
"2","[2016-09-23 09:40:00,2016-09-23 10:00:00)","0","76","16"
"2","[2016-09-23 10:00:00,2016-09-23 10:20:00)","0","75","15"
"2","[2016-09-23 10:20:00,2016-09-23 10:40:00)","0","80","24"
"2","[2016-09-23 10:40:00,2016-09-23 11:00:00)","0","72","12"
"2","[2016-09-23 11:00:00,2016-09-23 11:20:00)","0","52","5"
"2","[2016-09-23 11:20:00,2016-09-23 11:40:00)","0","57","15"
"2","[2016-09-23 11:40:00,2016-09-23 12:00:00)","0","53","11"
"2","[2016-09-23 12:00:00,2016-09-23 12:20:00)","0","78","14"
"2","[2016-09-23 12:20:00,2016-09-23 12:40:00)","0","77","18"
"2","[2016-09-23 12:40:00,2016-09-23 13:00:00)","0","84","20"
"2","[2016-09-23 13:00:00,2016-09-23 13:20:00)","0","78","21"
"2","[2016-09-23 13:20:00,2016-09-23 13:40:00)","0","67","27"
"2","[2016-09-23 13:40:00,2016-09-23 14:00:00)","0","83","18"
"2","[2016-09-23 14:00:00,2016-09-23 14:20:00)","0","65","11"
"2","[2016-09-23 14:20:00,2016-09-23 14:40:00)","0","81","18"
"2","[2016-09-23 14:40:00,2016-09-23 15:00:00)","0","93","25"
"2","[2016-09-23 15:00:00,2016-09-23 15:20:00)","0","98","24"
"2","[2016-09-23 15:20:00,2016-09-23 15:40:00)","0","93","29"
"2","[2016-09-23 15:40:00,2016-09-23 16:00:00)","0","82","26"
"2","[2016-09-23 16:00:00,2016-09-23 16:20:00)","0","77","21"
"2","[2016-09-23 16:20:00,2016-09-23 16:40:00)","0","100","25"
"2","[2016-09-23 16:40:00,2016-09-23 17:00:00)","0","110","21"
"2","[2016-09-23 17:00:00,2016-09-23 17:20:00)","0","95","25"
"2","[2016-09-23 17:20:00,2016-09-23 17:40:00)","0","92","24"
"2","[2016-09-23 17:40:00,2016-09-23 18:00:00)","0","95","26"
"2","[2016-09-23 18:00:00,2016-09-23 18:20:00)","0","80","16"
"2","[2016-09-23 18:20:00,2016-09-23 18:40:00)","0","71","23"
"2","[2016-09-23 18:40:00,2016-09-23 19:00:00)","0","80","23"
"2","[2016-09-23 19:00:00,2016-09-23 19:20:00)","0","63","21"
"2","[2016-09-23 19:20:00,2016-09-23 19:40:00)","0","57","21"
"2","[2016-09-23 19:40:00,2016-09-23 20:00:00)","0","62","14"
"2","[2016-09-23 20:00:00,2016-09-23 20:20:00)","0","40","12"
"2","[2016-09-23 20:20:00,2016-09-23 20:40:00)","0","31","10"
"2","[2016-09-23 20:40:00,2016-09-23 21:00:00)","0","40","11"
"2","[2016-09-23 21:00:00,2016-09-23 21:20:00)","0","25","6"
"2","[2016-09-23 21:20:00,2016-09-23 21:40:00)","0","25","4"
"2","[2016-09-23 21:40:00,2016-09-23 22:00:00)","0","27","4"
"2","[2016-09-23 22:00:00,2016-09-23 22:20:00)","0","19","1"
"2","[2016-09-23 22:20:00,2016-09-23 22:40:00)","0","30","3"
"2","[2016-09-23 22:40:00,2016-09-23 23:00:00)","0","30","5"
"2","[2016-09-23 23:00:00,2016-09-23 23:20:00)","0","11","1"
"2","[2016-09-23 23:20:00,2016-09-23 23:40:00)","0","11","2"
"2","[2016-09-23 23:40:00,2016-09-24 00:00:00)","0","9","0"
"2","[2016-09-24 00:00:00,2016-09-24 00:20:00)","0","2","1"
"2","[2016-09-24 00:20:00,2016-09-24 00:40:00)","0","1","1"
"2","[2016-09-24 00:40:00,2016-09-24 01:00:00)","0","3","3"
"2","[2016-09-24 01:00:00,2016-09-24 01:20:00)","0","1","1"
"2","[2016-09-24 01:40:00,2016-09-24 02:00:00)","0","2","2"
"2","[2016-09-24 04:40:00,2016-09-24 05:00:00)","0","1","0"
"2","[2016-09-24 05:00:00,2016-09-24 05:20:00)","0","14","2"
"2","[2016-09-24 05:20:00,2016-09-24 05:40:00)","0","17","5"
"2","[2016-09-24 05:40:00,2016-09-24 06:00:00)","0","16","1"
"2","[2016-09-24 06:00:00,2016-09-24 06:20:00)","0","30","6"
"2","[2016-09-24 06:20:00,2016-09-24 06:40:00)","0","31","5"
"2","[2016-09-24 06:40:00,2016-09-24 07:00:00)","0","45","8"
"2","[2016-09-24 07:00:00,2016-09-24 07:20:00)","0","46","12"
"2","[2016-09-24 07:20:00,2016-09-24 07:40:00)","0","64","16"
"2","[2016-09-24 07:40:00,2016-09-24 08:00:00)","0","82","24"
"2","[2016-09-24 08:00:00,2016-09-24 08:20:00)","0","74","22"
"2","[2016-09-24 08:20:00,2016-09-24 08:40:00)","0","86","21"
"2","[2016-09-24 08:40:00,2016-09-24 09:00:00)","0","91","23"
"2","[2016-09-24 09:00:00,2016-09-24 09:20:00)","0","94","22"
"2","[2016-09-24 09:20:00,2016-09-24 09:40:00)","0","96","22"
"2","[2016-09-24 09:40:00,2016-09-24 10:00:00)","0","100","16"
"2","[2016-09-24 10:00:00,2016-09-24 10:20:00)","0","107","25"
"2","[2016-09-24 10:20:00,2016-09-24 10:40:00)","0","85","20"
"2","[2016-09-24 10:40:00,2016-09-24 11:00:00)","0","77","19"
"2","[2016-09-24 11:00:00,2016-09-24 11:20:00)","0","89","10"
"2","[2016-09-24 11:20:00,2016-09-24 11:40:00)","0","61","8"
"2","[2016-09-24 11:40:00,2016-09-24 12:00:00)","0","61","15"
"2","[2016-09-24 12:00:00,2016-09-24 12:20:00)","0","64","16"
"2","[2016-09-24 12:20:00,2016-09-24 12:40:00)","0","76","21"
"2","[2016-09-24 12:40:00,2016-09-24 13:00:00)","0","70","18"
"2","[2016-09-24 13:00:00,2016-09-24 13:20:00)","0","67","12"
"2","[2016-09-24 13:20:00,2016-09-24 13:40:00)","0","79","17"
"2","[2016-09-24 13:40:00,2016-09-24 14:00:00)","0","83","22"
"2","[2016-09-24 14:00:00,2016-09-24 14:20:00)","0","74","8"
"2","[2016-09-24 14:20:00,2016-09-24 14:40:00)","0","87","13"
"2","[2016-09-24 14:40:00,2016-09-24 15:00:00)","0","97","24"
"2","[2016-09-24 15:00:00,2016-09-24 15:20:00)","0","80","15"
"2","[2016-09-24 15:20:00,2016-09-24 15:40:00)","0","89","25"
"2","[2016-09-24 15:40:00,2016-09-24 16:00:00)","0","94","22"
"2","[2016-09-24 16:00:00,2016-09-24 16:20:00)","0","87","16"
"2","[2016-09-24 16:20:00,2016-09-24 16:40:00)","0","83","14"
"2","[2016-09-24 16:40:00,2016-09-24 17:00:00)","0","89","23"
"2","[2016-09-24 17:00:00,2016-09-24 17:20:00)","0","71","14"
"2","[2016-09-24 17:20:00,2016-09-24 17:40:00)","0","89","25"
"2","[2016-09-24 17:40:00,2016-09-24 18:00:00)","0","85","19"
"2","[2016-09-24 18:00:00,2016-09-24 18:20:00)","0","34","9"
"2","[2016-09-24 18:40:00,2016-09-24 19:00:00)","0","1","0"
"2","[2016-09-24 19:20:00,2016-09-24 19:40:00)","0","9","1"
"2","[2016-09-24 19:40:00,2016-09-24 20:00:00)","0","34","6"
"2","[2016-09-24 20:00:00,2016-09-24 20:20:00)","0","39","6"
"2","[2016-09-24 20:20:00,2016-09-24 20:40:00)","0","35","9"
"2","[2016-09-24 20:40:00,2016-09-24 21:00:00)","0","35","6"
"2","[2016-09-24 21:00:00,2016-09-24 21:20:00)","0","27","6"
"2","[2016-09-24 21:20:00,2016-09-24 21:40:00)","0","28","9"
"2","[2016-09-24 21:40:00,2016-09-24 22:00:00)","0","17","3"
"2","[2016-09-24 22:00:00,2016-09-24 22:20:00)","0","19","4"
"2","[2016-09-24 22:20:00,2016-09-24 22:40:00)","0","20","4"
"2","[2016-09-24 22:40:00,2016-09-24 23:00:00)","0","16","2"
"2","[2016-09-24 23:00:00,2016-09-24 23:20:00)","0","10","4"
"2","[2016-09-24 23:20:00,2016-09-24 23:40:00)","0","16","3"
"2","[2016-09-24 23:40:00,2016-09-25 00:00:00)","0","7","2"
"2","[2016-09-25 00:00:00,2016-09-25 00:20:00)","0","3","3"
"2","[2016-09-25 00:40:00,2016-09-25 01:00:00)","0","1","1"
"2","[2016-09-25 01:20:00,2016-09-25 01:40:00)","0","3","3"
"2","[2016-09-25 01:40:00,2016-09-25 02:00:00)","0","2","0"
"2","[2016-09-25 05:00:00,2016-09-25 05:20:00)","0","9","3"
