,intersection_id,tollgate_id,time_window,avg_travel_time,start_time,date,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,time,weekday,route
11,A,2,"[2016-07-19 05:20:00,2016-07-19 05:40:00)",54.84,2016-07-19 05:20:00,2016-07-19,1000.5,1005.3,212.0,3.8,31.7,65.0,0.0,05:20:00,1,A-2
12,A,2,"[2016-07-19 05:40:00,2016-07-19 06:00:00)",58.08,2016-07-19 05:40:00,2016-07-19,1000.5,1005.3,212.0,3.8,31.7,65.0,0.0,05:40:00,1,A-2
13,A,2,"[2016-07-19 06:00:00,2016-07-19 06:20:00)",46.36,2016-07-19 06:00:00,2016-07-19,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,06:00:00,1,A-2
14,A,2,"[2016-07-19 06:20:00,2016-07-19 06:40:00)",48.59,2016-07-19 06:20:00,2016-07-19,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,06:20:00,1,A-2
15,A,2,"[2016-07-19 06:40:00,2016-07-19 07:00:00)",66.64,2016-07-19 06:40:00,2016-07-19,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,06:40:00,1,A-2
16,A,2,"[2016-07-19 07:00:00,2016-07-19 07:20:00)",64.68,2016-07-19 07:00:00,2016-07-19,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,07:00:00,1,A-2
17,A,2,"[2016-07-19 07:20:00,2016-07-19 07:40:00)",85.68,2016-07-19 07:20:00,2016-07-19,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,07:20:00,1,A-2
18,A,2,"[2016-07-19 07:40:00,2016-07-19 08:00:00)",58.97,2016-07-19 07:40:00,2016-07-19,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,07:40:00,1,A-2
19,A,2,"[2016-07-19 08:00:00,2016-07-19 08:20:00)",81.6,2016-07-19 08:00:00,2016-07-19,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,08:00:00,1,A-2
20,A,2,"[2016-07-19 08:20:00,2016-07-19 08:40:00)",80.21,2016-07-19 08:20:00,2016-07-19,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,08:20:00,1,A-2
21,A,2,"[2016-07-19 08:40:00,2016-07-19 09:00:00)",63.45,2016-07-19 08:40:00,2016-07-19,999.7,1004.5,239.0,1.9,31.8,64.0,0.0,08:40:00,1,A-2
22,A,2,"[2016-07-19 09:00:00,2016-07-19 09:20:00)",78.05,2016-07-19 09:00:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,09:00:00,1,A-2
23,A,2,"[2016-07-19 09:20:00,2016-07-19 09:40:00)",69.04,2016-07-19 09:20:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,09:20:00,1,A-2
24,A,2,"[2016-07-19 09:40:00,2016-07-19 10:00:00)",69.66,2016-07-19 09:40:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,09:40:00,1,A-2
25,A,2,"[2016-07-19 10:00:00,2016-07-19 10:20:00)",78.31,2016-07-19 10:00:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,10:00:00,1,A-2
26,A,2,"[2016-07-19 10:20:00,2016-07-19 10:40:00)",59.41,2016-07-19 10:20:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,10:20:00,1,A-2
27,A,2,"[2016-07-19 10:40:00,2016-07-19 11:00:00)",75.49,2016-07-19 10:40:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,10:40:00,1,A-2
28,A,2,"[2016-07-19 11:00:00,2016-07-19 11:20:00)",72.44,2016-07-19 11:00:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,11:00:00,1,A-2
29,A,2,"[2016-07-19 11:20:00,2016-07-19 11:40:00)",45.94,2016-07-19 11:20:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,11:20:00,1,A-2
30,A,2,"[2016-07-19 11:40:00,2016-07-19 12:00:00)",47.98,2016-07-19 11:40:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,11:40:00,1,A-2
31,A,2,"[2016-07-19 12:00:00,2016-07-19 12:20:00)",60.17,2016-07-19 12:00:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,12:00:00,1,A-2
32,A,2,"[2016-07-19 12:20:00,2016-07-19 12:40:00)",49.53,2016-07-19 12:20:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,12:20:00,1,A-2
33,A,2,"[2016-07-19 12:40:00,2016-07-19 13:00:00)",52.17,2016-07-19 12:40:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,12:40:00,1,A-2
34,A,2,"[2016-07-19 13:00:00,2016-07-19 13:20:00)",57.83,2016-07-19 13:00:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,13:00:00,1,A-2
35,A,2,"[2016-07-19 13:20:00,2016-07-19 13:40:00)",57.09,2016-07-19 13:20:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,13:20:00,1,A-2
36,A,2,"[2016-07-19 13:40:00,2016-07-19 14:00:00)",61.13,2016-07-19 13:40:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,13:40:00,1,A-2
37,A,2,"[2016-07-19 14:00:00,2016-07-19 14:20:00)",65.11,2016-07-19 14:00:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,14:00:00,1,A-2
38,A,2,"[2016-07-19 14:20:00,2016-07-19 14:40:00)",74.71,2016-07-19 14:20:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,14:20:00,1,A-2
39,A,2,"[2016-07-19 14:40:00,2016-07-19 15:00:00)",63.83,2016-07-19 14:40:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,14:40:00,1,A-2
40,A,2,"[2016-07-19 15:00:00,2016-07-19 15:20:00)",79.42,2016-07-19 15:00:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,15:00:00,1,A-2
41,A,2,"[2016-07-19 15:20:00,2016-07-19 15:40:00)",72.31,2016-07-19 15:20:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,15:20:00,1,A-2
42,A,2,"[2016-07-19 15:40:00,2016-07-19 16:00:00)",58.74,2016-07-19 15:40:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,15:40:00,1,A-2
43,A,2,"[2016-07-19 16:00:00,2016-07-19 16:20:00)",59.64,2016-07-19 16:00:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,16:00:00,1,A-2
44,A,2,"[2016-07-19 16:20:00,2016-07-19 16:40:00)",51.97,2016-07-19 16:20:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,16:20:00,1,A-2
45,A,2,"[2016-07-19 16:40:00,2016-07-19 17:00:00)",61.6,2016-07-19 16:40:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,16:40:00,1,A-2
46,A,2,"[2016-07-19 17:00:00,2016-07-19 17:20:00)",105.39,2016-07-19 17:00:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,17:00:00,1,A-2
47,A,2,"[2016-07-19 17:20:00,2016-07-19 17:40:00)",83.83,2016-07-19 17:20:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,17:20:00,1,A-2
48,A,2,"[2016-07-19 17:40:00,2016-07-19 18:00:00)",65.67,2016-07-19 17:40:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,17:40:00,1,A-2
49,A,2,"[2016-07-19 18:00:00,2016-07-19 18:20:00)",85.11,2016-07-19 18:00:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,18:00:00,1,A-2
50,A,2,"[2016-07-19 18:20:00,2016-07-19 18:40:00)",50.57,2016-07-19 18:20:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,18:20:00,1,A-2
51,A,2,"[2016-07-19 18:40:00,2016-07-19 19:00:00)",65.07,2016-07-19 18:40:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,18:40:00,1,A-2
52,A,2,"[2016-07-19 19:00:00,2016-07-19 19:20:00)",67.33,2016-07-19 19:00:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,19:00:00,1,A-2
53,A,2,"[2016-07-19 19:20:00,2016-07-19 19:40:00)",79.85,2016-07-19 19:20:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,19:20:00,1,A-2
54,A,2,"[2016-07-19 19:40:00,2016-07-19 20:00:00)",89.64,2016-07-19 19:40:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,19:40:00,1,A-2
55,A,2,"[2016-07-19 20:00:00,2016-07-19 20:20:00)",87.94,2016-07-19 20:00:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,20:00:00,1,A-2
56,A,2,"[2016-07-19 20:20:00,2016-07-19 20:40:00)",44.09,2016-07-19 20:20:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,20:20:00,1,A-2
57,A,2,"[2016-07-19 20:40:00,2016-07-19 21:00:00)",64.16,2016-07-19 20:40:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,20:40:00,1,A-2
58,A,2,"[2016-07-19 21:00:00,2016-07-19 21:20:00)",68.48,2016-07-19 21:00:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,21:00:00,1,A-2
59,A,2,"[2016-07-19 21:20:00,2016-07-19 21:40:00)",59.09,2016-07-19 21:20:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,21:20:00,1,A-2
60,A,2,"[2016-07-19 21:40:00,2016-07-19 22:00:00)",51.18,2016-07-19 21:40:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,21:40:00,1,A-2
61,A,2,"[2016-07-19 22:00:00,2016-07-19 22:20:00)",46.09,2016-07-19 22:00:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,22:00:00,1,A-2
62,A,2,"[2016-07-19 22:20:00,2016-07-19 22:40:00)",91.85,2016-07-19 22:20:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,22:20:00,1,A-2
63,A,2,"[2016-07-19 22:40:00,2016-07-19 23:00:00)",47.02,2016-07-19 22:40:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,22:40:00,1,A-2
64,A,2,"[2016-07-19 23:00:00,2016-07-19 23:20:00)",54.59,2016-07-19 23:00:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,23:00:00,1,A-2
65,A,2,"[2016-07-19 23:20:00,2016-07-19 23:40:00)",84.37,2016-07-19 23:20:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,23:20:00,1,A-2
66,A,2,"[2016-07-19 23:40:00,2016-07-20 00:00:00)",67.96,2016-07-19 23:40:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,23:40:00,1,A-2
67,A,2,"[2016-07-20 00:20:00,2016-07-20 00:40:00)",37.89,2016-07-20 00:20:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,00:20:00,2,A-2
68,A,2,"[2016-07-20 00:40:00,2016-07-20 01:00:00)",83.66,2016-07-20 00:40:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,00:40:00,2,A-2
69,A,2,"[2016-07-20 01:00:00,2016-07-20 01:20:00)",57.64,2016-07-20 01:00:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,01:00:00,2,A-2
70,A,2,"[2016-07-20 01:20:00,2016-07-20 01:40:00)",58.62,2016-07-20 01:20:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,01:20:00,2,A-2
71,A,2,"[2016-07-20 01:40:00,2016-07-20 02:00:00)",40.75,2016-07-20 01:40:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,01:40:00,2,A-2
72,A,2,"[2016-07-20 02:00:00,2016-07-20 02:20:00)",49.12,2016-07-20 02:00:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,02:00:00,2,A-2
73,A,2,"[2016-07-20 02:20:00,2016-07-20 02:40:00)",18.68,2016-07-20 02:20:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,02:20:00,2,A-2
74,A,2,"[2016-07-20 02:40:00,2016-07-20 03:00:00)",33.89,2016-07-20 02:40:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,02:40:00,2,A-2
75,A,2,"[2016-07-20 03:00:00,2016-07-20 03:20:00)",60.67,2016-07-20 03:00:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,03:00:00,2,A-2
76,A,2,"[2016-07-20 03:20:00,2016-07-20 03:40:00)",18.59,2016-07-20 03:20:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,03:20:00,2,A-2
77,A,2,"[2016-07-20 03:40:00,2016-07-20 04:00:00)",100.71,2016-07-20 03:40:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,03:40:00,2,A-2
78,A,2,"[2016-07-20 04:00:00,2016-07-20 04:20:00)",105.65,2016-07-20 04:00:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,04:00:00,2,A-2
79,A,2,"[2016-07-20 04:20:00,2016-07-20 04:40:00)",64.32,2016-07-20 04:20:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,04:20:00,2,A-2
80,A,2,"[2016-07-20 04:40:00,2016-07-20 05:00:00)",49.4,2016-07-20 04:40:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,04:40:00,2,A-2
81,A,2,"[2016-07-20 05:00:00,2016-07-20 05:20:00)",49.76,2016-07-20 05:00:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,05:00:00,2,A-2
82,A,2,"[2016-07-20 05:20:00,2016-07-20 05:40:00)",57.67,2016-07-20 05:20:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,05:20:00,2,A-2
83,A,2,"[2016-07-20 05:40:00,2016-07-20 06:00:00)",46.2,2016-07-20 05:40:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,05:40:00,2,A-2
84,A,2,"[2016-07-20 06:00:00,2016-07-20 06:20:00)",44.1,2016-07-20 06:00:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,06:00:00,2,A-2
85,A,2,"[2016-07-20 06:20:00,2016-07-20 06:40:00)",59.87,2016-07-20 06:20:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,06:20:00,2,A-2
86,A,2,"[2016-07-20 06:40:00,2016-07-20 07:00:00)",88.81,2016-07-20 06:40:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,06:40:00,2,A-2
87,A,2,"[2016-07-20 07:00:00,2016-07-20 07:20:00)",77.85,2016-07-20 07:00:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,07:00:00,2,A-2
88,A,2,"[2016-07-20 07:20:00,2016-07-20 07:40:00)",94.92,2016-07-20 07:20:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,07:20:00,2,A-2
89,A,2,"[2016-07-20 07:40:00,2016-07-20 08:00:00)",73.68,2016-07-20 07:40:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,07:40:00,2,A-2
90,A,2,"[2016-07-20 08:00:00,2016-07-20 08:20:00)",61.01,2016-07-20 08:00:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,08:00:00,2,A-2
91,A,2,"[2016-07-20 08:20:00,2016-07-20 08:40:00)",332.16,2016-07-20 08:20:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,08:20:00,2,A-2
92,A,2,"[2016-07-20 08:40:00,2016-07-20 09:00:00)",50.99,2016-07-20 08:40:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,08:40:00,2,A-2
93,A,2,"[2016-07-20 09:00:00,2016-07-20 09:20:00)",44.94,2016-07-20 09:00:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,09:00:00,2,A-2
94,A,2,"[2016-07-20 09:40:00,2016-07-20 10:00:00)",23.3,2016-07-20 09:40:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,09:40:00,2,A-2
95,A,2,"[2016-07-20 10:00:00,2016-07-20 10:20:00)",341.79,2016-07-20 10:00:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,10:00:00,2,A-2
96,A,2,"[2016-07-20 10:20:00,2016-07-20 10:40:00)",70.14,2016-07-20 10:20:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,10:20:00,2,A-2
97,A,2,"[2016-07-20 10:40:00,2016-07-20 11:00:00)",90.17,2016-07-20 10:40:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,10:40:00,2,A-2
98,A,2,"[2016-07-20 11:00:00,2016-07-20 11:20:00)",49.45,2016-07-20 11:00:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,11:00:00,2,A-2
99,A,2,"[2016-07-20 11:20:00,2016-07-20 11:40:00)",46.64,2016-07-20 11:20:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,11:20:00,2,A-2
100,A,2,"[2016-07-20 11:40:00,2016-07-20 12:00:00)",60.48,2016-07-20 11:40:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,11:40:00,2,A-2
101,A,2,"[2016-07-20 12:00:00,2016-07-20 12:20:00)",53.99,2016-07-20 12:00:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,12:00:00,2,A-2
102,A,2,"[2016-07-20 12:20:00,2016-07-20 12:40:00)",49.55,2016-07-20 12:20:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,12:20:00,2,A-2
103,A,2,"[2016-07-20 12:40:00,2016-07-20 13:00:00)",55.28,2016-07-20 12:40:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,12:40:00,2,A-2
104,A,2,"[2016-07-20 13:00:00,2016-07-20 13:20:00)",81.49,2016-07-20 13:00:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,13:00:00,2,A-2
105,A,2,"[2016-07-20 13:20:00,2016-07-20 13:40:00)",50.82,2016-07-20 13:20:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,13:20:00,2,A-2
106,A,2,"[2016-07-20 13:40:00,2016-07-20 14:00:00)",73.5,2016-07-20 13:40:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,13:40:00,2,A-2
107,A,2,"[2016-07-20 14:00:00,2016-07-20 14:20:00)",66.64,2016-07-20 14:00:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,14:00:00,2,A-2
108,A,2,"[2016-07-20 14:20:00,2016-07-20 14:40:00)",57.33,2016-07-20 14:20:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,14:20:00,2,A-2
109,A,2,"[2016-07-20 14:40:00,2016-07-20 15:00:00)",53.57,2016-07-20 14:40:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,14:40:00,2,A-2
110,A,2,"[2016-07-20 15:00:00,2016-07-20 15:20:00)",62.18,2016-07-20 15:00:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,15:00:00,2,A-2
111,A,2,"[2016-07-20 15:20:00,2016-07-20 15:40:00)",64.33,2016-07-20 15:20:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,15:20:00,2,A-2
112,A,2,"[2016-07-20 15:40:00,2016-07-20 16:00:00)",70.33,2016-07-20 15:40:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,15:40:00,2,A-2
113,A,2,"[2016-07-20 16:00:00,2016-07-20 16:20:00)",67.11,2016-07-20 16:00:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,16:00:00,2,A-2
114,A,2,"[2016-07-20 16:20:00,2016-07-20 16:40:00)",82.79,2016-07-20 16:20:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,16:20:00,2,A-2
115,A,2,"[2016-07-20 16:40:00,2016-07-20 17:00:00)",52.87,2016-07-20 16:40:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,16:40:00,2,A-2
116,A,2,"[2016-07-20 17:00:00,2016-07-20 17:20:00)",50.16,2016-07-20 17:00:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,17:00:00,2,A-2
117,A,2,"[2016-07-20 17:20:00,2016-07-20 17:40:00)",81.35,2016-07-20 17:20:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,17:20:00,2,A-2
118,A,2,"[2016-07-20 17:40:00,2016-07-20 18:00:00)",75.48,2016-07-20 17:40:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,17:40:00,2,A-2
119,A,2,"[2016-07-20 18:00:00,2016-07-20 18:20:00)",67.89,2016-07-20 18:00:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,18:00:00,2,A-2
120,A,2,"[2016-07-20 18:20:00,2016-07-20 18:40:00)",85.1,2016-07-20 18:20:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,18:20:00,2,A-2
121,A,2,"[2016-07-20 18:40:00,2016-07-20 19:00:00)",78.33,2016-07-20 18:40:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,18:40:00,2,A-2
122,A,2,"[2016-07-20 19:00:00,2016-07-20 19:20:00)",93.49,2016-07-20 19:00:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,19:00:00,2,A-2
123,A,2,"[2016-07-20 19:20:00,2016-07-20 19:40:00)",56.44,2016-07-20 19:20:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,19:20:00,2,A-2
124,A,2,"[2016-07-20 19:40:00,2016-07-20 20:00:00)",52.1,2016-07-20 19:40:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,19:40:00,2,A-2
125,A,2,"[2016-07-20 20:00:00,2016-07-20 20:20:00)",57.61,2016-07-20 20:00:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,20:00:00,2,A-2
126,A,2,"[2016-07-20 20:20:00,2016-07-20 20:40:00)",52.58,2016-07-20 20:20:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,20:20:00,2,A-2
127,A,2,"[2016-07-20 20:40:00,2016-07-20 21:00:00)",123.65,2016-07-20 20:40:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,20:40:00,2,A-2
128,A,2,"[2016-07-20 21:00:00,2016-07-20 21:20:00)",80.38,2016-07-20 21:00:00,2016-07-20,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,21:00:00,2,A-2
129,A,2,"[2016-07-20 21:20:00,2016-07-20 21:40:00)",50.84,2016-07-20 21:20:00,2016-07-20,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,21:20:00,2,A-2
130,A,2,"[2016-07-20 21:40:00,2016-07-20 22:00:00)",68.68,2016-07-20 21:40:00,2016-07-20,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,21:40:00,2,A-2
131,A,2,"[2016-07-20 22:00:00,2016-07-20 22:20:00)",55.44,2016-07-20 22:00:00,2016-07-20,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,22:00:00,2,A-2
132,A,2,"[2016-07-20 22:20:00,2016-07-20 22:40:00)",44.94,2016-07-20 22:20:00,2016-07-20,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,22:20:00,2,A-2
133,A,2,"[2016-07-20 22:40:00,2016-07-20 23:00:00)",66.24,2016-07-20 22:40:00,2016-07-20,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,22:40:00,2,A-2
134,A,2,"[2016-07-20 23:00:00,2016-07-20 23:20:00)",49.75,2016-07-20 23:00:00,2016-07-20,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,23:00:00,2,A-2
135,A,2,"[2016-07-20 23:20:00,2016-07-20 23:40:00)",55.15,2016-07-20 23:20:00,2016-07-20,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,23:20:00,2,A-2
136,A,2,"[2016-07-20 23:40:00,2016-07-21 00:00:00)",56.67,2016-07-20 23:40:00,2016-07-20,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,23:40:00,2,A-2
