volume,pair,tollgate_id,direction,time_window,start_time,date,time,hour,minute,weekday,timemap,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,last_40min,last_60min,last_80min,last_100min,last_120min,wind_direction2,wind_speed2,precipitation2,SSD,SSD_level,is_workday,datemap,1-0,1-1,2-0,3-0,3-1,hour__0,hour__1,hour__2,hour__3,hour__4,hour__5,hour__6,hour__7,hour__8,hour__9,hour__10,hour__11,hour__12,hour__13,hour__14,hour__15,hour__16,hour__17,hour__18,hour__19,hour__20,hour__21,hour__22,hour__23,minute__0,minute__20,minute__40,weekday__0,weekday__1,weekday__2,weekday__3,weekday__4,weekday__5,weekday__6,workday__1,workday__2
5,1-0,1,0,"[2016-10-08 03:40:00,2016-10-08 04:00:00)",2016-10-08 03:40:00,2016-10-08,03:40:00,3,40,5,12,1011.0,5.0,5.5,20.3,81.0,0.0,3.0,5.0,6.0,7.0,7.0,3.0,8,3,0,57.52530258947368,-1,2,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5,1-0,1,0,"[2016-10-08 04:00:00,2016-10-08 04:20:00)",2016-10-08 04:00:00,2016-10-08,04:00:00,4,0,5,13,1011.0,5.0,5.5,20.3,81.0,0.0,5.0,3.0,5.0,6.0,7.0,7.0,8,3,0,57.52530258947368,-1,2,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
13,1-0,1,0,"[2016-10-08 04:20:00,2016-10-08 04:40:00)",2016-10-08 04:20:00,2016-10-08,04:20:00,4,20,5,14,1011.0,5.0,5.5,20.3,81.0,0.0,5.0,5.0,3.0,5.0,6.0,7.0,8,3,0,57.52530258947368,-1,2,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
9,1-0,1,0,"[2016-10-08 04:40:00,2016-10-08 05:00:00)",2016-10-08 04:40:00,2016-10-08,04:40:00,4,40,5,15,1011.0,5.0,5.5,20.3,81.0,0.0,13.0,5.0,5.0,3.0,5.0,6.0,8,3,0,57.52530258947368,-1,2,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2,1-0,1,0,"[2016-10-08 05:00:00,2016-10-08 05:20:00)",2016-10-08 05:00:00,2016-10-08,05:00:00,5,0,5,16,1011.0,5.0,5.5,20.3,81.0,0.0,9.0,13.0,5.0,5.0,3.0,5.0,8,3,0,57.52530258947368,-1,2,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2,1-0,1,0,"[2016-10-08 05:20:00,2016-10-08 05:40:00)",2016-10-08 05:20:00,2016-10-08,05:20:00,5,20,5,17,1011.0,5.0,5.5,20.3,81.0,0.0,2.0,9.0,13.0,5.0,5.0,3.0,8,3,0,57.52530258947368,-1,2,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
7,1-0,1,0,"[2016-10-08 05:40:00,2016-10-08 06:00:00)",2016-10-08 05:40:00,2016-10-08,05:40:00,5,40,5,18,1011.0,5.0,5.5,20.3,81.0,0.0,2.0,2.0,9.0,13.0,5.0,5.0,8,3,0,57.52530258947368,-1,2,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
9,1-0,1,0,"[2016-10-08 06:00:00,2016-10-08 06:20:00)",2016-10-08 06:00:00,2016-10-08,06:00:00,6,0,5,19,1010.1,17.0,3.6,22.1,72.0,0.0,7.0,2.0,2.0,9.0,13.0,5.0,8,3,0,66.00607278951965,0,2,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
12,1-0,1,0,"[2016-10-08 06:20:00,2016-10-08 06:40:00)",2016-10-08 06:20:00,2016-10-08,06:20:00,6,20,5,20,1010.1,17.0,3.6,22.1,72.0,0.0,9.0,7.0,2.0,2.0,9.0,13.0,8,3,0,66.00607278951965,0,2,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
19,1-0,1,0,"[2016-10-08 06:40:00,2016-10-08 07:00:00)",2016-10-08 06:40:00,2016-10-08,06:40:00,6,40,5,21,1010.1,17.0,3.6,22.1,72.0,0.0,12.0,9.0,7.0,2.0,2.0,9.0,8,3,0,66.00607278951965,0,2,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
21,1-0,1,0,"[2016-10-08 07:00:00,2016-10-08 07:20:00)",2016-10-08 07:00:00,2016-10-08,07:00:00,7,0,5,22,1010.1,17.0,3.6,22.1,72.0,0.0,19.0,12.0,9.0,7.0,2.0,2.0,8,3,0,66.00607278951965,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
36,1-0,1,0,"[2016-10-08 07:20:00,2016-10-08 07:40:00)",2016-10-08 07:20:00,2016-10-08,07:20:00,7,20,5,23,1010.1,17.0,3.6,22.1,72.0,0.0,21.0,19.0,12.0,9.0,7.0,2.0,8,3,0,66.00607278951965,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
27,1-0,1,0,"[2016-10-08 07:40:00,2016-10-08 08:00:00)",2016-10-08 07:40:00,2016-10-08,07:40:00,7,40,5,24,1010.1,17.0,3.6,22.1,72.0,0.0,36.0,21.0,19.0,12.0,9.0,7.0,8,3,0,66.00607278951965,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
31,1-0,1,0,"[2016-10-08 08:00:00,2016-10-08 08:20:00)",2016-10-08 08:00:00,2016-10-08,08:00:00,8,0,5,25,1010.1,17.0,3.6,22.1,72.0,0.0,27.0,36.0,21.0,19.0,12.0,9.0,8,3,0,66.00607278951965,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
39,1-0,1,0,"[2016-10-08 08:20:00,2016-10-08 08:40:00)",2016-10-08 08:20:00,2016-10-08,08:20:00,8,20,5,26,1010.1,17.0,3.6,22.1,72.0,0.0,31.0,27.0,36.0,21.0,19.0,12.0,8,3,0,66.00607278951965,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
38,1-0,1,0,"[2016-10-08 08:40:00,2016-10-08 09:00:00)",2016-10-08 08:40:00,2016-10-08,08:40:00,8,40,5,27,1010.1,17.0,3.6,22.1,72.0,0.0,39.0,31.0,27.0,36.0,21.0,19.0,8,3,0,66.00607278951965,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
35,1-0,1,0,"[2016-10-08 09:00:00,2016-10-08 09:20:00)",2016-10-08 09:00:00,2016-10-08,09:00:00,9,0,5,28,1011.1,357.0,3.2,20.5,80.0,0.0,38.0,39.0,31.0,27.0,36.0,21.0,8,2,0,65.15757224489796,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
31,1-0,1,0,"[2016-10-08 09:20:00,2016-10-08 09:40:00)",2016-10-08 09:20:00,2016-10-08,09:20:00,9,20,5,29,1011.1,357.0,3.2,20.5,80.0,0.0,35.0,38.0,39.0,31.0,27.0,36.0,8,2,0,65.15757224489796,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
38,1-0,1,0,"[2016-10-08 09:40:00,2016-10-08 10:00:00)",2016-10-08 09:40:00,2016-10-08,09:40:00,9,40,5,30,1011.1,357.0,3.2,20.5,80.0,0.0,31.0,35.0,38.0,39.0,31.0,27.0,8,2,0,65.15757224489796,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
37,1-0,1,0,"[2016-10-08 10:00:00,2016-10-08 10:20:00)",2016-10-08 10:00:00,2016-10-08,10:00:00,10,0,5,31,1011.1,357.0,3.2,20.5,80.0,0.0,38.0,31.0,35.0,38.0,39.0,31.0,8,2,0,65.15757224489796,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
41,1-0,1,0,"[2016-10-08 10:20:00,2016-10-08 10:40:00)",2016-10-08 10:20:00,2016-10-08,10:20:00,10,20,5,32,1011.1,357.0,3.2,20.5,80.0,0.0,37.0,38.0,31.0,35.0,38.0,39.0,8,2,0,65.15757224489796,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
34,1-0,1,0,"[2016-10-08 10:40:00,2016-10-08 11:00:00)",2016-10-08 10:40:00,2016-10-08,10:40:00,10,40,5,33,1011.1,357.0,3.2,20.5,80.0,0.0,41.0,37.0,38.0,31.0,35.0,38.0,8,2,0,65.15757224489796,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
25,1-0,1,0,"[2016-10-08 11:00:00,2016-10-08 11:20:00)",2016-10-08 11:00:00,2016-10-08,11:00:00,11,0,5,34,1011.1,357.0,3.2,20.5,80.0,0.0,34.0,41.0,37.0,38.0,31.0,35.0,8,2,0,65.15757224489796,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
28,1-0,1,0,"[2016-10-08 11:20:00,2016-10-08 11:40:00)",2016-10-08 11:20:00,2016-10-08,11:20:00,11,20,5,35,1011.1,357.0,3.2,20.5,80.0,0.0,25.0,34.0,41.0,37.0,38.0,31.0,8,2,0,65.15757224489796,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
24,1-0,1,0,"[2016-10-08 11:40:00,2016-10-08 12:00:00)",2016-10-08 11:40:00,2016-10-08,11:40:00,11,40,5,36,1011.1,357.0,3.2,20.5,80.0,0.0,28.0,25.0,34.0,41.0,37.0,38.0,8,2,0,65.15757224489796,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
42,1-0,1,0,"[2016-10-08 12:00:00,2016-10-08 12:20:00)",2016-10-08 12:00:00,2016-10-08,12:00:00,12,0,5,37,1013.9,41.0,4.6,20.2,66.0,0.0,24.0,28.0,25.0,34.0,41.0,37.0,1,3,0,58.5666367483871,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
36,1-0,1,0,"[2016-10-08 12:20:00,2016-10-08 12:40:00)",2016-10-08 12:20:00,2016-10-08,12:20:00,12,20,5,38,1013.9,41.0,4.6,20.2,66.0,0.0,42.0,24.0,28.0,25.0,34.0,41.0,1,3,0,58.5666367483871,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
41,1-0,1,0,"[2016-10-08 12:40:00,2016-10-08 13:00:00)",2016-10-08 12:40:00,2016-10-08,12:40:00,12,40,5,39,1013.9,41.0,4.6,20.2,66.0,0.0,36.0,42.0,24.0,28.0,25.0,34.0,1,3,0,58.5666367483871,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
46,1-0,1,0,"[2016-10-08 13:00:00,2016-10-08 13:20:00)",2016-10-08 13:00:00,2016-10-08,13:00:00,13,0,5,40,1013.9,41.0,4.6,20.2,66.0,0.0,41.0,36.0,42.0,24.0,28.0,25.0,1,3,0,58.5666367483871,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
43,1-0,1,0,"[2016-10-08 13:20:00,2016-10-08 13:40:00)",2016-10-08 13:20:00,2016-10-08,13:20:00,13,20,5,41,1013.9,41.0,4.6,20.2,66.0,0.0,46.0,41.0,36.0,42.0,24.0,28.0,1,3,0,58.5666367483871,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
35,1-0,1,0,"[2016-10-08 13:40:00,2016-10-08 14:00:00)",2016-10-08 13:40:00,2016-10-08,13:40:00,13,40,5,42,1013.9,41.0,4.6,20.2,66.0,0.0,43.0,46.0,41.0,36.0,42.0,24.0,1,3,0,58.5666367483871,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
37,1-0,1,0,"[2016-10-08 14:00:00,2016-10-08 14:20:00)",2016-10-08 14:00:00,2016-10-08,14:00:00,14,0,5,43,1013.9,41.0,4.6,20.2,66.0,0.0,35.0,43.0,46.0,41.0,36.0,42.0,1,3,0,58.5666367483871,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
45,1-0,1,0,"[2016-10-08 14:20:00,2016-10-08 14:40:00)",2016-10-08 14:20:00,2016-10-08,14:20:00,14,20,5,44,1013.9,41.0,4.6,20.2,66.0,0.0,37.0,35.0,43.0,46.0,41.0,36.0,1,3,0,58.5666367483871,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
33,1-0,1,0,"[2016-10-08 14:40:00,2016-10-08 15:00:00)",2016-10-08 14:40:00,2016-10-08,14:40:00,14,40,5,45,1013.9,41.0,4.6,20.2,66.0,0.0,45.0,37.0,35.0,43.0,46.0,41.0,1,3,0,58.5666367483871,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
44,1-0,1,0,"[2016-10-08 15:00:00,2016-10-08 15:20:00)",2016-10-08 15:00:00,2016-10-08,15:00:00,15,0,5,46,1014.9,15.0,5.5,18.6,60.0,0.0,33.0,45.0,37.0,35.0,43.0,46.0,8,3,0,52.08722424242424,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
42,1-0,1,0,"[2016-10-08 15:20:00,2016-10-08 15:40:00)",2016-10-08 15:20:00,2016-10-08,15:20:00,15,20,5,47,1014.9,15.0,5.5,18.6,60.0,0.0,44.0,33.0,45.0,37.0,35.0,43.0,8,3,0,52.08722424242424,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
40,1-0,1,0,"[2016-10-08 15:40:00,2016-10-08 16:00:00)",2016-10-08 15:40:00,2016-10-08,15:40:00,15,40,5,48,1014.9,15.0,5.5,18.6,60.0,0.0,42.0,44.0,33.0,45.0,37.0,35.0,8,3,0,52.08722424242424,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
49,1-0,1,0,"[2016-10-08 16:00:00,2016-10-08 16:20:00)",2016-10-08 16:00:00,2016-10-08,16:00:00,16,0,5,49,1014.9,15.0,5.5,18.6,60.0,0.0,40.0,42.0,44.0,33.0,45.0,37.0,8,3,0,52.08722424242424,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
44,1-0,1,0,"[2016-10-08 16:20:00,2016-10-08 16:40:00)",2016-10-08 16:20:00,2016-10-08,16:20:00,16,20,5,50,1014.9,15.0,5.5,18.6,60.0,0.0,49.0,40.0,42.0,44.0,33.0,45.0,8,3,0,52.08722424242424,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
36,1-0,1,0,"[2016-10-08 16:40:00,2016-10-08 17:00:00)",2016-10-08 16:40:00,2016-10-08,16:40:00,16,40,5,51,1014.9,15.0,5.5,18.6,60.0,0.0,44.0,49.0,40.0,42.0,44.0,33.0,8,3,0,52.08722424242424,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
37,1-0,1,0,"[2016-10-08 17:00:00,2016-10-08 17:20:00)",2016-10-08 17:00:00,2016-10-08,17:00:00,17,0,5,52,1014.9,15.0,5.5,18.6,60.0,0.0,36.0,44.0,49.0,40.0,42.0,44.0,8,3,0,52.08722424242424,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
23,1-0,1,0,"[2016-10-08 17:20:00,2016-10-08 17:40:00)",2016-10-08 17:20:00,2016-10-08,17:20:00,17,20,5,53,1014.9,15.0,5.5,18.6,60.0,0.0,37.0,36.0,44.0,49.0,40.0,42.0,8,3,0,52.08722424242424,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
26,1-0,1,0,"[2016-10-08 17:40:00,2016-10-08 18:00:00)",2016-10-08 17:40:00,2016-10-08,17:40:00,17,40,5,54,1014.9,15.0,5.5,18.6,60.0,0.0,23.0,37.0,36.0,44.0,49.0,40.0,8,3,0,52.08722424242424,-1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
20,1-0,1,0,"[2016-10-08 18:00:00,2016-10-08 18:20:00)",2016-10-08 18:00:00,2016-10-08,18:00:00,18,0,5,55,1014.9,340.0,2.4,16.4,73.0,0.0,26.0,23.0,37.0,36.0,44.0,49.0,8,2,0,59.217620654545456,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
28,1-0,1,0,"[2016-10-08 18:20:00,2016-10-08 18:40:00)",2016-10-08 18:20:00,2016-10-08,18:20:00,18,20,5,56,1014.9,340.0,2.4,16.4,73.0,0.0,20.0,26.0,23.0,37.0,36.0,44.0,8,2,0,59.217620654545456,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
20,1-0,1,0,"[2016-10-08 18:40:00,2016-10-08 19:00:00)",2016-10-08 18:40:00,2016-10-08,18:40:00,18,40,5,57,1014.9,340.0,2.4,16.4,73.0,0.0,28.0,20.0,26.0,23.0,37.0,36.0,8,2,0,59.217620654545456,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
25,1-0,1,0,"[2016-10-08 19:00:00,2016-10-08 19:20:00)",2016-10-08 19:00:00,2016-10-08,19:00:00,19,0,5,58,1014.9,340.0,2.4,16.4,73.0,0.0,20.0,28.0,20.0,26.0,23.0,37.0,8,2,0,59.217620654545456,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
22,1-0,1,0,"[2016-10-08 19:20:00,2016-10-08 19:40:00)",2016-10-08 19:20:00,2016-10-08,19:20:00,19,20,5,59,1014.9,340.0,2.4,16.4,73.0,0.0,25.0,20.0,28.0,20.0,26.0,23.0,8,2,0,59.217620654545456,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
