volume,hour,minute,weekday,timemap,pressure,wind_direction,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,SSD,is_workday
120,9,0,0,28,1008,351.0,351.0,5.3,23.8,72.0,0.1,116.0,63.77636914716982,1
151,9,20,0,29,1008,351.0,351.0,5.3,23.8,72.0,0.1,120.0,63.77636914716982,1
131,9,40,0,30,1008,351.0,351.0,5.3,23.8,72.0,0.1,151.0,63.77636914716982,1
101,10,0,0,31,1008,351.0,351.0,5.3,23.8,72.0,0.1,131.0,63.77636914716982,1
105,10,20,0,32,1008,351.0,351.0,5.3,23.8,72.0,0.1,101.0,63.77636914716982,1
102,10,40,0,33,1008,351.0,351.0,5.3,23.8,72.0,0.1,105.0,63.77636914716982,1
86,11,0,0,34,1008,351.0,351.0,5.3,23.8,72.0,0.1,102.0,63.77636914716982,1
76,11,20,0,35,1008,351.0,351.0,5.3,23.8,72.0,0.1,86.0,63.77636914716982,1
100,11,40,0,36,1008,351.0,351.0,5.3,23.8,72.0,0.1,76.0,63.77636914716982,1
99,12,0,0,37,1010,302.0,302.0,2.3,20.8,92.0,1.1,100.0,69.95523168264461,1
70,12,20,0,38,1010,302.0,302.0,2.3,20.8,92.0,1.1,99.0,69.95523168264461,1
79,12,40,0,39,1010,302.0,302.0,2.3,20.8,92.0,1.1,70.0,69.95523168264461,1
100,13,0,0,40,1010,302.0,302.0,2.3,20.8,92.0,1.1,79.0,69.95523168264461,1
108,13,20,0,41,1010,302.0,302.0,2.3,20.8,92.0,1.1,100.0,69.95523168264461,1
106,13,40,0,42,1010,302.0,302.0,2.3,20.8,92.0,1.1,108.0,69.95523168264461,1
101,14,0,0,43,1010,302.0,302.0,2.3,20.8,92.0,1.1,106.0,69.95523168264461,1
100,14,20,0,44,1010,302.0,302.0,2.3,20.8,92.0,1.1,101.0,69.95523168264461,1
101,14,40,0,45,1010,302.0,302.0,2.3,20.8,92.0,1.1,100.0,69.95523168264461,1
77,15,0,0,46,1011,18.0,18.0,2.6,21.4,80.0,0.0,101.0,68.79945545762712,1
104,15,20,0,47,1011,18.0,18.0,2.6,21.4,80.0,0.0,77.0,68.79945545762712,1
92,15,40,0,48,1011,18.0,18.0,2.6,21.4,80.0,0.0,104.0,68.79945545762712,1
110,16,0,0,49,1011,18.0,18.0,2.6,21.4,80.0,0.0,92.0,68.79945545762712,1
122,16,20,0,50,1011,18.0,18.0,2.6,21.4,80.0,0.0,110.0,68.79945545762712,1
116,16,40,0,51,1011,18.0,18.0,2.6,21.4,80.0,0.0,122.0,68.79945545762712,1
96,17,0,0,52,1011,18.0,18.0,2.6,21.4,80.0,0.0,116.0,68.79945545762712,1
116,17,20,0,53,1011,18.0,18.0,2.6,21.4,80.0,0.0,96.0,68.79945545762712,1
112,17,40,0,54,1011,18.0,18.0,2.6,21.4,80.0,0.0,116.0,68.79945545762712,1
67,18,0,0,55,1011,333.0,333.0,2.4,20.2,75.0,0.0,112.0,66.5949015483871,1
94,18,20,0,56,1011,333.0,333.0,2.4,20.2,75.0,0.0,67.0,66.5949015483871,1
65,18,40,0,57,1011,333.0,333.0,2.4,20.2,75.0,0.0,94.0,66.5949015483871,1
62,19,0,0,58,1011,333.0,333.0,2.4,20.2,75.0,0.0,65.0,66.5949015483871,1
44,19,20,0,59,1011,333.0,333.0,2.4,20.2,75.0,0.0,62.0,66.5949015483871,1
41,19,40,0,60,1011,333.0,333.0,2.4,20.2,75.0,0.0,44.0,66.5949015483871,1
48,20,0,0,61,1011,333.0,333.0,2.4,20.2,75.0,0.0,41.0,66.5949015483871,1
34,20,20,0,62,1011,333.0,333.0,2.4,20.2,75.0,0.0,48.0,66.5949015483871,1
39,20,40,0,63,1011,333.0,333.0,2.4,20.2,75.0,0.0,34.0,66.5949015483871,1
24,21,0,0,64,1012,319.0,319.0,2.7,19.1,75.0,0.0,39.0,63.5528445019305,1
35,21,20,0,65,1012,319.0,319.0,2.7,19.1,75.0,0.0,24.0,63.5528445019305,1
30,21,40,0,66,1012,319.0,319.0,2.7,19.1,75.0,0.0,35.0,63.5528445019305,1
21,22,0,0,67,1012,319.0,319.0,2.7,19.1,75.0,0.0,30.0,63.5528445019305,1
24,22,20,0,68,1012,319.0,319.0,2.7,19.1,75.0,0.0,21.0,63.5528445019305,1
23,22,40,0,69,1012,319.0,319.0,2.7,19.1,75.0,0.0,24.0,63.5528445019305,1
16,23,0,0,70,1012,319.0,319.0,2.7,19.1,75.0,0.0,23.0,63.5528445019305,1
10,23,20,0,71,1012,319.0,319.0,2.7,19.1,75.0,0.0,16.0,63.5528445019305,1
13,23,40,0,72,1012,319.0,319.0,2.7,19.1,75.0,0.0,10.0,63.5528445019305,1
139,0,0,1,1,1013,341.0,341.0,3.5,21.1,68.0,0.0,13.0,63.98836985439331,1
80,0,20,1,2,1013,341.0,341.0,3.5,21.1,68.0,0.0,139.0,63.98836985439331,1
37,0,40,1,3,1013,341.0,341.0,3.5,21.1,68.0,0.0,80.0,63.98836985439331,1
6,1,0,1,4,1013,341.0,341.0,3.5,21.1,68.0,0.0,37.0,63.98836985439331,1
8,1,20,1,5,1013,341.0,341.0,3.5,21.1,68.0,0.0,6.0,63.98836985439331,1
11,1,40,1,6,1013,341.0,341.0,3.5,21.1,68.0,0.0,8.0,63.98836985439331,1
8,2,0,1,7,1013,341.0,341.0,3.5,21.1,68.0,0.0,11.0,63.98836985439331,1
12,2,20,1,8,1013,341.0,341.0,3.5,21.1,68.0,0.0,8.0,63.98836985439331,1
8,2,40,1,9,1013,341.0,341.0,3.5,21.1,68.0,0.0,12.0,63.98836985439331,1
2,3,0,1,10,1014,354.0,354.0,2.6,23.9,58.0,0.0,8.0,70.87979294407583,1
13,3,20,1,11,1014,354.0,354.0,2.6,23.9,58.0,0.0,2.0,70.87979294407583,1
18,3,40,1,12,1014,354.0,354.0,2.6,23.9,58.0,0.0,13.0,70.87979294407583,1
20,4,0,1,13,1014,354.0,354.0,2.6,23.9,58.0,0.0,18.0,70.87979294407583,1
17,4,20,1,14,1014,354.0,354.0,2.6,23.9,58.0,0.0,20.0,70.87979294407583,1
20,4,40,1,15,1014,354.0,354.0,2.6,23.9,58.0,0.0,17.0,70.87979294407583,1
27,5,0,1,16,1014,354.0,354.0,2.6,23.9,58.0,0.0,20.0,70.87979294407583,1
37,5,20,1,17,1014,354.0,354.0,2.6,23.9,58.0,0.0,27.0,70.87979294407583,1
35,5,40,1,18,1014,354.0,354.0,2.6,23.9,58.0,0.0,37.0,70.87979294407583,1
47,6,0,1,19,1012,7.0,7.0,4.6,26.9,43.0,0.0,35.0,68.00156924419889,1
59,6,20,1,20,1012,7.0,7.0,4.6,26.9,43.0,0.0,47.0,68.00156924419889,1
69,6,40,1,21,1012,7.0,7.0,4.6,26.9,43.0,0.0,59.0,68.00156924419889,1
88,7,0,1,22,1012,7.0,7.0,4.6,26.9,43.0,0.0,69.0,68.00156924419889,1
126,7,20,1,23,1012,7.0,7.0,4.6,26.9,43.0,0.0,88.0,68.00156924419889,1
139,7,40,1,24,1012,7.0,7.0,4.6,26.9,43.0,0.0,126.0,68.00156924419889,1
132,8,0,1,25,1012,7.0,7.0,4.6,26.9,43.0,0.0,139.0,68.00156924419889,1
151,8,20,1,26,1012,7.0,7.0,4.6,26.9,43.0,0.0,132.0,68.00156924419889,1
131,8,40,1,27,1012,7.0,7.0,4.6,26.9,43.0,0.0,151.0,68.00156924419889,1
150,9,0,1,28,1013,11.0,11.0,4.5,25.4,42.0,0.0,131.0,65.50360610612246,1
142,9,20,1,29,1013,11.0,11.0,4.5,25.4,42.0,0.0,150.0,65.50360610612246,1
173,9,40,1,30,1013,11.0,11.0,4.5,25.4,42.0,0.0,142.0,65.50360610612246,1
96,10,0,1,31,1013,11.0,11.0,4.5,25.4,42.0,0.0,173.0,65.50360610612246,1
92,10,20,1,32,1013,11.0,11.0,4.5,25.4,42.0,0.0,96.0,65.50360610612246,1
92,10,40,1,33,1013,11.0,11.0,4.5,25.4,42.0,0.0,92.0,65.50360610612246,1
90,11,0,1,34,1013,11.0,11.0,4.5,25.4,42.0,0.0,92.0,65.50360610612246,1
98,11,20,1,35,1013,11.0,11.0,4.5,25.4,42.0,0.0,90.0,65.50360610612246,1
87,11,40,1,36,1013,11.0,11.0,4.5,25.4,42.0,0.0,98.0,65.50360610612246,1
86,12,0,1,37,1014,25.0,25.0,1.7,22.1,53.0,0.0,87.0,69.86847638951966,1
82,12,20,1,38,1014,25.0,25.0,1.7,22.1,53.0,0.0,86.0,69.86847638951966,1
70,12,40,1,39,1014,25.0,25.0,1.7,22.1,53.0,0.0,82.0,69.86847638951966,1
99,13,0,1,40,1014,25.0,25.0,1.7,22.1,53.0,0.0,70.0,69.86847638951966,1
95,13,20,1,41,1014,25.0,25.0,1.7,22.1,53.0,0.0,99.0,69.86847638951966,1
103,13,40,1,42,1014,25.0,25.0,1.7,22.1,53.0,0.0,95.0,69.86847638951966,1
105,14,0,1,43,1014,25.0,25.0,1.7,22.1,53.0,0.0,103.0,69.86847638951966,1
94,14,20,1,44,1014,25.0,25.0,1.7,22.1,53.0,0.0,105.0,69.86847638951966,1
99,14,40,1,45,1014,25.0,25.0,1.7,22.1,53.0,0.0,94.0,69.86847638951966,1
78,15,0,1,46,1014,326.0,326.0,2.2,20.5,65.0,0.0,99.0,66.69410224489796,1
79,15,20,1,47,1014,326.0,326.0,2.2,20.5,65.0,0.0,78.0,66.69410224489796,1
71,15,40,1,48,1014,326.0,326.0,2.2,20.5,65.0,0.0,79.0,66.69410224489796,1
95,16,0,1,49,1014,326.0,326.0,2.2,20.5,65.0,0.0,71.0,66.69410224489796,1
96,16,20,1,50,1014,326.0,326.0,2.2,20.5,65.0,0.0,95.0,66.69410224489796,1
95,16,40,1,51,1014,326.0,326.0,2.2,20.5,65.0,0.0,96.0,66.69410224489796,1
111,17,0,1,52,1014,326.0,326.0,2.2,20.5,65.0,0.0,95.0,66.69410224489796,1
110,17,20,1,53,1014,326.0,326.0,2.2,20.5,65.0,0.0,111.0,66.69410224489796,1
133,17,40,1,54,1014,326.0,326.0,2.2,20.5,65.0,0.0,110.0,66.69410224489796,1
78,18,0,1,55,1014,327.0,327.0,1.4,19.4,74.0,0.0,133.0,68.1735901,1
60,18,20,1,56,1014,327.0,327.0,1.4,19.4,74.0,0.0,78.0,68.1735901,1
53,18,40,1,57,1014,327.0,327.0,1.4,19.4,74.0,0.0,60.0,68.1735901,1
44,19,0,1,58,1014,327.0,327.0,1.4,19.4,74.0,0.0,53.0,68.1735901,1
52,19,20,1,59,1014,327.0,327.0,1.4,19.4,74.0,0.0,44.0,68.1735901,1
49,19,40,1,60,1014,327.0,327.0,1.4,19.4,74.0,0.0,52.0,68.1735901,1
34,20,0,1,61,1014,327.0,327.0,1.4,19.4,74.0,0.0,49.0,68.1735901,1
42,20,20,1,62,1014,327.0,327.0,1.4,19.4,74.0,0.0,34.0,68.1735901,1
37,20,40,1,63,1014,327.0,327.0,1.4,19.4,74.0,0.0,42.0,68.1735901,1
41,21,0,1,64,1014,330.0,330.0,1.0,18.6,80.0,0.0,37.0,68.56701624242424,1
42,21,20,1,65,1014,330.0,330.0,1.0,18.6,80.0,0.0,41.0,68.56701624242424,1
39,21,40,1,66,1014,330.0,330.0,1.0,18.6,80.0,0.0,42.0,68.56701624242424,1
32,22,0,1,67,1014,330.0,330.0,1.0,18.6,80.0,0.0,39.0,68.56701624242424,1
30,22,20,1,68,1014,330.0,330.0,1.0,18.6,80.0,0.0,32.0,68.56701624242424,1
24,22,40,1,69,1014,330.0,330.0,1.0,18.6,80.0,0.0,30.0,68.56701624242424,1
12,23,0,1,70,1014,330.0,330.0,1.0,18.6,80.0,0.0,24.0,68.56701624242424,1
22,23,20,1,71,1014,330.0,330.0,1.0,18.6,80.0,0.0,12.0,68.56701624242424,1
14,23,40,1,72,1014,330.0,330.0,1.0,18.6,80.0,0.0,22.0,68.56701624242424,1
97,0,0,2,1,1016,219.0,219.0,0.7,21.7,69.0,0.0,14.0,74.1858907141631,1
64,0,20,2,2,1016,219.0,219.0,0.7,21.7,69.0,0.0,97.0,74.1858907141631,1
41,0,40,2,3,1016,219.0,219.0,0.7,21.7,69.0,0.0,64.0,74.1858907141631,1
9,1,0,2,4,1016,219.0,219.0,0.7,21.7,69.0,0.0,41.0,74.1858907141631,1
8,1,20,2,5,1016,219.0,219.0,0.7,21.7,69.0,0.0,9.0,74.1858907141631,1
13,1,40,2,6,1016,219.0,219.0,0.7,21.7,69.0,0.0,8.0,74.1858907141631,1
10,2,0,2,7,1016,219.0,219.0,0.7,21.7,69.0,0.0,13.0,74.1858907141631,1
7,2,20,2,8,1016,219.0,219.0,0.7,21.7,69.0,0.0,10.0,74.1858907141631,1
10,2,40,2,9,1016,219.0,219.0,0.7,21.7,69.0,0.0,7.0,74.1858907141631,1
12,3,0,2,10,1015,17.0,17.0,2.4,25.2,59.0,0.0,10.0,74.04217845656565,1
15,3,20,2,11,1015,17.0,17.0,2.4,25.2,59.0,0.0,12.0,74.04217845656565,1
19,3,40,2,12,1015,17.0,17.0,2.4,25.2,59.0,0.0,15.0,74.04217845656565,1
18,4,0,2,13,1015,17.0,17.0,2.4,25.2,59.0,0.0,19.0,74.04217845656565,1
18,4,20,2,14,1015,17.0,17.0,2.4,25.2,59.0,0.0,18.0,74.04217845656565,1
18,4,40,2,15,1015,17.0,17.0,2.4,25.2,59.0,0.0,18.0,74.04217845656565,1
31,5,0,2,16,1015,17.0,17.0,2.4,25.2,59.0,0.0,18.0,74.04217845656565,1
28,5,20,2,17,1015,17.0,17.0,2.4,25.2,59.0,0.0,31.0,74.04217845656565,1
30,5,40,2,18,1015,17.0,17.0,2.4,25.2,59.0,0.0,28.0,74.04217845656565,1
36,6,0,2,19,1013,328.0,328.0,3.0,26.2,56.0,0.0,30.0,73.57659656170213,1
50,6,20,2,20,1013,328.0,328.0,3.0,26.2,56.0,0.0,36.0,73.57659656170213,1
71,6,40,2,21,1013,328.0,328.0,3.0,26.2,56.0,0.0,50.0,73.57659656170213,1
77,7,0,2,22,1013,328.0,328.0,3.0,26.2,56.0,0.0,71.0,73.57659656170213,1
94,7,20,2,23,1013,328.0,328.0,3.0,26.2,56.0,0.0,77.0,73.57659656170213,1
99,7,40,2,24,1013,328.0,328.0,3.0,26.2,56.0,0.0,94.0,73.57659656170213,1
100,8,0,2,25,1013,328.0,328.0,3.0,26.2,56.0,0.0,99.0,73.57659656170213,1
105,8,20,2,26,1013,328.0,328.0,3.0,26.2,56.0,0.0,100.0,73.57659656170213,1
119,8,40,2,27,1013,328.0,328.0,3.0,26.2,56.0,0.0,105.0,73.57659656170213,1
137,9,0,2,28,1013,348.0,348.0,1.5,24.9,67.0,0.0,119.0,77.38324096915423,1
132,9,20,2,29,1013,348.0,348.0,1.5,24.9,67.0,0.0,137.0,77.38324096915423,1
122,9,40,2,30,1013,348.0,348.0,1.5,24.9,67.0,0.0,132.0,77.38324096915423,1
96,10,0,2,31,1013,348.0,348.0,1.5,24.9,67.0,0.0,122.0,77.38324096915423,1
98,10,20,2,32,1013,348.0,348.0,1.5,24.9,67.0,0.0,96.0,77.38324096915423,1
89,10,40,2,33,1013,348.0,348.0,1.5,24.9,67.0,0.0,98.0,77.38324096915423,1
77,11,0,2,34,1013,348.0,348.0,1.5,24.9,67.0,0.0,89.0,77.38324096915423,1
79,11,20,2,35,1013,348.0,348.0,1.5,24.9,67.0,0.0,77.0,77.38324096915423,1
78,11,40,2,36,1013,348.0,348.0,1.5,24.9,67.0,0.0,79.0,77.38324096915423,1
84,12,0,2,37,1014,320.0,320.0,2.4,21.3,91.0,0.5,78.0,70.49993400675106,1
96,12,20,2,38,1014,320.0,320.0,2.4,21.3,91.0,0.5,84.0,70.49993400675106,1
90,12,40,2,39,1014,320.0,320.0,2.4,21.3,91.0,0.5,96.0,70.49993400675106,1
87,13,0,2,40,1014,320.0,320.0,2.4,21.3,91.0,0.5,90.0,70.49993400675106,1
87,13,20,2,41,1014,320.0,320.0,2.4,21.3,91.0,0.5,87.0,70.49993400675106,1
105,13,40,2,42,1014,320.0,320.0,2.4,21.3,91.0,0.5,87.0,70.49993400675106,1
104,14,0,2,43,1014,320.0,320.0,2.4,21.3,91.0,0.5,105.0,70.49993400675106,1
93,14,20,2,44,1014,320.0,320.0,2.4,21.3,91.0,0.5,104.0,70.49993400675106,1
103,14,40,2,45,1014,320.0,320.0,2.4,21.3,91.0,0.5,93.0,70.49993400675106,1
98,15,0,2,46,1014,310.0,310.0,1.0,20.8,93.0,0.0,103.0,74.22722048264463,1
96,15,20,2,47,1014,310.0,310.0,1.0,20.8,93.0,0.0,98.0,74.22722048264463,1
90,15,40,2,48,1014,310.0,310.0,1.0,20.8,93.0,0.0,96.0,74.22722048264463,1
105,16,0,2,49,1014,310.0,310.0,1.0,20.8,93.0,0.0,90.0,74.22722048264463,1
97,16,20,2,50,1014,310.0,310.0,1.0,20.8,93.0,0.0,105.0,74.22722048264463,1
98,16,40,2,51,1014,310.0,310.0,1.0,20.8,93.0,0.0,97.0,74.22722048264463,1
94,17,0,2,52,1014,310.0,310.0,1.0,20.8,93.0,0.0,98.0,74.22722048264463,1
109,17,20,2,53,1014,310.0,310.0,1.0,20.8,93.0,0.0,94.0,74.22722048264463,1
94,17,40,2,54,1014,310.0,310.0,1.0,20.8,93.0,0.0,109.0,74.22722048264463,1
74,18,0,2,55,1013,341.0,341.0,1.7,20.2,94.0,0.0,94.0,70.92123834838709,1
85,18,20,2,56,1013,341.0,341.0,1.7,20.2,94.0,0.0,74.0,70.92123834838709,1
78,18,40,2,57,1013,341.0,341.0,1.7,20.2,94.0,0.0,85.0,70.92123834838709,1
46,19,0,2,58,1013,341.0,341.0,1.7,20.2,94.0,0.0,78.0,70.92123834838709,1
40,19,20,2,59,1013,341.0,341.0,1.7,20.2,94.0,0.0,46.0,70.92123834838709,1
49,19,40,2,60,1013,341.0,341.0,1.7,20.2,94.0,0.0,40.0,70.92123834838709,1
43,20,0,2,61,1013,341.0,341.0,1.7,20.2,94.0,0.0,49.0,70.92123834838709,1
47,20,20,2,62,1013,341.0,341.0,1.7,20.2,94.0,0.0,43.0,70.92123834838709,1
26,20,40,2,63,1013,341.0,341.0,1.7,20.2,94.0,0.0,47.0,70.92123834838709,1
29,21,0,2,64,1013,320.0,320.0,1.6,19.5,96.0,0.0,26.0,70.08223592156861,1
33,21,20,2,65,1013,320.0,320.0,1.6,19.5,96.0,0.0,29.0,70.08223592156861,1
28,21,40,2,66,1013,320.0,320.0,1.6,19.5,96.0,0.0,33.0,70.08223592156861,1
26,22,0,2,67,1013,320.0,320.0,1.6,19.5,96.0,0.0,28.0,70.08223592156861,1
23,22,20,2,68,1013,320.0,320.0,1.6,19.5,96.0,0.0,26.0,70.08223592156861,1
25,22,40,2,69,1013,320.0,320.0,1.6,19.5,96.0,0.0,23.0,70.08223592156861,1
13,23,0,2,70,1013,320.0,320.0,1.6,19.5,96.0,0.0,25.0,70.08223592156861,1
21,23,20,2,71,1013,320.0,320.0,1.6,19.5,96.0,0.0,13.0,70.08223592156861,1
14,23,40,2,72,1013,320.0,320.0,1.6,19.5,96.0,0.0,21.0,70.08223592156861,1
110,0,0,3,1,1014,281.0,281.0,1.5,20.7,91.0,0.0,14.0,72.20796062386832,1
74,0,20,3,2,1014,281.0,281.0,1.5,20.7,91.0,0.0,110.0,72.20796062386832,1
49,0,40,3,3,1014,281.0,281.0,1.5,20.7,91.0,0.0,74.0,72.20796062386832,1
6,1,0,3,4,1014,281.0,281.0,1.5,20.7,91.0,0.0,49.0,72.20796062386832,1
9,1,20,3,5,1014,281.0,281.0,1.5,20.7,91.0,0.0,6.0,72.20796062386832,1
10,1,40,3,6,1014,281.0,281.0,1.5,20.7,91.0,0.0,9.0,72.20796062386832,1
11,2,0,3,7,1014,281.0,281.0,1.5,20.7,91.0,0.0,10.0,72.20796062386832,1
8,2,20,3,8,1014,281.0,281.0,1.5,20.7,91.0,0.0,11.0,72.20796062386832,1
4,2,40,3,9,1014,281.0,281.0,1.5,20.7,91.0,0.0,8.0,72.20796062386832,1
9,3,0,3,10,1013,187.0,187.0,2.5,26.4,62.0,0.0,4.0,76.33882553118279,1
15,3,20,3,11,1013,187.0,187.0,2.5,26.4,62.0,0.0,9.0,76.33882553118279,1
13,3,40,3,12,1013,187.0,187.0,2.5,26.4,62.0,0.0,15.0,76.33882553118279,1
21,4,0,3,13,1013,187.0,187.0,2.5,26.4,62.0,0.0,13.0,76.33882553118279,1
12,4,20,3,14,1013,187.0,187.0,2.5,26.4,62.0,0.0,21.0,76.33882553118279,1
22,4,40,3,15,1013,187.0,187.0,2.5,26.4,62.0,0.0,12.0,76.33882553118279,1
27,5,0,3,16,1013,187.0,187.0,2.5,26.4,62.0,0.0,22.0,76.33882553118279,1
27,5,20,3,17,1013,187.0,187.0,2.5,26.4,62.0,0.0,27.0,76.33882553118279,1
39,5,40,3,18,1013,187.0,187.0,2.5,26.4,62.0,0.0,27.0,76.33882553118279,1
42,6,0,3,19,1011,117.0,117.0,2.3,28.7,54.0,0.0,39.0,80.14986681226993,1
61,6,20,3,20,1011,117.0,117.0,2.3,28.7,54.0,0.0,42.0,80.14986681226993,1
60,6,40,3,21,1011,117.0,117.0,2.3,28.7,54.0,0.0,61.0,80.14986681226993,1
79,7,0,3,22,1011,117.0,117.0,2.3,28.7,54.0,0.0,60.0,80.14986681226993,1
96,7,20,3,23,1011,117.0,117.0,2.3,28.7,54.0,0.0,79.0,80.14986681226993,1
100,7,40,3,24,1011,117.0,117.0,2.3,28.7,54.0,0.0,96.0,80.14986681226993,1
106,8,0,3,25,1011,117.0,117.0,2.3,28.7,54.0,0.0,100.0,80.14986681226993,1
98,8,20,3,26,1011,117.0,117.0,2.3,28.7,54.0,0.0,106.0,80.14986681226993,1
111,8,40,3,27,1011,117.0,117.0,2.3,28.7,54.0,0.0,98.0,80.14986681226993,1
123,9,0,3,28,1011,91.0,91.0,2.6,26.8,57.0,0.0,111.0,76.09527131428571,1
107,9,20,3,29,1011,91.0,91.0,2.6,26.8,57.0,0.0,123.0,76.09527131428571,1
110,9,40,3,30,1011,91.0,91.0,2.6,26.8,57.0,0.0,107.0,76.09527131428571,1
98,10,0,3,31,1011,91.0,91.0,2.6,26.8,57.0,0.0,110.0,76.09527131428571,1
106,10,20,3,32,1011,91.0,91.0,2.6,26.8,57.0,0.0,98.0,76.09527131428571,1
85,10,40,3,33,1011,91.0,91.0,2.6,26.8,57.0,0.0,106.0,76.09527131428571,1
76,11,0,3,34,1011,91.0,91.0,2.6,26.8,57.0,0.0,85.0,76.09527131428571,1
85,11,20,3,35,1011,91.0,91.0,2.6,26.8,57.0,0.0,76.0,76.09527131428571,1
84,11,40,3,36,1011,91.0,91.0,2.6,26.8,57.0,0.0,85.0,76.09527131428571,1
105,12,0,3,37,1012,91.0,91.0,3.6,24.4,72.0,0.0,84.0,70.35120876116504,1
91,12,20,3,38,1012,91.0,91.0,3.6,24.4,72.0,0.0,105.0,70.35120876116504,1
98,12,40,3,39,1012,91.0,91.0,3.6,24.4,72.0,0.0,91.0,70.35120876116504,1
96,13,0,3,40,1012,91.0,91.0,3.6,24.4,72.0,0.0,98.0,70.35120876116504,1
103,13,20,3,41,1012,91.0,91.0,3.6,24.4,72.0,0.0,96.0,70.35120876116504,1
120,13,40,3,42,1012,91.0,91.0,3.6,24.4,72.0,0.0,103.0,70.35120876116504,1
73,14,0,3,43,1012,91.0,91.0,3.6,24.4,72.0,0.0,120.0,70.35120876116504,1
90,14,20,3,44,1012,91.0,91.0,3.6,24.4,72.0,0.0,73.0,70.35120876116504,1
90,14,40,3,45,1012,91.0,91.0,3.6,24.4,72.0,0.0,90.0,70.35120876116504,1
90,15,0,3,46,1012,86.0,86.0,2.7,23.1,80.0,0.0,90.0,71.73643930593606,1
115,15,20,3,47,1012,86.0,86.0,2.7,23.1,80.0,0.0,90.0,71.73643930593606,1
89,15,40,3,48,1012,86.0,86.0,2.7,23.1,80.0,0.0,115.0,71.73643930593606,1
102,16,0,3,49,1012,86.0,86.0,2.7,23.1,80.0,0.0,89.0,71.73643930593606,1
104,16,20,3,50,1012,86.0,86.0,2.7,23.1,80.0,0.0,102.0,71.73643930593606,1
113,16,40,3,51,1012,86.0,86.0,2.7,23.1,80.0,0.0,104.0,71.73643930593606,1
114,17,0,3,52,1012,86.0,86.0,2.7,23.1,80.0,0.0,113.0,71.73643930593606,1
102,17,20,3,53,1012,86.0,86.0,2.7,23.1,80.0,0.0,114.0,71.73643930593606,1
113,17,40,3,54,1012,86.0,86.0,2.7,23.1,80.0,0.0,102.0,71.73643930593606,1
81,18,0,3,55,1012,33.0,33.0,1.1,21.9,84.0,0.0,113.0,75.02069216277057,1
83,18,20,3,56,1012,33.0,33.0,1.1,21.9,84.0,0.0,81.0,75.02069216277057,1
