volume,hour,minute,weekday,timemap,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,SSD,is_workday
22,22,20,6,68,1014.5,333.0,2.5,14.1,80.0,0.0,55.18706397411003,2
12,22,40,6,69,1014.5,333.0,2.5,14.1,80.0,0.0,55.18706397411003,2
14,23,0,6,70,1014.5,333.0,2.5,14.1,80.0,0.0,55.18706397411003,2
6,23,20,6,71,1014.5,333.0,2.5,14.1,80.0,0.0,55.18706397411003,2
7,23,40,6,72,1014.5,333.0,2.5,14.1,80.0,0.0,55.18706397411003,2
2,0,0,0,1,1015.95,176.0,3.1,18.1,70.0,0.0,59.87078737546469,1
2,0,20,0,2,1015.95,176.0,3.1,18.1,70.0,0.0,59.87078737546469,1
1,1,40,0,6,1015.95,176.0,3.1,18.1,70.0,0.0,59.87078737546469,1
9,5,0,0,16,1015.4,55.5,3.0,21.3,61.0,0.0,65.16573000675106,1
17,5,20,0,17,1015.4,55.5,3.0,21.3,61.0,0.0,65.16573000675106,1
30,5,40,0,18,1015.4,55.5,3.0,21.3,61.0,0.0,65.16573000675106,1
23,6,0,0,19,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
34,6,20,0,20,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
49,6,40,0,21,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
82,7,0,0,22,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
114,7,20,0,23,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
115,7,40,0,24,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
129,8,0,0,25,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
120,8,20,0,26,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
117,8,40,0,27,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
121,9,0,0,28,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
92,9,20,0,29,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
90,9,40,0,30,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
60,10,0,0,31,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
57,10,20,0,32,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
76,10,40,0,33,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
57,11,0,0,34,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
55,11,20,0,35,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
55,11,40,0,36,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
67,12,0,0,37,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
76,12,20,0,38,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
66,12,40,0,39,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
69,13,0,0,40,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
57,13,20,0,41,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
85,13,40,0,42,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
65,14,0,0,43,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
61,14,20,0,44,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
69,14,40,0,45,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
66,15,0,0,46,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
69,15,20,0,47,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
70,15,40,0,48,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
77,16,0,0,49,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
67,16,20,0,50,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
81,16,40,0,51,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
85,17,0,0,52,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
65,17,20,0,53,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
55,17,40,0,54,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
59,18,0,0,55,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
53,18,20,0,56,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
41,18,40,0,57,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
30,19,0,0,58,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
31,19,20,0,59,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
31,19,40,0,60,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
32,20,0,0,61,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
41,20,20,0,62,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
26,20,40,0,63,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
25,21,0,0,64,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
32,21,20,0,65,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
16,21,40,0,66,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
24,22,0,0,67,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
17,22,20,0,68,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
10,22,40,0,69,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
9,23,20,0,71,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
12,23,40,0,72,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
4,0,0,1,1,1015.5,351.0,2.2,18.7,74.0,0.0,64.29184137794678,1
2,0,20,1,2,1015.5,351.0,2.2,18.7,74.0,0.0,64.29184137794678,1
2,0,40,1,3,1015.5,351.0,2.2,18.7,74.0,0.0,64.29184137794678,1
14,5,0,1,16,1014.7,45.0,3.5,21.2,66.0,0.0,63.94847768739496,1
9,5,20,1,17,1014.7,45.0,3.5,21.2,66.0,0.0,63.94847768739496,1
22,5,40,1,18,1014.7,45.0,3.5,21.2,66.0,0.0,63.94847768739496,1
25,6,0,1,19,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
31,6,20,1,20,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
52,6,40,1,21,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
94,7,0,1,22,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
109,7,20,1,23,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
103,7,40,1,24,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
122,8,0,1,25,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
106,8,20,1,26,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
123,8,40,1,27,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
106,9,0,1,28,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
92,9,20,1,29,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
71,9,40,1,30,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
69,10,0,1,31,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
55,10,20,1,32,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
71,10,40,1,33,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
66,11,0,1,34,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
71,11,20,1,35,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
61,11,40,1,36,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
69,12,0,1,37,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
63,12,20,1,38,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
72,12,40,1,39,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
58,13,0,1,40,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
52,13,20,1,41,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
64,13,40,1,42,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
69,14,0,1,43,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
76,14,20,1,44,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
70,14,40,1,45,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
79,15,0,1,46,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
87,15,20,1,47,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
79,15,40,1,48,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
63,16,0,1,49,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
79,16,20,1,50,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
74,16,40,1,51,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
95,17,0,1,52,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
66,17,20,1,53,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
76,17,40,1,54,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
54,18,0,1,55,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
56,18,20,1,56,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
50,18,40,1,57,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
44,19,0,1,58,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
28,19,20,1,59,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
30,19,40,1,60,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
40,20,0,1,61,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
24,20,20,1,62,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
37,20,40,1,63,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
33,21,0,1,64,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
28,21,20,1,65,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
26,21,40,1,66,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
22,22,0,1,67,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
19,22,20,1,68,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
16,22,40,1,69,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
23,23,0,1,70,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
8,23,20,1,71,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
9,23,40,1,72,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
2,0,0,2,1,1018.4,56.0,4.5,19.9,60.0,0.0,57.676128286852595,1
2,0,20,2,2,1018.4,56.0,4.5,19.9,60.0,0.0,57.676128286852595,1
1,0,40,2,3,1018.4,56.0,4.5,19.9,60.0,0.0,57.676128286852595,1
14,5,0,2,16,1018.3,46.0,2.9,20.9,68.0,0.0,65.53443828713692,1
14,5,20,2,17,1018.3,46.0,2.9,20.9,68.0,0.0,65.53443828713692,1
15,5,40,2,18,1018.3,46.0,2.9,20.9,68.0,0.0,65.53443828713692,1
32,6,0,2,19,1016.4,100.0,3.1,22.1,59.0,0.0,66.08876998951965,1
27,6,20,2,20,1016.4,100.0,3.1,22.1,59.0,0.0,66.08876998951965,1
45,6,40,2,21,1016.4,100.0,3.1,22.1,59.0,0.0,66.08876998951965,1
91,7,0,2,22,1016.4,100.0,3.1,22.1,59.0,0.0,66.08876998951965,1
92,7,20,2,23,1016.4,100.0,3.1,22.1,59.0,0.0,66.08876998951965,1
119,7,40,2,24,1016.4,100.0,3.1,22.1,59.0,0.0,66.08876998951965,1
129,8,0,2,25,1016.4,100.0,3.1,22.1,59.0,0.0,66.08876998951965,1
124,8,20,2,26,1016.4,100.0,3.1,22.1,59.0,0.0,66.08876998951965,1
114,8,40,2,27,1016.4,100.0,3.1,22.1,59.0,0.0,66.08876998951965,1
112,9,0,2,28,1016.5,39.0,3.7,21.2,57.0,0.0,62.287488887394964,1
108,9,20,2,29,1016.5,39.0,3.7,21.2,57.0,0.0,62.287488887394964,1
86,9,40,2,30,1016.5,39.0,3.7,21.2,57.0,0.0,62.287488887394964,1
78,10,0,2,31,1016.5,39.0,3.7,21.2,57.0,0.0,62.287488887394964,1
61,10,20,2,32,1016.5,39.0,3.7,21.2,57.0,0.0,62.287488887394964,1
68,10,40,2,33,1016.5,39.0,3.7,21.2,57.0,0.0,62.287488887394964,1
54,11,0,2,34,1016.5,39.0,3.7,21.2,57.0,0.0,62.287488887394964,1
56,11,20,2,35,1016.5,39.0,3.7,21.2,57.0,0.0,62.287488887394964,1
44,11,40,2,36,1016.5,39.0,3.7,21.2,57.0,0.0,62.287488887394964,1
60,12,0,2,37,1017.4,360.0,1.4,20.4,63.0,0.0,68.84725848455285,1
72,12,20,2,38,1017.4,360.0,1.4,20.4,63.0,0.0,68.84725848455285,1
58,12,40,2,39,1017.4,360.0,1.4,20.4,63.0,0.0,68.84725848455285,1
77,13,0,2,40,1017.4,360.0,1.4,20.4,63.0,0.0,68.84725848455285,1
65,13,20,2,41,1017.4,360.0,1.4,20.4,63.0,0.0,68.84725848455285,1
72,13,40,2,42,1017.4,360.0,1.4,20.4,63.0,0.0,68.84725848455285,1
68,14,0,2,43,1017.4,360.0,1.4,20.4,63.0,0.0,68.84725848455285,1
79,14,20,2,44,1017.4,360.0,1.4,20.4,63.0,0.0,68.84725848455285,1
68,14,40,2,45,1017.4,360.0,1.4,20.4,63.0,0.0,68.84725848455285,1
62,15,0,2,46,1017.0,326.0,1.6,19.3,78.0,0.0,67.77086297587549,1
79,15,20,2,47,1017.0,326.0,1.6,19.3,78.0,0.0,67.77086297587549,1
72,15,40,2,48,1017.0,326.0,1.6,19.3,78.0,0.0,67.77086297587549,1
71,16,0,2,49,1017.0,326.0,1.6,19.3,78.0,0.0,67.77086297587549,1
66,16,20,2,50,1017.0,326.0,1.6,19.3,78.0,0.0,67.77086297587549,1
82,16,40,2,51,1017.0,326.0,1.6,19.3,78.0,0.0,67.77086297587549,1
81,17,0,2,52,1017.0,326.0,1.6,19.3,78.0,0.0,67.77086297587549,1
82,17,20,2,53,1017.0,326.0,1.6,19.3,78.0,0.0,67.77086297587549,1
76,17,40,2,54,1017.0,326.0,1.6,19.3,78.0,0.0,67.77086297587549,1
66,18,0,2,55,1016.1,327.0,1.9,18.9,83.0,0.0,66.57513349118774,1
66,18,20,2,56,1016.1,327.0,1.9,18.9,83.0,0.0,66.57513349118774,1
55,18,40,2,57,1016.1,327.0,1.9,18.9,83.0,0.0,66.57513349118774,1
44,19,0,2,58,1016.1,327.0,1.9,18.9,83.0,0.0,66.57513349118774,1
46,19,20,2,59,1016.1,327.0,1.9,18.9,83.0,0.0,66.57513349118774,1
22,19,40,2,60,1016.1,327.0,1.9,18.9,83.0,0.0,66.57513349118774,1
31,20,0,2,61,1016.1,327.0,1.9,18.9,83.0,0.0,66.57513349118774,1
31,20,20,2,62,1016.1,327.0,1.9,18.9,83.0,0.0,66.57513349118774,1
33,20,40,2,63,1016.1,327.0,1.9,18.9,83.0,0.0,66.57513349118774,1
36,21,0,2,64,1015.8,14.0,2.3,19.3,79.0,0.0,65.63739777587547,1
15,21,20,2,65,1015.8,14.0,2.3,19.3,79.0,0.0,65.63739777587547,1
26,21,40,2,66,1015.8,14.0,2.3,19.3,79.0,0.0,65.63739777587547,1
22,22,0,2,67,1015.8,14.0,2.3,19.3,79.0,0.0,65.63739777587547,1
12,22,20,2,68,1015.8,14.0,2.3,19.3,79.0,0.0,65.63739777587547,1
15,22,40,2,69,1015.8,14.0,2.3,19.3,79.0,0.0,65.63739777587547,1
14,23,0,2,70,1015.8,14.0,2.3,19.3,79.0,0.0,65.63739777587547,1
9,23,20,2,71,1015.8,14.0,2.3,19.3,79.0,0.0,65.63739777587547,1
6,23,40,2,72,1015.8,14.0,2.3,19.3,79.0,0.0,65.63739777587547,1
7,0,0,3,1,1017.0,74.0,2.0,19.8,78.0,0.0,67.44262341587303,1
