avg_travel_time,hour,minute,weekday,timemap,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,SSD,is_workday
108.88,12,40,1,39,1013.7,25.0,1.7,22.1,53.0,0.0,69.86847638951966,1
111.58,13,0,1,40,1013.7,25.0,1.7,22.1,53.0,0.0,69.86847638951966,1
123.58,13,20,1,41,1013.7,25.0,1.7,22.1,53.0,0.0,69.86847638951966,1
89.68,13,40,1,42,1013.7,25.0,1.7,22.1,53.0,0.0,69.86847638951966,1
126.55,14,0,1,43,1013.7,25.0,1.7,22.1,53.0,0.0,69.86847638951966,1
108.0,14,20,1,44,1013.7,25.0,1.7,22.1,53.0,0.0,69.86847638951966,1
109.29,14,40,1,45,1013.7,25.0,1.7,22.1,53.0,0.0,69.86847638951966,1
114.9,15,0,1,46,1014.0,326.0,2.2,20.5,65.0,0.0,66.69410224489796,1
106.02,15,20,1,47,1014.0,326.0,2.2,20.5,65.0,0.0,66.69410224489796,1
104.59,15,40,1,48,1014.0,326.0,2.2,20.5,65.0,0.0,66.69410224489796,1
117.14,16,0,1,49,1014.0,326.0,2.2,20.5,65.0,0.0,66.69410224489796,1
90.92,16,20,1,50,1014.0,326.0,2.2,20.5,65.0,0.0,66.69410224489796,1
95.44,16,40,1,51,1014.0,326.0,2.2,20.5,65.0,0.0,66.69410224489796,1
106.79,17,0,1,52,1014.0,326.0,2.2,20.5,65.0,0.0,66.69410224489796,1
128.15,17,20,1,53,1014.0,326.0,2.2,20.5,65.0,0.0,66.69410224489796,1
101.61,17,40,1,54,1014.0,326.0,2.2,20.5,65.0,0.0,66.69410224489796,1
112.62,18,0,1,55,1013.8,327.0,1.4,19.4,74.0,0.0,68.1735901,1
142.51,18,20,1,56,1013.8,327.0,1.4,19.4,74.0,0.0,68.1735901,1
96.71,18,40,1,57,1013.8,327.0,1.4,19.4,74.0,0.0,68.1735901,1
94.17,19,0,1,58,1013.8,327.0,1.4,19.4,74.0,0.0,68.1735901,1
121.39,19,20,1,59,1013.8,327.0,1.4,19.4,74.0,0.0,68.1735901,1
125.56,19,40,1,60,1013.8,327.0,1.4,19.4,74.0,0.0,68.1735901,1
94.05,20,0,1,61,1013.8,327.0,1.4,19.4,74.0,0.0,68.1735901,1
113.64,20,20,1,62,1013.8,327.0,1.4,19.4,74.0,0.0,68.1735901,1
119.09,20,40,1,63,1013.8,327.0,1.4,19.4,74.0,0.0,68.1735901,1
98.61,21,0,1,64,1014.1,330.0,1.0,18.6,80.0,0.0,68.56701624242424,1
144.03,21,20,1,65,1014.1,330.0,1.0,18.6,80.0,0.0,68.56701624242424,1
106.36,21,40,1,66,1014.1,330.0,1.0,18.6,80.0,0.0,68.56701624242424,1
101.57,22,20,1,68,1014.1,330.0,1.0,18.6,80.0,0.0,68.56701624242424,1
102.94,22,40,1,69,1014.1,330.0,1.0,18.6,80.0,0.0,68.56701624242424,1
150.57,23,20,1,71,1014.1,330.0,1.0,18.6,80.0,0.0,68.56701624242424,1
107.38,23,40,1,72,1014.1,330.0,1.0,18.6,80.0,0.0,68.56701624242424,1
128.72,0,40,2,3,1015.5,219.0,0.7,21.7,69.0,0.0,74.1858907141631,1
77.16,1,0,2,4,1015.5,219.0,0.7,21.7,69.0,0.0,74.1858907141631,1
95.97,1,20,2,5,1015.5,219.0,0.7,21.7,69.0,0.0,74.1858907141631,1
67.16,1,40,2,6,1015.5,219.0,0.7,21.7,69.0,0.0,74.1858907141631,1
24.61,2,40,2,9,1015.5,219.0,0.7,21.7,69.0,0.0,74.1858907141631,1
129.58,3,0,2,10,1015.4,17.0,2.4,25.2,59.0,0.0,74.04217845656565,1
95.21,3,20,2,11,1015.4,17.0,2.4,25.2,59.0,0.0,74.04217845656565,1
88.55,3,40,2,12,1015.4,17.0,2.4,25.2,59.0,0.0,74.04217845656565,1
236.3,4,0,2,13,1015.4,17.0,2.4,25.2,59.0,0.0,74.04217845656565,1
65.48,4,40,2,15,1015.4,17.0,2.4,25.2,59.0,0.0,74.04217845656565,1
101.82,5,0,2,16,1015.4,17.0,2.4,25.2,59.0,0.0,74.04217845656565,1
104.12,5,20,2,17,1015.4,17.0,2.4,25.2,59.0,0.0,74.04217845656565,1
91.78,5,40,2,18,1015.4,17.0,2.4,25.2,59.0,0.0,74.04217845656565,1
121.07,6,0,2,19,1013.1,328.0,3.0,26.2,56.0,0.0,73.57659656170213,1
130.89,6,20,2,20,1013.1,328.0,3.0,26.2,56.0,0.0,73.57659656170213,1
121.72,6,40,2,21,1013.1,328.0,3.0,26.2,56.0,0.0,73.57659656170213,1
99.62,7,0,2,22,1013.1,328.0,3.0,26.2,56.0,0.0,73.57659656170213,1
124.28,7,20,2,23,1013.1,328.0,3.0,26.2,56.0,0.0,73.57659656170213,1
139.61,7,40,2,24,1013.1,328.0,3.0,26.2,56.0,0.0,73.57659656170213,1
127.49,8,0,2,25,1013.1,328.0,3.0,26.2,56.0,0.0,73.57659656170213,1
107.83,8,20,2,26,1013.1,328.0,3.0,26.2,56.0,0.0,73.57659656170213,1
104.91,8,40,2,27,1013.1,328.0,3.0,26.2,56.0,0.0,73.57659656170213,1
272.65,9,0,2,28,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
227.0,9,20,2,29,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
101.48,9,40,2,30,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
115.45,10,0,2,31,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
113.55,10,20,2,32,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
82.75,10,40,2,33,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
108.24,11,0,2,34,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
98.91,11,20,2,35,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
105.55,11,40,2,36,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
100.38,12,0,2,37,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
118.03,12,20,2,38,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
86.71,12,40,2,39,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
104.84,13,0,2,40,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
89.33,13,20,2,41,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
99.67,13,40,2,42,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
95.07,14,0,2,43,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
99.79,14,20,2,44,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
140.94,14,40,2,45,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
90.16,15,0,2,46,1014.1,310.0,1.0,20.8,93.0,0.0,74.22722048264463,1
102.51,15,20,2,47,1014.1,310.0,1.0,20.8,93.0,0.0,74.22722048264463,1
91.95,15,40,2,48,1014.1,310.0,1.0,20.8,93.0,0.0,74.22722048264463,1
97.5,16,0,2,49,1014.1,310.0,1.0,20.8,93.0,0.0,74.22722048264463,1
110.77,16,20,2,50,1014.1,310.0,1.0,20.8,93.0,0.0,74.22722048264463,1
110.4,16,40,2,51,1014.1,310.0,1.0,20.8,93.0,0.0,74.22722048264463,1
115.54,17,0,2,52,1014.1,310.0,1.0,20.8,93.0,0.0,74.22722048264463,1
93.73,17,20,2,53,1014.1,310.0,1.0,20.8,93.0,0.0,74.22722048264463,1
108.61,17,40,2,54,1014.1,310.0,1.0,20.8,93.0,0.0,74.22722048264463,1
108.34,18,0,2,55,1013.1,341.0,1.7,20.2,94.0,0.0,70.92123834838709,1
117.79,18,20,2,56,1013.1,341.0,1.7,20.2,94.0,0.0,70.92123834838709,1
106.26,18,40,2,57,1013.1,341.0,1.7,20.2,94.0,0.0,70.92123834838709,1
116.37,19,0,2,58,1013.1,341.0,1.7,20.2,94.0,0.0,70.92123834838709,1
114.08,19,20,2,59,1013.1,341.0,1.7,20.2,94.0,0.0,70.92123834838709,1
133.56,19,40,2,60,1013.1,341.0,1.7,20.2,94.0,0.0,70.92123834838709,1
125.07,20,20,2,62,1013.1,341.0,1.7,20.2,94.0,0.0,70.92123834838709,1
96.32,20,40,2,63,1013.1,341.0,1.7,20.2,94.0,0.0,70.92123834838709,1
103.28,21,0,2,64,1012.9,320.0,1.6,19.5,96.0,0.0,70.08223592156861,1
102.57,21,20,2,65,1012.9,320.0,1.6,19.5,96.0,0.0,70.08223592156861,1
92.07,21,40,2,66,1012.9,320.0,1.6,19.5,96.0,0.0,70.08223592156861,1
103.34,22,0,2,67,1012.9,320.0,1.6,19.5,96.0,0.0,70.08223592156861,1
87.77,22,20,2,68,1012.9,320.0,1.6,19.5,96.0,0.0,70.08223592156861,1
101.15,22,40,2,69,1012.9,320.0,1.6,19.5,96.0,0.0,70.08223592156861,1
80.83,23,0,2,70,1012.9,320.0,1.6,19.5,96.0,0.0,70.08223592156861,1
133.91,23,20,2,71,1012.9,320.0,1.6,19.5,96.0,0.0,70.08223592156861,1
127.77,23,40,2,72,1012.9,320.0,1.6,19.5,96.0,0.0,70.08223592156861,1
75.34,0,20,3,2,1013.9,281.0,1.5,20.7,91.0,0.0,72.20796062386832,1
125.88,0,40,3,3,1013.9,281.0,1.5,20.7,91.0,0.0,72.20796062386832,1
125.5,3,0,3,10,1013.0,187.0,2.5,26.4,62.0,0.0,76.33882553118279,1
104.93,3,40,3,12,1013.0,187.0,2.5,26.4,62.0,0.0,76.33882553118279,1
81.2,4,40,3,15,1013.0,187.0,2.5,26.4,62.0,0.0,76.33882553118279,1
101.18,5,0,3,16,1013.0,187.0,2.5,26.4,62.0,0.0,76.33882553118279,1
98.91,5,20,3,17,1013.0,187.0,2.5,26.4,62.0,0.0,76.33882553118279,1
76.29,5,40,3,18,1013.0,187.0,2.5,26.4,62.0,0.0,76.33882553118279,1
70.18,6,0,3,19,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
105.52,6,20,3,20,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
107.62,6,40,3,21,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
101.29,7,0,3,22,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
113.77,7,20,3,23,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
95.08,7,40,3,24,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
138.1,8,0,3,25,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
108.66,8,20,3,26,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
127.22,8,40,3,27,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
125.58,9,0,3,28,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
112.33,9,20,3,29,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
102.81,9,40,3,30,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
97.25,10,0,3,31,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
88.69,10,20,3,32,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
80.13,10,40,3,33,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
126.58,11,0,3,34,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
94.06,11,20,3,35,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
106.24,11,40,3,36,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
104.85,12,0,3,37,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
100.02,12,20,3,38,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
100.24,12,40,3,39,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
116.97,13,0,3,40,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
107.26,13,20,3,41,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
93.59,13,40,3,42,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
89.3,14,0,3,43,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
84.7,14,20,3,44,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
83.41,14,40,3,45,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
119.02,15,0,3,46,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
139.41,15,20,3,47,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
76.14,15,40,3,48,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
99.07,16,0,3,49,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
111.34,16,20,3,50,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
126.71,16,40,3,51,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
125.7,17,0,3,52,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
101.77,17,20,3,53,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
126.53,17,40,3,54,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
145.8,18,0,3,55,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
114.23,18,20,3,56,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
67.84,18,40,3,57,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
84.0,19,0,3,58,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
101.3,19,20,3,59,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
82.75,19,40,3,60,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
114.22,20,0,3,61,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
125.59,20,20,3,62,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
85.88,20,40,3,63,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
99.42,21,0,3,64,1011.3,324.0,1.7,20.5,92.0,0.0,71.28834824489796,1
70.2,21,20,3,65,1011.3,324.0,1.7,20.5,92.0,0.0,71.28834824489796,1
85.7,21,40,3,66,1011.3,324.0,1.7,20.5,92.0,0.0,71.28834824489796,1
83.38,22,0,3,67,1011.3,324.0,1.7,20.5,92.0,0.0,71.28834824489796,1
99.61,22,20,3,68,1011.3,324.0,1.7,20.5,92.0,0.0,71.28834824489796,1
140.0,23,0,3,70,1011.3,324.0,1.7,20.5,92.0,0.0,71.28834824489796,1
101.79,23,20,3,71,1011.3,324.0,1.7,20.5,92.0,0.0,71.28834824489796,1
76.19,23,40,3,72,1011.3,324.0,1.7,20.5,92.0,0.0,71.28834824489796,1
176.67,0,0,4,1,1011.8,335.0,0.7,22.7,84.0,0.0,77.8450924412556,1
57.34,0,20,4,2,1011.8,335.0,0.7,22.7,84.0,0.0,77.8450924412556,1
127.26,0,40,4,3,1011.8,335.0,0.7,22.7,84.0,0.0,77.8450924412556,1
119.29,1,40,4,6,1011.8,335.0,0.7,22.7,84.0,0.0,77.8450924412556,1
95.08,2,40,4,9,1011.8,335.0,0.7,22.7,84.0,0.0,77.8450924412556,1
97.57,3,0,4,10,1010.9,222.0,1.7,26.4,68.0,0.0,79.6929279311828,1
65.2,4,0,4,13,1010.9,222.0,1.7,26.4,68.0,0.0,79.6929279311828,1
99.92,4,40,4,15,1010.9,222.0,1.7,26.4,68.0,0.0,79.6929279311828,1
73.97,5,0,4,16,1010.9,222.0,1.7,26.4,68.0,0.0,79.6929279311828,1
28.81,5,40,4,18,1010.9,222.0,1.7,26.4,68.0,0.0,79.6929279311828,1
180.45,6,0,4,19,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
102.89,6,20,4,20,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
92.03,6,40,4,21,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
125.12,7,0,4,22,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
204.19,7,20,4,23,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
138.69,7,40,4,24,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
107.04,8,0,4,25,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
138.71,8,20,4,26,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
109.8,8,40,4,27,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
148.51,9,0,4,28,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
183.8,9,20,4,29,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
105.21,9,40,4,30,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
107.66,10,0,4,31,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
109.48,10,20,4,32,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
109.04,10,40,4,33,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
115.51,11,0,4,34,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
97.67,11,20,4,35,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
99.3,11,40,4,36,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
115.23,12,0,4,37,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
99.37,12,20,4,38,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
109.16,12,40,4,39,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
88.52,13,0,4,40,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
80.79,13,20,4,41,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
97.07,13,40,4,42,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
119.77,14,0,4,43,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
111.45,14,20,4,44,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
93.65,14,40,4,45,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
99.52,15,0,4,46,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
114.02,15,20,4,47,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
97.91,15,40,4,48,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
119.59,16,0,4,49,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
111.15,16,20,4,50,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
117.62,16,40,4,51,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
95.54,17,0,4,52,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
122.02,17,20,4,53,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
95.18,17,40,4,54,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
113.32,18,0,4,55,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
107.8,18,20,4,56,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
109.06,18,40,4,57,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
125.39,19,0,4,58,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
89.49,19,20,4,59,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
100.54,19,40,4,60,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
89.16,20,0,4,61,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
120.02,20,20,4,62,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
84.75,20,40,4,63,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
95.13,21,0,4,64,1008.9,319.0,1.7,20.7,93.0,0.0,71.79121102386831,1
86.54,21,20,4,65,1008.9,319.0,1.7,20.7,93.0,0.0,71.79121102386831,1
94.26,21,40,4,66,1008.9,319.0,1.7,20.7,93.0,0.0,71.79121102386831,1
66.47,22,0,4,67,1008.9,319.0,1.7,20.7,93.0,0.0,71.79121102386831,1
118.1,22,20,4,68,1008.9,319.0,1.7,20.7,93.0,0.0,71.79121102386831,1
98.94,22,40,4,69,1008.9,319.0,1.7,20.7,93.0,0.0,71.79121102386831,1
90.55,23,0,4,70,1008.9,319.0,1.7,20.7,93.0,0.0,71.79121102386831,1
80.77,23,20,4,71,1008.9,319.0,1.7,20.7,93.0,0.0,71.79121102386831,1
103.13,23,40,4,72,1008.9,319.0,1.7,20.7,93.0,0.0,71.79121102386831,1
79.39,0,0,5,1,1009.8,301.0,1.0,22.7,87.0,0.0,77.2417840412556,2
74.38,0,40,5,3,1009.8,301.0,1.0,22.7,87.0,0.0,77.2417840412556,2
61.28,1,0,5,4,1009.8,301.0,1.0,22.7,87.0,0.0,77.2417840412556,2
73.33,1,40,5,6,1009.8,301.0,1.0,22.7,87.0,0.0,77.2417840412556,2
157.34,2,0,5,7,1009.8,301.0,1.0,22.7,87.0,0.0,77.2417840412556,2
65.38,2,20,5,8,1009.8,301.0,1.0,22.7,87.0,0.0,77.2417840412556,2
90.3,3,40,5,12,1009.2,193.0,1.3,27.8,64.0,0.0,83.06597715348839,2
27.41,5,0,5,16,1009.2,193.0,1.3,27.8,64.0,0.0,83.06597715348839,2
78.62,5,20,5,17,1009.2,193.0,1.3,27.8,64.0,0.0,83.06597715348839,2
110.92,5,40,5,18,1009.2,193.0,1.3,27.8,64.0,0.0,83.06597715348839,2
91.07,6,0,5,19,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
94.83,6,20,5,20,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
102.32,6,40,5,21,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
96.98,7,0,5,22,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
101.54,7,20,5,23,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
86.98,7,40,5,24,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
109.19,8,0,5,25,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
140.02,8,20,5,26,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
119.7,8,40,5,27,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
111.19,9,0,5,28,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
114.83,9,20,5,29,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
186.89,9,40,5,30,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
216.4,10,0,5,31,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
243.03,10,20,5,32,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
186.96,10,40,5,33,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
218.0,11,0,5,34,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
89.67,11,20,5,35,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
129.64,11,40,5,36,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
98.96,12,0,5,37,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
101.4,12,20,5,38,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
147.35,12,40,5,39,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
117.6,13,0,5,40,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
140.3,13,20,5,41,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
118.88,13,40,5,42,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
154.62,14,0,5,43,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
126.97,14,20,5,44,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
196.94,14,40,5,45,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
143.95,15,0,5,46,1008.0,73.0,1.5,23.7,82.0,0.0,76.97265903849765,2
144.04,15,20,5,47,1008.0,73.0,1.5,23.7,82.0,0.0,76.97265903849765,2
143.2,15,40,5,48,1008.0,73.0,1.5,23.7,82.0,0.0,76.97265903849765,2
144.42,16,0,5,49,1008.0,73.0,1.5,23.7,82.0,0.0,76.97265903849765,2
170.31,16,20,5,50,1008.0,73.0,1.5,23.7,82.0,0.0,76.97265903849765,2
143.45,16,40,5,51,1008.0,73.0,1.5,23.7,82.0,0.0,76.97265903849765,2
194.42,17,0,5,52,1008.0,73.0,1.5,23.7,82.0,0.0,76.97265903849765,2
