avg_travel_time,hour,minute,weekday,timemap,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,SSD,is_workday
104.7,23,20,1,71,1014.1,330.0,1.0,18.6,80.0,0.0,68.56701624242424,1
118.18,0,40,2,3,1015.5,219.0,0.7,21.7,69.0,0.0,74.1858907141631,1
110.7,3,40,2,12,1015.4,17.0,2.4,25.2,59.0,0.0,74.04217845656565,1
66.25,5,20,2,17,1015.4,17.0,2.4,25.2,59.0,0.0,74.04217845656565,1
95.69,5,40,2,18,1015.4,17.0,2.4,25.2,59.0,0.0,74.04217845656565,1
119.3,6,40,2,21,1013.1,328.0,3.0,26.2,56.0,0.0,73.57659656170213,1
113.84,7,20,2,23,1013.1,328.0,3.0,26.2,56.0,0.0,73.57659656170213,1
94.63,8,20,2,26,1013.1,328.0,3.0,26.2,56.0,0.0,73.57659656170213,1
98.19,8,40,2,27,1013.1,328.0,3.0,26.2,56.0,0.0,73.57659656170213,1
95.51,9,20,2,29,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
158.7,9,40,2,30,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
127.61,10,0,2,31,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
313.19,10,20,2,32,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
153.38,10,40,2,33,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
104.15,11,0,2,34,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
115.48,11,20,2,35,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
151.7,11,40,2,36,1013.2,348.0,1.5,24.9,67.0,0.0,77.38324096915423,1
90.31,12,0,2,37,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
75.43,12,20,2,38,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
93.96,12,40,2,39,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
97.73,13,0,2,40,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
145.05,13,20,2,41,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
92.27,13,40,2,42,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
122.77,14,0,2,43,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
195.92,14,20,2,44,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
104.7,14,40,2,45,1014.1,320.0,2.4,21.3,91.0,0.5,70.49993400675106,1
134.26,15,0,2,46,1014.1,310.0,1.0,20.8,93.0,0.0,74.22722048264463,1
137.58,15,20,2,47,1014.1,310.0,1.0,20.8,93.0,0.0,74.22722048264463,1
125.82,15,40,2,48,1014.1,310.0,1.0,20.8,93.0,0.0,74.22722048264463,1
46.11,16,20,2,50,1014.1,310.0,1.0,20.8,93.0,0.0,74.22722048264463,1
116.92,16,40,2,51,1014.1,310.0,1.0,20.8,93.0,0.0,74.22722048264463,1
140.86,17,40,2,54,1014.1,310.0,1.0,20.8,93.0,0.0,74.22722048264463,1
130.06,18,0,2,55,1013.1,341.0,1.7,20.2,94.0,0.0,70.92123834838709,1
141.04,18,40,2,57,1013.1,341.0,1.7,20.2,94.0,0.0,70.92123834838709,1
109.78,19,0,2,58,1013.1,341.0,1.7,20.2,94.0,0.0,70.92123834838709,1
96.68,19,20,2,59,1013.1,341.0,1.7,20.2,94.0,0.0,70.92123834838709,1
88.06,19,40,2,60,1013.1,341.0,1.7,20.2,94.0,0.0,70.92123834838709,1
140.9,20,20,2,62,1013.1,341.0,1.7,20.2,94.0,0.0,70.92123834838709,1
121.23,20,40,2,63,1013.1,341.0,1.7,20.2,94.0,0.0,70.92123834838709,1
125.17,21,20,2,65,1012.9,320.0,1.6,19.5,96.0,0.0,70.08223592156861,1
50.81,21,40,2,66,1012.9,320.0,1.6,19.5,96.0,0.0,70.08223592156861,1
141.22,22,20,2,68,1012.9,320.0,1.6,19.5,96.0,0.0,70.08223592156861,1
66.05,22,40,2,69,1012.9,320.0,1.6,19.5,96.0,0.0,70.08223592156861,1
95.58,23,20,2,71,1012.9,320.0,1.6,19.5,96.0,0.0,70.08223592156861,1
97.97,23,40,2,72,1012.9,320.0,1.6,19.5,96.0,0.0,70.08223592156861,1
95.22,2,40,3,9,1013.9,281.0,1.5,20.7,91.0,0.0,72.20796062386832,1
103.71,4,40,3,15,1013.0,187.0,2.5,26.4,62.0,0.0,76.33882553118279,1
129.05,5,0,3,16,1013.0,187.0,2.5,26.4,62.0,0.0,76.33882553118279,1
117.09,6,20,3,20,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
119.77,6,40,3,21,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
166.91,7,0,3,22,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
93.41,7,20,3,23,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
123.65,8,0,3,25,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
128.09,8,20,3,26,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
133.18,8,40,3,27,1010.8,117.0,2.3,28.7,54.0,0.0,80.14986681226993,1
95.44,9,0,3,28,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
119.81,9,20,3,29,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
138.75,9,40,3,30,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
135.01,10,0,3,31,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
120.87,10,20,3,32,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
116.03,10,40,3,33,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
96.69,11,0,3,34,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
100.56,11,20,3,35,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
115.85,11,40,3,36,1010.6,91.0,2.6,26.8,57.0,0.0,76.09527131428571,1
134.46,12,20,3,38,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
148.84,12,40,3,39,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
162.06,13,20,3,41,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
153.25,13,40,3,42,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
197.74,14,0,3,43,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
126.57,14,20,3,44,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
131.84,14,40,3,45,1011.7,91.0,3.6,24.4,72.0,0.0,70.35120876116504,1
132.26,15,0,3,46,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
94.59,15,20,3,47,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
103.0,15,40,3,48,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
216.68,16,0,3,49,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
120.29,16,20,3,50,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
124.97,16,40,3,51,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
120.31,17,0,3,52,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
111.57,17,20,3,53,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
108.64,17,40,3,54,1012.0,86.0,2.7,23.1,80.0,0.0,71.73643930593606,1
131.31,18,0,3,55,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
119.04,18,20,3,56,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
94.0,18,40,3,57,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
130.89,19,20,3,59,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
87.89,19,40,3,60,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
84.04,20,0,3,61,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
162.61,20,20,3,62,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
101.17,20,40,3,63,1011.6,33.0,1.1,21.9,84.0,0.0,75.02069216277057,1
129.48,21,0,3,64,1011.3,324.0,1.7,20.5,92.0,0.0,71.28834824489796,1
95.34,21,20,3,65,1011.3,324.0,1.7,20.5,92.0,0.0,71.28834824489796,1
98.09,21,40,3,66,1011.3,324.0,1.7,20.5,92.0,0.0,71.28834824489796,1
81.94,0,0,4,1,1011.8,335.0,0.7,22.7,84.0,0.0,77.8450924412556,1
111.46,3,40,4,12,1010.9,222.0,1.7,26.4,68.0,0.0,79.6929279311828,1
66.68,4,40,4,15,1010.9,222.0,1.7,26.4,68.0,0.0,79.6929279311828,1
146.31,5,40,4,18,1010.9,222.0,1.7,26.4,68.0,0.0,79.6929279311828,1
146.82,6,20,4,20,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
119.93,6,40,4,21,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
116.25,7,0,4,22,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
117.43,7,20,4,23,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
92.43,7,40,4,24,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
134.99,8,0,4,25,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
110.46,8,20,4,26,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
155.03,8,40,4,27,1008.4,90.0,2.5,29.5,53.0,0.0,80.84435567741937,1
124.29,9,0,4,28,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
130.73,9,20,4,29,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
113.98,10,0,4,31,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
79.91,10,20,4,32,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
114.58,10,40,4,33,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
121.96,11,0,4,34,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
93.86,11,20,4,35,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
87.29,11,40,4,36,1008.2,96.0,4.5,27.2,61.0,0.0,71.2951962786517,1
130.77,12,0,4,37,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
127.97,12,20,4,38,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
92.67,12,40,4,39,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
113.86,13,0,4,40,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
137.64,13,20,4,41,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
146.84,13,40,4,42,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
111.79,14,0,4,43,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
116.34,14,20,4,44,1009.5,80.0,2.5,24.3,77.0,0.0,74.30557092367151,1
114.78,15,0,4,46,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
124.63,15,20,4,47,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
133.11,15,40,4,48,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
136.45,16,0,4,49,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
134.0,16,20,4,50,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
119.6,16,40,4,51,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
110.91,17,0,4,52,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
138.64,17,40,4,54,1009.7,82.0,2.0,23.4,79.0,0.0,74.43045745185185,1
158.22,18,0,4,55,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
191.33,18,20,4,56,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
139.44,18,40,4,57,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
188.24,19,0,4,58,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
126.0,19,40,4,60,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
110.8,20,0,4,61,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
122.45,20,20,4,62,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
92.96,20,40,4,63,1008.8,317.0,1.8,21.4,88.0,0.0,72.27281865762713,1
110.89,21,0,4,64,1008.9,319.0,1.7,20.7,93.0,0.0,71.79121102386831,1
119.93,21,20,4,65,1008.9,319.0,1.7,20.7,93.0,0.0,71.79121102386831,1
94.45,22,20,4,68,1008.9,319.0,1.7,20.7,93.0,0.0,71.79121102386831,1
91.76,22,40,4,69,1008.9,319.0,1.7,20.7,93.0,0.0,71.79121102386831,1
98.19,23,40,4,72,1008.9,319.0,1.7,20.7,93.0,0.0,71.79121102386831,1
126.05,3,0,5,10,1009.2,193.0,1.3,27.8,64.0,0.0,83.06597715348839,2
80.82,3,20,5,11,1009.2,193.0,1.3,27.8,64.0,0.0,83.06597715348839,2
125.66,5,40,5,18,1009.2,193.0,1.3,27.8,64.0,0.0,83.06597715348839,2
141.2,6,0,5,19,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
159.46,6,20,5,20,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
158.17,6,40,5,21,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
117.53,7,0,5,22,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
120.02,7,20,5,23,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
100.63,7,40,5,24,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
129.64,8,0,5,25,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
155.65,8,20,5,26,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
115.44,8,40,5,27,1006.6,54.0,3.8,29.6,55.0,0.0,77.15702784415585,2
123.53,9,0,5,28,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
101.7,9,20,5,29,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
143.46,9,40,5,30,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
127.25,10,0,5,31,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
120.09,10,20,5,32,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
218.52,11,0,5,34,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
213.37,11,20,5,35,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
109.46,11,40,5,36,1006.3,78.0,5.2,27.8,64.0,0.0,70.58597715348839,2
107.14,12,0,5,37,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
139.66,12,20,5,38,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
93.67,12,40,5,39,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
140.76,13,0,5,40,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
112.8,13,20,5,41,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
99.75,13,40,5,42,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
160.01,14,0,5,43,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
175.53,14,20,5,44,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
189.74,14,40,5,45,1007.8,60.0,2.5,24.4,78.0,0.0,74.62167916116505,2
134.7,15,0,5,46,1008.0,73.0,1.5,23.7,82.0,0.0,76.97265903849765,2
95.67,15,20,5,47,1008.0,73.0,1.5,23.7,82.0,0.0,76.97265903849765,2
115.57,15,40,5,48,1008.0,73.0,1.5,23.7,82.0,0.0,76.97265903849765,2
125.74,16,0,5,49,1008.0,73.0,1.5,23.7,82.0,0.0,76.97265903849765,2
117.14,16,20,5,50,1008.0,73.0,1.5,23.7,82.0,0.0,76.97265903849765,2
123.84,17,0,5,52,1008.0,73.0,1.5,23.7,82.0,0.0,76.97265903849765,2
110.33,17,20,5,53,1008.0,73.0,1.5,23.7,82.0,0.0,76.97265903849765,2
150.95,17,40,5,54,1008.0,73.0,1.5,23.7,82.0,0.0,76.97265903849765,2
112.88,18,0,5,55,1007.1,325.0,1.4,21.9,91.0,0.0,74.87261096277057,2
133.5,18,20,5,56,1007.1,325.0,1.4,21.9,91.0,0.0,74.87261096277057,2
126.31,18,40,5,57,1007.1,325.0,1.4,21.9,91.0,0.0,74.87261096277057,2
133.38,19,0,5,58,1007.1,325.0,1.4,21.9,91.0,0.0,74.87261096277057,2
115.76,19,40,5,60,1007.1,325.0,1.4,21.9,91.0,0.0,74.87261096277057,2
116.97,20,0,5,61,1007.1,325.0,1.4,21.9,91.0,0.0,74.87261096277057,2
118.51,20,20,5,62,1007.1,325.0,1.4,21.9,91.0,0.0,74.87261096277057,2
97.46,20,40,5,63,1007.1,325.0,1.4,21.9,91.0,0.0,74.87261096277057,2
155.63,21,0,5,64,1007.5,324.0,1.1,21.2,93.0,0.0,74.69144408739496,2
160.44,22,0,5,67,1007.5,324.0,1.1,21.2,93.0,0.0,74.69144408739496,2
107.37,22,20,5,68,1007.5,324.0,1.1,21.2,93.0,0.0,74.69144408739496,2
121.63,22,40,5,69,1007.5,324.0,1.1,21.2,93.0,0.0,74.69144408739496,2
107.94,23,20,5,71,1007.5,324.0,1.1,21.2,93.0,0.0,74.69144408739496,2
103.33,0,0,6,1,1008.7,195.0,1.1,23.4,87.0,0.0,78.28199665185187,2
116.57,0,40,6,3,1008.7,195.0,1.1,23.4,87.0,0.0,78.28199665185187,2
83.42,3,20,6,11,1008.9,102.0,2.4,28.5,65.0,0.0,81.00080878787877,2
82.45,5,0,6,16,1008.9,102.0,2.4,28.5,65.0,0.0,81.00080878787877,2
150.41,5,20,6,17,1008.9,102.0,2.4,28.5,65.0,0.0,81.00080878787877,2
157.03,6,20,6,20,1006.4,85.0,2.9,29.9,58.0,0.0,81.02897435231787,2
153.48,6,40,6,21,1006.4,85.0,2.9,29.9,58.0,0.0,81.02897435231787,2
144.94,7,0,6,22,1006.4,85.0,2.9,29.9,58.0,0.0,81.02897435231787,2
75.41,7,40,6,24,1006.4,85.0,2.9,29.9,58.0,0.0,81.02897435231787,2
128.1,8,0,6,25,1006.4,85.0,2.9,29.9,58.0,0.0,81.02897435231787,2
110.82,8,20,6,26,1006.4,85.0,2.9,29.9,58.0,0.0,81.02897435231787,2
93.78,8,40,6,27,1006.4,85.0,2.9,29.9,58.0,0.0,81.02897435231787,2
122.01,9,0,6,28,1006.6,57.0,2.8,28.9,57.0,0.0,79.34333221614908,2
124.25,9,20,6,29,1006.6,57.0,2.8,28.9,57.0,0.0,79.34333221614908,2
119.94,9,40,6,30,1006.6,57.0,2.8,28.9,57.0,0.0,79.34333221614908,2
109.49,10,0,6,31,1006.6,57.0,2.8,28.9,57.0,0.0,79.34333221614908,2
114.46,10,20,6,32,1006.6,57.0,2.8,28.9,57.0,0.0,79.34333221614908,2
125.52,10,40,6,33,1006.6,57.0,2.8,28.9,57.0,0.0,79.34333221614908,2
132.66,11,0,6,34,1006.6,57.0,2.8,28.9,57.0,0.0,79.34333221614908,2
99.58,11,20,6,35,1006.6,57.0,2.8,28.9,57.0,0.0,79.34333221614908,2
132.78,11,40,6,36,1006.6,57.0,2.8,28.9,57.0,0.0,79.34333221614908,2
112.24,12,0,6,37,1008.0,83.0,2.9,25.2,76.0,0.0,74.61796085656566,2
120.48,12,20,6,38,1008.0,83.0,2.9,25.2,76.0,0.0,74.61796085656566,2
95.59,13,0,6,40,1008.0,83.0,2.9,25.2,76.0,0.0,74.61796085656566,2
123.16,13,20,6,41,1008.0,83.0,2.9,25.2,76.0,0.0,74.61796085656566,2
162.96,13,40,6,42,1008.0,83.0,2.9,25.2,76.0,0.0,74.61796085656566,2
268.39,14,0,6,43,1008.0,83.0,2.9,25.2,76.0,0.0,74.61796085656566,2
255.43,14,20,6,44,1008.0,83.0,2.9,25.2,76.0,0.0,74.61796085656566,2
344.48,14,40,6,45,1008.0,83.0,2.9,25.2,76.0,0.0,74.61796085656566,2
113.99,15,0,6,46,1007.9,53.0,1.4,24.4,85.0,0.0,79.01722796116505,2
226.28,15,40,6,48,1007.9,53.0,1.4,24.4,85.0,0.0,79.01722796116505,2
147.95,16,0,6,49,1007.9,53.0,1.4,24.4,85.0,0.0,79.01722796116505,2
113.93,16,20,6,50,1007.9,53.0,1.4,24.4,85.0,0.0,79.01722796116505,2
98.56,16,40,6,51,1007.9,53.0,1.4,24.4,85.0,0.0,79.01722796116505,2
118.33,17,0,6,52,1007.9,53.0,1.4,24.4,85.0,0.0,79.01722796116505,2
141.44,17,20,6,53,1007.9,53.0,1.4,24.4,85.0,0.0,79.01722796116505,2
130.03,17,40,6,54,1007.9,53.0,1.4,24.4,85.0,0.0,79.01722796116505,2
115.38,18,0,6,55,1007.2,11.0,0.9,22.8,87.0,0.0,77.75602718558558,2
121.72,18,20,6,56,1007.2,11.0,0.9,22.8,87.0,0.0,77.75602718558558,2
135.68,18,40,6,57,1007.2,11.0,0.9,22.8,87.0,0.0,77.75602718558558,2
126.26,19,0,6,58,1007.2,11.0,0.9,22.8,87.0,0.0,77.75602718558558,2
252.68,19,20,6,59,1007.2,11.0,0.9,22.8,87.0,0.0,77.75602718558558,2
127.82,20,0,6,61,1007.2,11.0,0.9,22.8,87.0,0.0,77.75602718558558,2
144.87,20,20,6,62,1007.2,11.0,0.9,22.8,87.0,0.0,77.75602718558558,2
121.63,20,40,6,63,1007.2,11.0,0.9,22.8,87.0,0.0,77.75602718558558,2
114.98,21,0,6,64,1007.2,358.0,0.5,21.8,93.0,0.0,77.78836322758622,2
144.7,21,20,6,65,1007.2,358.0,0.5,21.8,93.0,0.0,77.78836322758622,2
119.08,21,40,6,66,1007.2,358.0,0.5,21.8,93.0,0.0,77.78836322758622,2
133.53,23,20,6,71,1007.2,358.0,0.5,21.8,93.0,0.0,77.78836322758622,2
181.96,0,40,0,3,1008.4,307.0,1.3,24.1,83.0,0.0,78.507524369378,1
36.48,2,40,0,9,1008.4,307.0,1.3,24.1,83.0,0.0,78.507524369378,1
102.16,5,40,0,18,1007.7,174.0,1.6,28.5,57.0,0.0,82.44092078787878,1
117.72,6,20,0,20,1005.4,37.0,4.1,30.3,56.0,0.0,77.64363054149659,1
144.22,6,40,0,21,1005.4,37.0,4.1,30.3,56.0,0.0,77.64363054149659,1
