tollgate_id,time_window,direction,volume,etc,start_time,pair,date,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,weekday,time,timemap,holiday
1,"[2016-09-19 20:20:00,2016-09-19 20:40:00)",0,16.0,4.0,2016-09-19 20:20:00,1-0,2016-09-19, 18:00:00,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,0,20:20:00,62,0
1,"[2016-09-19 20:40:00,2016-09-19 21:00:00)",0,17.0,4.0,2016-09-19 20:40:00,1-0,2016-09-19, 18:00:00,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,0,20:40:00,63,0
1,"[2016-09-19 21:00:00,2016-09-19 21:20:00)",0,17.0,4.0,2016-09-19 21:00:00,1-0,2016-09-19, 21:00:00,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,0,21:00:00,64,0
1,"[2016-09-19 21:20:00,2016-09-19 21:40:00)",0,22.0,9.0,2016-09-19 21:20:00,1-0,2016-09-19, 21:00:00,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,0,21:20:00,65,0
1,"[2016-09-19 21:40:00,2016-09-19 22:00:00)",0,5.0,1.0,2016-09-19 21:40:00,1-0,2016-09-19, 21:00:00,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,0,21:40:00,66,0
1,"[2016-09-19 22:00:00,2016-09-19 22:20:00)",0,4.0,0.0,2016-09-19 22:00:00,1-0,2016-09-19, 21:00:00,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,0,22:00:00,67,0
1,"[2016-09-19 22:20:00,2016-09-19 22:40:00)",0,9.0,2.0,2016-09-19 22:20:00,1-0,2016-09-19, 21:00:00,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,0,22:20:00,68,0
1,"[2016-09-19 22:40:00,2016-09-19 23:00:00)",0,3.0,2.0,2016-09-19 22:40:00,1-0,2016-09-19, 21:00:00,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,0,22:40:00,69,0
1,"[2016-09-19 23:00:00,2016-09-19 23:20:00)",0,1.0,1.0,2016-09-19 23:00:00,1-0,2016-09-19, 21:00:00,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,0,23:00:00,70,0
1,"[2016-09-19 23:20:00,2016-09-19 23:40:00)",0,7.0,1.0,2016-09-19 23:20:00,1-0,2016-09-19, 21:00:00,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,0,23:20:00,71,0
1,"[2016-09-19 23:40:00,2016-09-20 00:00:00)",0,6.0,2.0,2016-09-19 23:40:00,1-0,2016-09-19, 21:00:00,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,0,23:40:00,72,0
1,"[2016-09-20 00:00:00,2016-09-20 00:20:00)",0,14.0,1.0,2016-09-20 00:00:00,1-0,2016-09-20, 00:00:00,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,1,00:00:00,1,0
1,"[2016-09-20 00:20:00,2016-09-20 00:40:00)",0,13.0,0.0,2016-09-20 00:20:00,1-0,2016-09-20, 00:00:00,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,1,00:20:00,2,0
1,"[2016-09-20 00:40:00,2016-09-20 01:00:00)",0,7.0,1.0,2016-09-20 00:40:00,1-0,2016-09-20, 00:00:00,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,1,00:40:00,3,0
1,"[2016-09-20 01:00:00,2016-09-20 01:20:00)",0,6.0,2.0,2016-09-20 01:00:00,1-0,2016-09-20, 00:00:00,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,1,01:00:00,4,0
1,"[2016-09-20 01:20:00,2016-09-20 01:40:00)",0,5.0,1.0,2016-09-20 01:20:00,1-0,2016-09-20, 00:00:00,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,1,01:20:00,5,0
1,"[2016-09-20 01:40:00,2016-09-20 02:00:00)",0,5.0,1.0,2016-09-20 01:40:00,1-0,2016-09-20, 00:00:00,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,1,01:40:00,6,0
1,"[2016-09-20 02:00:00,2016-09-20 02:20:00)",0,6.0,0.0,2016-09-20 02:00:00,1-0,2016-09-20, 00:00:00,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,1,02:00:00,7,0
1,"[2016-09-20 02:20:00,2016-09-20 02:40:00)",0,9.0,2.0,2016-09-20 02:20:00,1-0,2016-09-20, 00:00:00,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,1,02:20:00,8,0
1,"[2016-09-20 02:40:00,2016-09-20 03:00:00)",0,7.0,0.0,2016-09-20 02:40:00,1-0,2016-09-20, 00:00:00,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,1,02:40:00,9,0
1,"[2016-09-20 03:00:00,2016-09-20 03:20:00)",0,10.0,0.0,2016-09-20 03:00:00,1-0,2016-09-20, 03:00:00,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,1,03:00:00,10,0
1,"[2016-09-20 03:20:00,2016-09-20 03:40:00)",0,8.0,0.0,2016-09-20 03:20:00,1-0,2016-09-20, 03:00:00,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,1,03:20:00,11,0
1,"[2016-09-20 03:40:00,2016-09-20 04:00:00)",0,5.0,0.0,2016-09-20 03:40:00,1-0,2016-09-20, 03:00:00,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,1,03:40:00,12,0
1,"[2016-09-20 04:00:00,2016-09-20 04:20:00)",0,11.0,0.0,2016-09-20 04:00:00,1-0,2016-09-20, 03:00:00,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,1,04:00:00,13,0
1,"[2016-09-20 04:20:00,2016-09-20 04:40:00)",0,8.0,1.0,2016-09-20 04:20:00,1-0,2016-09-20, 03:00:00,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,1,04:20:00,14,0
1,"[2016-09-20 04:40:00,2016-09-20 05:00:00)",0,15.0,1.0,2016-09-20 04:40:00,1-0,2016-09-20, 03:00:00,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,1,04:40:00,15,0
1,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0,9.0,1.0,2016-09-20 05:00:00,1-0,2016-09-20, 03:00:00,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,1,05:00:00,16,0
1,"[2016-09-20 05:20:00,2016-09-20 05:40:00)",0,4.0,0.0,2016-09-20 05:20:00,1-0,2016-09-20, 03:00:00,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,1,05:20:00,17,0
1,"[2016-09-20 05:40:00,2016-09-20 06:00:00)",0,10.0,2.0,2016-09-20 05:40:00,1-0,2016-09-20, 03:00:00,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,1,05:40:00,18,0
1,"[2016-09-20 06:00:00,2016-09-20 06:20:00)",0,13.0,4.0,2016-09-20 06:00:00,1-0,2016-09-20, 06:00:00,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,1,06:00:00,19,0
1,"[2016-09-20 06:20:00,2016-09-20 06:40:00)",0,20.0,4.0,2016-09-20 06:20:00,1-0,2016-09-20, 06:00:00,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,1,06:20:00,20,0
1,"[2016-09-20 06:40:00,2016-09-20 07:00:00)",0,29.0,8.0,2016-09-20 06:40:00,1-0,2016-09-20, 06:00:00,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,1,06:40:00,21,0
1,"[2016-09-20 07:00:00,2016-09-20 07:20:00)",0,38.0,14.0,2016-09-20 07:00:00,1-0,2016-09-20, 06:00:00,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,1,07:00:00,22,0
1,"[2016-09-20 07:20:00,2016-09-20 07:40:00)",0,30.0,7.0,2016-09-20 07:20:00,1-0,2016-09-20, 06:00:00,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,1,07:20:00,23,0
1,"[2016-09-20 07:40:00,2016-09-20 08:00:00)",0,31.0,9.0,2016-09-20 07:40:00,1-0,2016-09-20, 06:00:00,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,1,07:40:00,24,0
1,"[2016-09-20 08:00:00,2016-09-20 08:20:00)",0,53.0,21.0,2016-09-20 08:00:00,1-0,2016-09-20, 06:00:00,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,1,08:00:00,25,0
1,"[2016-09-20 08:20:00,2016-09-20 08:40:00)",0,50.0,21.0,2016-09-20 08:20:00,1-0,2016-09-20, 06:00:00,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,1,08:20:00,26,0
1,"[2016-09-20 08:40:00,2016-09-20 09:00:00)",0,45.0,15.0,2016-09-20 08:40:00,1-0,2016-09-20, 06:00:00,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,1,08:40:00,27,0
1,"[2016-09-20 09:00:00,2016-09-20 09:20:00)",0,51.0,13.0,2016-09-20 09:00:00,1-0,2016-09-20, 09:00:00,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,1,09:00:00,28,0
1,"[2016-09-20 09:20:00,2016-09-20 09:40:00)",0,68.0,21.0,2016-09-20 09:20:00,1-0,2016-09-20, 09:00:00,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,1,09:20:00,29,0
1,"[2016-09-20 09:40:00,2016-09-20 10:00:00)",0,59.0,14.0,2016-09-20 09:40:00,1-0,2016-09-20, 09:00:00,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,1,09:40:00,30,0
1,"[2016-09-20 10:00:00,2016-09-20 10:20:00)",0,56.0,10.0,2016-09-20 10:00:00,1-0,2016-09-20, 09:00:00,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,1,10:00:00,31,0
1,"[2016-09-20 10:20:00,2016-09-20 10:40:00)",0,60.0,14.0,2016-09-20 10:20:00,1-0,2016-09-20, 09:00:00,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,1,10:20:00,32,0
1,"[2016-09-20 10:40:00,2016-09-20 11:00:00)",0,63.0,12.0,2016-09-20 10:40:00,1-0,2016-09-20, 09:00:00,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,1,10:40:00,33,0
1,"[2016-09-20 11:00:00,2016-09-20 11:20:00)",0,57.0,16.0,2016-09-20 11:00:00,1-0,2016-09-20, 09:00:00,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,1,11:00:00,34,0
1,"[2016-09-20 11:20:00,2016-09-20 11:40:00)",0,64.0,17.0,2016-09-20 11:20:00,1-0,2016-09-20, 09:00:00,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,1,11:20:00,35,0
1,"[2016-09-20 11:40:00,2016-09-20 12:00:00)",0,50.0,7.0,2016-09-20 11:40:00,1-0,2016-09-20, 09:00:00,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,1,11:40:00,36,0
1,"[2016-09-20 12:00:00,2016-09-20 12:20:00)",0,53.0,17.0,2016-09-20 12:00:00,1-0,2016-09-20, 12:00:00,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,1,12:00:00,37,0
1,"[2016-09-20 12:20:00,2016-09-20 12:40:00)",0,62.0,21.0,2016-09-20 12:20:00,1-0,2016-09-20, 12:00:00,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,1,12:20:00,38,0
1,"[2016-09-20 12:40:00,2016-09-20 13:00:00)",0,75.0,20.0,2016-09-20 12:40:00,1-0,2016-09-20, 12:00:00,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,1,12:40:00,39,0
1,"[2016-09-20 13:00:00,2016-09-20 13:20:00)",0,98.0,23.0,2016-09-20 13:00:00,1-0,2016-09-20, 12:00:00,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,1,13:00:00,40,0
1,"[2016-09-20 13:20:00,2016-09-20 13:40:00)",0,82.0,25.0,2016-09-20 13:20:00,1-0,2016-09-20, 12:00:00,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,1,13:20:00,41,0
1,"[2016-09-20 13:40:00,2016-09-20 14:00:00)",0,84.0,22.0,2016-09-20 13:40:00,1-0,2016-09-20, 12:00:00,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,1,13:40:00,42,0
1,"[2016-09-20 14:00:00,2016-09-20 14:20:00)",0,81.0,14.0,2016-09-20 14:00:00,1-0,2016-09-20, 12:00:00,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,1,14:00:00,43,0
1,"[2016-09-20 14:20:00,2016-09-20 14:40:00)",0,90.0,19.0,2016-09-20 14:20:00,1-0,2016-09-20, 12:00:00,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,1,14:20:00,44,0
1,"[2016-09-20 14:40:00,2016-09-20 15:00:00)",0,67.0,11.0,2016-09-20 14:40:00,1-0,2016-09-20, 12:00:00,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,1,14:40:00,45,0
1,"[2016-09-20 15:00:00,2016-09-20 15:20:00)",0,71.0,16.0,2016-09-20 15:00:00,1-0,2016-09-20, 15:00:00,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,1,15:00:00,46,0
1,"[2016-09-20 15:20:00,2016-09-20 15:40:00)",0,64.0,15.0,2016-09-20 15:20:00,1-0,2016-09-20, 15:00:00,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,1,15:20:00,47,0
1,"[2016-09-20 15:40:00,2016-09-20 16:00:00)",0,73.0,14.0,2016-09-20 15:40:00,1-0,2016-09-20, 15:00:00,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,1,15:40:00,48,0
1,"[2016-09-20 16:00:00,2016-09-20 16:20:00)",0,48.0,17.0,2016-09-20 16:00:00,1-0,2016-09-20, 15:00:00,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,1,16:00:00,49,0
