avg_travel_time,hour,minute,weekday,timemap,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,SSD,is_workday
253.0,5,20,4,17,1011,222.0,1.7,26.4,68.0,0.0,131.52,79.6929279311828,1
252.81,12,40,5,39,1009,326.0,0.9,25.1,90.0,0.0,298.3,82.61377433165829,3
251.21,15,40,5,48,1008,73.0,1.5,23.7,82.0,0.0,249.79,76.97265903849765,2
250.52,18,40,5,57,1007,325.0,1.4,21.9,91.0,0.0,220.5,74.87261096277057,2
250.1,18,0,1,55,1016,347.0,2.3,18.8,73.0,0.0,230.08,64.05590160610686,1
249.95,4,40,4,15,1018,2.0,1.6,18.8,82.0,0.0,204.83,67.23835280610686,1
249.79,15,20,5,47,1008,73.0,1.5,23.7,82.0,0.0,204.83,76.97265903849765,2
249.05,18,40,2,57,1006,38.0,5.5,22.0,94.0,1.2,179.38,62.29718539130435,1
248.87,21,20,4,65,1009,284.0,0.7,21.0,96.0,0.0,214.0,75.91744266666667,1
247.59,18,40,3,57,1006,354.0,1.8,19.6,97.0,0.2,280.56,69.74675822362205,1
247.11,19,20,0,59,1006,46.0,1.3,24.7,92.0,0.0,244.56,80.80240848866997,1
245.07,9,40,1,30,1005,327.0,1.5,23.9,75.0,0.0,219.33,76.49521974407584,3
244.56,19,0,0,58,1006,46.0,1.3,24.7,92.0,0.0,132.96,80.80240848866997,1
244.4,6,40,3,21,1013,59.0,1.5,23.9,82.0,0.8,169.4,77.35804254407584,3
244.25,22,0,4,67,1009,319.0,1.7,20.7,93.0,0.0,169.4,71.79121102386831,1
243.26,22,0,4,67,1008,355.0,4.8,20.0,97.0,1.9,141.37,60.93596000000001,3
242.71,9,20,5,29,1011,357.0,3.2,20.5,80.0,0.0,125.27,65.15757224489796,2
242.59,19,20,0,59,1014,333.0,2.5,14.1,80.0,0.0,456.43,55.18706397411003,2
242.19,11,20,2,35,1016,39.0,3.7,21.2,57.0,0.0,218.23,62.287488887394964,1
241.96,18,0,6,55,1014,344.0,2.0,21.3,83.0,0.0,180.95,70.86947960675106,2
241.73,18,0,6,55,1015,4.0,1.3,15.4,67.0,0.0,198.68,60.30286998918918,2
241.63,19,0,1,58,1007,335.0,2.0,20.3,90.0,0.0,198.68,69.71683978947371,3
241.4,20,0,1,61,1014,327.0,1.4,19.4,74.0,0.0,147.4,68.1735901,1
241.2,10,0,1,31,1013,87.0,2.4,23.0,56.0,0.0,166.25,69.62495709090909,1
240.55,18,40,6,57,1015,4.0,1.3,15.4,67.0,0.0,352.76,60.30286998918918,2
240.39,21,0,2,64,1006,29.0,4.1,21.5,95.0,0.5,229.56,65.9088814893617,1
240.22,17,40,4,54,1009,334.0,1.4,21.7,89.0,0.0,253.95,74.2511147141631,1
239.65,18,40,3,57,1016,352.0,1.5,19.1,75.0,0.0,233.91,67.3928445019305,1
239.56,18,20,1,56,1016,347.0,2.3,18.8,73.0,0.0,250.1,64.05590160610686,1
239.01,9,40,6,30,1007,57.0,2.8,28.9,57.0,0.0,151.8,79.34333221614908,2
238.96,13,20,6,41,1008,83.0,2.9,25.2,76.0,0.0,205.36,74.61796085656566,2
238.81,14,0,6,43,1016,52.0,6.0,18.8,58.0,0.0,127.03,50.64514960610686,2
238.18,9,40,0,30,1006,44.0,3.6,24.2,79.0,0.0,178.25,70.8432728,3
237.81,17,0,2,52,1014,310.0,1.0,20.8,93.0,0.0,166.07,74.22722048264463,1
237.02,9,20,5,29,1014,333.0,2.2,20.3,96.0,0.0,164.27,69.73786458947369,2
236.65,7,0,3,22,1011,117.0,2.3,28.7,54.0,0.0,173.44,80.14986681226993,1
236.44,16,0,4,49,1009,334.0,1.4,21.7,89.0,0.0,222.46,74.2511147141631,1
236.18,15,0,6,46,1015,7.0,2.1,21.9,80.0,0.0,268.98,71.35673856277057,2
236.13,19,40,4,60,1009,319.0,0.9,20.9,96.0,0.0,223.98,75.08030548713694,1
235.37,19,20,2,59,1006,38.0,5.5,22.0,94.0,1.2,262.68,62.29718539130435,1
235.24,1,40,5,6,1016,35.0,2.0,19.0,95.0,0.0,148.16,67.71254,2
235.13,22,40,4,69,1009,319.0,1.7,20.7,93.0,0.0,148.16,71.79121102386831,1
235.05,14,40,4,45,1008,351.0,2.3,22.5,83.0,0.0,142.32,72.22068777777778,1
234.9,15,20,6,47,1015,7.0,2.1,21.9,80.0,0.0,236.18,71.35673856277057,2
234.6,22,0,2,67,1013,320.0,1.6,19.5,96.0,0.0,236.18,70.08223592156861,1
234.27,23,0,1,70,1003,28.0,2.9,26.4,94.0,0.0,259.18,79.29403833118279,1
233.91,18,20,3,56,1016,352.0,1.5,19.1,75.0,0.0,197.19,67.3928445019305,1
233.85,10,20,2,32,1009,52.0,2.8,26.5,64.0,0.0,171.41,75.8305587027027,3
233.27,17,0,4,52,1009,334.0,1.4,21.7,89.0,0.0,264.4,74.2511147141631,1
233.15,21,40,4,66,1009,284.0,0.7,21.0,96.0,0.0,248.87,75.91744266666667,1
233.0,14,0,0,43,1008,29.0,1.8,24.0,78.0,0.0,236.5,76.09627961904762,3
232.25,18,40,3,57,1013,4.0,1.5,20.9,80.0,0.0,222.25,71.36266708713694,3
232.25,14,0,5,43,1014,41.0,4.6,20.2,66.0,0.0,148.69,58.5666367483871,2
232.06,18,20,4,56,1009,317.0,1.8,21.4,88.0,0.0,148.69,72.27281865762713,1
231.93,19,0,3,58,1016,352.0,1.5,19.1,75.0,0.0,239.65,67.3928445019305,1
231.79,16,0,2,49,1012,8.0,3.3,24.7,76.0,0.0,146.94,72.38370128866995,3
231.78,0,40,0,3,1008,307.0,1.3,24.1,83.0,0.0,347.99,78.507524369378,1
231.72,20,0,4,61,1015,202.0,1.1,18.4,89.0,0.0,229.78,68.79453140451128,1
231.0,21,20,1,65,1003,28.0,2.9,26.4,94.0,0.0,227.09,79.29403833118279,1
230.75,17,40,6,54,1008,53.0,1.4,24.4,85.0,0.0,188.4,79.01722796116505,2
230.67,14,20,6,44,1014,353.0,4.3,22.7,77.0,0.0,253.72,65.4928120412556,2
230.61,21,20,0,65,1012,319.0,2.7,19.1,75.0,0.0,208.88,63.5528445019305,1
230.36,5,40,2,18,1015,17.0,2.4,25.2,59.0,0.0,232.92,74.04217845656565,1
230.33,11,40,2,36,1009,52.0,2.8,26.5,64.0,0.0,148.81,75.8305587027027,3
230.17,17,40,0,54,1011,18.0,2.6,21.4,80.0,0.0,140.91,68.79945545762712,1
230.08,17,40,1,54,1016,45.0,2.8,20.3,66.0,0.0,193.29,64.51274058947368,1
229.78,19,40,4,60,1015,202.0,1.1,18.4,89.0,0.0,183.47,68.79453140451128,1
229.68,2,40,5,9,1016,35.0,2.0,19.0,95.0,0.0,183.47,67.71254,2
229.56,20,40,2,63,1006,38.0,5.5,22.0,94.0,1.2,254.36,62.29718539130435,1
228.88,9,0,2,28,1016,39.0,3.7,21.2,57.0,0.0,143.76,62.287488887394964,1
228.79,7,40,5,24,1010,17.0,3.6,22.1,72.0,0.0,148.56,66.00607278951965,2
228.73,12,40,1,39,1014,25.0,1.7,22.1,53.0,0.0,195.46,69.86847638951966,1
228.25,21,0,3,64,1016,352.0,2.5,18.0,89.0,0.3,147.5,63.537913481481475,1
228.02,7,40,5,24,1014,334.0,1.5,20.3,96.0,0.1,154.78,71.97786458947371,2
227.09,21,0,1,64,1003,28.0,2.9,26.4,94.0,0.0,161.9,79.29403833118279,1
226.76,15,20,5,47,1014,333.0,0.0,19.8,97.0,0.0,204.13,75.90132661587302,2
226.37,21,0,6,64,1014,35.0,3.0,20.4,81.0,0.0,208.33,65.71687768455284,2
226.31,17,20,6,53,1015,7.0,2.1,21.9,80.0,0.0,174.58,71.35673856277057,2
226.14,20,40,4,63,1009,319.0,0.9,20.9,96.0,0.0,219.8,75.08030548713694,1
225.41,21,40,1,66,1014,330.0,1.0,18.6,80.0,0.0,153.84,68.56701624242424,1
225.21,17,40,1,54,1014,326.0,2.2,20.5,65.0,0.0,144.96,66.69410224489796,1
224.93,21,20,6,65,1014,35.0,3.0,20.4,81.0,0.0,226.37,65.71687768455284,2
224.78,13,40,5,42,1008,60.0,2.5,24.4,78.0,0.0,222.16,74.62167916116505,2
224.71,15,0,4,46,1009,334.0,1.4,21.7,89.0,0.0,235.05,74.2511147141631,1
224.62,4,40,4,15,1011,222.0,1.7,26.4,68.0,0.0,159.75,79.6929279311828,1
224.46,7,20,0,23,1013,81.0,1.2,21.3,79.0,0.0,159.75,72.97425240675106,1
224.13,9,40,4,30,1016,349.0,2.0,18.2,81.0,0.0,167.75,64.70591382686568,1
224.06,9,40,6,30,1014,28.0,5.6,20.4,55.0,0.0,176.66,54.52298328455285,2
224.06,16,40,3,51,1014,87.0,1.8,21.5,76.0,0.0,172.09,71.0927354893617,3
224.0,15,40,6,48,1008,53.0,1.4,24.4,85.0,0.0,168.74,79.01722796116505,2
223.98,19,20,4,59,1009,319.0,0.9,20.9,96.0,0.0,287.68,75.08030548713694,1
223.76,4,40,0,15,1016,104.0,1.5,19.6,90.0,0.1,144.23,69.95337902362205,1
223.45,18,20,0,56,1008,347.0,1.3,20.8,80.0,0.0,156.05,71.81136608264462,3
223.23,21,20,0,65,1006,87.0,1.5,24.9,90.0,0.0,202.68,80.30185816915423,1
223.05,18,40,5,57,1013,215.0,1.7,19.7,97.0,0.0,163.19,70.26403439209486,2
222.85,20,0,1,61,1004,56.0,1.7,26.2,95.0,1.2,163.99,82.86990136170213,1
222.53,16,20,6,50,1008,53.0,1.4,24.4,85.0,0.0,264.75,79.01722796116505,2
222.46,15,40,4,48,1009,334.0,1.4,21.7,89.0,0.0,182.95,74.2511147141631,1
222.25,18,20,3,56,1013,4.0,1.5,20.9,80.0,0.0,125.21,71.36266708713694,3
222.16,13,20,5,41,1008,60.0,2.5,24.4,78.0,0.0,169.62,74.62167916116505,2
221.98,12,20,0,38,1010,302.0,2.3,20.8,92.0,1.1,155.72,69.95523168264461,1
221.58,15,20,2,47,1017,326.0,1.6,19.3,78.0,0.0,155.14,67.77086297587549,1
221.41,15,0,3,46,1014,87.0,1.8,21.5,76.0,0.0,165.75,71.0927354893617,3
221.33,11,40,5,36,1006,78.0,5.2,27.8,64.0,0.0,218.22,70.58597715348839,2
221.05,18,0,4,55,1008,342.0,4.1,20.4,97.0,2.0,275.86,63.96542808455286,3
221.04,18,0,6,55,1007,11.0,0.9,22.8,87.0,0.0,230.75,77.75602718558558,2
220.75,14,20,5,44,1009,326.0,0.9,25.1,90.0,0.0,210.26,82.61377433165829,3
220.5,18,20,5,56,1007,325.0,1.4,21.9,91.0,0.0,168.8,74.87261096277057,2
220.09,23,0,4,70,1009,284.0,0.7,21.0,96.0,0.0,199.93,75.91744266666667,1
220.02,17,20,3,53,1012,86.0,2.7,23.1,80.0,0.0,199.93,71.73643930593606,1
220.01,15,40,5,48,1014,86.0,0.0,19.8,97.0,0.0,226.76,75.90132661587302,2
219.94,11,0,5,34,1014,333.0,2.2,20.3,96.0,0.0,289.79,69.73786458947369,2
219.8,9,0,0,28,1006,81.0,2.6,28.9,66.0,0.0,146.9,81.25629581614908,1
219.8,20,20,4,62,1009,319.0,0.9,20.9,96.0,0.0,304.96,75.08030548713694,1
219.49,13,40,4,42,1008,351.0,2.3,22.5,83.0,0.0,169.86,72.22068777777778,1
219.33,9,20,1,29,1005,327.0,1.5,23.9,75.0,0.0,165.96,76.49521974407584,3
219.24,17,0,6,52,1016,57.0,4.4,17.1,60.0,0.0,168.97,52.853749820788536,2
219.08,22,0,4,67,1015,360.0,2.3,18.5,90.0,0.0,185.86,65.25234603773585,1
219.06,22,0,5,67,1008,324.0,1.1,21.2,93.0,0.0,204.32,74.69144408739496,2
219.0,18,40,2,57,1016,327.0,1.9,18.9,83.0,0.0,204.32,66.57513349118774,1
218.76,13,20,0,41,1014,17.0,0.7,19.6,87.0,0.0,165.0,72.19050222362205,1
218.69,23,0,2,70,1013,320.0,1.6,19.5,96.0,0.0,184.0,70.08223592156861,1
218.64,17,20,2,53,1012,8.0,3.3,24.7,76.0,0.0,184.0,72.38370128866995,3
218.42,9,0,5,28,1006,78.0,5.2,27.8,64.0,0.0,181.36,70.58597715348839,2
218.41,7,20,3,23,1006,355.0,6.9,21.0,95.0,0.1,129.33,55.96472666666668,1
218.34,9,40,5,30,1014,333.0,2.2,20.3,96.0,0.0,237.02,69.73786458947369,2
218.34,9,0,0,28,1014,333.0,2.5,14.1,80.0,0.0,267.09,55.18706397411003,2
218.28,19,0,3,58,1006,354.0,1.8,19.6,97.0,0.2,247.59,69.74675822362205,1
218.27,8,40,5,27,1014,334.0,1.5,20.3,96.0,0.1,162.9,71.97786458947371,2
218.23,11,0,2,34,1016,39.0,3.7,21.2,57.0,0.0,155.53,62.287488887394964,1
218.22,11,20,5,35,1006,78.0,5.2,27.8,64.0,0.0,293.16,70.58597715348839,2
218.21,14,20,3,44,1012,91.0,3.6,24.4,72.0,0.0,124.91,70.35120876116504,1
218.19,12,20,6,38,1008,83.0,2.9,25.2,76.0,0.0,198.75,74.61796085656566,2
218.13,7,20,4,23,1008,90.0,2.5,29.5,53.0,0.0,183.28,80.84435567741937,1
218.08,20,40,4,63,1015,202.0,1.1,18.4,89.0,0.0,174.03,68.79453140451128,1
217.98,15,0,2,46,1007,51.0,3.4,22.6,95.0,1.8,197.74,70.31583314285714,1
217.91,14,0,5,43,1008,60.0,2.5,24.4,78.0,0.0,224.78,74.62167916116505,2
217.82,11,20,4,35,1009,310.0,1.5,20.4,97.0,0.0,188.61,72.28542808455285,3
217.58,14,40,6,45,1008,83.0,2.9,25.2,76.0,0.0,328.9,74.61796085656566,2
217.57,11,0,5,34,1008,99.0,1.1,28.1,74.0,0.0,282.64,85.6544731692308,3
217.37,12,40,0,39,1014,17.0,0.7,19.6,87.0,0.0,203.06,72.19050222362205,1
217.05,20,0,6,61,1007,11.0,0.9,22.8,87.0,0.0,155.73,77.75602718558558,2
216.68,20,20,6,62,1014,344.0,2.0,21.3,83.0,0.0,164.39,70.86947960675106,2
216.3,15,20,2,47,1007,51.0,3.4,22.6,95.0,1.8,217.98,70.31583314285714,1
216.0,15,20,3,47,1014,87.0,1.8,21.5,76.0,0.0,221.41,71.0927354893617,3
215.97,15,20,1,47,1005,70.0,3.1,27.1,87.0,0.0,199.7,79.09623818324023,1
215.32,17,40,5,54,1008,73.0,1.5,23.7,82.0,0.0,277.78,76.97265903849765,2
214.98,13,0,4,40,1016,1.0,1.4,18.3,83.0,0.0,179.48,67.0229637857678,1
214.35,7,40,3,24,1015,48.0,2.3,21.6,63.0,0.0,160.88,68.18904835555556,1
214.31,5,20,3,17,1008,359.0,5.1,21.6,96.0,0.4,160.88,63.020669155555574,1
214.12,9,40,3,30,1006,356.0,4.0,20.6,96.0,1.4,137.62,64.5690044852459,1
214.0,21,0,4,64,1009,284.0,0.7,21.0,96.0,0.0,226.14,75.91744266666667,1
213.79,15,40,2,48,1014,310.0,1.0,20.8,93.0,0.0,192.64,74.22722048264463,1
213.69,19,0,2,58,1012,84.0,2.0,24.2,86.0,0.0,178.97,76.8337312,3
213.69,22,20,0,68,1014,333.0,2.5,14.1,80.0,0.0,178.97,55.18706397411003,2
213.59,17,20,3,53,1014,87.0,1.8,21.5,76.0,0.0,159.89,71.0927354893617,3
213.49,14,40,5,45,1014,344.0,0.9,20.0,97.0,0.0,263.83,73.41596,2
213.37,9,20,5,29,1008,99.0,1.1,28.1,74.0,0.0,151.9,85.6544731692308,3
213.04,21,0,3,64,1011,324.0,1.7,20.5,92.0,0.0,212.55,71.28834824489796,1
212.87,11,0,2,34,1013,348.0,1.5,24.9,67.0,0.0,141.97,77.38324096915423,1
212.71,16,40,4,51,1016,354.0,1.8,18.2,87.0,0.0,171.72,65.96112502686569,1
212.55,20,40,3,63,1012,33.0,1.1,21.9,84.0,0.0,207.55,75.02069216277057,1
212.53,20,40,6,63,1007,11.0,0.9,22.8,87.0,0.0,189.95,77.75602718558558,2
212.27,16,20,5,50,1009,322.0,2.2,24.1,94.0,0.0,138.94,76.99138796937801,3
212.02,20,40,0,63,1008,347.0,1.3,20.8,80.0,0.0,194.07,71.81136608264462,3
211.88,14,40,0,45,1008,29.0,1.8,24.0,78.0,0.0,187.01,76.09627961904762,3
211.72,16,20,5,50,1014,93.0,0.0,19.8,97.0,0.0,183.74,75.90132661587302,2
211.67,14,40,1,45,1014,25.0,1.7,22.1,53.0,0.0,189.4,69.86847638951966,1
211.46,2,40,6,9,1014,327.0,0.6,20.4,95.0,0.0,142.52,74.94435928455285,2
211.42,7,20,0,23,1014,333.0,2.5,14.1,80.0,0.0,168.6,55.18706397411003,2
211.32,16,40,6,51,1006,358.0,2.3,23.2,93.0,0.0,149.55,74.77753187522936,3
211.23,17,0,5,52,1009,322.0,2.2,24.1,94.0,0.0,139.27,76.99138796937801,3
211.06,10,20,0,32,1006,44.0,3.6,24.2,79.0,0.0,169.54,70.8432728,3
210.89,10,0,6,31,1012,10.0,4.1,24.9,74.0,0.0,165.23,69.95151576915423,2
210.77,7,0,0,22,1005,37.0,4.1,30.3,56.0,0.0,155.76,77.64363054149659,1
210.66,15,40,6,48,1015,7.0,2.1,21.9,80.0,0.0,234.9,71.35673856277057,2
210.5,10,20,6,32,1007,57.0,2.8,28.9,57.0,0.0,129.55,79.34333221614908,2
210.26,14,0,5,43,1009,326.0,0.9,25.1,90.0,0.0,352.23,82.61377433165829,3
210.12,19,0,1,58,1014,327.0,1.4,19.4,74.0,0.0,336.16,68.1735901,1
209.5,15,0,6,46,1016,57.0,4.4,17.1,60.0,0.0,193.53,52.853749820788536,2
209.2,10,20,4,32,1009,310.0,1.5,20.4,97.0,0.0,158.44,72.28542808455285,3
208.92,15,40,3,48,1014,87.0,1.8,21.5,76.0,0.0,216.0,71.0927354893617,3
208.9,6,20,6,20,1012,301.0,1.8,26.8,67.0,0.0,216.0,79.99331931428571,2
208.88,21,0,0,64,1012,319.0,2.7,19.1,75.0,0.0,216.0,63.5528445019305,1
208.82,8,0,5,25,1007,54.0,3.8,29.6,55.0,0.0,183.73,77.15702784415585,2
208.79,17,0,2,52,1007,51.0,3.4,22.6,95.0,1.8,126.19,70.31583314285714,1
208.7,1,20,5,5,1009,57.0,0.1,22.3,93.0,0.0,191.64,80.04969962466959,3
208.41,22,0,5,67,1013,216.0,3.2,19.6,97.0,0.0,181.06,65.26675822362205,2
208.36,16,0,0,49,1014,333.0,2.5,14.1,80.0,0.0,202.4,55.18706397411003,2
208.33,20,40,6,63,1014,344.0,2.0,21.3,83.0,0.0,216.68,70.86947960675106,2
208.29,19,0,3,58,1013,4.0,1.5,20.9,80.0,0.0,232.25,71.36266708713694,3
208.13,18,0,5,55,1013,215.0,1.7,19.7,97.0,0.0,156.18,70.26403439209486,2
208.0,10,20,0,32,1008,351.0,5.3,23.8,72.0,0.1,156.85,63.77636914716982,1
207.87,13,0,0,40,1014,333.0,2.5,14.1,80.0,0.0,170.53,55.18706397411003,2
207.28,13,0,6,40,1014,353.0,4.3,22.7,77.0,0.0,202.2,65.4928120412556,2
207.25,6,0,2,19,1003,92.0,7.5,26.2,94.0,5.5,190.35,64.17827816170212,1
207.1,14,0,0,43,1010,302.0,2.3,20.8,92.0,1.1,139.49,69.95523168264461,1
207.1,21,0,6,64,1006,11.0,2.7,22.6,90.0,0.0,180.71,71.96316514285716,3
207.07,20,20,5,62,1013,215.0,1.7,19.7,97.0,0.0,180.71,70.26403439209486,2
207.05,17,0,0,52,1008,62.0,3.1,23.1,76.0,0.0,149.2,69.97503290593608,3
207.05,23,40,1,72,1003,28.0,2.9,26.4,94.0,0.0,192.28,79.29403833118279,1
206.91,20,40,5,63,1013,215.0,1.7,19.7,97.0,0.0,207.07,70.26403439209486,2
206.73,14,20,0,44,1014,333.0,2.5,14.1,80.0,0.0,141.41,55.18706397411003,2
206.49,11,20,1,35,1005,327.0,1.5,23.9,75.0,0.0,160.71,76.49521974407584,3
206.3,15,0,6,46,1008,53.0,1.4,24.4,85.0,0.0,217.58,79.01722796116505,2
206.02,5,40,1,18,1015,45.0,3.5,21.2,66.0,0.0,164.07,63.94847768739496,1
205.71,21,20,3,65,1011,324.0,1.7,20.5,92.0,0.0,213.04,71.28834824489796,1
205.64,12,20,1,38,1006,40.0,3.4,27.4,85.0,0.0,172.36,78.45149636363634,1
205.52,12,40,6,39,1008,83.0,2.9,25.2,76.0,0.0,218.19,74.61796085656566,2
205.37,15,40,6,48,1006,358.0,2.3,23.2,93.0,0.0,161.84,74.77753187522936,3
205.36,13,0,6,40,1008,83.0,2.9,25.2,76.0,0.0,205.52,74.61796085656566,2
205.3,20,20,0,62,1006,46.0,1.3,24.7,92.0,0.0,124.78,80.80240848866997,1
205.26,17,0,4,52,1009,353.0,2.5,20.9,98.0,2.5,284.68,70.18501028713693,3
205.26,7,0,1,22,1004,96.0,3.6,31.1,63.0,0.0,185.28,81.78337059856115,1
205.02,17,20,2,53,1014,310.0,1.0,20.8,93.0,0.0,237.81,74.22722048264463,1
204.98,6,40,6,21,1006,85.0,2.9,29.9,58.0,0.0,143.52,81.02897435231787,2
204.84,7,40,3,24,1011,117.0,2.3,28.7,54.0,0.0,144.63,80.14986681226993,1
204.58,19,20,2,59,1013,341.0,1.7,20.2,94.0,0.0,188.71,70.92123834838709,1
204.4,5,20,4,17,1011,331.0,1.8,20.2,92.0,0.3,183.96,70.3816239483871,3
204.32,21,40,5,66,1008,324.0,1.1,21.2,93.0,0.0,189.77,74.69144408739496,2
204.22,13,20,5,41,1009,326.0,0.9,25.1,90.0,0.0,155.44,82.61377433165829,3
204.13,15,0,5,46,1014,326.0,0.0,19.8,97.0,0.0,213.49,75.90132661587302,2
203.72,7,40,6,24,1014,54.0,3.5,21.7,49.0,0.0,175.31,62.92066671416309,2
203.67,9,20,3,29,1011,91.0,2.6,26.8,57.0,0.0,175.31,76.09527131428571,1
203.65,9,40,5,30,1008,99.0,1.1,28.1,74.0,0.0,213.37,85.6544731692308,3
203.5,20,20,3,62,1013,4.0,1.5,20.9,80.0,0.0,143.81,71.36266708713694,3
203.44,13,0,4,40,1009,319.0,1.8,20.7,98.0,0.6,192.24,72.02933702386831,3
203.41,12,0,2,37,1006,57.0,3.9,23.1,94.0,3.0,192.24,69.58136170593608,1
203.25,17,20,1,53,1007,310.0,1.5,22.6,80.0,0.0,192.26,74.61782914285716,3
203.09,20,0,6,61,1006,5.0,1.0,22.7,91.0,0.0,166.16,77.71737284125561,3
203.06,12,20,0,38,1014,17.0,0.7,19.6,87.0,0.0,167.98,72.19050222362205,1
202.69,13,0,1,40,1014,25.0,1.7,22.1,53.0,0.0,228.73,69.86847638951966,1
202.66,22,20,4,68,1008,355.0,4.8,20.0,97.0,1.9,243.26,60.93596000000001,3
202.58,11,20,1,35,1013,87.0,2.4,23.0,56.0,0.0,150.67,69.62495709090909,1
202.56,21,40,3,66,1006,354.0,1.8,19.6,97.0,0.2,150.67,69.74675822362205,1
202.4,15,40,0,48,1014,333.0,2.5,14.1,80.0,0.0,176.01,55.18706397411003,2
202.37,7,20,2,23,1009,126.0,1.5,26.5,64.0,0.0,100.71,79.9905587027027,3
202.2,12,40,6,39,1014,353.0,4.3,22.7,77.0,0.0,133.57,65.4928120412556,2
202.14,22,40,1,69,1008,250.0,1.4,19.9,90.0,0.0,154.92,70.8576202868526,3
202.09,19,40,6,60,1014,344.0,2.0,21.3,83.0,0.0,269.18,70.86947960675106,2
201.97,16,0,0,49,1007,315.0,0.8,25.4,86.0,0.0,164.83,83.00703970612247,1
201.66,13,20,1,41,1006,330.0,1.3,22.9,78.0,0.0,147.95,75.59367449411766,3
201.66,22,0,6,67,1014,333.0,2.5,14.1,80.0,0.0,147.95,55.18706397411003,2
201.62,21,20,4,65,1008,355.0,4.8,20.0,97.0,1.9,147.95,60.93596000000001,3
201.6,13,40,6,42,1014,353.0,4.3,22.7,77.0,0.0,195.02,65.4928120412556,2
201.53,21,40,1,66,1017,4.0,1.9,19.2,74.0,0.0,161.02,66.19587276899225,1
201.19,9,20,1,29,1005,104.0,4.2,28.7,72.0,0.0,157.69,76.60270441226993,1
201.16,21,20,0,65,1008,303.0,1.9,20.7,88.0,0.0,175.71,70.59308502386831,3
200.95,8,20,5,26,1007,54.0,3.8,29.6,55.0,0.0,208.82,77.15702784415585,2
200.67,14,0,3,43,1015,85.0,1.5,22.2,74.0,0.0,135.53,73.1488842385965,3
200.25,14,20,5,44,1008,60.0,2.5,24.4,78.0,0.0,217.91,74.62167916116505,2
