intersection_id,tollgate_id,time_window,avg_travel_time,start_time,date,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,time,weekday,route,last_20min,last_40min,last_60min,last_80min,last_100min,last_120min,timemap,holiday
A,2,"[2016-07-19 12:20:00,2016-07-19 12:40:00)",49.53,2016-07-19 12:20:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,12:20:00,1,A-2,60.17,47.98,45.94,72.44,75.49,59.41,38,0
A,2,"[2016-07-19 12:40:00,2016-07-19 13:00:00)",52.17,2016-07-19 12:40:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,12:40:00,1,A-2,49.53,60.17,47.98,45.94,72.44,75.49,39,0
A,2,"[2016-07-19 13:00:00,2016-07-19 13:20:00)",57.83,2016-07-19 13:00:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,13:00:00,1,A-2,52.17,49.53,60.17,47.98,45.94,72.44,40,0
A,2,"[2016-07-19 13:20:00,2016-07-19 13:40:00)",57.09,2016-07-19 13:20:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,13:20:00,1,A-2,57.83,52.17,49.53,60.17,47.98,45.94,41,0
A,2,"[2016-07-19 13:40:00,2016-07-19 14:00:00)",61.13,2016-07-19 13:40:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,13:40:00,1,A-2,57.09,57.83,52.17,49.53,60.17,47.98,42,0
A,2,"[2016-07-19 14:00:00,2016-07-19 14:20:00)",65.11,2016-07-19 14:00:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,14:00:00,1,A-2,61.13,57.09,57.83,52.17,49.53,60.17,43,0
A,2,"[2016-07-19 14:20:00,2016-07-19 14:40:00)",74.71,2016-07-19 14:20:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,14:20:00,1,A-2,65.11,61.13,57.09,57.83,52.17,49.53,44,0
A,2,"[2016-07-19 14:40:00,2016-07-19 15:00:00)",63.83,2016-07-19 14:40:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,14:40:00,1,A-2,74.71,65.11,61.13,57.09,57.83,52.17,45,0
A,2,"[2016-07-19 15:00:00,2016-07-19 15:20:00)",79.42,2016-07-19 15:00:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,15:00:00,1,A-2,63.83,74.71,65.11,61.13,57.09,57.83,46,0
A,2,"[2016-07-19 15:20:00,2016-07-19 15:40:00)",72.31,2016-07-19 15:20:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,15:20:00,1,A-2,79.42,63.83,74.71,65.11,61.13,57.09,47,0
A,2,"[2016-07-19 15:40:00,2016-07-19 16:00:00)",58.74,2016-07-19 15:40:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,15:40:00,1,A-2,72.31,79.42,63.83,74.71,65.11,61.13,48,0
A,2,"[2016-07-19 16:00:00,2016-07-19 16:20:00)",59.64,2016-07-19 16:00:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,16:00:00,1,A-2,58.74,72.31,79.42,63.83,74.71,65.11,49,0
A,2,"[2016-07-19 16:20:00,2016-07-19 16:40:00)",51.97,2016-07-19 16:20:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,16:20:00,1,A-2,59.64,58.74,72.31,79.42,63.83,74.71,50,0
A,2,"[2016-07-19 16:40:00,2016-07-19 17:00:00)",61.6,2016-07-19 16:40:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,16:40:00,1,A-2,51.97,59.64,58.74,72.31,79.42,63.83,51,0
A,2,"[2016-07-19 17:00:00,2016-07-19 17:20:00)",105.39,2016-07-19 17:00:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,17:00:00,1,A-2,61.6,51.97,59.64,58.74,72.31,79.42,52,0
A,2,"[2016-07-19 17:20:00,2016-07-19 17:40:00)",83.83,2016-07-19 17:20:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,17:20:00,1,A-2,105.39,61.6,51.97,59.64,58.74,72.31,53,0
A,2,"[2016-07-19 17:40:00,2016-07-19 18:00:00)",65.67,2016-07-19 17:40:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,17:40:00,1,A-2,83.83,105.39,61.6,51.97,59.64,58.74,54,0
A,2,"[2016-07-19 18:00:00,2016-07-19 18:20:00)",85.11,2016-07-19 18:00:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,18:00:00,1,A-2,65.67,83.83,105.39,61.6,51.97,59.64,55,0
A,2,"[2016-07-19 18:20:00,2016-07-19 18:40:00)",50.57,2016-07-19 18:20:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,18:20:00,1,A-2,85.11,65.67,83.83,105.39,61.6,51.97,56,0
A,2,"[2016-07-19 18:40:00,2016-07-19 19:00:00)",65.07,2016-07-19 18:40:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,18:40:00,1,A-2,50.57,85.11,65.67,83.83,105.39,61.6,57,0
A,2,"[2016-07-19 19:00:00,2016-07-19 19:20:00)",67.33,2016-07-19 19:00:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,19:00:00,1,A-2,65.07,50.57,85.11,65.67,83.83,105.39,58,0
A,2,"[2016-07-19 19:20:00,2016-07-19 19:40:00)",79.85,2016-07-19 19:20:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,19:20:00,1,A-2,67.33,65.07,50.57,85.11,65.67,83.83,59,0
A,2,"[2016-07-19 19:40:00,2016-07-19 20:00:00)",89.64,2016-07-19 19:40:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,19:40:00,1,A-2,79.85,67.33,65.07,50.57,85.11,65.67,60,0
A,2,"[2016-07-19 20:00:00,2016-07-19 20:20:00)",87.94,2016-07-19 20:00:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,20:00:00,1,A-2,89.64,79.85,67.33,65.07,50.57,85.11,61,0
A,2,"[2016-07-19 20:20:00,2016-07-19 20:40:00)",44.09,2016-07-19 20:20:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,20:20:00,1,A-2,87.94,89.64,79.85,67.33,65.07,50.57,62,0
A,2,"[2016-07-19 20:40:00,2016-07-19 21:00:00)",64.16,2016-07-19 20:40:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,20:40:00,1,A-2,44.09,87.94,89.64,79.85,67.33,65.07,63,0
A,2,"[2016-07-19 21:00:00,2016-07-19 21:20:00)",68.48,2016-07-19 21:00:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,21:00:00,1,A-2,64.16,44.09,87.94,89.64,79.85,67.33,64,0
A,2,"[2016-07-19 21:20:00,2016-07-19 21:40:00)",59.09,2016-07-19 21:20:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,21:20:00,1,A-2,68.48,64.16,44.09,87.94,89.64,79.85,65,0
A,2,"[2016-07-19 21:40:00,2016-07-19 22:00:00)",51.18,2016-07-19 21:40:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,21:40:00,1,A-2,59.09,68.48,64.16,44.09,87.94,89.64,66,0
A,2,"[2016-07-19 22:00:00,2016-07-19 22:20:00)",46.09,2016-07-19 22:00:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,22:00:00,1,A-2,51.18,59.09,68.48,64.16,44.09,87.94,67,0
A,2,"[2016-07-19 22:20:00,2016-07-19 22:40:00)",91.85,2016-07-19 22:20:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,22:20:00,1,A-2,46.09,51.18,59.09,68.48,64.16,44.09,68,0
A,2,"[2016-07-19 22:40:00,2016-07-19 23:00:00)",47.02,2016-07-19 22:40:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,22:40:00,1,A-2,91.85,46.09,51.18,59.09,68.48,64.16,69,0
A,2,"[2016-07-19 23:00:00,2016-07-19 23:20:00)",54.59,2016-07-19 23:00:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,23:00:00,1,A-2,47.02,91.85,46.09,51.18,59.09,68.48,70,0
A,2,"[2016-07-19 23:20:00,2016-07-19 23:40:00)",84.37,2016-07-19 23:20:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,23:20:00,1,A-2,54.59,47.02,91.85,46.09,51.18,59.09,71,0
A,2,"[2016-07-19 23:40:00,2016-07-20 00:00:00)",67.96,2016-07-19 23:40:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,23:40:00,1,A-2,84.37,54.59,47.02,91.85,46.09,51.18,72,0
A,2,"[2016-07-20 02:20:00,2016-07-20 02:40:00)",18.68,2016-07-20 02:20:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,02:20:00,2,A-2,49.12,40.75,58.62,57.64,83.66,37.89,8,0
A,2,"[2016-07-20 02:40:00,2016-07-20 03:00:00)",33.89,2016-07-20 02:40:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,02:40:00,2,A-2,18.68,49.12,40.75,58.62,57.64,83.66,9,0
A,2,"[2016-07-20 03:00:00,2016-07-20 03:20:00)",60.67,2016-07-20 03:00:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,03:00:00,2,A-2,33.89,18.68,49.12,40.75,58.62,57.64,10,0
A,2,"[2016-07-20 03:20:00,2016-07-20 03:40:00)",18.59,2016-07-20 03:20:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,03:20:00,2,A-2,60.67,33.89,18.68,49.12,40.75,58.62,11,0
A,2,"[2016-07-20 03:40:00,2016-07-20 04:00:00)",100.71,2016-07-20 03:40:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,03:40:00,2,A-2,18.59,60.67,33.89,18.68,49.12,40.75,12,0
A,2,"[2016-07-20 04:00:00,2016-07-20 04:20:00)",105.65,2016-07-20 04:00:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,04:00:00,2,A-2,100.71,18.59,60.67,33.89,18.68,49.12,13,0
A,2,"[2016-07-20 04:20:00,2016-07-20 04:40:00)",64.32,2016-07-20 04:20:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,04:20:00,2,A-2,105.65,100.71,18.59,60.67,33.89,18.68,14,0
A,2,"[2016-07-20 04:40:00,2016-07-20 05:00:00)",49.4,2016-07-20 04:40:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,04:40:00,2,A-2,64.32,105.65,100.71,18.59,60.67,33.89,15,0
A,2,"[2016-07-20 05:00:00,2016-07-20 05:20:00)",49.76,2016-07-20 05:00:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,05:00:00,2,A-2,49.4,64.32,105.65,100.71,18.59,60.67,16,0
A,2,"[2016-07-20 05:20:00,2016-07-20 05:40:00)",57.67,2016-07-20 05:20:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,05:20:00,2,A-2,49.76,49.4,64.32,105.65,100.71,18.59,17,0
A,2,"[2016-07-20 05:40:00,2016-07-20 06:00:00)",46.2,2016-07-20 05:40:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,05:40:00,2,A-2,57.67,49.76,49.4,64.32,105.65,100.71,18,0
A,2,"[2016-07-20 06:00:00,2016-07-20 06:20:00)",44.1,2016-07-20 06:00:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,06:00:00,2,A-2,46.2,57.67,49.76,49.4,64.32,105.65,19,0
A,2,"[2016-07-20 06:20:00,2016-07-20 06:40:00)",59.87,2016-07-20 06:20:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,06:20:00,2,A-2,44.1,46.2,57.67,49.76,49.4,64.32,20,0
A,2,"[2016-07-20 06:40:00,2016-07-20 07:00:00)",88.81,2016-07-20 06:40:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,06:40:00,2,A-2,59.87,44.1,46.2,57.67,49.76,49.4,21,0
A,2,"[2016-07-20 07:00:00,2016-07-20 07:20:00)",77.85,2016-07-20 07:00:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,07:00:00,2,A-2,88.81,59.87,44.1,46.2,57.67,49.76,22,0
A,2,"[2016-07-20 07:20:00,2016-07-20 07:40:00)",94.92,2016-07-20 07:20:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,07:20:00,2,A-2,77.85,88.81,59.87,44.1,46.2,57.67,23,0
A,2,"[2016-07-20 07:40:00,2016-07-20 08:00:00)",73.68,2016-07-20 07:40:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,07:40:00,2,A-2,94.92,77.85,88.81,59.87,44.1,46.2,24,0
A,2,"[2016-07-20 08:00:00,2016-07-20 08:20:00)",61.01,2016-07-20 08:00:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,08:00:00,2,A-2,73.68,94.92,77.85,88.81,59.87,44.1,25,0
A,2,"[2016-07-20 08:40:00,2016-07-20 09:00:00)",50.99,2016-07-20 08:40:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,08:40:00,2,A-2,185.94,61.01,73.68,94.92,77.85,88.81,27,0
A,2,"[2016-07-20 09:00:00,2016-07-20 09:20:00)",44.94,2016-07-20 09:00:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,09:00:00,2,A-2,50.99,185.94,61.01,73.68,94.92,77.85,28,0
A,2,"[2016-07-20 11:40:00,2016-07-20 12:00:00)",60.48,2016-07-20 11:40:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,11:40:00,2,A-2,46.64,49.45,90.17,70.14,341.79,23.3,36,0
A,2,"[2016-07-20 12:00:00,2016-07-20 12:20:00)",53.99,2016-07-20 12:00:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,12:00:00,2,A-2,60.48,46.64,49.45,90.17,70.14,341.79,37,0
A,2,"[2016-07-20 12:20:00,2016-07-20 12:40:00)",49.55,2016-07-20 12:20:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,12:20:00,2,A-2,53.99,60.48,46.64,49.45,90.17,70.14,38,0
A,2,"[2016-07-20 12:40:00,2016-07-20 13:00:00)",55.28,2016-07-20 12:40:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,12:40:00,2,A-2,49.55,53.99,60.48,46.64,49.45,90.17,39,0
A,2,"[2016-07-20 13:00:00,2016-07-20 13:20:00)",81.49,2016-07-20 13:00:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,13:00:00,2,A-2,55.28,49.55,53.99,60.48,46.64,49.45,40,0
A,2,"[2016-07-20 13:20:00,2016-07-20 13:40:00)",50.82,2016-07-20 13:20:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,13:20:00,2,A-2,81.49,55.28,49.55,53.99,60.48,46.64,41,0
A,2,"[2016-07-20 13:40:00,2016-07-20 14:00:00)",73.5,2016-07-20 13:40:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,13:40:00,2,A-2,50.82,81.49,55.28,49.55,53.99,60.48,42,0
A,2,"[2016-07-20 14:00:00,2016-07-20 14:20:00)",66.64,2016-07-20 14:00:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,14:00:00,2,A-2,73.5,50.82,81.49,55.28,49.55,53.99,43,0
A,2,"[2016-07-20 14:20:00,2016-07-20 14:40:00)",57.33,2016-07-20 14:20:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,14:20:00,2,A-2,66.64,73.5,50.82,81.49,55.28,49.55,44,0
A,2,"[2016-07-20 14:40:00,2016-07-20 15:00:00)",53.57,2016-07-20 14:40:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,14:40:00,2,A-2,57.33,66.64,73.5,50.82,81.49,55.28,45,0
A,2,"[2016-07-20 15:00:00,2016-07-20 15:20:00)",62.18,2016-07-20 15:00:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,15:00:00,2,A-2,53.57,57.33,66.64,73.5,50.82,81.49,46,0
A,2,"[2016-07-20 15:20:00,2016-07-20 15:40:00)",64.33,2016-07-20 15:20:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,15:20:00,2,A-2,62.18,53.57,57.33,66.64,73.5,50.82,47,0
A,2,"[2016-07-20 15:40:00,2016-07-20 16:00:00)",70.33,2016-07-20 15:40:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,15:40:00,2,A-2,64.33,62.18,53.57,57.33,66.64,73.5,48,0
A,2,"[2016-07-20 16:00:00,2016-07-20 16:20:00)",67.11,2016-07-20 16:00:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,16:00:00,2,A-2,70.33,64.33,62.18,53.57,57.33,66.64,49,0
A,2,"[2016-07-20 16:20:00,2016-07-20 16:40:00)",82.79,2016-07-20 16:20:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,16:20:00,2,A-2,67.11,70.33,64.33,62.18,53.57,57.33,50,0
A,2,"[2016-07-20 16:40:00,2016-07-20 17:00:00)",52.87,2016-07-20 16:40:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,16:40:00,2,A-2,82.79,67.11,70.33,64.33,62.18,53.57,51,0
A,2,"[2016-07-20 17:00:00,2016-07-20 17:20:00)",50.16,2016-07-20 17:00:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,17:00:00,2,A-2,52.87,82.79,67.11,70.33,64.33,62.18,52,0
A,2,"[2016-07-20 17:20:00,2016-07-20 17:40:00)",81.35,2016-07-20 17:20:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,17:20:00,2,A-2,50.16,52.87,82.79,67.11,70.33,64.33,53,0
A,2,"[2016-07-20 17:40:00,2016-07-20 18:00:00)",75.48,2016-07-20 17:40:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,17:40:00,2,A-2,81.35,50.16,52.87,82.79,67.11,70.33,54,0
A,2,"[2016-07-20 18:00:00,2016-07-20 18:20:00)",67.89,2016-07-20 18:00:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,18:00:00,2,A-2,75.48,81.35,50.16,52.87,82.79,67.11,55,0
A,2,"[2016-07-20 18:20:00,2016-07-20 18:40:00)",85.1,2016-07-20 18:20:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,18:20:00,2,A-2,67.89,75.48,81.35,50.16,52.87,82.79,56,0
A,2,"[2016-07-20 18:40:00,2016-07-20 19:00:00)",78.33,2016-07-20 18:40:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,18:40:00,2,A-2,85.1,67.89,75.48,81.35,50.16,52.87,57,0
A,2,"[2016-07-20 19:00:00,2016-07-20 19:20:00)",93.49,2016-07-20 19:00:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,19:00:00,2,A-2,78.33,85.1,67.89,75.48,81.35,50.16,58,0
A,2,"[2016-07-20 19:20:00,2016-07-20 19:40:00)",56.44,2016-07-20 19:20:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,19:20:00,2,A-2,93.49,78.33,85.1,67.89,75.48,81.35,59,0
A,2,"[2016-07-20 19:40:00,2016-07-20 20:00:00)",52.1,2016-07-20 19:40:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,19:40:00,2,A-2,56.44,93.49,78.33,85.1,67.89,75.48,60,0
A,2,"[2016-07-20 20:00:00,2016-07-20 20:20:00)",57.61,2016-07-20 20:00:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,20:00:00,2,A-2,52.1,56.44,93.49,78.33,85.1,67.89,61,0
A,2,"[2016-07-20 20:20:00,2016-07-20 20:40:00)",52.58,2016-07-20 20:20:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,20:20:00,2,A-2,57.61,52.1,56.44,93.49,78.33,85.1,62,0
A,2,"[2016-07-20 21:00:00,2016-07-20 21:20:00)",80.38,2016-07-20 21:00:00,2016-07-20,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,21:00:00,2,A-2,123.65,52.58,57.61,52.1,56.44,93.49,64,0
A,2,"[2016-07-20 21:20:00,2016-07-20 21:40:00)",50.84,2016-07-20 21:20:00,2016-07-20,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,21:20:00,2,A-2,80.38,123.65,52.58,57.61,52.1,56.44,65,0
A,2,"[2016-07-20 21:40:00,2016-07-20 22:00:00)",68.68,2016-07-20 21:40:00,2016-07-20,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,21:40:00,2,A-2,50.84,80.38,123.65,52.58,57.61,52.1,66,0
A,2,"[2016-07-20 22:00:00,2016-07-20 22:20:00)",55.44,2016-07-20 22:00:00,2016-07-20,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,22:00:00,2,A-2,68.68,50.84,80.38,123.65,52.58,57.61,67,0
A,2,"[2016-07-20 22:20:00,2016-07-20 22:40:00)",44.94,2016-07-20 22:20:00,2016-07-20,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,22:20:00,2,A-2,55.44,68.68,50.84,80.38,123.65,52.58,68,0
