tollgate_id,time_window,direction,volume,etc,start_time,pair,date,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,weekday,time,last_20min,last_40min,last_60min,last_80min,last_100min,last_120min,timemap,holiday
2,"[2016-09-20 14:00:00,2016-09-20 14:20:00)",0,81,22,2016-09-20 14:00:00,2-0,2016-09-20, 12:00:00,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,1,14:00:00,69.0,96.0,75.0,80.0,88.0,73.0,43,0
2,"[2016-09-20 14:20:00,2016-09-20 14:40:00)",0,72,19,2016-09-20 14:20:00,2-0,2016-09-20, 12:00:00,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,1,14:20:00,81.0,69.0,96.0,75.0,80.0,88.0,44,0
2,"[2016-09-20 14:40:00,2016-09-20 15:00:00)",0,70,11,2016-09-20 14:40:00,2-0,2016-09-20, 12:00:00,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,1,14:40:00,72.0,81.0,69.0,96.0,75.0,80.0,45,0
2,"[2016-09-20 15:00:00,2016-09-20 15:20:00)",0,62,15,2016-09-20 15:00:00,2-0,2016-09-20, 15:00:00,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,1,15:00:00,70.0,72.0,81.0,69.0,96.0,75.0,46,0
2,"[2016-09-20 15:20:00,2016-09-20 15:40:00)",0,69,16,2016-09-20 15:20:00,2-0,2016-09-20, 15:00:00,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,1,15:20:00,62.0,70.0,72.0,81.0,69.0,96.0,47,0
2,"[2016-09-20 15:40:00,2016-09-20 16:00:00)",0,69,10,2016-09-20 15:40:00,2-0,2016-09-20, 15:00:00,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,1,15:40:00,69.0,62.0,70.0,72.0,81.0,69.0,48,0
2,"[2016-09-20 16:00:00,2016-09-20 16:20:00)",0,82,18,2016-09-20 16:00:00,2-0,2016-09-20, 15:00:00,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,1,16:00:00,69.0,69.0,62.0,70.0,72.0,81.0,49,0
2,"[2016-09-20 16:20:00,2016-09-20 16:40:00)",0,76,16,2016-09-20 16:20:00,2-0,2016-09-20, 15:00:00,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,1,16:20:00,82.0,69.0,69.0,62.0,70.0,72.0,50,0
2,"[2016-09-20 16:40:00,2016-09-20 17:00:00)",0,64,20,2016-09-20 16:40:00,2-0,2016-09-20, 15:00:00,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,1,16:40:00,76.0,82.0,69.0,69.0,62.0,70.0,51,0
2,"[2016-09-20 17:00:00,2016-09-20 17:20:00)",0,82,12,2016-09-20 17:00:00,2-0,2016-09-20, 15:00:00,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,1,17:00:00,64.0,76.0,82.0,69.0,69.0,62.0,52,0
2,"[2016-09-20 17:20:00,2016-09-20 17:40:00)",0,86,20,2016-09-20 17:20:00,2-0,2016-09-20, 15:00:00,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,1,17:20:00,82.0,64.0,76.0,82.0,69.0,69.0,53,0
2,"[2016-09-20 17:40:00,2016-09-20 18:00:00)",0,85,19,2016-09-20 17:40:00,2-0,2016-09-20, 15:00:00,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,1,17:40:00,86.0,82.0,64.0,76.0,82.0,69.0,54,0
2,"[2016-09-20 18:00:00,2016-09-20 18:20:00)",0,77,24,2016-09-20 18:00:00,2-0,2016-09-20, 18:00:00,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,1,18:00:00,85.0,86.0,82.0,64.0,76.0,82.0,55,0
2,"[2016-09-20 18:20:00,2016-09-20 18:40:00)",0,60,18,2016-09-20 18:20:00,2-0,2016-09-20, 18:00:00,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,1,18:20:00,77.0,85.0,86.0,82.0,64.0,76.0,56,0
