volume,is_true,pair,tollgate_id,direction,time_window,start_time,date,month,day,weekday,holiday,time,hour,minute,timemap,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,last_20min_A2,last_20min_A3,last_20min_B1,last_20min_B3,last_20min_C1,last_20min_C3,last_20min_V10,last_20min_V11,last_20min_V20,last_20min_V30,last_20min_V31
4.0,True,1-0,1,0,"[2016-09-19 03:20:00,2016-09-19 03:40:00)",2016-09-19 03:20:00,2016-09-19,9,19,0,0,03:20:00,3,20,11,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,9.0,43.39,103.87937927246094,89.871826171875,69.75608825683594,152.57449340820312,169.2119140625,9.0,10.0,3.0479047298431396,10.0,5.0
9.0,True,1-0,1,0,"[2016-09-19 03:40:00,2016-09-19 04:00:00)",2016-09-19 03:40:00,2016-09-19,9,19,0,0,03:40:00,3,40,12,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,4.0,41.66,103.87937927246094,89.871826171875,69.75608825683594,152.57449340820312,169.2119140625,4.0,14.0,3.0479047298431396,10.0,3.0
10.0,True,1-0,1,0,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",2016-09-19 04:00:00,2016-09-19,9,19,0,0,04:00:00,4,0,13,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,9.0,47.5,103.87937927246094,89.871826171875,69.86503601074219,152.57449340820312,161.0350341796875,9.0,20.0,3.0479047298431396,9.0,10.0
13.0,True,1-0,1,0,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",2016-09-19 04:20:00,2016-09-19,9,19,0,0,04:20:00,4,20,14,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,10.0,67.16,104.40471649169922,118.81,64.33,152.57449340820312,161.0350341796875,10.0,18.0,3.0479047298431396,11.0,4.0
12.0,True,1-0,1,0,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",2016-09-19 04:40:00,2016-09-19,9,19,0,0,04:40:00,4,40,15,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,13.0,89.31,104.8849868774414,89.871826171875,69.86503601074219,152.57449340820312,161.0350341796875,13.0,17.0,3.0479047298431396,8.0,7.0
2.0,True,1-0,1,0,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",2016-09-19 05:00:00,2016-09-19,9,19,0,0,05:00:00,5,0,16,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,12.0,52.71485137939453,101.59176635742188,121.53,69.86503601074219,152.57449340820312,161.0350341796875,12.0,23.0,3.7242162227630615,10.0,3.0
8.0,True,1-0,1,0,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",2016-09-19 05:20:00,2016-09-19,9,19,0,0,05:20:00,5,20,17,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,2.0,98.97,139.5,89.871826171875,69.86503601074219,152.57449340820312,161.0350341796875,2.0,28.0,14.0,9.0,11.0
13.0,True,1-0,1,0,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",2016-09-19 05:40:00,2016-09-19,9,19,0,0,05:40:00,5,40,18,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,8.0,15.57,92.74,92.45809936523438,76.71,152.57449340820312,161.0350341796875,8.0,24.0,12.0,14.0,7.0
8.0,True,1-0,1,0,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",2016-09-19 06:00:00,2016-09-19,9,19,0,0,06:00:00,6,0,19,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,13.0,63.53,94.23,118.87,111.8,169.31,134.74,13.0,34.0,21.0,27.0,13.0
13.0,True,1-0,1,0,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",2016-09-19 06:20:00,2016-09-19,9,19,0,0,06:20:00,6,20,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,8.0,44.12,102.13,99.62,62.43781280517578,176.16,198.48,8.0,39.0,30.0,39.0,30.0
32.0,True,1-0,1,0,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",2016-09-19 06:40:00,2016-09-19,9,19,0,0,06:40:00,6,40,21,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,13.0,76.98,79.3,107.33548736572266,62.43781280517578,123.12,176.82275390625,13.0,57.0,36.0,58.0,38.0
39.0,True,1-0,1,0,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",2016-09-19 07:00:00,2016-09-19,9,19,0,0,07:00:00,7,0,22,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,32.0,35.77,109.62,115.16,68.58200073242188,145.74,156.43777465820312,32.0,72.0,37.0,71.0,65.0
31.0,True,1-0,1,0,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",2016-09-19 07:20:00,2016-09-19,9,19,0,0,07:20:00,7,20,23,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,39.0,61.69,126.01,85.53,83.84,170.61,156.43777465820312,39.0,70.0,84.0,127.0,67.0
43.0,True,1-0,1,0,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",2016-09-19 07:40:00,2016-09-19,9,19,0,0,07:40:00,7,40,24,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,31.0,68.58,106.12,95.5,109.25,188.04,156.43777465820312,31.0,83.0,80.0,123.0,71.0
46.0,True,1-0,1,0,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",2016-09-19 08:00:00,2016-09-19,9,19,0,0,08:00:00,8,0,25,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,43.0,61.77,112.85,110.87,117.45,165.57,163.68203735351562,43.0,118.0,97.0,153.0,103.0
56.0,True,1-0,1,0,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",2016-09-19 08:20:00,2016-09-19,9,19,0,0,08:20:00,8,20,26,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,46.0,102.49,122.93,123.73,85.89733123779297,148.59,163.68203735351562,46.0,123.0,92.01315307617188,161.0,118.0
41.0,True,1-0,1,0,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",2016-09-19 08:40:00,2016-09-19,9,19,0,0,08:40:00,8,40,27,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,56.0,61.68,125.95,146.15,106.68,182.66,163.68203735351562,56.0,119.0,122.0,167.0,103.76949310302734
50.0,True,1-0,1,0,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",2016-09-19 09:00:00,2016-09-19,9,19,0,0,09:00:00,9,0,28,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,41.0,76.21,125.28,128.91,98.38,147.41,198.08,41.0,116.0,98.0,138.0,104.64077758789062
49.0,True,1-0,1,0,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",2016-09-19 09:20:00,2016-09-19,9,19,0,0,09:20:00,9,20,29,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,50.0,66.97,102.29,125.58,116.87,144.51,146.91,50.0,120.0,89.0,174.0,145.0
44.0,True,1-0,1,0,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",2016-09-19 09:40:00,2016-09-19,9,19,0,0,09:40:00,9,40,30,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,49.0,69.78,123.7,107.23426055908203,161.05,173.31,154.67,49.0,104.13726806640625,78.0,144.0,125.0
44.0,True,1-0,1,0,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",2016-09-19 10:00:00,2016-09-19,9,19,0,0,10:00:00,10,0,31,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,44.0,141.19,147.79,125.12,111.85,98.89,183.92,44.0,131.0,59.0,148.0,116.0
44.0,True,1-0,1,0,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",2016-09-19 10:20:00,2016-09-19,9,19,0,0,10:20:00,10,20,32,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,44.0,130.22,194.35,114.69,67.43,156.85,198.36,44.0,101.0,71.0,104.0,117.0
44.0,True,1-0,1,0,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",2016-09-19 10:40:00,2016-09-19,9,19,0,0,10:40:00,10,40,33,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,44.0,121.49,115.72,145.63,77.44,208.0,168.47523498535156,44.0,105.0,88.0,111.0,87.0
39.0,True,1-0,1,0,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",2016-09-19 11:00:00,2016-09-19,9,19,0,0,11:00:00,11,0,34,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,44.0,67.63,122.3,100.15,91.36,162.33,113.06,44.0,102.0,65.0,122.0,85.0
30.0,True,1-0,1,0,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",2016-09-19 11:20:00,2016-09-19,9,19,0,0,11:20:00,11,20,35,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,39.0,63.53,96.19,107.23426055908203,127.99,167.4,249.29,39.0,86.0,50.0,111.0,73.0
34.0,True,1-0,1,0,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",2016-09-19 11:40:00,2016-09-19,9,19,0,0,11:40:00,11,40,36,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,30.0,57.95,110.79,95.97,94.54,137.77,111.96,30.0,76.0,61.0,82.0,72.0
45.0,True,1-0,1,0,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",2016-09-19 12:00:00,2016-09-19,9,19,0,0,12:00:00,12,0,37,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,34.0,56.24,106.3,101.75,77.55,154.65109252929688,141.79,34.0,100.0,46.0,91.0,73.0
44.0,True,1-0,1,0,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",2016-09-19 12:20:00,2016-09-19,9,19,0,0,12:20:00,12,20,38,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,45.0,76.94,96.76,103.9,95.61,155.72,155.792236328125,45.0,99.0,87.0,104.0,94.0
53.0,True,1-0,1,0,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",2016-09-19 12:40:00,2016-09-19,9,19,0,0,12:40:00,12,40,39,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,44.0,66.7,89.49,106.06,112.17,221.98,190.68,44.0,70.0,66.0,91.0,86.0
57.0,True,1-0,1,0,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",2016-09-19 13:00:00,2016-09-19,9,19,0,0,13:00:00,13,0,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,53.0,59.57,97.31,139.7,120.52,145.98,153.22,53.0,79.0,69.0,122.0,94.0
61.0,True,1-0,1,0,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",2016-09-19 13:20:00,2016-09-19,9,19,0,0,13:20:00,13,20,41,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,57.0,58.0,113.08,108.1518783569336,148.65,189.12,207.23,57.0,100.0,81.0,117.0,91.0
53.0,True,1-0,1,0,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",2016-09-19 13:40:00,2016-09-19,9,19,0,0,13:40:00,13,40,42,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,61.0,64.92,150.16,124.98,107.41,140.26,157.63304138183594,61.0,108.0,95.0,107.0,110.0
55.0,True,1-0,1,0,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",2016-09-19 14:00:00,2016-09-19,9,19,0,0,14:00:00,14,0,43,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,53.0,61.03,106.67,127.77,143.17,139.49,195.39,53.0,106.0,67.0,131.0,100.0
52.0,True,1-0,1,0,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",2016-09-19 14:20:00,2016-09-19,9,19,0,0,14:20:00,14,20,44,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,55.0,50.65,80.38,128.83,100.91,207.1,118.84,55.0,101.0,66.0,100.0,95.0
52.0,True,1-0,1,0,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",2016-09-19 14:40:00,2016-09-19,9,19,0,0,14:40:00,14,40,45,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,52.0,57.77,121.45,141.98,52.34,161.41148376464844,104.7,52.0,100.0,62.0,84.0,99.0
48.0,True,1-0,1,0,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",2016-09-19 15:00:00,2016-09-19,9,19,0,0,15:00:00,15,0,46,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,52.0,77.95,112.32,178.95,92.1,184.66,140.98,52.0,101.0,79.0,107.0,93.0
57.0,True,1-0,1,0,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",2016-09-19 15:20:00,2016-09-19,9,19,0,0,15:20:00,15,20,47,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,48.0,67.13,95.13,121.44,137.59,146.36,159.43190002441406,48.0,77.0,77.0,117.0,75.0
43.0,True,1-0,1,0,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",2016-09-19 15:40:00,2016-09-19,9,19,0,0,15:40:00,15,40,48,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,57.0,74.2,113.89,117.98,106.06,145.37,185.19,57.0,104.0,67.0,109.0,95.0
42.0,True,1-0,1,0,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",2016-09-19 16:00:00,2016-09-19,9,19,0,0,16:00:00,16,0,49,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,43.0,69.52,142.42,150.63,113.59,158.4209747314453,161.29248046875,43.0,92.0,74.0,115.0,83.0
46.0,True,1-0,1,0,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",2016-09-19 16:20:00,2016-09-19,9,19,0,0,16:20:00,16,20,50,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,42.0,73.91,112.25,94.86,85.64,122.58,149.83,42.0,110.0,76.0,123.0,101.0
55.0,True,1-0,1,0,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",2016-09-19 16:40:00,2016-09-19,9,19,0,0,16:40:00,16,40,51,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,46.0,97.09,105.44,111.93291473388672,72.97,173.2,145.61,46.0,122.0,86.0,111.0,90.0
36.0,True,1-0,1,0,"[2016-09-19 17:00:00,2016-09-19 17:20:00)",2016-09-19 17:00:00,2016-09-19,9,19,0,0,17:00:00,17,0,52,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,55.0,84.96,103.36,102.5,97.8,150.27,154.1,55.0,116.0,99.0,116.0,115.0
34.0,True,1-0,1,0,"[2016-09-19 17:20:00,2016-09-19 17:40:00)",2016-09-19 17:20:00,2016-09-19,9,19,0,0,17:20:00,17,20,53,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,36.0,63.53,115.72,96.88,106.31,139.96,215.29,36.0,96.0,85.0,110.0,86.0
24.0,True,1-0,1,0,"[2016-09-19 17:40:00,2016-09-19 18:00:00)",2016-09-19 17:40:00,2016-09-19,9,19,0,0,17:40:00,17,40,54,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,34.0,63.54,134.77,112.88692474365234,122.26,140.91,163.94515991210938,34.0,116.0,72.0,118.0,85.0
29.0,True,1-0,1,0,"[2016-09-19 18:00:00,2016-09-19 18:20:00)",2016-09-19 18:00:00,2016-09-19,9,19,0,0,18:00:00,18,0,55,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,24.0,64.11,124.85,162.07,80.08,230.17,164.5915069580078,24.0,112.0,53.0,95.0,91.0
27.0,True,1-0,1,0,"[2016-09-19 18:20:00,2016-09-19 18:40:00)",2016-09-19 18:20:00,2016-09-19,9,19,0,0,18:20:00,18,20,56,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,29.0,58.54,110.2,124.32992553710938,82.5,184.45408630371094,154.22,29.0,67.0,55.0,94.0,73.0
18.0,True,1-0,1,0,"[2016-09-19 18:40:00,2016-09-19 19:00:00)",2016-09-19 18:40:00,2016-09-19,9,19,0,0,18:40:00,18,40,57,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,27.0,54.96,94.86,236.77,64.02,216.41937255859375,190.44,27.0,94.0,50.0,56.0,78.0
13.0,True,1-0,1,0,"[2016-09-19 19:00:00,2016-09-19 19:20:00)",2016-09-19 19:00:00,2016-09-19,9,19,0,0,19:00:00,19,0,58,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,18.0,78.85,130.83,171.17,109.09,196.5477294921875,166.7181854248047,18.0,65.0,49.0,61.0,77.0
22.0,True,1-0,1,0,"[2016-09-19 19:20:00,2016-09-19 19:40:00)",2016-09-19 19:20:00,2016-09-19,9,19,0,0,19:20:00,19,20,59,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,13.0,49.81,124.77,135.97,108.73,196.5477294921875,182.21,13.0,62.0,44.0,51.0,44.0
27.0,True,1-0,1,0,"[2016-09-19 19:40:00,2016-09-19 20:00:00)",2016-09-19 19:40:00,2016-09-19,9,19,0,0,19:40:00,19,40,60,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,22.0,61.51,101.58,124.32992553710938,83.8849868774414,149.64,188.12,22.0,44.0,49.0,61.0,45.0
17.0,True,1-0,1,0,"[2016-09-19 20:00:00,2016-09-19 20:20:00)",2016-09-19 20:00:00,2016-09-19,9,19,0,0,20:00:00,20,0,61,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,27.0,67.09,103.48,112.66,117.46,168.00814819335938,166.7181854248047,27.0,41.0,41.0,50.0,46.0
16.0,True,1-0,1,0,"[2016-09-19 20:20:00,2016-09-19 20:40:00)",2016-09-19 20:20:00,2016-09-19,9,19,0,0,20:20:00,20,20,62,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,17.0,68.22,99.54,110.63360595703125,100.3,168.00814819335938,166.7181854248047,17.0,48.0,56.0,55.0,32.0
17.0,True,1-0,1,0,"[2016-09-19 20:40:00,2016-09-19 21:00:00)",2016-09-19 20:40:00,2016-09-19,9,19,0,0,20:40:00,20,40,63,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,16.0,53.81,106.68,90.91,137.03,168.00814819335938,165.9805450439453,16.0,34.0,21.0,29.0,40.0
17.0,True,1-0,1,0,"[2016-09-19 21:00:00,2016-09-19 21:20:00)",2016-09-19 21:00:00,2016-09-19,9,19,0,0,21:00:00,21,0,64,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,17.0,55.04,106.14,118.27,102.86,168.00814819335938,215.58,17.0,39.0,35.0,41.0,42.0
22.0,True,1-0,1,0,"[2016-09-19 21:20:00,2016-09-19 21:40:00)",2016-09-19 21:20:00,2016-09-19,9,19,0,0,21:20:00,21,20,65,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,17.0,49.42,105.59,121.12,131.52,208.88,177.08,17.0,24.0,29.0,32.0,30.0
5.0,True,1-0,1,0,"[2016-09-19 21:40:00,2016-09-19 22:00:00)",2016-09-19 21:40:00,2016-09-19,9,19,0,0,21:40:00,21,40,66,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,22.0,56.29,112.52,150.44,137.94,230.61,133.66,22.0,35.0,20.0,34.0,37.0
4.0,True,1-0,1,0,"[2016-09-19 22:00:00,2016-09-19 22:20:00)",2016-09-19 22:00:00,2016-09-19,9,19,0,0,22:00:00,22,0,67,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,5.0,44.63,100.6,110.42455291748047,42.05,171.4019317626953,163.89224243164062,5.0,30.0,24.0,30.0,33.0
9.0,True,1-0,1,0,"[2016-09-19 22:20:00,2016-09-19 22:40:00)",2016-09-19 22:20:00,2016-09-19,9,19,0,0,22:20:00,22,20,68,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,4.0,100.9,123.6,111.81,73.06172943115234,195.81,163.89224243164062,4.0,21.0,21.0,22.0,16.0
3.0,True,1-0,1,0,"[2016-09-19 22:40:00,2016-09-19 23:00:00)",2016-09-19 22:40:00,2016-09-19,9,19,0,0,22:40:00,22,40,69,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,9.0,71.01,85.7,110.42455291748047,101.78,164.7572021484375,162.45132446289062,9.0,24.0,12.0,24.0,13.0
1.0,True,1-0,1,0,"[2016-09-19 23:00:00,2016-09-19 23:20:00)",2016-09-19 23:00:00,2016-09-19,9,19,0,0,23:00:00,23,0,70,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,3.0,84.1,88.88,110.42455291748047,50.95,164.7572021484375,162.45132446289062,3.0,23.0,24.0,12.0,21.0
7.0,True,1-0,1,0,"[2016-09-19 23:20:00,2016-09-19 23:40:00)",2016-09-19 23:20:00,2016-09-19,9,19,0,0,23:20:00,23,20,71,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,1.0,50.42,76.43,110.42455291748047,83.84,149.77,162.45132446289062,1.0,16.0,16.0,6.0,7.0
6.0,True,1-0,1,0,"[2016-09-19 23:40:00,2016-09-20 00:00:00)",2016-09-19 23:40:00,2016-09-19,9,19,0,0,23:40:00,23,40,72,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,7.0,45.93,102.54,97.89,106.4,143.5847625732422,146.35960388183594,7.0,10.0,6.0,11.0,11.0
14.0,True,1-0,1,0,"[2016-09-20 00:00:00,2016-09-20 00:20:00)",2016-09-20 00:00:00,2016-09-20,9,20,1,0,00:00:00,0,0,1,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,6.0,48.844818115234375,160.94,206.88,68.43998718261719,143.5847625732422,146.35960388183594,6.0,13.0,12.0,22.0,16.0
13.0,True,1-0,1,0,"[2016-09-20 00:20:00,2016-09-20 00:40:00)",2016-09-20 00:20:00,2016-09-20,9,20,1,0,00:20:00,0,20,2,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,14.0,58.11,108.86,84.84,68.02,135.79,165.0546417236328,14.0,104.76638793945312,2.8824634552001953,17.0,118.03753662109375
7.0,True,1-0,1,0,"[2016-09-20 00:40:00,2016-09-20 01:00:00)",2016-09-20 00:40:00,2016-09-20,9,20,1,0,00:40:00,0,40,3,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,13.0,50.25486755371094,99.87523651123047,85.74031066894531,136.56,146.76824951171875,166.69789123535156,13.0,80.0,2.0,13.0,148.0
6.0,True,1-0,1,0,"[2016-09-20 01:00:00,2016-09-20 01:20:00)",2016-09-20 01:00:00,2016-09-20,9,20,1,0,01:00:00,1,0,4,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,7.0,54.33,94.14265441894531,90.29375457763672,72.85681915283203,146.76824951171875,169.52529907226562,7.0,37.0,2.0,17.0,92.0
5.0,True,1-0,1,0,"[2016-09-20 01:20:00,2016-09-20 01:40:00)",2016-09-20 01:20:00,2016-09-20,9,20,1,0,01:20:00,1,20,5,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,6.0,50.25486755371094,94.36235046386719,73.56,73.38,145.29527282714844,169.52529907226562,6.0,6.0,2.48511004447937,15.0,9.0
5.0,True,1-0,1,0,"[2016-09-20 01:40:00,2016-09-20 02:00:00)",2016-09-20 01:40:00,2016-09-20,9,20,1,0,01:40:00,1,40,6,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,5.0,50.91,84.52,86.40311431884766,59.18,143.78457641601562,167.68064880371094,5.0,8.0,1.0,14.0,10.0
6.0,True,1-0,1,0,"[2016-09-20 02:00:00,2016-09-20 02:20:00)",2016-09-20 02:00:00,2016-09-20,9,20,1,0,02:00:00,2,0,7,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,5.0,58.85,109.76,96.97,70.70726776123047,144.19578552246094,167.68064880371094,5.0,11.0,2.48511004447937,18.0,5.0
9.0,True,1-0,1,0,"[2016-09-20 02:20:00,2016-09-20 02:40:00)",2016-09-20 02:20:00,2016-09-20,9,20,1,0,02:20:00,2,20,8,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,6.0,50.9034309387207,73.63,86.40311431884766,30.78,144.19578552246094,167.68064880371094,6.0,8.0,2.48511004447937,12.0,4.0
