tollgate_id,time_window,direction,volume,start_time,pair,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,date,weekday,time,hour,minute,last_20min,last_40min,last_60min,last_80min,last_100min,last_120min,timemap
1,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0,31,2016-09-19 07:20:00,1-0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,2016-09-19,0,07:20:00,7,20,39.0,32.0,13.0,8.0,13.0,8.0,23
1,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0,43,2016-09-19 07:40:00,1-0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,2016-09-19,0,07:40:00,7,40,31.0,39.0,32.0,13.0,8.0,13.0,24
1,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0,46,2016-09-19 08:00:00,1-0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,2016-09-19,0,08:00:00,8,0,43.0,31.0,39.0,32.0,13.0,8.0,25
1,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0,56,2016-09-19 08:20:00,1-0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,2016-09-19,0,08:20:00,8,20,46.0,43.0,31.0,39.0,32.0,13.0,26
1,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0,41,2016-09-19 08:40:00,1-0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,2016-09-19,0,08:40:00,8,40,56.0,46.0,43.0,31.0,39.0,32.0,27
1,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0,50,2016-09-19 09:00:00,1-0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,2016-09-19,0,09:00:00,9,0,41.0,56.0,46.0,43.0,31.0,39.0,28
1,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0,49,2016-09-19 09:20:00,1-0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,2016-09-19,0,09:20:00,9,20,50.0,41.0,56.0,46.0,43.0,31.0,29
1,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",0,44,2016-09-19 09:40:00,1-0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,2016-09-19,0,09:40:00,9,40,49.0,50.0,41.0,56.0,46.0,43.0,30
1,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",0,44,2016-09-19 10:00:00,1-0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,2016-09-19,0,10:00:00,10,0,44.0,49.0,50.0,41.0,56.0,46.0,31
1,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",0,44,2016-09-19 10:20:00,1-0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,2016-09-19,0,10:20:00,10,20,44.0,44.0,49.0,50.0,41.0,56.0,32
1,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",0,44,2016-09-19 10:40:00,1-0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,2016-09-19,0,10:40:00,10,40,44.0,44.0,44.0,49.0,50.0,41.0,33
1,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",0,39,2016-09-19 11:00:00,1-0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,2016-09-19,0,11:00:00,11,0,44.0,44.0,44.0,44.0,49.0,50.0,34
1,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",0,30,2016-09-19 11:20:00,1-0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,2016-09-19,0,11:20:00,11,20,39.0,44.0,44.0,44.0,44.0,49.0,35
1,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",0,34,2016-09-19 11:40:00,1-0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,2016-09-19,0,11:40:00,11,40,30.0,39.0,44.0,44.0,44.0,44.0,36
1,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",0,45,2016-09-19 12:00:00,1-0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,2016-09-19,0,12:00:00,12,0,34.0,30.0,39.0,44.0,44.0,44.0,37
1,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",0,44,2016-09-19 12:20:00,1-0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,2016-09-19,0,12:20:00,12,20,45.0,34.0,30.0,39.0,44.0,44.0,38
1,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",0,53,2016-09-19 12:40:00,1-0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,2016-09-19,0,12:40:00,12,40,44.0,45.0,34.0,30.0,39.0,44.0,39
1,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",0,57,2016-09-19 13:00:00,1-0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,2016-09-19,0,13:00:00,13,0,53.0,44.0,45.0,34.0,30.0,39.0,40
1,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",0,61,2016-09-19 13:20:00,1-0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,2016-09-19,0,13:20:00,13,20,57.0,53.0,44.0,45.0,34.0,30.0,41
1,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",0,53,2016-09-19 13:40:00,1-0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,2016-09-19,0,13:40:00,13,40,61.0,57.0,53.0,44.0,45.0,34.0,42
1,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",0,55,2016-09-19 14:00:00,1-0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,2016-09-19,0,14:00:00,14,0,53.0,61.0,57.0,53.0,44.0,45.0,43
1,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",0,52,2016-09-19 14:20:00,1-0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,2016-09-19,0,14:20:00,14,20,55.0,53.0,61.0,57.0,53.0,44.0,44
1,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",0,52,2016-09-19 14:40:00,1-0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,2016-09-19,0,14:40:00,14,40,52.0,55.0,53.0,61.0,57.0,53.0,45
1,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",0,48,2016-09-19 15:00:00,1-0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,2016-09-19,0,15:00:00,15,0,52.0,52.0,55.0,53.0,61.0,57.0,46
1,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",0,57,2016-09-19 15:20:00,1-0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,2016-09-19,0,15:20:00,15,20,48.0,52.0,52.0,55.0,53.0,61.0,47
1,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",0,43,2016-09-19 15:40:00,1-0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,2016-09-19,0,15:40:00,15,40,57.0,48.0,52.0,52.0,55.0,53.0,48
1,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",0,42,2016-09-19 16:00:00,1-0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,2016-09-19,0,16:00:00,16,0,43.0,57.0,48.0,52.0,52.0,55.0,49
1,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",0,46,2016-09-19 16:20:00,1-0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,2016-09-19,0,16:20:00,16,20,42.0,43.0,57.0,48.0,52.0,52.0,50
1,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",0,55,2016-09-19 16:40:00,1-0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,2016-09-19,0,16:40:00,16,40,46.0,42.0,43.0,57.0,48.0,52.0,51
1,"[2016-09-19 17:00:00,2016-09-19 17:20:00)",0,36,2016-09-19 17:00:00,1-0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,2016-09-19,0,17:00:00,17,0,55.0,46.0,42.0,43.0,57.0,48.0,52
1,"[2016-09-19 17:20:00,2016-09-19 17:40:00)",0,34,2016-09-19 17:20:00,1-0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,2016-09-19,0,17:20:00,17,20,36.0,55.0,46.0,42.0,43.0,57.0,53
1,"[2016-09-19 17:40:00,2016-09-19 18:00:00)",0,24,2016-09-19 17:40:00,1-0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,2016-09-19,0,17:40:00,17,40,34.0,36.0,55.0,46.0,42.0,43.0,54
1,"[2016-09-19 18:00:00,2016-09-19 18:20:00)",0,29,2016-09-19 18:00:00,1-0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,2016-09-19,0,18:00:00,18,0,24.0,34.0,36.0,55.0,46.0,42.0,55
1,"[2016-09-19 18:20:00,2016-09-19 18:40:00)",0,27,2016-09-19 18:20:00,1-0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,2016-09-19,0,18:20:00,18,20,29.0,24.0,34.0,36.0,55.0,46.0,56
1,"[2016-09-19 18:40:00,2016-09-19 19:00:00)",0,18,2016-09-19 18:40:00,1-0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,2016-09-19,0,18:40:00,18,40,27.0,29.0,24.0,34.0,36.0,55.0,57
1,"[2016-09-19 19:00:00,2016-09-19 19:20:00)",0,13,2016-09-19 19:00:00,1-0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,2016-09-19,0,19:00:00,19,0,18.0,27.0,29.0,24.0,34.0,36.0,58
1,"[2016-09-19 19:20:00,2016-09-19 19:40:00)",0,22,2016-09-19 19:20:00,1-0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,2016-09-19,0,19:20:00,19,20,13.0,18.0,27.0,29.0,24.0,34.0,59
1,"[2016-09-19 19:40:00,2016-09-19 20:00:00)",0,27,2016-09-19 19:40:00,1-0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,2016-09-19,0,19:40:00,19,40,22.0,13.0,18.0,27.0,29.0,24.0,60
1,"[2016-09-19 20:00:00,2016-09-19 20:20:00)",0,17,2016-09-19 20:00:00,1-0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,2016-09-19,0,20:00:00,20,0,27.0,22.0,13.0,18.0,27.0,29.0,61
1,"[2016-09-19 20:20:00,2016-09-19 20:40:00)",0,16,2016-09-19 20:20:00,1-0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,2016-09-19,0,20:20:00,20,20,17.0,27.0,22.0,13.0,18.0,27.0,62
1,"[2016-09-19 20:40:00,2016-09-19 21:00:00)",0,17,2016-09-19 20:40:00,1-0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,2016-09-19,0,20:40:00,20,40,16.0,17.0,27.0,22.0,13.0,18.0,63
1,"[2016-09-19 21:00:00,2016-09-19 21:20:00)",0,17,2016-09-19 21:00:00,1-0,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,2016-09-19,0,21:00:00,21,0,17.0,16.0,17.0,27.0,22.0,13.0,64
1,"[2016-09-19 21:20:00,2016-09-19 21:40:00)",0,22,2016-09-19 21:20:00,1-0,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,2016-09-19,0,21:20:00,21,20,17.0,17.0,16.0,17.0,27.0,22.0,65
1,"[2016-09-19 21:40:00,2016-09-19 22:00:00)",0,5,2016-09-19 21:40:00,1-0,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,2016-09-19,0,21:40:00,21,40,22.0,17.0,17.0,16.0,17.0,27.0,66
1,"[2016-09-19 22:00:00,2016-09-19 22:20:00)",0,4,2016-09-19 22:00:00,1-0,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,2016-09-19,0,22:00:00,22,0,5.0,22.0,17.0,17.0,16.0,17.0,67
1,"[2016-09-19 22:20:00,2016-09-19 22:40:00)",0,9,2016-09-19 22:20:00,1-0,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,2016-09-19,0,22:20:00,22,20,4.0,5.0,22.0,17.0,17.0,16.0,68
1,"[2016-09-19 22:40:00,2016-09-19 23:00:00)",0,3,2016-09-19 22:40:00,1-0,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,2016-09-19,0,22:40:00,22,40,9.0,4.0,5.0,22.0,17.0,17.0,69
1,"[2016-09-19 23:00:00,2016-09-19 23:20:00)",0,1,2016-09-19 23:00:00,1-0,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,2016-09-19,0,23:00:00,23,0,3.0,9.0,4.0,5.0,22.0,17.0,70
1,"[2016-09-19 23:20:00,2016-09-19 23:40:00)",0,7,2016-09-19 23:20:00,1-0,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,2016-09-19,0,23:20:00,23,20,1.0,3.0,9.0,4.0,5.0,22.0,71
1,"[2016-09-19 23:40:00,2016-09-20 00:00:00)",0,6,2016-09-19 23:40:00,1-0,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,2016-09-19,0,23:40:00,23,40,7.0,1.0,3.0,9.0,4.0,5.0,72
1,"[2016-09-20 00:00:00,2016-09-20 00:20:00)",0,14,2016-09-20 00:00:00,1-0,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,2016-09-20,1,00:00:00,0,0,6.0,7.0,1.0,3.0,9.0,4.0,1
1,"[2016-09-20 00:20:00,2016-09-20 00:40:00)",0,13,2016-09-20 00:20:00,1-0,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,2016-09-20,1,00:20:00,0,20,14.0,6.0,7.0,1.0,3.0,9.0,2
1,"[2016-09-20 00:40:00,2016-09-20 01:00:00)",0,7,2016-09-20 00:40:00,1-0,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,2016-09-20,1,00:40:00,0,40,13.0,14.0,6.0,7.0,1.0,3.0,3
1,"[2016-09-20 01:00:00,2016-09-20 01:20:00)",0,6,2016-09-20 01:00:00,1-0,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,2016-09-20,1,01:00:00,1,0,7.0,13.0,14.0,6.0,7.0,1.0,4
1,"[2016-09-20 01:20:00,2016-09-20 01:40:00)",0,5,2016-09-20 01:20:00,1-0,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,2016-09-20,1,01:20:00,1,20,6.0,7.0,13.0,14.0,6.0,7.0,5
1,"[2016-09-20 01:40:00,2016-09-20 02:00:00)",0,5,2016-09-20 01:40:00,1-0,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,2016-09-20,1,01:40:00,1,40,5.0,6.0,7.0,13.0,14.0,6.0,6
1,"[2016-09-20 02:00:00,2016-09-20 02:20:00)",0,6,2016-09-20 02:00:00,1-0,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,2016-09-20,1,02:00:00,2,0,5.0,5.0,6.0,7.0,13.0,14.0,7
1,"[2016-09-20 02:20:00,2016-09-20 02:40:00)",0,9,2016-09-20 02:20:00,1-0,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,2016-09-20,1,02:20:00,2,20,6.0,5.0,5.0,6.0,7.0,13.0,8
1,"[2016-09-20 02:40:00,2016-09-20 03:00:00)",0,7,2016-09-20 02:40:00,1-0,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,2016-09-20,1,02:40:00,2,40,9.0,6.0,5.0,5.0,6.0,7.0,9
1,"[2016-09-20 03:00:00,2016-09-20 03:20:00)",0,10,2016-09-20 03:00:00,1-0,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,2016-09-20,1,03:00:00,3,0,7.0,9.0,6.0,5.0,5.0,6.0,10
1,"[2016-09-20 03:20:00,2016-09-20 03:40:00)",0,8,2016-09-20 03:20:00,1-0,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,2016-09-20,1,03:20:00,3,20,10.0,7.0,9.0,6.0,5.0,5.0,11
1,"[2016-09-20 03:40:00,2016-09-20 04:00:00)",0,5,2016-09-20 03:40:00,1-0,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,2016-09-20,1,03:40:00,3,40,8.0,10.0,7.0,9.0,6.0,5.0,12
1,"[2016-09-20 04:00:00,2016-09-20 04:20:00)",0,11,2016-09-20 04:00:00,1-0,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,2016-09-20,1,04:00:00,4,0,5.0,8.0,10.0,7.0,9.0,6.0,13
1,"[2016-09-20 04:20:00,2016-09-20 04:40:00)",0,8,2016-09-20 04:20:00,1-0,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,2016-09-20,1,04:20:00,4,20,11.0,5.0,8.0,10.0,7.0,9.0,14
1,"[2016-09-20 04:40:00,2016-09-20 05:00:00)",0,15,2016-09-20 04:40:00,1-0,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,2016-09-20,1,04:40:00,4,40,8.0,11.0,5.0,8.0,10.0,7.0,15
1,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0,9,2016-09-20 05:00:00,1-0,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,2016-09-20,1,05:00:00,5,0,15.0,8.0,11.0,5.0,8.0,10.0,16
1,"[2016-09-20 05:20:00,2016-09-20 05:40:00)",0,4,2016-09-20 05:20:00,1-0,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,2016-09-20,1,05:20:00,5,20,9.0,15.0,8.0,11.0,5.0,8.0,17
1,"[2016-09-20 05:40:00,2016-09-20 06:00:00)",0,10,2016-09-20 05:40:00,1-0,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,2016-09-20,1,05:40:00,5,40,4.0,9.0,15.0,8.0,11.0,5.0,18
1,"[2016-09-20 06:00:00,2016-09-20 06:20:00)",0,13,2016-09-20 06:00:00,1-0,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,2016-09-20,1,06:00:00,6,0,10.0,4.0,9.0,15.0,8.0,11.0,19
1,"[2016-09-20 06:20:00,2016-09-20 06:40:00)",0,20,2016-09-20 06:20:00,1-0,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,2016-09-20,1,06:20:00,6,20,13.0,10.0,4.0,9.0,15.0,8.0,20
1,"[2016-09-20 06:40:00,2016-09-20 07:00:00)",0,29,2016-09-20 06:40:00,1-0,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,2016-09-20,1,06:40:00,6,40,20.0,13.0,10.0,4.0,9.0,15.0,21
1,"[2016-09-20 07:00:00,2016-09-20 07:20:00)",0,38,2016-09-20 07:00:00,1-0,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,2016-09-20,1,07:00:00,7,0,29.0,20.0,13.0,10.0,4.0,9.0,22
1,"[2016-09-20 07:20:00,2016-09-20 07:40:00)",0,30,2016-09-20 07:20:00,1-0,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,2016-09-20,1,07:20:00,7,20,38.0,29.0,20.0,13.0,10.0,4.0,23
1,"[2016-09-20 07:40:00,2016-09-20 08:00:00)",0,31,2016-09-20 07:40:00,1-0,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,2016-09-20,1,07:40:00,7,40,30.0,38.0,29.0,20.0,13.0,10.0,24
1,"[2016-09-20 08:00:00,2016-09-20 08:20:00)",0,53,2016-09-20 08:00:00,1-0,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,2016-09-20,1,08:00:00,8,0,31.0,30.0,38.0,29.0,20.0,13.0,25
1,"[2016-09-20 08:20:00,2016-09-20 08:40:00)",0,50,2016-09-20 08:20:00,1-0,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,2016-09-20,1,08:20:00,8,20,53.0,31.0,30.0,38.0,29.0,20.0,26
1,"[2016-09-20 08:40:00,2016-09-20 09:00:00)",0,45,2016-09-20 08:40:00,1-0,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,2016-09-20,1,08:40:00,8,40,50.0,53.0,31.0,30.0,38.0,29.0,27
1,"[2016-09-20 09:00:00,2016-09-20 09:20:00)",0,51,2016-09-20 09:00:00,1-0,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,2016-09-20,1,09:00:00,9,0,45.0,50.0,53.0,31.0,30.0,38.0,28
1,"[2016-09-20 09:20:00,2016-09-20 09:40:00)",0,68,2016-09-20 09:20:00,1-0,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,2016-09-20,1,09:20:00,9,20,51.0,45.0,50.0,53.0,31.0,30.0,29
1,"[2016-09-20 09:40:00,2016-09-20 10:00:00)",0,59,2016-09-20 09:40:00,1-0,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,2016-09-20,1,09:40:00,9,40,68.0,51.0,45.0,50.0,53.0,31.0,30
1,"[2016-09-20 10:00:00,2016-09-20 10:20:00)",0,56,2016-09-20 10:00:00,1-0,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,2016-09-20,1,10:00:00,10,0,59.0,68.0,51.0,45.0,50.0,53.0,31
1,"[2016-09-20 10:20:00,2016-09-20 10:40:00)",0,60,2016-09-20 10:20:00,1-0,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,2016-09-20,1,10:20:00,10,20,56.0,59.0,68.0,51.0,45.0,50.0,32
1,"[2016-09-20 10:40:00,2016-09-20 11:00:00)",0,63,2016-09-20 10:40:00,1-0,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,2016-09-20,1,10:40:00,10,40,60.0,56.0,59.0,68.0,51.0,45.0,33
1,"[2016-09-20 11:00:00,2016-09-20 11:20:00)",0,57,2016-09-20 11:00:00,1-0,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,2016-09-20,1,11:00:00,11,0,63.0,60.0,56.0,59.0,68.0,51.0,34
1,"[2016-09-20 11:20:00,2016-09-20 11:40:00)",0,64,2016-09-20 11:20:00,1-0,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,2016-09-20,1,11:20:00,11,20,57.0,63.0,60.0,56.0,59.0,68.0,35
1,"[2016-09-20 11:40:00,2016-09-20 12:00:00)",0,50,2016-09-20 11:40:00,1-0,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,2016-09-20,1,11:40:00,11,40,64.0,57.0,63.0,60.0,56.0,59.0,36
