intersection_id,tollgate_id,time_window,avg_travel_time,start_time,date,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,time,weekday,route,last_20min,last_40min,last_60min,last_80min,last_100min,last_120min,timemap
A,2,"[2016-07-20 09:40:00,2016-07-20 10:00:00)",23.3,2016-07-20 09:40:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,09:40:00,2,A-2,,44.94,50.99,332.16,61.01,73.68,30
A,2,"[2016-07-20 10:00:00,2016-07-20 10:20:00)",341.79,2016-07-20 10:00:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,10:00:00,2,A-2,23.3,,44.94,50.99,332.16,61.01,31
A,2,"[2016-07-20 10:20:00,2016-07-20 10:40:00)",70.14,2016-07-20 10:20:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,10:20:00,2,A-2,341.79,23.3,,44.94,50.99,332.16,32
A,2,"[2016-07-20 10:40:00,2016-07-20 11:00:00)",90.17,2016-07-20 10:40:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,10:40:00,2,A-2,70.14,341.79,23.3,,44.94,50.99,33
A,2,"[2016-07-20 11:00:00,2016-07-20 11:20:00)",49.45,2016-07-20 11:00:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,11:00:00,2,A-2,90.17,70.14,341.79,23.3,,44.94,34
A,2,"[2016-07-20 11:20:00,2016-07-20 11:40:00)",46.64,2016-07-20 11:20:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,11:20:00,2,A-2,49.45,90.17,70.14,341.79,23.3,,35
A,2,"[2016-07-20 11:40:00,2016-07-20 12:00:00)",60.48,2016-07-20 11:40:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,11:40:00,2,A-2,46.64,49.45,90.17,70.14,341.79,23.3,36
A,2,"[2016-07-20 12:00:00,2016-07-20 12:20:00)",53.99,2016-07-20 12:00:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,12:00:00,2,A-2,60.48,46.64,49.45,90.17,70.14,341.79,37
A,2,"[2016-07-20 12:20:00,2016-07-20 12:40:00)",49.55,2016-07-20 12:20:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,12:20:00,2,A-2,53.99,60.48,46.64,49.45,90.17,70.14,38
A,2,"[2016-07-20 12:40:00,2016-07-20 13:00:00)",55.28,2016-07-20 12:40:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,12:40:00,2,A-2,49.55,53.99,60.48,46.64,49.45,90.17,39
A,2,"[2016-07-20 13:00:00,2016-07-20 13:20:00)",81.49,2016-07-20 13:00:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,13:00:00,2,A-2,55.28,49.55,53.99,60.48,46.64,49.45,40
A,2,"[2016-07-20 13:20:00,2016-07-20 13:40:00)",50.82,2016-07-20 13:20:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,13:20:00,2,A-2,81.49,55.28,49.55,53.99,60.48,46.64,41
A,2,"[2016-07-20 13:40:00,2016-07-20 14:00:00)",73.5,2016-07-20 13:40:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,13:40:00,2,A-2,50.82,81.49,55.28,49.55,53.99,60.48,42
A,2,"[2016-07-20 14:00:00,2016-07-20 14:20:00)",66.64,2016-07-20 14:00:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,14:00:00,2,A-2,73.5,50.82,81.49,55.28,49.55,53.99,43
A,2,"[2016-07-20 14:20:00,2016-07-20 14:40:00)",57.33,2016-07-20 14:20:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,14:20:00,2,A-2,66.64,73.5,50.82,81.49,55.28,49.55,44
A,2,"[2016-07-20 14:40:00,2016-07-20 15:00:00)",53.57,2016-07-20 14:40:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,14:40:00,2,A-2,57.33,66.64,73.5,50.82,81.49,55.28,45
A,2,"[2016-07-20 15:00:00,2016-07-20 15:20:00)",62.18,2016-07-20 15:00:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,15:00:00,2,A-2,53.57,57.33,66.64,73.5,50.82,81.49,46
