intersection_id,tollgate_id,time_window,avg_travel_time,start_time,date,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,time,weekday,route,last_20min,timemap,avg_all_route_speed,avg_last_link_speed
A,2,"[2016-07-19 09:00:00,2016-07-19 09:20:00)",78.05,2016-07-19 09:00:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,09:00:00,1,A-2,63.45,28,6.18,5.83
A,2,"[2016-07-19 09:20:00,2016-07-19 09:40:00)",69.04,2016-07-19 09:20:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,09:20:00,1,A-2,78.05,29,7.26,5.99
A,2,"[2016-07-19 09:40:00,2016-07-19 10:00:00)",69.66,2016-07-19 09:40:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,09:40:00,1,A-2,69.04,30,6.9,5.45
A,2,"[2016-07-19 10:00:00,2016-07-19 10:20:00)",78.31,2016-07-19 10:00:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,10:00:00,1,A-2,69.66,31,5.91,4.65
A,2,"[2016-07-19 10:20:00,2016-07-19 10:40:00)",59.41,2016-07-19 10:20:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,10:20:00,1,A-2,78.31,32,7.8,6.54
A,2,"[2016-07-19 10:40:00,2016-07-19 11:00:00)",75.49,2016-07-19 10:40:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,10:40:00,1,A-2,59.41,33,6.92,6.07
A,2,"[2016-07-19 11:00:00,2016-07-19 11:20:00)",72.44,2016-07-19 11:00:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,11:00:00,1,A-2,75.49,34,6.51,5.95
A,2,"[2016-07-19 11:20:00,2016-07-19 11:40:00)",45.94,2016-07-19 11:20:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,11:20:00,1,A-2,72.44,35,8.58,8.76
A,2,"[2016-07-19 11:40:00,2016-07-19 12:00:00)",47.98,2016-07-19 11:40:00,2016-07-19,998.7,1003.5,218.0,2.0,31.5,69.0,0.0,11:40:00,1,A-2,45.94,36,10.46,8.71
A,2,"[2016-07-19 12:00:00,2016-07-19 12:20:00)",60.17,2016-07-19 12:00:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,12:00:00,1,A-2,47.98,37,7.74,6.67
A,2,"[2016-07-19 12:20:00,2016-07-19 12:40:00)",49.53,2016-07-19 12:20:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,12:20:00,1,A-2,60.17,38,8.25,7.53
A,2,"[2016-07-19 12:40:00,2016-07-19 13:00:00)",52.17,2016-07-19 12:40:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,12:40:00,1,A-2,49.53,39,8.38,7.29
A,2,"[2016-07-19 13:00:00,2016-07-19 13:20:00)",57.83,2016-07-19 13:00:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,13:00:00,1,A-2,52.17,40,8.64,7.31
A,2,"[2016-07-19 13:20:00,2016-07-19 13:40:00)",57.09,2016-07-19 13:20:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,13:20:00,1,A-2,57.83,41,7.6,6.29
A,2,"[2016-07-19 13:40:00,2016-07-19 14:00:00)",61.13,2016-07-19 13:40:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,13:40:00,1,A-2,57.09,42,7.47,5.96
A,2,"[2016-07-19 14:00:00,2016-07-19 14:20:00)",65.11,2016-07-19 14:00:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,14:00:00,1,A-2,61.13,43,6.23,5.75
A,2,"[2016-07-19 14:20:00,2016-07-19 14:40:00)",74.71,2016-07-19 14:20:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,14:20:00,1,A-2,65.11,44,5.68,4.78
A,2,"[2016-07-19 14:40:00,2016-07-19 15:00:00)",63.83,2016-07-19 14:40:00,2016-07-19,1000.2,1005.0,215.0,0.7,30.0,77.0,0.0,14:40:00,1,A-2,74.71,45,7.14,5.77
A,2,"[2016-07-19 15:00:00,2016-07-19 15:20:00)",79.42,2016-07-19 15:00:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,15:00:00,1,A-2,63.83,46,6.87,6.07
A,2,"[2016-07-19 15:20:00,2016-07-19 15:40:00)",72.31,2016-07-19 15:20:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,15:20:00,1,A-2,79.42,47,6.94,6.29
A,2,"[2016-07-19 15:40:00,2016-07-19 16:00:00)",58.74,2016-07-19 15:40:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,15:40:00,1,A-2,72.31,48,7.79,7.25
A,2,"[2016-07-19 16:00:00,2016-07-19 16:20:00)",59.64,2016-07-19 16:00:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,16:00:00,1,A-2,58.74,49,6.9,4.62
A,2,"[2016-07-19 16:20:00,2016-07-19 16:40:00)",51.97,2016-07-19 16:20:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,16:20:00,1,A-2,59.64,50,9.2,8.33
A,2,"[2016-07-19 16:40:00,2016-07-19 17:00:00)",61.6,2016-07-19 16:40:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,16:40:00,1,A-2,51.97,51,6.78,5.36
A,2,"[2016-07-19 17:00:00,2016-07-19 17:20:00)",105.39,2016-07-19 17:00:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,17:00:00,1,A-2,61.6,52,4.55,3.75
A,2,"[2016-07-19 17:20:00,2016-07-19 17:40:00)",83.83,2016-07-19 17:20:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,17:20:00,1,A-2,105.39,53,5.05,3.68
A,2,"[2016-07-19 17:40:00,2016-07-19 18:00:00)",65.67,2016-07-19 17:40:00,2016-07-19,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,17:40:00,1,A-2,83.83,54,6.88,5.28
A,2,"[2016-07-19 18:00:00,2016-07-19 18:20:00)",85.11,2016-07-19 18:00:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,18:00:00,1,A-2,65.67,55,5.46,4.03
A,2,"[2016-07-19 18:20:00,2016-07-19 18:40:00)",50.57,2016-07-19 18:20:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,18:20:00,1,A-2,85.11,56,8.56,8.77
A,2,"[2016-07-19 18:40:00,2016-07-19 19:00:00)",65.07,2016-07-19 18:40:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,18:40:00,1,A-2,50.57,57,6.9,6.24
A,2,"[2016-07-19 19:00:00,2016-07-19 19:20:00)",67.33,2016-07-19 19:00:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,19:00:00,1,A-2,65.07,58,7.04,6.11
A,2,"[2016-07-19 19:20:00,2016-07-19 19:40:00)",79.85,2016-07-19 19:20:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,19:20:00,1,A-2,67.33,59,5.08,2.93
A,2,"[2016-07-19 19:40:00,2016-07-19 20:00:00)",89.64,2016-07-19 19:40:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,19:40:00,1,A-2,79.85,60,6.08,5.52
A,2,"[2016-07-19 20:00:00,2016-07-19 20:20:00)",87.94,2016-07-19 20:00:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,20:00:00,1,A-2,89.64,61,4.89,3.87
A,2,"[2016-07-19 20:20:00,2016-07-19 20:40:00)",44.09,2016-07-19 20:20:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,20:20:00,1,A-2,87.94,62,9.45,8.64
A,2,"[2016-07-19 20:40:00,2016-07-19 21:00:00)",64.16,2016-07-19 20:40:00,2016-07-19,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,20:40:00,1,A-2,44.09,63,7.93,7.28
A,2,"[2016-07-19 21:00:00,2016-07-19 21:20:00)",68.48,2016-07-19 21:00:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,21:00:00,1,A-2,64.16,64,6.87,5.1
A,2,"[2016-07-19 21:20:00,2016-07-19 21:40:00)",59.09,2016-07-19 21:20:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,21:20:00,1,A-2,68.48,65,10.08,9.86
A,2,"[2016-07-19 21:40:00,2016-07-19 22:00:00)",51.18,2016-07-19 21:40:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,21:40:00,1,A-2,59.09,66,7.88,6.13
A,2,"[2016-07-19 22:00:00,2016-07-19 22:20:00)",46.09,2016-07-19 22:00:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,22:00:00,1,A-2,51.18,67,10.12,9.69
A,2,"[2016-07-19 22:20:00,2016-07-19 22:40:00)",91.85,2016-07-19 22:20:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,22:20:00,1,A-2,46.09,68,4.29,3.04
A,2,"[2016-07-19 22:40:00,2016-07-19 23:00:00)",47.02,2016-07-19 22:40:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,22:40:00,1,A-2,91.85,69,11.51,9.84
A,2,"[2016-07-19 23:00:00,2016-07-19 23:20:00)",54.59,2016-07-19 23:00:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,23:00:00,1,A-2,47.02,70,7.04,5.14
A,2,"[2016-07-19 23:20:00,2016-07-19 23:40:00)",84.37,2016-07-19 23:20:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,23:20:00,1,A-2,54.59,71,6.44,6.14
A,2,"[2016-07-19 23:40:00,2016-07-20 00:00:00)",67.96,2016-07-19 23:40:00,2016-07-19,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,23:40:00,1,A-2,84.37,72,7.22,6.19
A,2,"[2016-07-20 00:20:00,2016-07-20 00:40:00)",37.89,2016-07-20 00:20:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,00:20:00,2,A-2,84.37,2,10.13,9.13
A,2,"[2016-07-20 00:40:00,2016-07-20 01:00:00)",83.66,2016-07-20 00:40:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,00:40:00,2,A-2,37.89,3,4.59,2.32
A,2,"[2016-07-20 01:00:00,2016-07-20 01:20:00)",57.64,2016-07-20 01:00:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,01:00:00,2,A-2,83.66,4,6.66,5.3
A,2,"[2016-07-20 01:20:00,2016-07-20 01:40:00)",58.62,2016-07-20 01:20:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,01:20:00,2,A-2,57.64,5,7.01,5.85
A,2,"[2016-07-20 01:40:00,2016-07-20 02:00:00)",40.75,2016-07-20 01:40:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,01:40:00,2,A-2,58.62,6,9.49,7.85
A,2,"[2016-07-20 02:00:00,2016-07-20 02:20:00)",49.12,2016-07-20 02:00:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,02:00:00,2,A-2,40.75,7,7.82,4.23
A,2,"[2016-07-20 02:20:00,2016-07-20 02:40:00)",18.68,2016-07-20 02:20:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,02:20:00,2,A-2,49.12,8,20.56,20.36
A,2,"[2016-07-20 02:40:00,2016-07-20 03:00:00)",33.89,2016-07-20 02:40:00,2016-07-20,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,02:40:00,2,A-2,18.68,9,11.33,9.13
A,2,"[2016-07-20 03:00:00,2016-07-20 03:20:00)",60.67,2016-07-20 03:00:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,03:00:00,2,A-2,33.89,10,6.33,3.34
A,2,"[2016-07-20 03:20:00,2016-07-20 03:40:00)",18.59,2016-07-20 03:20:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,03:20:00,2,A-2,60.67,11,20.66,20.64
A,2,"[2016-07-20 03:40:00,2016-07-20 04:00:00)",100.71,2016-07-20 03:40:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,03:40:00,2,A-2,18.59,12,3.81,3.81
A,2,"[2016-07-20 04:00:00,2016-07-20 04:20:00)",105.65,2016-07-20 04:00:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,04:00:00,2,A-2,100.71,13,7.7,6.52
A,2,"[2016-07-20 04:20:00,2016-07-20 04:40:00)",64.32,2016-07-20 04:20:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,04:20:00,2,A-2,105.65,14,5.97,4.49
A,2,"[2016-07-20 04:40:00,2016-07-20 05:00:00)",49.4,2016-07-20 04:40:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,04:40:00,2,A-2,64.32,15,7.77,18.38
A,2,"[2016-07-20 05:00:00,2016-07-20 05:20:00)",49.76,2016-07-20 05:00:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,05:00:00,2,A-2,49.4,16,8.62,7.15
A,2,"[2016-07-20 05:20:00,2016-07-20 05:40:00)",57.67,2016-07-20 05:20:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,05:20:00,2,A-2,49.76,17,7.22,6.42
A,2,"[2016-07-20 05:40:00,2016-07-20 06:00:00)",46.2,2016-07-20 05:40:00,2016-07-20,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,05:40:00,2,A-2,57.67,18,8.67,7.59
A,2,"[2016-07-20 06:00:00,2016-07-20 06:20:00)",44.1,2016-07-20 06:00:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,06:00:00,2,A-2,46.2,19,10.97,11.54
A,2,"[2016-07-20 06:20:00,2016-07-20 06:40:00)",59.87,2016-07-20 06:20:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,06:20:00,2,A-2,44.1,20,7.18,5.72
A,2,"[2016-07-20 06:40:00,2016-07-20 07:00:00)",88.81,2016-07-20 06:40:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,06:40:00,2,A-2,59.87,21,5.03,6.38
A,2,"[2016-07-20 07:00:00,2016-07-20 07:20:00)",77.85,2016-07-20 07:00:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,07:00:00,2,A-2,88.81,22,5.45,3.95
A,2,"[2016-07-20 07:20:00,2016-07-20 07:40:00)",94.92,2016-07-20 07:20:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,07:20:00,2,A-2,77.85,23,6.35,5.93
A,2,"[2016-07-20 07:40:00,2016-07-20 08:00:00)",73.68,2016-07-20 07:40:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,07:40:00,2,A-2,94.92,24,5.91,4.88
A,2,"[2016-07-20 08:00:00,2016-07-20 08:20:00)",61.01,2016-07-20 08:00:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,08:00:00,2,A-2,73.68,25,7.86,7.22
A,2,"[2016-07-20 08:20:00,2016-07-20 08:40:00)",332.16,2016-07-20 08:20:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,08:20:00,2,A-2,61.01,26,8.47,9.23
A,2,"[2016-07-20 08:40:00,2016-07-20 09:00:00)",50.99,2016-07-20 08:40:00,2016-07-20,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,08:40:00,2,A-2,332.16,27,7.53,7.56
A,2,"[2016-07-20 09:00:00,2016-07-20 09:20:00)",44.94,2016-07-20 09:00:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,09:00:00,2,A-2,50.99,28,9.26,9.26
A,2,"[2016-07-20 09:40:00,2016-07-20 10:00:00)",23.3,2016-07-20 09:40:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,09:40:00,2,A-2,50.99,30,16.56,22.05
A,2,"[2016-07-20 10:00:00,2016-07-20 10:20:00)",341.79,2016-07-20 10:00:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,10:00:00,2,A-2,23.3,31,1.24,1.19
A,2,"[2016-07-20 10:20:00,2016-07-20 10:40:00)",70.14,2016-07-20 10:20:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,10:20:00,2,A-2,341.79,32,7.17,7.08
A,2,"[2016-07-20 10:40:00,2016-07-20 11:00:00)",90.17,2016-07-20 10:40:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,10:40:00,2,A-2,70.14,33,4.88,4.81
A,2,"[2016-07-20 11:00:00,2016-07-20 11:20:00)",49.45,2016-07-20 11:00:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,11:00:00,2,A-2,90.17,34,8.24,6.64
A,2,"[2016-07-20 11:20:00,2016-07-20 11:40:00)",46.64,2016-07-20 11:20:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,11:20:00,2,A-2,49.45,35,9.13,8.35
A,2,"[2016-07-20 11:40:00,2016-07-20 12:00:00)",60.48,2016-07-20 11:40:00,2016-07-20,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,11:40:00,2,A-2,46.64,36,7.06,7.38
A,2,"[2016-07-20 12:00:00,2016-07-20 12:20:00)",53.99,2016-07-20 12:00:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,12:00:00,2,A-2,60.48,37,10.62,9.42
A,2,"[2016-07-20 12:20:00,2016-07-20 12:40:00)",49.55,2016-07-20 12:20:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,12:20:00,2,A-2,53.99,38,10.75,9.88
A,2,"[2016-07-20 12:40:00,2016-07-20 13:00:00)",55.28,2016-07-20 12:40:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,12:40:00,2,A-2,49.55,39,8.32,7.94
A,2,"[2016-07-20 13:00:00,2016-07-20 13:20:00)",81.49,2016-07-20 13:00:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,13:00:00,2,A-2,55.28,40,5.68,3.93
A,2,"[2016-07-20 13:20:00,2016-07-20 13:40:00)",50.82,2016-07-20 13:20:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,13:20:00,2,A-2,81.49,41,8.16,7.34
A,2,"[2016-07-20 13:40:00,2016-07-20 14:00:00)",73.5,2016-07-20 13:40:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,13:40:00,2,A-2,50.82,42,6.04,4.68
A,2,"[2016-07-20 14:00:00,2016-07-20 14:20:00)",66.64,2016-07-20 14:00:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,14:00:00,2,A-2,73.5,43,6.13,4.99
A,2,"[2016-07-20 14:20:00,2016-07-20 14:40:00)",57.33,2016-07-20 14:20:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,14:20:00,2,A-2,66.64,44,8.35,6.82
A,2,"[2016-07-20 14:40:00,2016-07-20 15:00:00)",53.57,2016-07-20 14:40:00,2016-07-20,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,14:40:00,2,A-2,57.33,45,7.58,6.97
A,2,"[2016-07-20 15:00:00,2016-07-20 15:20:00)",62.18,2016-07-20 15:00:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,15:00:00,2,A-2,53.57,46,6.71,6.29
A,2,"[2016-07-20 15:20:00,2016-07-20 15:40:00)",64.33,2016-07-20 15:20:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,15:20:00,2,A-2,62.18,47,6.96,6.09
A,2,"[2016-07-20 15:40:00,2016-07-20 16:00:00)",70.33,2016-07-20 15:40:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,15:40:00,2,A-2,64.33,48,6.65,5.41
A,2,"[2016-07-20 16:00:00,2016-07-20 16:20:00)",67.11,2016-07-20 16:00:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,16:00:00,2,A-2,70.33,49,5.94,5.03
A,2,"[2016-07-20 16:20:00,2016-07-20 16:40:00)",82.79,2016-07-20 16:20:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,16:20:00,2,A-2,67.11,50,6.24,4.48
A,2,"[2016-07-20 16:40:00,2016-07-20 17:00:00)",52.87,2016-07-20 16:40:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,16:40:00,2,A-2,82.79,51,7.43,5.74
A,2,"[2016-07-20 17:00:00,2016-07-20 17:20:00)",50.16,2016-07-20 17:00:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,17:00:00,2,A-2,52.87,52,9.34,10.05
A,2,"[2016-07-20 17:20:00,2016-07-20 17:40:00)",81.35,2016-07-20 17:20:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,17:20:00,2,A-2,50.16,53,5.23,4.23
A,2,"[2016-07-20 17:40:00,2016-07-20 18:00:00)",75.48,2016-07-20 17:40:00,2016-07-20,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,17:40:00,2,A-2,81.35,54,5.49,4.35
A,2,"[2016-07-20 18:00:00,2016-07-20 18:20:00)",67.89,2016-07-20 18:00:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,18:00:00,2,A-2,75.48,55,7.42,5.94
A,2,"[2016-07-20 18:20:00,2016-07-20 18:40:00)",85.1,2016-07-20 18:20:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,18:20:00,2,A-2,67.89,56,5.14,5.4
A,2,"[2016-07-20 18:40:00,2016-07-20 19:00:00)",78.33,2016-07-20 18:40:00,2016-07-20,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,18:40:00,2,A-2,85.1,57,5.58,4.09
