volume,pair,tollgate_id,direction,time_window,start_time,date,time,hour,minute,weekday,timemap,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,last_40min,last_60min,last_80min,last_100min,last_120min,wind_direction2,wind_speed2,precipitation2,SSD,SSD_level,is_workday,datemap,1-0,1-1,2-0,3-0,3-1,hour__0,hour__1,hour__2,hour__3,hour__4,hour__5,hour__6,hour__7,hour__8,hour__9,hour__10,hour__11,hour__12,hour__13,hour__14,hour__15,hour__16,hour__17,hour__18,hour__19,hour__20,hour__21,hour__22,hour__23,minute__0,minute__20,minute__40,weekday__0,weekday__1,weekday__2,weekday__3,weekday__4,weekday__5,weekday__6,workday__1,workday__2,workday__3
43,1-0,1,0,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",2016-09-19 07:40:00,2016-09-19,07:40:00,7,40,0,24,1007.4,12.0,6.2,26.8,56.0,0.0,31.0,39.0,32.0,13.0,8.0,13.0,8,4,0,64.44146651428571,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
46,1-0,1,0,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",2016-09-19 08:00:00,2016-09-19,08:00:00,8,0,0,25,1007.4,12.0,6.2,26.8,56.0,0.0,43.0,31.0,39.0,32.0,13.0,8.0,8,4,0,64.44146651428571,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
56,1-0,1,0,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",2016-09-19 08:20:00,2016-09-19,08:20:00,8,20,0,26,1007.4,12.0,6.2,26.8,56.0,0.0,46.0,43.0,31.0,39.0,32.0,13.0,8,4,0,64.44146651428571,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
41,1-0,1,0,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",2016-09-19 08:40:00,2016-09-19,08:40:00,8,40,0,27,1007.4,12.0,6.2,26.8,56.0,0.0,56.0,46.0,43.0,31.0,39.0,32.0,8,4,0,64.44146651428571,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
50,1-0,1,0,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",2016-09-19 09:00:00,2016-09-19,09:00:00,9,0,0,28,1008.3,351.0,5.3,23.8,72.0,0.1,41.0,56.0,46.0,43.0,31.0,39.0,8,3,1,63.77636914716982,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
49,1-0,1,0,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",2016-09-19 09:20:00,2016-09-19,09:20:00,9,20,0,29,1008.3,351.0,5.3,23.8,72.0,0.1,50.0,41.0,56.0,46.0,43.0,31.0,8,3,1,63.77636914716982,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
44,1-0,1,0,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",2016-09-19 09:40:00,2016-09-19,09:40:00,9,40,0,30,1008.3,351.0,5.3,23.8,72.0,0.1,49.0,50.0,41.0,56.0,46.0,43.0,8,3,1,63.77636914716982,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
44,1-0,1,0,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",2016-09-19 10:00:00,2016-09-19,10:00:00,10,0,0,31,1008.3,351.0,5.3,23.8,72.0,0.1,44.0,49.0,50.0,41.0,56.0,46.0,8,3,1,63.77636914716982,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
44,1-0,1,0,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",2016-09-19 10:20:00,2016-09-19,10:20:00,10,20,0,32,1008.3,351.0,5.3,23.8,72.0,0.1,44.0,44.0,49.0,50.0,41.0,56.0,8,3,1,63.77636914716982,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
44,1-0,1,0,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",2016-09-19 10:40:00,2016-09-19,10:40:00,10,40,0,33,1008.3,351.0,5.3,23.8,72.0,0.1,44.0,44.0,44.0,49.0,50.0,41.0,8,3,1,63.77636914716982,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
39,1-0,1,0,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",2016-09-19 11:00:00,2016-09-19,11:00:00,11,0,0,34,1008.3,351.0,5.3,23.8,72.0,0.1,44.0,44.0,44.0,44.0,49.0,50.0,8,3,1,63.77636914716982,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
30,1-0,1,0,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",2016-09-19 11:20:00,2016-09-19,11:20:00,11,20,0,35,1008.3,351.0,5.3,23.8,72.0,0.1,39.0,44.0,44.0,44.0,44.0,49.0,8,3,1,63.77636914716982,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
34,1-0,1,0,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",2016-09-19 11:40:00,2016-09-19,11:40:00,11,40,0,36,1008.3,351.0,5.3,23.8,72.0,0.1,30.0,39.0,44.0,44.0,44.0,44.0,8,3,1,63.77636914716982,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
45,1-0,1,0,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",2016-09-19 12:00:00,2016-09-19,12:00:00,12,0,0,37,1010.4,302.0,2.3,20.8,92.0,1.1,34.0,30.0,39.0,44.0,44.0,44.0,7,2,1,69.95523168264462,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
44,1-0,1,0,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",2016-09-19 12:20:00,2016-09-19,12:20:00,12,20,0,38,1010.4,302.0,2.3,20.8,92.0,1.1,45.0,34.0,30.0,39.0,44.0,44.0,7,2,1,69.95523168264462,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
53,1-0,1,0,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",2016-09-19 12:40:00,2016-09-19,12:40:00,12,40,0,39,1010.4,302.0,2.3,20.8,92.0,1.1,44.0,45.0,34.0,30.0,39.0,44.0,7,2,1,69.95523168264462,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
57,1-0,1,0,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",2016-09-19 13:00:00,2016-09-19,13:00:00,13,0,0,40,1010.4,302.0,2.3,20.8,92.0,1.1,53.0,44.0,45.0,34.0,30.0,39.0,7,2,1,69.95523168264462,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
61,1-0,1,0,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",2016-09-19 13:20:00,2016-09-19,13:20:00,13,20,0,41,1010.4,302.0,2.3,20.8,92.0,1.1,57.0,53.0,44.0,45.0,34.0,30.0,7,2,1,69.95523168264462,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
53,1-0,1,0,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",2016-09-19 13:40:00,2016-09-19,13:40:00,13,40,0,42,1010.4,302.0,2.3,20.8,92.0,1.1,61.0,57.0,53.0,44.0,45.0,34.0,7,2,1,69.95523168264462,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
55,1-0,1,0,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",2016-09-19 14:00:00,2016-09-19,14:00:00,14,0,0,43,1010.4,302.0,2.3,20.8,92.0,1.1,53.0,61.0,57.0,53.0,44.0,45.0,7,2,1,69.95523168264462,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
52,1-0,1,0,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",2016-09-19 14:20:00,2016-09-19,14:20:00,14,20,0,44,1010.4,302.0,2.3,20.8,92.0,1.1,55.0,53.0,61.0,57.0,53.0,44.0,7,2,1,69.95523168264462,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
52,1-0,1,0,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",2016-09-19 14:40:00,2016-09-19,14:40:00,14,40,0,45,1010.4,302.0,2.3,20.8,92.0,1.1,52.0,55.0,53.0,61.0,57.0,53.0,7,2,1,69.95523168264462,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
48,1-0,1,0,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",2016-09-19 15:00:00,2016-09-19,15:00:00,15,0,0,46,1011.1,18.0,2.6,21.4,80.0,0.0,52.0,52.0,55.0,53.0,61.0,57.0,8,2,0,68.79945545762712,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
57,1-0,1,0,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",2016-09-19 15:20:00,2016-09-19,15:20:00,15,20,0,47,1011.1,18.0,2.6,21.4,80.0,0.0,48.0,52.0,52.0,55.0,53.0,61.0,8,2,0,68.79945545762712,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
43,1-0,1,0,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",2016-09-19 15:40:00,2016-09-19,15:40:00,15,40,0,48,1011.1,18.0,2.6,21.4,80.0,0.0,57.0,48.0,52.0,52.0,55.0,53.0,8,2,0,68.79945545762712,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
42,1-0,1,0,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",2016-09-19 16:00:00,2016-09-19,16:00:00,16,0,0,49,1011.1,18.0,2.6,21.4,80.0,0.0,43.0,57.0,48.0,52.0,52.0,55.0,8,2,0,68.79945545762712,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
46,1-0,1,0,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",2016-09-19 16:20:00,2016-09-19,16:20:00,16,20,0,50,1011.1,18.0,2.6,21.4,80.0,0.0,42.0,43.0,57.0,48.0,52.0,52.0,8,2,0,68.79945545762712,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
55,1-0,1,0,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",2016-09-19 16:40:00,2016-09-19,16:40:00,16,40,0,51,1011.1,18.0,2.6,21.4,80.0,0.0,46.0,42.0,43.0,57.0,48.0,52.0,8,2,0,68.79945545762712,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
36,1-0,1,0,"[2016-09-19 17:00:00,2016-09-19 17:20:00)",2016-09-19 17:00:00,2016-09-19,17:00:00,17,0,0,52,1011.1,18.0,2.6,21.4,80.0,0.0,55.0,46.0,42.0,43.0,57.0,48.0,8,2,0,68.79945545762712,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
34,1-0,1,0,"[2016-09-19 17:20:00,2016-09-19 17:40:00)",2016-09-19 17:20:00,2016-09-19,17:20:00,17,20,0,53,1011.1,18.0,2.6,21.4,80.0,0.0,36.0,55.0,46.0,42.0,43.0,57.0,8,2,0,68.79945545762712,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
24,1-0,1,0,"[2016-09-19 17:40:00,2016-09-19 18:00:00)",2016-09-19 17:40:00,2016-09-19,17:40:00,17,40,0,54,1011.1,18.0,2.6,21.4,80.0,0.0,34.0,36.0,55.0,46.0,42.0,43.0,8,2,0,68.79945545762712,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
29,1-0,1,0,"[2016-09-19 18:00:00,2016-09-19 18:20:00)",2016-09-19 18:00:00,2016-09-19,18:00:00,18,0,0,55,1011.1,333.0,2.4,20.2,75.0,0.0,24.0,34.0,36.0,55.0,46.0,42.0,7,2,0,66.5949015483871,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
27,1-0,1,0,"[2016-09-19 18:20:00,2016-09-19 18:40:00)",2016-09-19 18:20:00,2016-09-19,18:20:00,18,20,0,56,1011.1,333.0,2.4,20.2,75.0,0.0,29.0,24.0,34.0,36.0,55.0,46.0,7,2,0,66.5949015483871,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
18,1-0,1,0,"[2016-09-19 18:40:00,2016-09-19 19:00:00)",2016-09-19 18:40:00,2016-09-19,18:40:00,18,40,0,57,1011.1,333.0,2.4,20.2,75.0,0.0,27.0,29.0,24.0,34.0,36.0,55.0,7,2,0,66.5949015483871,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
13,1-0,1,0,"[2016-09-19 19:00:00,2016-09-19 19:20:00)",2016-09-19 19:00:00,2016-09-19,19:00:00,19,0,0,58,1011.1,333.0,2.4,20.2,75.0,0.0,18.0,27.0,29.0,24.0,34.0,36.0,7,2,0,66.5949015483871,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
