tollgate_id,time_window,direction,volume
1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,27
1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,16
1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,17
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,37
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,46
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,46
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,38
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,45
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,44
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,56
1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,40
1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,54
1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,38
1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,41
1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,40
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,35
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,52
1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,39
1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,57
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,55
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,41
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,49
1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,48
1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,30
1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,27
1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,23
1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,14
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,30
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,28
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,37
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,45
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,35
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,42
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,43
1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,37
1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,46
1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,44
1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,30
1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,22
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,49
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,47
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,50
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,52
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,48
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,58
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,32
1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,39
1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,29
1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,15
1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,18
1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,13
1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",1,93
1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",1,134
1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",1,121
1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",1,86
1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",1,108
1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",1,113
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,93
1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",1,72
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",1,134
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",1,73
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",1,84
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",1,39
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,118
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,111
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,109
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,121
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,92
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,111
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,90
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",1,108
1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",1,112
1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",1,63
1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",1,76
1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",1,73
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,106
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,100
1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,114
1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,118
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,106
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,115
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,89
1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",1,99
1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",1,113
1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",1,69
1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",1,69
1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",1,71
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,106
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,107
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,94
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,107
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,132
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,116
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,116
1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",1,149
1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",1,144
1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",1,74
1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",1,81
1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",1,98
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,79
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,89
1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,86
1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,87
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,80
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,100
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,74
1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",1,104
1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",1,88
1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",1,47
1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",1,46
1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",1,54
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,57
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,68
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,84
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,80
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,105
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,96
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,113
1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",1,105
1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",1,106
1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",1,77
1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",1,91
1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",1,49
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,137
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,151
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,135
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,128
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,116
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,88
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,108
1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",1,112
1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",1,134
1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",1,69
1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",1,84
1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",1,69
2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,120
2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,130
2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,116
2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,94
2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,90
2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,74
2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,69
2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,55
2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,67
2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,59
2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,53
2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,46
2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,127
2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,128
2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,114
2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,103
2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,100
2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,91
2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,88
2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,56
2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,64
2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,65
2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,54
2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,56
2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,104
2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,121
2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,106
2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,125
2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,108
2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,72
2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,77
2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,57
2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,66
2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,46
2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,35
2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,43
2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,97
2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,117
2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,104
2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,105
2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,93
2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,83
2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,90
2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,75
2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,73
2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,67
2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,67
2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,54
2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,80
2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,76
2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,96
2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,74
2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,80
2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,84
2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,68
2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,48
2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,48
2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,41
2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,39
2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,30
2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,48
2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,61
2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,57
2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,66
2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,67
2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,78
2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,88
2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,56
2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,54
2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,49
2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,45
2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,50
2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,122
2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,122
2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,108
2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,113
2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,101
2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,79
2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,74
2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,60
2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,61
2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,53
2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,45
2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,37
3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,198
3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,153
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,125
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,176
3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,130
3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,127
3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,109
3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,98
3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,88
3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,94
3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,66
3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,51
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,137
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,152
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,127
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,145
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,147
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,140
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,120
3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,105
3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,96
3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,79
3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,68
3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,68
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,163
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,158
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,143
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,138
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,132
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,117
3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,129
3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,106
3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,87
3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,82
3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,74
3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,58
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,175
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,152
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,140
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,140
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,162
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,116
3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,123
3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,118
3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,112
3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,91
3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,77
3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,75
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,112
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,123
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,108
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,136
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,116
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,111
3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,97
3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,114
3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,81
3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,78
3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,71
3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,58
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,86
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,87
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,86
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,94
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,92
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,103
3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,107
3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,124
3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,82
3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,65
3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,80
3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,74
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,164
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,179
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,169
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,145
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,160
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,110
3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,133
3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,107
3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,110
3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,75
3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,62
3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,49
3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",1,119
3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",1,101
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",1,136
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",1,120
3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",1,136
3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",1,99
3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,78
3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",1,75
3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",1,86
3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",1,73
3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",1,65
3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",1,68
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,115
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,115
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,130
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,139
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,91
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,98
3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,69
3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",1,75
3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",1,87
3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",1,71
3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",1,77
3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",1,80
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,87
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,120
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,134
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,117
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,110
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,89
3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,81
3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",1,84
3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",1,80
3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",1,54
3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",1,78
3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",1,66
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,102
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,114
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,118
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,123
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,106
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,101
3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,92
3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",1,83
3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",1,70
3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",1,62
3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",1,73
3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",1,58
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,69
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,61
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,96
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,81
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,84
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,79
3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,62
3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",1,68
3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",1,65
3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",1,56
3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",1,55
3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",1,77
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,61
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,81
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,70
