intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",66.64
A,2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",94.08
A,2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",67.87
A,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",63.09
A,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",63.97
A,2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",60.32
A,2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",69.44
A,2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",70.59
A,2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",85.32
A,2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",63.33
A,2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",79.18
A,2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",76.7
A,2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",51.01
A,2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",85.03
A,2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",68.98
A,2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",53.84
A,2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",65.13
A,2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",61.35
A,2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",62.85
A,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",197.5
A,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",166.9
A,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",253.82
A,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",240.16
A,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",179.19
A,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",136.98
A,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",136.34
A,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",143.7
A,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",100.13
A,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",122.91
A,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",112.75
A,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",120.58
A,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",319.67
A,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",328.02
A,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",326.7
A,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",339.07
A,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",316.84
A,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",199.89
A,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",152.27
A,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",123.18
A,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",112.64
A,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",110.19
A,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",100.43
A,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",150.64
A,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",183.76
A,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",242.81
A,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",224.49
A,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",201.63
A,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",263.23
A,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",182.37
A,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",139.66
A,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",126.32
A,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",124.92
A,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",139.16
A,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",128.43
A,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",95.71
A,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",258.88
A,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",270.64
A,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",240.81
A,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",237.97
A,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",250.89
A,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",194.2
A,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",135.93
A,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",121.93
A,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",107.05
A,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",113.41
A,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",123.13
A,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",107.53
A,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",120.94
A,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",113.81
A,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",195.13
A,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",116.25
A,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",124.06
A,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",147.83
A,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",110.48
A,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",113.84
A,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",124.66
A,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",88.7
A,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",103.83
A,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",170.18
A,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",91.06
A,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",90.74
A,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",111.3
A,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",116.89
A,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",103.09
A,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",95.62
A,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",112.65
A,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",107.82
A,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",112.35
A,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",98.51
A,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",103.75
A,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",102.92
A,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",265.38
A,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",234.99
A,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",181.75
A,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",262.43
A,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",146.56
A,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",92.95
A,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",121.97
A,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",124.4
A,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",95.07
A,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",109.61
A,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",109.73
A,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",165.64
B,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",88.71
B,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",136.07
B,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",108.32
B,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",109.72
B,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",121.11
B,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",103.39
B,1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",120.0
B,1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",150.77
B,1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",154.23
B,1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",131.32
B,1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",131.49
B,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",175.32
B,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",92.31
B,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",135.66
B,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",153.98
B,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",117.8
B,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",137.92
B,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",142.04
B,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",120.2
B,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",115.66
B,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",141.59
B,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",108.92
B,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",138.17
B,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",83.41
B,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",119.25
B,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",105.32
B,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",132.5
B,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",87.61
B,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",173.74
B,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",140.4
B,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",21.7
B,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",143.75
B,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",137.51
B,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",126.64
B,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",163.0
B,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",118.02
B,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",123.06
B,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",115.15
B,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",97.77
B,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",174.46
B,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",221.76
B,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",392.65
B,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",188.54
B,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",105.17
B,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",116.39
B,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",107.39
B,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",130.69
B,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",144.58
B,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",126.19
B,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",160.13
B,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",155.09
B,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",111.85
B,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",115.5
B,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",175.15
B,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",139.86
B,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",111.58
B,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",189.01
B,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",107.28
B,1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",84.84
B,1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",94.28
B,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",136.49
B,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",125.39
B,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",104.97
B,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",124.76
B,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",112.63
B,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",95.66
B,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",124.09
B,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",111.86
B,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",114.14
B,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",128.66
B,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",123.62
B,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",146.24
B,1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",125.79
B,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",126.4
B,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",115.52
B,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",98.86
B,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",131.15
B,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",151.95
B,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",117.69
B,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",80.49
B,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",97.56
B,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",104.47
B,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",125.47
B,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",111.18
B,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",117.39
B,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",70.3
B,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",145.63
B,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",120.0
B,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",129.17
B,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",108.18
B,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",112.14
B,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",106.34
B,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",105.73
B,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",101.06
B,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",87.42
B,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",110.38
B,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",80.84
B,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",93.88
B,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",87.78
B,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",103.01
B,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",94.06
B,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",114.88
B,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",70.85
B,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",116.79
B,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",93.09
B,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",87.7
B,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",99.22
B,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",80.24
B,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",106.83
B,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",85.64
B,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",99.17
B,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",102.09
B,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",103.95
B,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",82.41
B,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",107.51
B,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",84.76
B,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",108.29
B,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",130.19
B,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",137.44
B,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",120.71
B,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",60.02
B,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",103.23
B,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",111.49
B,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",65.55
B,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",92.04
B,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",116.15
B,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",114.06
B,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",87.86
B,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",103.59
B,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",120.99
B,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",95.22
B,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",72.77
B,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",88.6
B,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",106.67
B,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",85.55
B,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",91.14
B,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",64.23
B,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",120.49
B,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",105.35
B,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",88.62
B,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",104.55
B,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",90.96
B,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",109.01
B,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",81.63
B,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",104.62
B,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",120.81
B,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",98.33
B,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",107.49
B,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",147.68
B,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",124.16
B,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",136.56
B,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",110.46
B,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",57.83
B,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",118.39
B,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",104.99
B,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",129.71
B,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",46.32
C,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",134.51
C,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",183.06
C,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",158.02
C,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",130.53
C,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",151.99
C,1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",417.44
C,1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",185.55
C,1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",238.49
C,1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",179.15
C,1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",263.94
C,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",390.85
C,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",158.18
C,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",189.34
C,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",140.53
C,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",158.96
C,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",250.19
C,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",220.91
C,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",233.4
C,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",190.28
C,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",198.43
C,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",283.97
C,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",314.9
C,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",200.43
C,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",178.94
C,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",200.76
C,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",138.53
C,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",182.56
C,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",152.07
C,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",226.48
C,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",312.25
C,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",174.53
C,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",149.01
C,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",165.61
C,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",147.11
C,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",193.38
C,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",149.93
C,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",182.18
C,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",173.31
C,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",265.45
C,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",465.17
C,1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",482.11
C,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",487.41
C,1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",490.26
C,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",317.67
C,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",169.57
C,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",173.51
C,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",187.36
C,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",187.97
C,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",331.19
C,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",240.21
C,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",229.13
C,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",271.24
