"tollgate_id","time_window","direction","volume"
"3","[2016-10-18 03:00:00,2016-10-18 03:20:00)","1","6"
"1","[2016-10-18 03:20:00,2016-10-18 03:40:00)","0","8"
"1","[2016-10-18 03:20:00,2016-10-18 03:40:00)","1","9"
"3","[2016-10-18 03:20:00,2016-10-18 03:40:00)","0","14"
"3","[2016-10-18 03:20:00,2016-10-18 03:40:00)","1","2"
"3","[2016-10-18 03:40:00,2016-10-18 04:00:00)","0","11"
"3","[2016-10-18 03:40:00,2016-10-18 04:00:00)","1","4"
"1","[2016-10-18 03:40:00,2016-10-18 04:00:00)","0","7"
"1","[2016-10-18 03:40:00,2016-10-18 04:00:00)","1","16"
"3","[2016-10-18 04:00:00,2016-10-18 04:20:00)","0","12"
"3","[2016-10-18 04:00:00,2016-10-18 04:20:00)","1","3"
"1","[2016-10-18 04:00:00,2016-10-18 04:20:00)","0","8"
"1","[2016-10-18 04:00:00,2016-10-18 04:20:00)","1","19"
"3","[2016-10-18 04:20:00,2016-10-18 04:40:00)","0","15"
"3","[2016-10-18 04:20:00,2016-10-18 04:40:00)","1","8"
"1","[2016-10-18 04:20:00,2016-10-18 04:40:00)","0","13"
"1","[2016-10-18 04:20:00,2016-10-18 04:40:00)","1","14"
"3","[2016-10-18 04:40:00,2016-10-18 05:00:00)","0","14"
"3","[2016-10-18 04:40:00,2016-10-18 05:00:00)","1","4"
"1","[2016-10-18 04:40:00,2016-10-18 05:00:00)","0","5"
"1","[2016-10-18 04:40:00,2016-10-18 05:00:00)","1","27"
"2","[2016-10-18 04:40:00,2016-10-18 05:00:00)","0","4"
"3","[2016-10-18 05:00:00,2016-10-18 05:20:00)","0","12"
"3","[2016-10-18 05:00:00,2016-10-18 05:20:00)","1","11"
"2","[2016-10-18 05:00:00,2016-10-18 05:20:00)","0","15"
"1","[2016-10-18 05:00:00,2016-10-18 05:20:00)","0","7"
"1","[2016-10-18 05:00:00,2016-10-18 05:20:00)","1","29"
"3","[2016-10-18 05:20:00,2016-10-18 05:40:00)","0","13"
"3","[2016-10-18 05:20:00,2016-10-18 05:40:00)","1","15"
"2","[2016-10-18 05:20:00,2016-10-18 05:40:00)","0","23"
"1","[2016-10-18 05:20:00,2016-10-18 05:40:00)","0","2"
"1","[2016-10-18 05:20:00,2016-10-18 05:40:00)","1","30"
"3","[2016-10-18 05:40:00,2016-10-18 06:00:00)","0","17"
"3","[2016-10-18 05:40:00,2016-10-18 06:00:00)","1","14"
"2","[2016-10-18 05:40:00,2016-10-18 06:00:00)","0","16"
"1","[2016-10-18 05:40:00,2016-10-18 06:00:00)","0","4"
"1","[2016-10-18 05:40:00,2016-10-18 06:00:00)","1","31"
"3","[2016-10-18 06:00:00,2016-10-18 06:20:00)","0","30"
"3","[2016-10-18 06:00:00,2016-10-18 06:20:00)","1","23"
"2","[2016-10-18 06:00:00,2016-10-18 06:20:00)","0","24"
"1","[2016-10-18 06:00:00,2016-10-18 06:20:00)","0","13"
"1","[2016-10-18 06:00:00,2016-10-18 06:20:00)","1","37"
"3","[2016-10-18 06:20:00,2016-10-18 06:40:00)","0","42"
"3","[2016-10-18 06:20:00,2016-10-18 06:40:00)","1","29"
"2","[2016-10-18 06:20:00,2016-10-18 06:40:00)","0","36"
"1","[2016-10-18 06:20:00,2016-10-18 06:40:00)","0","17"
"1","[2016-10-18 06:20:00,2016-10-18 06:40:00)","1","47"
"3","[2016-10-18 06:40:00,2016-10-18 07:00:00)","0","85"
"3","[2016-10-18 06:40:00,2016-10-18 07:00:00)","1","50"
"2","[2016-10-18 06:40:00,2016-10-18 07:00:00)","0","46"
"1","[2016-10-18 06:40:00,2016-10-18 07:00:00)","0","21"
"1","[2016-10-18 06:40:00,2016-10-18 07:00:00)","1","72"
"3","[2016-10-18 07:00:00,2016-10-18 07:20:00)","0","114"
"3","[2016-10-18 07:00:00,2016-10-18 07:20:00)","1","56"
"2","[2016-10-18 07:00:00,2016-10-18 07:20:00)","0","83"
"1","[2016-10-18 07:00:00,2016-10-18 07:20:00)","0","31"
"1","[2016-10-18 07:00:00,2016-10-18 07:20:00)","1","68"
"3","[2016-10-18 07:20:00,2016-10-18 07:40:00)","0","131"
"3","[2016-10-18 07:20:00,2016-10-18 07:40:00)","1","77"
"2","[2016-10-18 07:20:00,2016-10-18 07:40:00)","0","87"
"1","[2016-10-18 07:20:00,2016-10-18 07:40:00)","0","28"
"1","[2016-10-18 07:20:00,2016-10-18 07:40:00)","1","94"
"2","[2016-10-18 07:40:00,2016-10-18 08:00:00)","0","97"
"3","[2016-10-18 07:40:00,2016-10-18 08:00:00)","0","164"
"3","[2016-10-18 07:40:00,2016-10-18 08:00:00)","1","91"
"1","[2016-10-18 07:40:00,2016-10-18 08:00:00)","0","47"
"1","[2016-10-18 07:40:00,2016-10-18 08:00:00)","1","105"
"2","[2016-10-18 08:00:00,2016-10-18 08:20:00)","0","120"
"3","[2016-10-18 08:00:00,2016-10-18 08:20:00)","0","198"
"3","[2016-10-18 08:00:00,2016-10-18 08:20:00)","1","119"
"1","[2016-10-18 08:00:00,2016-10-18 08:20:00)","0","50"
"1","[2016-10-18 08:00:00,2016-10-18 08:20:00)","1","93"
"2","[2016-10-18 08:20:00,2016-10-18 08:40:00)","0","130"
"3","[2016-10-18 08:20:00,2016-10-18 08:40:00)","0","153"
"3","[2016-10-18 08:20:00,2016-10-18 08:40:00)","1","101"
"1","[2016-10-18 08:20:00,2016-10-18 08:40:00)","0","41"
"1","[2016-10-18 08:20:00,2016-10-18 08:40:00)","1","134"
"2","[2016-10-18 08:40:00,2016-10-18 09:00:00)","0","116"
"3","[2016-10-18 08:40:00,2016-10-18 09:00:00)","0","125"
"3","[2016-10-18 08:40:00,2016-10-18 09:00:00)","1","136"
"1","[2016-10-18 08:40:00,2016-10-18 09:00:00)","0","49"
"1","[2016-10-18 08:40:00,2016-10-18 09:00:00)","1","121"
"3","[2016-10-18 09:00:00,2016-10-18 09:20:00)","0","176"
"3","[2016-10-18 09:00:00,2016-10-18 09:20:00)","1","120"
"2","[2016-10-18 09:00:00,2016-10-18 09:20:00)","0","94"
"1","[2016-10-18 09:00:00,2016-10-18 09:20:00)","0","61"
"1","[2016-10-18 09:00:00,2016-10-18 09:20:00)","1","86"
"3","[2016-10-18 09:20:00,2016-10-18 09:40:00)","0","130"
"3","[2016-10-18 09:20:00,2016-10-18 09:40:00)","1","136"
"2","[2016-10-18 09:20:00,2016-10-18 09:40:00)","0","90"
"1","[2016-10-18 09:20:00,2016-10-18 09:40:00)","0","39"
"1","[2016-10-18 09:20:00,2016-10-18 09:40:00)","1","108"
"2","[2016-10-18 09:40:00,2016-10-18 10:00:00)","0","74"
"3","[2016-10-18 09:40:00,2016-10-18 10:00:00)","0","127"
"3","[2016-10-18 09:40:00,2016-10-18 10:00:00)","1","99"
"1","[2016-10-18 09:40:00,2016-10-18 10:00:00)","0","46"
"1","[2016-10-18 09:40:00,2016-10-18 10:00:00)","1","113"
"3","[2016-10-18 10:00:00,2016-10-18 10:20:00)","0","116"
"3","[2016-10-18 10:00:00,2016-10-18 10:20:00)","1","81"
"2","[2016-10-18 10:00:00,2016-10-18 10:20:00)","0","86"
"1","[2016-10-18 10:00:00,2016-10-18 10:20:00)","0","38"
"1","[2016-10-18 10:00:00,2016-10-18 10:20:00)","1","113"
"3","[2016-10-18 10:20:00,2016-10-18 10:40:00)","0","113"
"3","[2016-10-18 10:20:00,2016-10-18 10:40:00)","1","79"
"2","[2016-10-18 10:20:00,2016-10-18 10:40:00)","0","64"
"1","[2016-10-18 10:20:00,2016-10-18 10:40:00)","0","44"
"1","[2016-10-18 10:20:00,2016-10-18 10:40:00)","1","112"
"3","[2016-10-18 10:40:00,2016-10-18 11:00:00)","0","109"
"3","[2016-10-18 10:40:00,2016-10-18 11:00:00)","1","88"
"2","[2016-10-18 10:40:00,2016-10-18 11:00:00)","0","78"
"1","[2016-10-18 10:40:00,2016-10-18 11:00:00)","0","46"
"1","[2016-10-18 10:40:00,2016-10-18 11:00:00)","1","93"
"3","[2016-10-18 11:00:00,2016-10-18 11:20:00)","0","80"
"3","[2016-10-18 11:00:00,2016-10-18 11:20:00)","1","76"
"2","[2016-10-18 11:00:00,2016-10-18 11:20:00)","0","46"
"1","[2016-10-18 11:00:00,2016-10-18 11:20:00)","0","39"
"1","[2016-10-18 11:00:00,2016-10-18 11:20:00)","1","67"
"3","[2016-10-18 11:20:00,2016-10-18 11:40:00)","0","85"
"3","[2016-10-18 11:20:00,2016-10-18 11:40:00)","1","70"
"2","[2016-10-18 11:20:00,2016-10-18 11:40:00)","0","46"
"1","[2016-10-18 11:20:00,2016-10-18 11:40:00)","0","41"
"1","[2016-10-18 11:20:00,2016-10-18 11:40:00)","1","92"
"1","[2016-10-18 11:40:00,2016-10-18 12:00:00)","0","30"
"1","[2016-10-18 11:40:00,2016-10-18 12:00:00)","1","81"
"3","[2016-10-18 11:40:00,2016-10-18 12:00:00)","0","81"
"3","[2016-10-18 11:40:00,2016-10-18 12:00:00)","1","66"
"2","[2016-10-18 11:40:00,2016-10-18 12:00:00)","0","55"
"3","[2016-10-18 12:00:00,2016-10-18 12:20:00)","0","94"
"3","[2016-10-18 12:00:00,2016-10-18 12:20:00)","1","74"
"2","[2016-10-18 12:00:00,2016-10-18 12:20:00)","0","66"
"1","[2016-10-18 12:00:00,2016-10-18 12:20:00)","0","34"
"1","[2016-10-18 12:00:00,2016-10-18 12:20:00)","1","89"
"3","[2016-10-18 12:20:00,2016-10-18 12:40:00)","0","100"
"3","[2016-10-18 12:20:00,2016-10-18 12:40:00)","1","89"
"2","[2016-10-18 12:20:00,2016-10-18 12:40:00)","0","85"
"1","[2016-10-18 12:20:00,2016-10-18 12:40:00)","0","48"
"1","[2016-10-18 12:20:00,2016-10-18 12:40:00)","1","70"
"3","[2016-10-18 12:40:00,2016-10-18 13:00:00)","0","114"
"3","[2016-10-18 12:40:00,2016-10-18 13:00:00)","1","65"
"2","[2016-10-18 12:40:00,2016-10-18 13:00:00)","0","71"
"1","[2016-10-18 12:40:00,2016-10-18 13:00:00)","0","45"
"1","[2016-10-18 12:40:00,2016-10-18 13:00:00)","1","94"
"3","[2016-10-18 13:00:00,2016-10-18 13:20:00)","0","93"
"3","[2016-10-18 13:00:00,2016-10-18 13:20:00)","1","92"
"2","[2016-10-18 13:00:00,2016-10-18 13:20:00)","0","81"
"1","[2016-10-18 13:00:00,2016-10-18 13:20:00)","0","43"
"1","[2016-10-18 13:00:00,2016-10-18 13:20:00)","1","97"
"2","[2016-10-18 13:20:00,2016-10-18 13:40:00)","0","70"
"3","[2016-10-18 13:20:00,2016-10-18 13:40:00)","0","107"
"3","[2016-10-18 13:20:00,2016-10-18 13:40:00)","1","98"
"1","[2016-10-18 13:20:00,2016-10-18 13:40:00)","0","43"
"1","[2016-10-18 13:20:00,2016-10-18 13:40:00)","1","108"
"3","[2016-10-18 13:40:00,2016-10-18 14:00:00)","0","126"
"3","[2016-10-18 13:40:00,2016-10-18 14:00:00)","1","81"
"1","[2016-10-18 13:40:00,2016-10-18 14:00:00)","0","47"
"1","[2016-10-18 13:40:00,2016-10-18 14:00:00)","1","95"
"2","[2016-10-18 13:40:00,2016-10-18 14:00:00)","0","65"
"1","[2016-10-18 14:00:00,2016-10-18 14:20:00)","0","38"
"1","[2016-10-18 14:00:00,2016-10-18 14:20:00)","1","108"
"2","[2016-10-18 14:00:00,2016-10-18 14:20:00)","0","56"
"3","[2016-10-18 14:00:00,2016-10-18 14:20:00)","0","120"
"3","[2016-10-18 14:00:00,2016-10-18 14:20:00)","1","98"
"2","[2016-10-18 14:20:00,2016-10-18 14:40:00)","0","62"
"3","[2016-10-18 14:20:00,2016-10-18 14:40:00)","0","118"
"3","[2016-10-18 14:20:00,2016-10-18 14:40:00)","1","87"
"1","[2016-10-18 14:20:00,2016-10-18 14:40:00)","0","39"
"1","[2016-10-18 14:20:00,2016-10-18 14:40:00)","1","84"
"2","[2016-10-18 14:40:00,2016-10-18 15:00:00)","0","71"
"3","[2016-10-18 14:40:00,2016-10-18 15:00:00)","0","127"
"3","[2016-10-18 14:40:00,2016-10-18 15:00:00)","1","117"
"1","[2016-10-18 14:40:00,2016-10-18 15:00:00)","0","51"
"1","[2016-10-18 14:40:00,2016-10-18 15:00:00)","1","102"
"1","[2016-10-18 15:00:00,2016-10-18 15:20:00)","0","52"
"1","[2016-10-18 15:00:00,2016-10-18 15:20:00)","1","72"
"2","[2016-10-18 15:00:00,2016-10-18 15:20:00)","0","74"
"3","[2016-10-18 15:00:00,2016-10-18 15:20:00)","0","116"
"3","[2016-10-18 15:00:00,2016-10-18 15:20:00)","1","81"
"1","[2016-10-18 15:20:00,2016-10-18 15:40:00)","0","38"
"1","[2016-10-18 15:20:00,2016-10-18 15:40:00)","1","102"
"2","[2016-10-18 15:20:00,2016-10-18 15:40:00)","0","78"
"3","[2016-10-18 15:20:00,2016-10-18 15:40:00)","0","87"
"3","[2016-10-18 15:20:00,2016-10-18 15:40:00)","1","91"
"3","[2016-10-18 15:40:00,2016-10-18 16:00:00)","0","106"
"3","[2016-10-18 15:40:00,2016-10-18 16:00:00)","1","83"
"2","[2016-10-18 15:40:00,2016-10-18 16:00:00)","0","53"
"1","[2016-10-18 15:40:00,2016-10-18 16:00:00)","0","35"
"1","[2016-10-18 15:40:00,2016-10-18 16:00:00)","1","116"
"3","[2016-10-18 16:00:00,2016-10-18 16:20:00)","0","109"
"3","[2016-10-18 16:00:00,2016-10-18 16:20:00)","1","84"
"1","[2016-10-18 16:00:00,2016-10-18 16:20:00)","0","57"
"1","[2016-10-18 16:00:00,2016-10-18 16:20:00)","1","102"
"2","[2016-10-18 16:00:00,2016-10-18 16:20:00)","0","62"
"3","[2016-10-18 16:20:00,2016-10-18 16:40:00)","0","117"
"3","[2016-10-18 16:20:00,2016-10-18 16:40:00)","1","92"
"2","[2016-10-18 16:20:00,2016-10-18 16:40:00)","0","63"
"1","[2016-10-18 16:20:00,2016-10-18 16:40:00)","0","45"
"1","[2016-10-18 16:20:00,2016-10-18 16:40:00)","1","84"
"3","[2016-10-18 16:40:00,2016-10-18 17:00:00)","0","118"
"3","[2016-10-18 16:40:00,2016-10-18 17:00:00)","1","83"
"1","[2016-10-18 16:40:00,2016-10-18 17:00:00)","0","53"
"1","[2016-10-18 16:40:00,2016-10-18 17:00:00)","1","113"
"2","[2016-10-18 16:40:00,2016-10-18 17:00:00)","0","83"
"3","[2016-10-18 17:00:00,2016-10-18 17:20:00)","0","109"
"3","[2016-10-18 17:00:00,2016-10-18 17:20:00)","1","78"
"1","[2016-10-18 17:00:00,2016-10-18 17:20:00)","0","40"
"1","[2016-10-18 17:00:00,2016-10-18 17:20:00)","1","93"
"2","[2016-10-18 17:00:00,2016-10-18 17:20:00)","0","69"
"3","[2016-10-18 17:20:00,2016-10-18 17:40:00)","0","98"
"3","[2016-10-18 17:20:00,2016-10-18 17:40:00)","1","75"
"2","[2016-10-18 17:20:00,2016-10-18 17:40:00)","0","55"
"1","[2016-10-18 17:20:00,2016-10-18 17:40:00)","0","42"
"1","[2016-10-18 17:20:00,2016-10-18 17:40:00)","1","72"
"2","[2016-10-18 17:40:00,2016-10-18 18:00:00)","0","67"
"3","[2016-10-18 17:40:00,2016-10-18 18:00:00)","0","88"
"3","[2016-10-18 17:40:00,2016-10-18 18:00:00)","1","86"
"1","[2016-10-18 17:40:00,2016-10-18 18:00:00)","0","23"
"1","[2016-10-18 17:40:00,2016-10-18 18:00:00)","1","134"
"3","[2016-10-18 18:00:00,2016-10-18 18:20:00)","0","94"
"3","[2016-10-18 18:00:00,2016-10-18 18:20:00)","1","73"
"1","[2016-10-18 18:00:00,2016-10-18 18:20:00)","0","27"
"1","[2016-10-18 18:00:00,2016-10-18 18:20:00)","1","73"
"2","[2016-10-18 18:00:00,2016-10-18 18:20:00)","0","59"
"1","[2016-10-18 18:20:00,2016-10-18 18:40:00)","0","23"
"1","[2016-10-18 18:20:00,2016-10-18 18:40:00)","1","84"
"3","[2016-10-18 18:20:00,2016-10-18 18:40:00)","0","66"
"3","[2016-10-18 18:20:00,2016-10-18 18:40:00)","1","65"
"2","[2016-10-18 18:20:00,2016-10-18 18:40:00)","0","53"
"3","[2016-10-18 18:40:00,2016-10-18 19:00:00)","0","51"
"3","[2016-10-18 18:40:00,2016-10-18 19:00:00)","1","68"
"2","[2016-10-18 18:40:00,2016-10-18 19:00:00)","0","46"
"1","[2016-10-18 18:40:00,2016-10-18 19:00:00)","0","15"
"1","[2016-10-18 18:40:00,2016-10-18 19:00:00)","1","39"
"2","[2016-10-18 19:00:00,2016-10-18 19:20:00)","0","39"
"3","[2016-10-18 19:00:00,2016-10-18 19:20:00)","0","44"
"3","[2016-10-18 19:00:00,2016-10-18 19:20:00)","1","45"
"1","[2016-10-18 19:00:00,2016-10-18 19:20:00)","0","25"
"1","[2016-10-18 19:00:00,2016-10-18 19:20:00)","1","41"
"1","[2016-10-18 19:20:00,2016-10-18 19:40:00)","0","25"
"1","[2016-10-18 19:20:00,2016-10-18 19:40:00)","1","40"
"2","[2016-10-18 19:20:00,2016-10-18 19:40:00)","0","37"
"3","[2016-10-18 19:20:00,2016-10-18 19:40:00)","0","37"
"3","[2016-10-18 19:20:00,2016-10-18 19:40:00)","1","59"
"3","[2016-10-18 19:40:00,2016-10-18 20:00:00)","0","56"
"3","[2016-10-18 19:40:00,2016-10-18 20:00:00)","1","61"
"1","[2016-10-18 19:40:00,2016-10-18 20:00:00)","0","24"
"1","[2016-10-18 19:40:00,2016-10-18 20:00:00)","1","50"
"2","[2016-10-18 19:40:00,2016-10-18 20:00:00)","0","23"
"1","[2016-10-18 20:00:00,2016-10-18 20:20:00)","0","20"
"1","[2016-10-18 20:00:00,2016-10-18 20:20:00)","1","33"
"3","[2016-10-18 20:00:00,2016-10-18 20:20:00)","0","46"
"3","[2016-10-18 20:00:00,2016-10-18 20:20:00)","1","52"
"2","[2016-10-18 20:00:00,2016-10-18 20:20:00)","0","42"
"2","[2016-10-18 20:20:00,2016-10-18 20:40:00)","0","24"
"1","[2016-10-18 20:20:00,2016-10-18 20:40:00)","0","19"
"1","[2016-10-18 20:20:00,2016-10-18 20:40:00)","1","42"
"3","[2016-10-18 20:20:00,2016-10-18 20:40:00)","0","35"
"3","[2016-10-18 20:20:00,2016-10-18 20:40:00)","1","35"
"3","[2016-10-18 20:40:00,2016-10-18 21:00:00)","0","39"
"3","[2016-10-18 20:40:00,2016-10-18 21:00:00)","1","34"
"2","[2016-10-18 20:40:00,2016-10-18 21:00:00)","0","38"
"1","[2016-10-18 20:40:00,2016-10-18 21:00:00)","0","18"
"1","[2016-10-18 20:40:00,2016-10-18 21:00:00)","1","38"
"1","[2016-10-18 21:00:00,2016-10-18 21:20:00)","0","17"
"1","[2016-10-18 21:00:00,2016-10-18 21:20:00)","1","34"
"3","[2016-10-18 21:00:00,2016-10-18 21:20:00)","0","34"
"3","[2016-10-18 21:00:00,2016-10-18 21:20:00)","1","30"
"2","[2016-10-18 21:00:00,2016-10-18 21:20:00)","0","28"
"3","[2016-10-18 21:20:00,2016-10-18 21:40:00)","0","31"
"3","[2016-10-18 21:20:00,2016-10-18 21:40:00)","1","21"
"1","[2016-10-18 21:20:00,2016-10-18 21:40:00)","0","9"
"1","[2016-10-18 21:20:00,2016-10-18 21:40:00)","1","28"
"2","[2016-10-18 21:20:00,2016-10-18 21:40:00)","0","20"
"2","[2016-10-18 21:40:00,2016-10-18 22:00:00)","0","25"
"3","[2016-10-18 21:40:00,2016-10-18 22:00:00)","0","38"
"3","[2016-10-18 21:40:00,2016-10-18 22:00:00)","1","28"
"1","[2016-10-18 21:40:00,2016-10-18 22:00:00)","0","10"
"1","[2016-10-18 21:40:00,2016-10-18 22:00:00)","1","20"
"2","[2016-10-18 22:00:00,2016-10-18 22:20:00)","0","22"
"3","[2016-10-18 22:00:00,2016-10-18 22:20:00)","0","21"
"3","[2016-10-18 22:00:00,2016-10-18 22:20:00)","1","24"
"1","[2016-10-18 22:00:00,2016-10-18 22:20:00)","0","4"
"1","[2016-10-18 22:00:00,2016-10-18 22:20:00)","1","17"
"1","[2016-10-18 22:20:00,2016-10-18 22:40:00)","0","10"
"1","[2016-10-18 22:20:00,2016-10-18 22:40:00)","1","15"
"3","[2016-10-18 22:20:00,2016-10-18 22:40:00)","0","19"
"3","[2016-10-18 22:20:00,2016-10-18 22:40:00)","1","27"
"2","[2016-10-18 22:20:00,2016-10-18 22:40:00)","0","15"
"3","[2016-10-18 22:40:00,2016-10-18 23:00:00)","0","16"
"3","[2016-10-18 22:40:00,2016-10-18 23:00:00)","1","26"
"1","[2016-10-18 22:40:00,2016-10-18 23:00:00)","0","7"
"1","[2016-10-18 22:40:00,2016-10-18 23:00:00)","1","27"
"2","[2016-10-18 22:40:00,2016-10-18 23:00:00)","0","12"
"3","[2016-10-18 23:00:00,2016-10-18 23:20:00)","0","18"
"3","[2016-10-18 23:00:00,2016-10-18 23:20:00)","1","17"
"2","[2016-10-18 23:00:00,2016-10-18 23:20:00)","0","13"
"1","[2016-10-18 23:00:00,2016-10-18 23:20:00)","0","5"
"1","[2016-10-18 23:00:00,2016-10-18 23:20:00)","1","21"
"3","[2016-10-18 23:20:00,2016-10-18 23:40:00)","0","11"
"3","[2016-10-18 23:20:00,2016-10-18 23:40:00)","1","17"
"2","[2016-10-18 23:20:00,2016-10-18 23:40:00)","0","9"
"1","[2016-10-18 23:20:00,2016-10-18 23:40:00)","0","8"
"1","[2016-10-18 23:20:00,2016-10-18 23:40:00)","1","17"
"3","[2016-10-18 23:40:00,2016-10-19 00:00:00)","0","17"
"3","[2016-10-18 23:40:00,2016-10-19 00:00:00)","1","8"
"2","[2016-10-18 23:40:00,2016-10-19 00:00:00)","0","7"
"1","[2016-10-18 23:40:00,2016-10-19 00:00:00)","0","2"
"1","[2016-10-18 23:40:00,2016-10-19 00:00:00)","1","16"
"1","[2016-10-19 00:00:00,2016-10-19 00:20:00)","0","10"
"1","[2016-10-19 00:00:00,2016-10-19 00:20:00)","1","101"
"2","[2016-10-19 00:00:00,2016-10-19 00:20:00)","0","4"
"3","[2016-10-19 00:00:00,2016-10-19 00:20:00)","0","11"
"3","[2016-10-19 00:00:00,2016-10-19 00:20:00)","1","131"
"3","[2016-10-19 00:20:00,2016-10-19 00:40:00)","0","13"
"3","[2016-10-19 00:20:00,2016-10-19 00:40:00)","1","91"
"1","[2016-10-19 00:20:00,2016-10-19 00:40:00)","0","11"
"1","[2016-10-19 00:20:00,2016-10-19 00:40:00)","1","65"
"1","[2016-10-19 00:40:00,2016-10-19 01:00:00)","0","10"
"1","[2016-10-19 00:40:00,2016-10-19 01:00:00)","1","33"
"3","[2016-10-19 00:40:00,2016-10-19 01:00:00)","0","13"
"3","[2016-10-19 00:40:00,2016-10-19 01:00:00)","1","61"
"2","[2016-10-19 00:40:00,2016-10-19 01:00:00)","0","1"
"3","[2016-10-19 01:00:00,2016-10-19 01:20:00)","0","23"
"3","[2016-10-19 01:00:00,2016-10-19 01:20:00)","1","9"
"1","[2016-10-19 01:00:00,2016-10-19 01:20:00)","0","6"
"1","[2016-10-19 01:00:00,2016-10-19 01:20:00)","1","6"
"3","[2016-10-19 01:20:00,2016-10-19 01:40:00)","0","22"
"3","[2016-10-19 01:20:00,2016-10-19 01:40:00)","1","4"
"1","[2016-10-19 01:20:00,2016-10-19 01:40:00)","0","13"
"1","[2016-10-19 01:20:00,2016-10-19 01:40:00)","1","4"
"3","[2016-10-19 01:40:00,2016-10-19 02:00:00)","0","18"
"3","[2016-10-19 01:40:00,2016-10-19 02:00:00)","1","7"
"1","[2016-10-19 01:40:00,2016-10-19 02:00:00)","0","7"
"1","[2016-10-19 01:40:00,2016-10-19 02:00:00)","1","11"
"1","[2016-10-19 02:00:00,2016-10-19 02:20:00)","0","7"
"1","[2016-10-19 02:00:00,2016-10-19 02:20:00)","1","13"
"3","[2016-10-19 02:00:00,2016-10-19 02:20:00)","0","12"
"3","[2016-10-19 02:00:00,2016-10-19 02:20:00)","1","5"
"2","[2016-10-19 02:00:00,2016-10-19 02:20:00)","0","1"
"3","[2016-10-19 02:20:00,2016-10-19 02:40:00)","0","18"
"3","[2016-10-19 02:20:00,2016-10-19 02:40:00)","1","13"
"1","[2016-10-19 02:20:00,2016-10-19 02:40:00)","0","7"
"1","[2016-10-19 02:20:00,2016-10-19 02:40:00)","1","10"
"3","[2016-10-19 02:40:00,2016-10-19 03:00:00)","0","12"
"3","[2016-10-19 02:40:00,2016-10-19 03:00:00)","1","4"
"1","[2016-10-19 02:40:00,2016-10-19 03:00:00)","0","10"
"1","[2016-10-19 02:40:00,2016-10-19 03:00:00)","1","8"
