intersection_id,tollgate_id,time_window,avg_travel_time,seq
A,2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",67.95,57.9 & 49.9 & 71.9 & 72.2 & 54.1 & 84.8 & 40.8 & 85.1 & 104.3 & 58.4
A,2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",96.52,199.2 & 145.6 & 98.9 & 59.1 & 73.0 & 61.8 & 63.8 & 70.7
A,2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",54.93,66.4 & 57.9 & 49.4 & 35.6 & 80.0 & 32.5 & 47.1 & 64.6 & 97.8 & 48.3 & 24.7
A,2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",82.28,61.6 & 62.4 & 77.5 & 76.4 & 151.7 & 107.4 & 38.9
A,2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",75.25,53.1 & 90.4 & 41.9 & 167.2 & 177.7 & 52.0 & 25.0 & 45.0 & 43.7 & 79.4 & 52.2
A,2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",50.34,70.8 & 24.8 & 74.7 & 49.8 & 39.7 & 53.8 & 38.9
A,2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",57.25,49.6 & 58.2 & 83.3 & 43.6 & 50.2 & 58.5
A,2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",58.58,87.3 & 42.6 & 139.3 & 35.6 & 69.5 & 59.9 & 33.0 & 43.6 & 37.6 & 56.9 & 17.0 & 80.6
A,2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",71.5,55.9 & 69.6 & 40.9 & 47.6 & 53.6 & 72.9 & 68.0 & 106.8 & 33.1 & 96.2 & 58.7 & 83.3 & 109.5 & 98.2 & 69.9 & 76.1 & 99.5 & 59.6 & 59.1
A,2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",55.92,56.2 & 83.3 & 51.8 & 63.4 & 47.5 & 55.5 & 32.7 & 42.2 & 42.5 & 46.8 & 81.0 & 67.5 & 63.1 & 52.8 & 52.6
A,2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",99.53,66.6 & 83.1 & 48.4 & 125.6 & 124.4 & 120.4 & 98.8 & 65.3 & 127.0 & 62.3 & 85.6 & 107.0 & 75.7 & 65.3 & 56.1 & 187.1 & 193.2
A,2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",83.67,51.8 & 48.4 & 76.2 & 89.5 & 87.3 & 121.2 & 78.8 & 100.0 & 48.3 & 53.8 & 79.5 & 129.5 & 131.5 & 138.4 & 56.1 & 56.9 & 75.2
A,2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",73.3,21.1 & 51.8 & 74.6 & 86.0 & 67.8 & 64.9 & 98.6 & 55.5 & 82.6 & 80.9 & 128.1 & 96.8 & 74.7 & 42.7
A,2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",101.05,97.5 & 86.0 & 10.9 & 99.0 & 109.9 & 144.6 & 118.2 & 142.2
A,2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",82.62,53.4 & 47.7 & 59.0 & 66.9 & 81.7 & 96.2 & 101.8 & 99.4 & 107.0 & 114.8 & 59.5 & 72.4 & 43.0 & 118.3 & 94.7 & 74.7 & 114.0
A,2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",62.0,42.0 & 72.2 & 53.2 & 33.5 & 58.6 & 87.7 & 91.3 & 100.6 & 85.0 & 45.5 & 48.1 & 26.3
A,2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",76.75,148.4 & 149.1 & 72.2 & 69.0 & 72.8 & 40.1 & 78.6 & 56.6 & 55.9 & 77.9 & 64.1 & 36.4
A,2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",81.04,54.3 & 160.3 & 123.8 & 81.8 & 39.1 & 23.3 & 64.7 & 171.7 & 182.2 & 120.5 & 37.5 & 37.0 & 50.5 & 40.2 & 64.5 & 45.0
A,2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",70.41,71.9 & 20.2 & 30.9 & 265.3 & 50.5 & 63.3 & 39.7 & 18.2 & 52.5 & 79.1 & 81.2 & 72.0
A,2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",71.43,27.9 & 89.1 & 52.7 & 52.1 & 103.3 & 83.8 & 94.5 & 123.0 & 46.1 & 41.9
A,2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",56.06,38.9 & 40.5 & 40.2 & 69.7 & 48.8 & 55.3 & 58.9 & 38.5 & 102.9 & 83.7 & 42.5 & 54.2 & 47.6 & 63.0
A,2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",62.2,19.1 & 76.0 & 71.4 & 59.7 & 64.0 & 137.6 & 62.1 & 48.1 & 23.2 & 58.7 & 62.5 & 55.9 & 29.5 & 60.1 & 67.9 & 35.9 & 46.7 & 54.2 & 93.4 & 44.5 & 78.8 & 50.3 & 141.6 & 66.6 & 69.4 & 40.0
A,2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",79.54,49.1 & 82.0 & 87.9 & 38.6 & 74.6 & 41.7 & 80.3 & 164.1 & 129.8 & 47.3
A,2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",64.81,34.6 & 53.7 & 79.9 & 62.0 & 39.6 & 90.0 & 71.9 & 60.9 & 68.1 & 66.0 & 56.2 & 95.0 & 64.5
A,2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",70.94,43.7 & 52.0 & 50.1 & 46.7 & 84.3 & 74.2 & 70.4 & 101.7 & 59.7 & 63.5 & 87.6 & 96.4 & 38.6 & 40.1 & 117.4 & 51.3 & 67.7 & 145.8 & 56.8
A,2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",71.32,44.0 & 60.0 & 108.0 & 80.7 & 68.0 & 38.5 & 132.2 & 61.0 & 49.5
A,2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",63.61,111.5 & 109.9 & 47.8 & 47.8 & 43.5 & 46.3 & 75.6 & 26.5
A,2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",77.17,71.1 & 82.2 & 82.5 & 64.5 & 57.2 & 82.0 & 91.0 & 86.9
A,2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",69.61,42.0 & 73.3 & 54.8 & 96.2 & 104.8 & 45.2 & 83.3 & 44.6 & 82.3
A,2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",66.35,49.0 & 95.1 & 55.0
A,2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",58.64,90.8 & 23.8 & 39.7 & 54.2 & 62.6 & 57.0 & 69.6 & 71.2
A,2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",56.62,62.6 & 46.8 & 47.1 & 33.4 & 65.8 & 61.0 & 44.3 & 78.8 & 60.7 & 67.5 & 54.7
A,2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",65.06,111.8 & 64.6 & 41.3 & 49.1 & 69.9 & 72.9 & 78.1 & 40.5 & 117.3 & 63.3 & 44.6 & 71.8 & 102.2 & 49.1 & 45.1 & 35.4 & 49.0
A,2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",65.96,102.2 & 71.4 & 54.8 & 17.8 & 31.4 & 71.9 & 113.1 & 113.6 & 41.7 & 41.8
A,2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",83.79,89.1 & 82.4 & 155.3 & 72.7 & 59.7 & 65.5 & 181.5 & 90.1 & 64.2 & 91.8 & 44.7 & 65.7 & 56.4 & 54.0
A,2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",64.03,72.1 & 117.2 & 46.1 & 57.9 & 98.6 & 43.3 & 41.9 & 57.5 & 41.6
A,2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",66.64,58.8 & 62.2 & 108.8 & 55.2 & 119.4 & 113.9 & 75.5 & 50.6 & 52.6 & 45.0 & 49.2 & 69.4 & 30.7 & 44.4 & 63.5
A,2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",94.08,74.4 & 117.2 & 73.1 & 77.9 & 24.6 & 173.2 & 172.0 & 124.8 & 93.4 & 147.5 & 85.7 & 56.0 & 90.5 & 74.3 & 26.6
A,2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",67.87,57.8 & 58.4 & 83.8 & 134.5 & 73.3 & 84.4 & 54.0 & 43.2 & 21.5
A,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",63.09,70.4 & 50.6 & 49.7 & 50.6 & 82.8 & 79.2 & 71.3 & 80.7 & 73.4 & 88.5 & 25.8 & 66.0 & 31.1
A,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",63.97,61.5 & 58.6 & 39.1 & 42.6 & 65.3 & 60.1 & 67.3 & 109.6 & 67.8 & 59.4 & 72.5
A,2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",60.32,57.4 & 35.0 & 51.9 & 48.1 & 55.1 & 38.3 & 46.1 & 40.3 & 100.3 & 89.8 & 78.3 & 28.1 & 87.5 & 83.6 & 76.3 & 49.0
A,2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",69.44,46.4 & 51.7 & 39.9 & 43.3 & 64.7 & 107.9 & 116.2 & 85.4
A,2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",70.59,52.4 & 85.1 & 51.1 & 69.6 & 54.4 & 105.2 & 90.5 & 51.0 & 86.1 & 67.8 & 54.4 & 46.4 & 103.7
A,2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",85.32,45.7 & 29.0 & 82.9 & 57.9 & 102.8 & 72.5 & 74.9 & 72.7 & 64.0 & 146.8 & 70.3 & 70.3 & 99.0 & 64.7 & 101.7 & 67.7 & 83.8 & 112.8 & 111.3 & 128.2 & 132.8
A,2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",63.33,28.1 & 139.2 & 161.4 & 45.7 & 52.3 & 52.0 & 72.7 & 23.4 & 37.4 & 57.4 & 73.8 & 53.8 & 62.4 & 66.6 & 18.0 & 77.9 & 54.6
A,2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",79.18,56.2 & 63.1 & 51.8 & 72.2 & 59.6 & 75.3 & 68.8 & 69.4 & 60.8 & 87.8 & 56.6 & 81.9 & 75.5 & 114.0 & 91.8 & 182.0
A,2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",76.7,123.8 & 79.1 & 87.4 & 104.7 & 97.5 & 90.4 & 37.5 & 72.3 & 79.7 & 86.5 & 157.9 & 59.4 & 168.8 & 63.7 & 21.6 & 67.0 & 68.5 & 10.9 & 16.8 & 40.5
A,2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",51.01,70.0 & 56.0 & 38.1 & 35.8 & 28.2 & 56.6 & 56.1 & 40.5 & 48.5 & 67.5 & 63.8
A,2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",85.03,53.5 & 51.7 & 112.0 & 58.4 & 120.1 & 86.1 & 113.5
A,2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",68.98,94.6 & 91.2 & 62.8 & 49.9 & 51.7 & 56.5 & 62.8 & 63.6 & 87.7
A,2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",53.84,48.8 & 54.4 & 64.1 & 44.8 & 55.9 & 66.1 & 50.8 & 45.8
A,2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",65.13,74.7 & 78.5 & 39.8 & 67.5
A,2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",61.35,40.6 & 39.7 & 87.0 & 91.3 & 44.0 & 60.4 & 68.2 & 64.3 & 81.3 & 36.7
A,2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",62.85,54.2 & 47.3 & 63.6 & 94.9 & 57.1 & 75.3 & 60.5 & 49.8
A,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",197.5,211.1 & 215.8 & 215.8 & 172.5 & 158.2 & 212.9 & 159.9 & 227.1 & 193.5 & 160.0 & 245.7
A,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",166.9,82.8 & 245.1 & 154.3 & 172.0 & 169.9 & 177.2
A,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",253.82,261.8 & 140.1 & 243.8 & 228.5 & 263.8 & 277.0 & 296.6 & 254.3 & 194.6 & 269.4 & 329.4 & 266.1 & 265.7 & 236.0 & 276.4 & 260.0 & 251.5
A,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",240.16,253.3 & 336.0 & 238.8 & 242.8 & 229.9 & 203.5 & 214.4 & 210.3 & 352.9 & 206.8 & 187.7 & 205.4
A,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",179.19,172.9 & 134.2 & 163.5 & 249.0 & 210.5 & 144.0 & 180.2
A,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",136.98,212.2 & 171.9 & 89.5 & 116.1 & 76.4 & 144.3 & 148.9 & 136.5
A,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",136.34,107.0 & 111.9 & 119.3 & 135.7 & 125.1 & 139.0 & 129.7 & 201.5 & 182.7 & 111.4
A,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",143.7,208.0 & 193.3 & 77.9 & 205.7 & 122.4 & 145.4 & 130.5 & 97.4 & 112.6
A,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",100.13,116.9 & 80.8 & 92.2 & 135.2 & 105.4 & 82.1 & 88.3
A,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",122.91,83.1 & 90.7 & 144.7 & 188.8 & 28.8 & 171.4 & 152.9
A,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",112.75,109.8 & 76.2 & 135.5 & 117.1 & 121.0 & 130.6 & 98.1 & 113.8
A,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",120.58,129.5 & 87.0 & 156.0 & 112.3 & 118.2
A,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",319.67,278.8 & 279.2 & 436.5 & 290.3 & 381.1 & 268.8 & 303.0
A,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",328.02,232.8 & 380.2 & 388.3 & 213.1 & 425.7
A,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",326.7,340.0 & 401.2 & 265.2 & 358.4 & 259.2 & 336.2
A,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",339.07,353.8 & 344.8 & 287.9 & 353.6 & 287.1 & 440.4 & 308.5 & 336.7
A,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",316.84,243.3 & 316.8 & 268.2 & 358.8 & 328.3 & 311.5 & 319.0 & 401.6 & 305.7 & 308.9 & 323.1
A,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",199.89,215.1 & 317.3 & 282.0 & 156.3 & 153.1 & 334.1 & 193.9 & 145.6 & 145.6 & 139.7 & 116.2
A,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",152.27,120.7 & 144.0 & 111.3 & 126.4 & 161.5 & 159.5 & 157.7 & 163.6 & 129.9 & 191.5 & 199.3 & 161.8
A,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",123.18,111.6 & 109.1 & 166.2 & 118.7 & 133.9 & 109.5 & 135.2 & 137.6 & 86.8
A,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",112.64,116.2 & 141.0 & 136.2 & 84.5 & 81.2 & 116.8
A,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",110.19,112.1 & 112.2 & 103.0 & 128.3 & 94.2 & 118.1 & 103.3
A,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",100.43,89.2 & 103.7 & 100.3 & 121.7 & 70.5 & 112.9 & 104.7
A,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",150.64,368.4 & 118.5 & 139.6 & 97.8 & 121.1 & 104.8 & 104.3
A,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",183.76,168.3 & 160.4 & 208.1 & 208.5 & 219.9 & 108.6 & 110.0 & 237.4 & 232.5
A,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",242.81,171.2 & 269.6 & 287.6
A,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",224.49,201.1 & 146.6 & 212.2 & 192.5 & 216.2 & 299.1 & 303.8
A,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",201.63,267.4 & 142.0 & 231.9 & 227.2 & 139.6
A,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",263.23,228.4 & 298.9 & 275.5 & 306.6 & 239.1 & 296.3 & 224.0 & 179.5 & 320.8
A,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",182.37,216.4 & 150.4 & 269.3 & 134.0 & 284.5 & 233.0 & 114.9 & 26.2 & 206.0 & 147.2 & 189.2 & 217.3
A,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",139.66,167.5 & 179.9 & 142.3 & 165.7 & 136.0 & 145.2 & 131.4 & 117.0 & 148.8 & 165.8 & 149.4 & 77.3 & 111.1 & 117.9
A,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",126.32,213.4 & 108.7 & 113.4 & 119.8 & 143.5 & 103.1 & 119.4 & 91.5 & 124.1
A,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",124.92,104.8 & 102.7 & 194.7 & 89.2 & 95.3 & 106.0 & 115.2 & 203.0 & 100.1 & 138.3
A,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",139.16,159.5 & 110.0 & 96.6 & 157.3 & 110.8 & 139.2 & 104.0 & 112.7 & 262.4
A,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",128.43,110.5 & 140.6 & 117.4 & 183.8 & 98.9 & 119.3
A,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",95.71,87.2 & 96.2 & 94.1 & 105.4
A,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",258.88,250.4 & 299.2 & 231.3 & 254.6
A,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",270.64,291.7 & 269.1 & 239.9 & 240.1 & 258.0 & 299.9 & 325.2 & 237.2 & 274.7
A,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",240.81,296.1 & 251.3 & 268.4 & 332.3 & 169.5 & 168.3 & 235.2 & 277.8 & 233.0 & 235.4 & 181.6
A,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",237.97,207.9 & 259.6 & 228.8 & 224.4 & 204.3 & 216.0 & 228.4 & 230.6 & 306.3 & 204.1 & 315.2 & 230.0
A,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",250.89,174.7 & 165.2 & 272.7 & 267.7 & 310.4 & 283.8 & 290.8 & 241.9
A,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",194.2,163.2 & 229.9 & 218.3 & 298.1 & 128.7 & 258.5 & 136.9 & 173.4 & 140.7
A,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",135.93,192.0 & 136.5 & 108.1 & 154.0 & 69.2 & 101.1 & 243.1 & 83.4
A,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",121.93,98.2 & 156.4 & 96.0 & 137.5 & 97.8 & 115.2 & 91.1 & 183.2
A,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",107.05,125.2 & 95.0 & 88.6 & 88.2 & 119.6 & 125.7
A,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",113.41,152.6 & 115.4 & 107.0 & 78.7 & 123.7 & 103.1
A,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",123.13,111.4 & 95.7 & 135.5 & 186.8 & 62.0 & 162.9 & 91.4 & 139.4
A,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",107.53,70.9 & 89.5 & 102.7 & 162.3 & 98.3 & 121.4
A,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",120.94,97.6 & 96.9 & 97.1 & 90.9 & 166.1 & 146.8 & 151.8 & 120.5
A,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",113.81,116.2 & 113.9 & 113.9 & 136.3 & 134.8 & 151.0 & 79.4 & 124.9 & 166.7 & 73.4 & 37.9 & 117.6 & 116.5 & 123.9 & 114.6 & 100.1
A,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",195.13,76.4 & 169.0 & 98.9 & 89.1 & 127.6 & 142.2 & 662.5
A,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",116.25,91.7 & 86.9 & 132.6 & 124.5 & 77.5 & 158.4 & 112.4 & 132.8 & 117.3 & 128.4
A,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",124.06,150.4 & 102.1 & 172.6 & 160.0 & 27.4 & 126.2 & 144.8 & 109.0
A,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",147.83,84.4 & 507.7 & 86.2 & 107.6 & 105.9 & 189.6 & 91.8 & 88.1 & 119.0 & 142.5 & 142.7 & 86.8 & 169.6
A,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",110.48,172.4 & 130.6 & 117.5 & 109.6 & 84.4 & 88.8 & 29.9 & 131.8 & 113.0 & 117.3 & 75.7 & 154.8
A,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",113.84,66.9 & 79.2 & 96.3 & 127.2 & 85.9 & 133.2 & 109.8 & 134.3 & 136.1 & 117.7 & 165.8
