"intersection_id","tollgate_id","time_window","avg_travel_time","seq"
"B","3","[2016-10-18 13:20:00,2016-10-18 13:40:00)","90.83","104.7 & 68.6 & 87.3 & 59.6 & 98.3 & 126.6"
"B","3","[2016-10-18 13:40:00,2016-10-18 14:00:00)","99.16","58.9 & 60.0 & 133.4 & 102.5 & 104.5 & 123.5 & 111.2"
"B","3","[2016-10-18 14:00:00,2016-10-18 14:20:00)","123.75","258.2 & 110.7 & 96.0 & 106.6 & 69.3 & 101.6"
"B","3","[2016-10-18 14:20:00,2016-10-18 14:40:00)","92.07","92.1"
"B","3","[2016-10-18 14:40:00,2016-10-18 15:00:00)","83.17","97.1 & 60.5 & 79.6 & 107.8 & 70.8"
"B","3","[2016-10-18 15:00:00,2016-10-18 15:20:00)","135.06","126.7 & 151.7 & 99.9 & 113.0 & 160.6 & 166.5 & 166.3 & 95.7"
"B","3","[2016-10-18 15:20:00,2016-10-18 15:40:00)","61.22","46.8 & 20.1 & 116.8"
"B","3","[2016-10-18 15:40:00,2016-10-18 16:00:00)","132.87","113.6 & 112.9 & 139.8 & 165.2"
"B","3","[2016-10-18 16:00:00,2016-10-18 16:20:00)","111.9","70.0 & 129.0 & 127.8 & 120.8"
"B","3","[2016-10-18 16:20:00,2016-10-18 16:40:00)","84.37","118.1 & 127.7 & 85.7 & 107.2 & 58.1 & 31.5 & 93.5 & 103.4 & 52.3 & 89.4 & 61.2"
"B","3","[2016-10-18 16:40:00,2016-10-18 17:00:00)","85.17","114.2 & 95.6 & 40.6 & 84.5 & 69.6 & 106.6"
"B","3","[2016-10-18 17:00:00,2016-10-18 17:20:00)","80.49","80.5"
"B","3","[2016-10-18 17:20:00,2016-10-18 17:40:00)","97.56","120.1 & 75.0"
"B","3","[2016-10-18 17:40:00,2016-10-18 18:00:00)","104.47","76.6 & 127.0 & 109.8"
"B","3","[2016-10-18 18:00:00,2016-10-18 18:20:00)","125.47","131.6 & 129.6 & 132.7 & 107.9"
"B","3","[2016-10-18 18:20:00,2016-10-18 18:40:00)","111.18","78.3 & 95.1 & 79.3 & 156.7 & 164.0 & 174.8 & 92.7 & 84.4 & 75.5"
"B","3","[2016-10-18 18:40:00,2016-10-18 19:00:00)","117.39","77.5 & 139.4 & 135.3"
"B","3","[2016-10-18 19:20:00,2016-10-18 19:40:00)","49.16","53.4 & 45.0"
"B","3","[2016-10-18 19:40:00,2016-10-18 20:00:00)","80.09","80.1"
"B","3","[2016-10-18 20:00:00,2016-10-18 20:20:00)","79.79","79.8"
"B","3","[2016-10-18 20:20:00,2016-10-18 20:40:00)","127.4","90.9 & 140.3 & 151.0"
"B","3","[2016-10-18 20:40:00,2016-10-18 21:00:00)","139.06","144.6 & 133.5"
"B","3","[2016-10-18 21:00:00,2016-10-18 21:20:00)","93.79","93.8"
"B","3","[2016-10-18 21:40:00,2016-10-18 22:00:00)","92.73","81.0 & 84.0 & 113.1"
"B","3","[2016-10-18 22:20:00,2016-10-18 22:40:00)","126.05","81.1 & 59.2 & 271.1 & 92.8"
"B","3","[2016-10-18 23:20:00,2016-10-18 23:40:00)","67.28","67.3"
"B","3","[2016-10-18 23:40:00,2016-10-19 00:00:00)","80.51","80.5"
"B","3","[2016-10-19 00:00:00,2016-10-19 00:20:00)","99.9","99.9"
"B","3","[2016-10-19 00:40:00,2016-10-19 01:00:00)","66.63","66.6"
"B","3","[2016-10-19 01:40:00,2016-10-19 02:00:00)","68.96","69.0"
"B","3","[2016-10-19 02:00:00,2016-10-19 02:20:00)","80.97","81.0"
"B","3","[2016-10-19 02:40:00,2016-10-19 03:00:00)","101.39","101.4"
"B","3","[2016-10-19 03:40:00,2016-10-19 04:00:00)","60.31","91.7 & 28.9"
"B","3","[2016-10-19 04:40:00,2016-10-19 05:00:00)","77.64","77.6"
"B","3","[2016-10-19 06:00:00,2016-10-19 06:20:00)","102.83","102.8"
"B","3","[2016-10-19 06:20:00,2016-10-19 06:40:00)","106.34","108.0 & 104.7"
"B","3","[2016-10-19 07:00:00,2016-10-19 07:20:00)","141.43","94.1 & 188.8"
"B","3","[2016-10-19 07:20:00,2016-10-19 07:40:00)","73.72","112.3 & 19.7 & 69.9 & 70.7 & 79.2 & 160.9 & 58.7 & 54.7 & 59.1 & 52.0"
"B","3","[2016-10-19 07:40:00,2016-10-19 08:00:00)","80.27","107.1 & 95.7 & 65.4 & 52.9"
"B","3","[2016-10-19 08:00:00,2016-10-19 08:20:00)","70.3","82.3 & 52.6 & 76.0"
"B","3","[2016-10-19 08:20:00,2016-10-19 08:40:00)","145.63","151.8 & 128.4 & 129.1 & 76.2 & 83.3 & 246.8 & 203.9"
"B","3","[2016-10-19 08:40:00,2016-10-19 09:00:00)","120.0","150.8 & 139.0 & 103.6 & 86.7"
"B","3","[2016-10-19 09:00:00,2016-10-19 09:20:00)","129.17","154.4 & 82.1 & 155.6 & 153.0 & 119.4 & 110.5"
"B","3","[2016-10-19 09:20:00,2016-10-19 09:40:00)","108.18","44.7 & 67.9 & 211.3 & 77.0 & 61.2 & 124.3 & 156.4 & 122.6"
"B","3","[2016-10-19 09:40:00,2016-10-19 10:00:00)","112.14","86.7 & 154.6 & 187.2 & 108.1 & 116.4 & 79.6 & 52.3"
"B","3","[2016-10-19 10:00:00,2016-10-19 10:20:00)","110.87","73.8 & 78.6 & 182.1 & 183.4 & 36.5"
"B","3","[2016-10-19 10:20:00,2016-10-19 10:40:00)","116.29","76.0 & 97.9 & 142.9 & 119.1 & 145.5"
"B","3","[2016-10-19 10:40:00,2016-10-19 11:00:00)","98.9","52.0 & 73.6 & 77.2 & 73.9 & 161.0 & 119.8 & 134.7"
"B","3","[2016-10-19 11:00:00,2016-10-19 11:20:00)","92.89","13.3 & 166.5 & 98.8"
"B","3","[2016-10-19 11:20:00,2016-10-19 11:40:00)","109.8","120.1 & 93.1 & 83.6 & 121.9 & 130.3"
"B","3","[2016-10-19 11:40:00,2016-10-19 12:00:00)","124.3","168.6 & 56.9 & 136.3 & 135.4"
"B","3","[2016-10-19 12:00:00,2016-10-19 12:20:00)","115.77","152.6 & 166.3 & 123.2 & 93.7 & 82.7 & 76.1"
"B","3","[2016-10-19 12:20:00,2016-10-19 12:40:00)","126.68","141.3 & 112.1"
"B","3","[2016-10-19 12:40:00,2016-10-19 13:00:00)","68.88","68.9"
"B","3","[2016-10-19 13:00:00,2016-10-19 13:20:00)","115.73","68.5 & 93.9 & 116.9 & 49.2 & 260.7 & 121.5 & 129.5 & 85.5"
"B","3","[2016-10-19 13:20:00,2016-10-19 13:40:00)","82.57","113.4 & 133.2 & 30.2 & 53.5"
"B","3","[2016-10-19 13:40:00,2016-10-19 14:00:00)","129.01","197.3 & 87.5 & 106.2 & 139.4 & 114.7"
"B","3","[2016-10-19 14:00:00,2016-10-19 14:20:00)","96.35","76.8 & 88.0 & 56.1 & 127.9 & 132.9"
"B","3","[2016-10-19 14:20:00,2016-10-19 14:40:00)","103.64","103.2 & 52.5 & 117.9 & 163.4 & 91.9 & 87.1 & 109.5"
"B","3","[2016-10-19 14:40:00,2016-10-19 15:00:00)","68.83","84.4 & 95.0 & 51.3 & 78.9 & 50.1 & 53.3"
"B","3","[2016-10-19 15:00:00,2016-10-19 15:20:00)","82.13","100.5 & 119.0 & 54.3 & 54.6"
"B","3","[2016-10-19 15:20:00,2016-10-19 15:40:00)","128.95","90.3 & 128.0 & 68.7 & 159.4 & 181.5 & 145.9"
"B","3","[2016-10-19 15:40:00,2016-10-19 16:00:00)","84.24","72.5 & 68.6 & 65.1 & 130.7"
"B","3","[2016-10-19 16:00:00,2016-10-19 16:20:00)","115.72","150.9 & 142.2 & 130.0 & 82.7 & 86.8 & 121.8 & 125.3 & 104.2 & 105.4 & 107.8"
"B","3","[2016-10-19 16:20:00,2016-10-19 16:40:00)","141.25","135.1 & 147.4"
"B","3","[2016-10-19 16:40:00,2016-10-19 17:00:00)","102.53","87.1 & 62.7 & 125.0 & 135.8 & 133.4 & 91.7 & 85.0 & 84.5 & 117.5"
"B","3","[2016-10-19 17:00:00,2016-10-19 17:20:00)","106.34","111.0 & 95.2 & 80.9 & 119.2 & 125.4"
"B","3","[2016-10-19 17:20:00,2016-10-19 17:40:00)","105.73","100.8 & 110.7"
"B","3","[2016-10-19 17:40:00,2016-10-19 18:00:00)","101.06","105.3 & 96.8"
"B","3","[2016-10-19 18:00:00,2016-10-19 18:20:00)","87.42","164.8 & 103.2 & 76.2 & 44.6 & 61.0 & 51.4 & 57.2 & 141.0"
"B","3","[2016-10-19 18:20:00,2016-10-19 18:40:00)","110.38","96.5 & 86.2 & 170.3 & 93.7 & 105.2"
"B","3","[2016-10-19 18:40:00,2016-10-19 19:00:00)","80.84","28.2 & 98.2 & 90.0 & 107.0"
"B","3","[2016-10-19 19:00:00,2016-10-19 19:20:00)","115.22","106.4 & 102.8 & 85.4 & 166.2"
"B","3","[2016-10-19 19:40:00,2016-10-19 20:00:00)","90.42","80.8 & 74.8 & 85.2 & 111.0 & 100.2"
"B","3","[2016-10-19 20:00:00,2016-10-19 20:20:00)","96.08","129.6 & 109.4 & 71.0 & 65.1 & 105.3"
"B","3","[2016-10-19 20:40:00,2016-10-19 21:00:00)","24.94","24.9"
"B","3","[2016-10-19 21:20:00,2016-10-19 21:40:00)","82.27","82.3"
"B","3","[2016-10-19 21:40:00,2016-10-19 22:00:00)","71.51","75.5 & 67.6"
"B","3","[2016-10-19 22:20:00,2016-10-19 22:40:00)","75.0","68.2 & 85.6 & 71.2"
"B","3","[2016-10-19 22:40:00,2016-10-19 23:00:00)","72.51","72.5"
"B","3","[2016-10-20 00:00:00,2016-10-20 00:20:00)","33.16","33.2"
"B","3","[2016-10-20 00:20:00,2016-10-20 00:40:00)","57.36","57.4"
"B","3","[2016-10-20 01:00:00,2016-10-20 01:20:00)","33.43","33.4"
"B","3","[2016-10-20 01:20:00,2016-10-20 01:40:00)","73.61","73.6"
"B","3","[2016-10-20 02:40:00,2016-10-20 03:00:00)","57.87","57.9"
"B","3","[2016-10-20 04:20:00,2016-10-20 04:40:00)","92.45","92.5"
"B","3","[2016-10-20 05:20:00,2016-10-20 05:40:00)","82.92","82.9"
"B","3","[2016-10-20 06:00:00,2016-10-20 06:20:00)","126.27","126.3"
"B","3","[2016-10-20 06:20:00,2016-10-20 06:40:00)","84.63","84.6"
"B","3","[2016-10-20 06:40:00,2016-10-20 07:00:00)","110.79","123.6 & 98.0"
"B","3","[2016-10-20 07:20:00,2016-10-20 07:40:00)","66.86","114.6 & 67.0 & 15.7 & 70.2"
"B","3","[2016-10-20 07:40:00,2016-10-20 08:00:00)","107.81","104.7 & 114.1 & 74.4 & 138.0"
"B","3","[2016-10-20 08:00:00,2016-10-20 08:20:00)","93.88","100.5 & 94.7 & 70.0 & 130.2 & 119.9 & 47.9"
"B","3","[2016-10-20 08:20:00,2016-10-20 08:40:00)","87.78","73.8 & 125.0 & 100.2 & 38.1 & 101.8"
"B","3","[2016-10-20 08:40:00,2016-10-20 09:00:00)","103.01","131.9 & 86.0 & 91.2"
"B","3","[2016-10-20 09:00:00,2016-10-20 09:20:00)","94.06","119.6 & 89.4 & 106.7 & 84.8 & 69.8"
"B","3","[2016-10-20 09:20:00,2016-10-20 09:40:00)","114.88","66.8 & 154.3 & 150.0 & 88.5"
"B","3","[2016-10-20 09:40:00,2016-10-20 10:00:00)","70.85","70.8"
"B","3","[2016-10-20 10:00:00,2016-10-20 10:20:00)","116.25","158.7 & 79.7 & 38.0 & 112.7 & 199.6 & 111.8 & 92.1 & 133.0 & 120.8"
"B","3","[2016-10-20 10:20:00,2016-10-20 10:40:00)","94.64","69.1 & 64.3 & 114.0 & 92.8 & 106.8 & 102.1 & 113.3"
"B","3","[2016-10-20 10:40:00,2016-10-20 11:00:00)","92.56","147.6 & 82.6 & 103.3 & 105.6 & 54.8 & 61.6"
"B","3","[2016-10-20 11:00:00,2016-10-20 11:20:00)","75.04","98.6 & 66.8 & 171.3 & 14.6 & 86.6 & 86.6 & 54.1 & 21.7"
"B","3","[2016-10-20 11:20:00,2016-10-20 11:40:00)","106.09","114.4 & 102.6 & 121.7 & 124.1 & 113.5 & 82.4 & 83.9"
"B","3","[2016-10-20 11:40:00,2016-10-20 12:00:00)","100.51","96.0 & 105.0"
"B","3","[2016-10-20 12:00:00,2016-10-20 12:20:00)","85.33","55.4 & 56.5 & 46.5 & 107.2 & 118.4 & 129.3 & 84.7 & 89.5 & 80.3"
"B","3","[2016-10-20 12:20:00,2016-10-20 12:40:00)","99.64","98.7 & 106.9 & 96.7 & 96.2"
"B","3","[2016-10-20 12:40:00,2016-10-20 13:00:00)","95.54","163.6 & 75.7 & 82.8 & 60.1"
"B","3","[2016-10-20 13:00:00,2016-10-20 13:20:00)","64.16","84.8 & 34.8 & 72.8"
"B","3","[2016-10-20 13:20:00,2016-10-20 13:40:00)","90.72","89.8 & 97.3 & 118.7 & 56.3 & 91.4"
"B","3","[2016-10-20 13:40:00,2016-10-20 14:00:00)","88.04","59.8 & 67.3 & 96.1 & 96.1 & 104.8 & 104.2"
"B","3","[2016-10-20 14:00:00,2016-10-20 14:20:00)","110.72","110.7"
"B","3","[2016-10-20 14:20:00,2016-10-20 14:40:00)","93.37","85.1 & 76.2 & 73.3 & 116.8 & 115.5"
"B","3","[2016-10-20 14:40:00,2016-10-20 15:00:00)","73.17","93.1 & 89.6 & 15.4 & 69.5 & 52.4 & 64.8 & 102.2 & 97.7 & 73.8"
"B","3","[2016-10-20 15:00:00,2016-10-20 15:20:00)","122.19","122.2"
"B","3","[2016-10-20 15:20:00,2016-10-20 15:40:00)","77.16","105.1 & 85.0 & 63.5 & 47.1 & 81.4 & 76.7 & 79.0 & 79.5"
"B","3","[2016-10-20 15:40:00,2016-10-20 16:00:00)","78.73","48.7 & 106.8 & 104.9 & 54.5"
"B","3","[2016-10-20 16:00:00,2016-10-20 16:20:00)","107.68","100.6 & 105.8 & 120.5 & 112.6 & 98.8"
"B","3","[2016-10-20 16:20:00,2016-10-20 16:40:00)","102.18","78.0 & 64.6 & 54.1 & 125.0 & 116.7 & 121.4 & 155.5"
"B","3","[2016-10-20 16:40:00,2016-10-20 17:00:00)","146.32","283.9 & 221.7 & 175.8 & 103.4 & 83.4 & 68.9 & 87.1"
"B","3","[2016-10-20 17:00:00,2016-10-20 17:20:00)","116.79","127.0 & 112.5 & 110.9"
"B","3","[2016-10-20 17:20:00,2016-10-20 17:40:00)","93.09","78.8 & 77.0 & 56.7 & 112.6 & 140.3"
"B","3","[2016-10-20 17:40:00,2016-10-20 18:00:00)","87.7","71.8 & 60.8 & 130.5"
"B","3","[2016-10-20 18:00:00,2016-10-20 18:20:00)","99.22","157.3 & 88.7 & 100.0 & 63.3 & 86.8"
"B","3","[2016-10-20 18:20:00,2016-10-20 18:40:00)","80.24","70.1 & 90.4"
"B","3","[2016-10-20 18:40:00,2016-10-20 19:00:00)","106.83","91.5 & 180.5 & 48.6"
"B","3","[2016-10-20 21:00:00,2016-10-20 21:20:00)","91.05","97.5 & 73.7 & 76.3 & 48.5 & 159.4"
"B","3","[2016-10-20 21:20:00,2016-10-20 21:40:00)","106.26","106.3"
"B","3","[2016-10-20 23:00:00,2016-10-20 23:20:00)","88.18","88.2"
"B","3","[2016-10-21 00:20:00,2016-10-21 00:40:00)","135.45","135.4"
"B","3","[2016-10-21 01:00:00,2016-10-21 01:20:00)","45.72","45.7"
"B","3","[2016-10-21 02:20:00,2016-10-21 02:40:00)","48.67","48.7"
"B","3","[2016-10-21 03:00:00,2016-10-21 03:20:00)","71.64","75.2 & 68.1"
"B","3","[2016-10-21 03:20:00,2016-10-21 03:40:00)","56.75","56.8"
"B","3","[2016-10-21 03:40:00,2016-10-21 04:00:00)","102.09","102.1"
"B","3","[2016-10-21 04:20:00,2016-10-21 04:40:00)","83.96","84.0"
"B","3","[2016-10-21 05:20:00,2016-10-21 05:40:00)","70.91","70.9"
"B","3","[2016-10-21 06:20:00,2016-10-21 06:40:00)","48.07","48.1"
"B","3","[2016-10-21 06:40:00,2016-10-21 07:00:00)","59.52","69.6 & 49.4"
"B","3","[2016-10-21 07:00:00,2016-10-21 07:20:00)","103.71","151.9 & 64.1 & 95.1"
"B","3","[2016-10-21 07:20:00,2016-10-21 07:40:00)","68.25","83.2 & 23.9 & 97.0 & 56.5 & 80.5"
"B","3","[2016-10-21 07:40:00,2016-10-21 08:00:00)","104.03","76.6 & 131.4"
"B","3","[2016-10-21 08:00:00,2016-10-21 08:20:00)","85.64","69.5 & 66.8 & 85.4 & 63.4 & 125.2 & 101.5 & 81.9 & 91.7"
"B","3","[2016-10-21 08:20:00,2016-10-21 08:40:00)","99.17","107.4 & 48.4 & 87.4 & 95.1 & 157.5"
"B","3","[2016-10-21 08:40:00,2016-10-21 09:00:00)","102.09","133.1 & 90.2 & 80.8 & 104.3 & 120.0 & 30.5 & 155.7"
"B","3","[2016-10-21 09:00:00,2016-10-21 09:20:00)","103.95","104.2 & 64.5 & 125.8 & 45.5 & 125.6 & 82.5 & 147.2 & 136.4"
"B","3","[2016-10-21 09:20:00,2016-10-21 09:40:00)","82.41","122.3 & 108.9 & 82.4 & 49.1 & 13.2 & 118.7"
"B","3","[2016-10-21 09:40:00,2016-10-21 10:00:00)","107.51","38.3 & 98.1 & 140.6 & 111.0 & 147.9 & 133.2 & 83.4"
"B","3","[2016-10-21 10:00:00,2016-10-21 10:20:00)","93.75","81.8 & 126.6 & 14.9 & 68.6 & 104.3 & 140.2 & 119.8"
"B","3","[2016-10-21 10:20:00,2016-10-21 10:40:00)","119.6","151.9 & 153.3 & 82.8 & 79.5 & 51.6 & 134.1 & 156.1 & 90.2 & 221.4 & 144.6 & 155.0 & 14.7"
"B","3","[2016-10-21 10:40:00,2016-10-21 11:00:00)","90.81","57.3 & 70.7 & 144.5"
"B","3","[2016-10-21 11:00:00,2016-10-21 11:20:00)","85.04","117.7 & 68.8 & 134.8 & 78.5 & 67.8 & 42.6"
"B","3","[2016-10-21 11:20:00,2016-10-21 11:40:00)","100.8","143.0 & 119.7 & 39.6"
"B","3","[2016-10-21 11:40:00,2016-10-21 12:00:00)","94.93","103.7 & 137.1 & 82.6 & 96.2 & 55.0"
"B","3","[2016-10-21 12:00:00,2016-10-21 12:20:00)","111.08","86.2 & 193.4 & 53.6"
"B","3","[2016-10-21 12:20:00,2016-10-21 12:40:00)","99.3","78.2 & 105.1 & 106.8 & 107.0"
"B","3","[2016-10-21 12:40:00,2016-10-21 13:00:00)","95.92","103.8 & 58.8 & 122.7 & 91.7 & 48.1 & 128.2 & 73.2 & 139.9 & 97.1"
"B","3","[2016-10-21 13:00:00,2016-10-21 13:20:00)","97.7","121.3 & 122.0 & 108.2 & 50.5 & 86.4"
"B","3","[2016-10-21 13:20:00,2016-10-21 13:40:00)","110.23","100.6 & 101.9 & 119.8 & 77.6 & 127.9 & 94.1 & 194.0 & 82.9 & 93.2"
"B","3","[2016-10-21 13:40:00,2016-10-21 14:00:00)","108.24","60.0 & 82.9 & 113.4 & 162.9 & 64.8 & 146.5 & 132.1 & 103.3"
"B","3","[2016-10-21 14:00:00,2016-10-21 14:20:00)","136.98","165.9 & 87.0 & 145.8 & 157.3 & 159.5 & 85.2 & 158.2"
"B","3","[2016-10-21 14:20:00,2016-10-21 14:40:00)","64.45","67.6 & 61.3"
"B","3","[2016-10-21 14:40:00,2016-10-21 15:00:00)","71.82","83.4 & 18.0 & 86.2 & 99.7"
"B","3","[2016-10-21 15:00:00,2016-10-21 15:20:00)","141.22","133.7 & 135.1 & 141.8 & 134.3 & 161.2"
"B","3","[2016-10-21 15:20:00,2016-10-21 15:40:00)","110.21","108.3 & 82.6 & 133.1 & 40.0 & 134.3 & 136.7 & 101.7 & 97.0 & 158.1"
"B","3","[2016-10-21 15:40:00,2016-10-21 16:00:00)","131.13","112.3 & 124.7 & 146.2 & 149.5 & 129.2 & 60.9 & 52.8 & 185.4 & 174.6 & 177.9 & 177.9 & 82.2"
"B","3","[2016-10-21 16:00:00,2016-10-21 16:20:00)","96.29","148.2 & 77.3 & 127.1 & 124.6 & 121.0 & 36.5 & 100.6 & 65.9 & 65.4"
"B","3","[2016-10-21 16:20:00,2016-10-21 16:40:00)","110.03","109.2 & 115.7 & 136.7 & 112.0 & 142.4 & 94.2 & 124.8 & 45.4"
"B","3","[2016-10-21 16:40:00,2016-10-21 17:00:00)","117.99","155.2 & 108.7 & 79.5 & 91.8 & 120.6 & 161.9 & 108.2"
"B","3","[2016-10-21 17:00:00,2016-10-21 17:20:00)","84.76","53.0 & 93.2 & 81.7 & 172.5 & 72.0 & 77.8 & 43.0"
"B","3","[2016-10-21 17:20:00,2016-10-21 17:40:00)","108.29","141.2 & 112.4 & 103.2 & 116.7 & 110.0 & 134.5 & 61.6 & 74.4 & 120.8"
"B","3","[2016-10-21 17:40:00,2016-10-21 18:00:00)","130.19","162.8 & 138.6 & 89.2"
"B","3","[2016-10-21 18:00:00,2016-10-21 18:20:00)","137.44","130.8 & 203.3 & 120.1 & 176.2 & 56.8"
"B","3","[2016-10-21 18:20:00,2016-10-21 18:40:00)","120.71","129.4 & 109.6 & 123.1"
"B","3","[2016-10-21 18:40:00,2016-10-21 19:00:00)","60.02","62.2 & 57.9"
"B","3","[2016-10-21 19:00:00,2016-10-21 19:20:00)","117.48","130.0 & 94.7 & 141.8 & 103.5"
"B","3","[2016-10-21 19:20:00,2016-10-21 19:40:00)","91.0","127.4 & 95.8 & 49.8"
"B","3","[2016-10-21 19:40:00,2016-10-21 20:00:00)","98.6","79.8 & 106.0 & 113.7 & 106.9 & 86.5"
"B","3","[2016-10-21 20:00:00,2016-10-21 20:20:00)","79.51","44.7 & 78.8 & 77.2 & 38.3 & 131.2 & 114.4 & 102.8 & 48.7"
"B","3","[2016-10-21 20:20:00,2016-10-21 20:40:00)","89.73","114.2 & 78.3 & 77.0 & 75.7 & 103.5"
"B","3","[2016-10-21 20:40:00,2016-10-21 21:00:00)","97.88","86.5 & 109.2"
"B","3","[2016-10-21 21:00:00,2016-10-21 21:20:00)","66.01","66.0"
"B","3","[2016-10-21 22:00:00,2016-10-21 22:20:00)","70.95","71.0"
"B","3","[2016-10-21 22:40:00,2016-10-21 23:00:00)","100.45","71.1 & 129.8"
"B","3","[2016-10-21 23:40:00,2016-10-22 00:00:00)","60.13","60.1"
"B","3","[2016-10-22 00:40:00,2016-10-22 01:00:00)","80.15","80.2"
"B","3","[2016-10-22 01:00:00,2016-10-22 01:20:00)","54.8","66.4 & 43.2"
"B","3","[2016-10-22 02:20:00,2016-10-22 02:40:00)","121.44","78.0 & 164.9"
"B","3","[2016-10-22 04:40:00,2016-10-22 05:00:00)","111.09","111.1"
"B","3","[2016-10-22 05:40:00,2016-10-22 06:00:00)","87.97","115.0 & 60.9"
"B","3","[2016-10-22 06:40:00,2016-10-22 07:00:00)","116.59","92.1 & 121.5 & 124.6 & 128.2"
"B","3","[2016-10-22 07:00:00,2016-10-22 07:20:00)","82.45","82.5"
"B","3","[2016-10-22 07:20:00,2016-10-22 07:40:00)","91.26","104.5 & 104.7 & 64.6"
"B","3","[2016-10-22 07:40:00,2016-10-22 08:00:00)","111.6","81.7 & 151.1 & 126.2 & 87.4"
"B","3","[2016-10-22 08:00:00,2016-10-22 08:20:00)","103.23","135.7 & 46.0 & 141.4 & 116.9 & 159.4 & 54.6 & 87.9 & 84.0"
"B","3","[2016-10-22 08:20:00,2016-10-22 08:40:00)","111.49","132.8 & 143.7 & 110.3 & 113.3 & 61.0 & 107.7"
"B","3","[2016-10-22 08:40:00,2016-10-22 09:00:00)","65.55","87.9 & 43.2"
"B","3","[2016-10-22 09:00:00,2016-10-22 09:20:00)","92.04","83.0 & 78.2 & 82.1 & 77.4 & 81.0 & 138.0 & 99.4 & 62.5 & 75.4 & 132.8 & 102.7"
"B","3","[2016-10-22 09:20:00,2016-10-22 09:40:00)","116.15","194.5 & 88.0 & 60.6 & 121.5"
"B","3","[2016-10-22 09:40:00,2016-10-22 10:00:00)","114.06","123.7 & 147.8 & 70.7"
"B","3","[2016-10-22 10:00:00,2016-10-22 10:20:00)","106.28","157.5 & 95.4 & 85.1 & 108.3 & 108.9 & 110.9 & 67.9 & 116.4"
"B","3","[2016-10-22 10:20:00,2016-10-22 10:40:00)","123.33","117.2 & 257.9 & 115.9 & 62.0 & 63.6"
"B","3","[2016-10-22 10:40:00,2016-10-22 11:00:00)","136.42","150.6 & 124.4 & 138.3 & 132.4"
