"intersection_id","tollgate_id","avg_all_route_speed","avg_last_link_speed"
A,2,2016-07-20 10:20:00,7.17,7.08
A,2,2016-07-20 10:40:00,4.88,4.81
A,2,2016-07-20 11:00:00,8.24,6.64
A,2,2016-07-20 11:20:00,9.13,8.35
A,2,2016-07-20 11:40:00,7.06,7.38
A,2,2016-07-20 12:00:00,10.62,9.42
A,2,2016-07-20 12:20:00,10.75,9.88
A,2,2016-07-20 12:40:00,8.32,7.94
A,2,2016-07-20 13:00:00,5.68,3.93
A,2,2016-07-20 13:20:00,8.16,7.34
A,2,2016-07-20 13:40:00,6.04,4.68
A,2,2016-07-20 14:00:00,6.13,4.99
A,2,2016-07-20 14:20:00,8.35,6.82
A,2,2016-07-20 14:40:00,7.58,6.97
A,2,2016-07-20 15:00:00,6.71,6.29
A,2,2016-07-20 15:20:00,6.96,6.09
A,2,2016-07-20 15:40:00,6.65,5.41
A,2,2016-07-20 16:00:00,5.94,5.03
A,2,2016-07-20 16:20:00,6.24,4.48
A,2,2016-07-20 16:40:00,7.43,5.74
A,2,2016-07-20 17:00:00,9.34,10.05
A,2,2016-07-20 17:20:00,5.23,4.23
A,2,2016-07-20 17:40:00,5.49,4.35
A,2,2016-07-20 18:00:00,7.42,5.94
A,2,2016-07-20 18:20:00,5.14,5.4
A,2,2016-07-20 18:40:00,5.58,4.09
A,2,2016-07-20 19:00:00,4.72,3.01
A,2,2016-07-20 19:20:00,7.27,6.57
A,2,2016-07-20 19:40:00,9.42,8.54
A,2,2016-07-20 20:00:00,6.92,6.64
A,2,2016-07-20 20:20:00,7.73,6.85
A,2,2016-07-20 20:40:00,3.58,2.46
A,2,2016-07-20 21:00:00,7.06,6.94
A,2,2016-07-20 21:20:00,8.31,7.51
A,2,2016-07-20 21:40:00,6.52,5.07
A,2,2016-07-20 22:00:00,7.24,6.35
A,2,2016-07-20 22:20:00,11.6,10.18
A,2,2016-07-20 22:40:00,5.9,5.34
A,2,2016-07-20 23:00:00,7.8,6.51
A,2,2016-07-20 23:20:00,9.11,9.55
A,2,2016-07-20 23:40:00,7.01,4.93
A,2,2016-07-21 00:00:00,9.79,7.9
A,2,2016-07-21 01:00:00,7.13,5.55
A,2,2016-07-21 01:20:00,9.26,6.99
A,2,2016-07-21 01:40:00,4.79,3.46
A,2,2016-07-21 02:00:00,8.74,6.62
A,2,2016-07-21 02:20:00,13.43,10.8
A,2,2016-07-21 02:40:00,7.16,6.22
A,2,2016-07-21 03:00:00,8.58,6.75
A,2,2016-07-21 03:20:00,7.67,6.41
A,2,2016-07-21 03:40:00,5.16,4.12
A,2,2016-07-21 04:20:00,7.87,6.31
A,2,2016-07-21 04:40:00,6.66,4.9
A,2,2016-07-21 05:00:00,8.0,5.66
A,2,2016-07-21 05:20:00,9.72,7.35
A,2,2016-07-21 05:40:00,9.64,7.95
A,2,2016-07-21 06:00:00,13.26,12.0
A,2,2016-07-21 06:20:00,4.41,3.93
A,2,2016-07-21 06:40:00,6.32,6.85
A,2,2016-07-21 07:00:00,6.56,5.49
A,2,2016-07-21 07:20:00,4.51,3.9
A,2,2016-07-21 07:40:00,3.78,3.34
A,2,2016-07-21 08:00:00,3.84,2.52
A,2,2016-07-21 08:20:00,3.84,3.09
A,2,2016-07-21 08:40:00,5.69,5.16
A,2,2016-07-21 09:00:00,9.95,9.84
A,2,2016-07-21 09:20:00,7.54,6.97
A,2,2016-07-21 09:40:00,5.3,3.86
A,2,2016-07-21 10:00:00,6.11,5.95
A,2,2016-07-21 10:20:00,6.52,5.86
A,2,2016-07-21 10:40:00,5.15,4.71
A,2,2016-07-21 11:00:00,6.2,6.47
A,2,2016-07-21 11:20:00,4.71,5.31
A,2,2016-07-21 11:40:00,6.93,5.79
A,2,2016-07-21 12:00:00,7.67,6.39
A,2,2016-07-21 12:20:00,5.95,4.85
A,2,2016-07-21 12:40:00,5.68,4.87
A,2,2016-07-21 13:00:00,5.5,4.61
A,2,2016-07-21 13:20:00,7.2,6.29
A,2,2016-07-21 13:40:00,6.33,5.36
A,2,2016-07-21 14:00:00,7.58,6.59
A,2,2016-07-21 14:20:00,7.58,6.23
A,2,2016-07-21 14:40:00,6.26,6.41
A,2,2016-07-21 15:00:00,8.3,8.05
A,2,2016-07-21 15:20:00,7.07,6.33
A,2,2016-07-21 15:40:00,7.24,6.05
A,2,2016-07-21 16:00:00,7.19,6.59
A,2,2016-07-21 16:20:00,5.03,3.32
A,2,2016-07-21 16:40:00,6.24,4.59
A,2,2016-07-21 17:00:00,6.79,6.22
A,2,2016-07-21 17:20:00,4.81,4.61
A,2,2016-07-21 17:40:00,4.75,2.94
A,2,2016-07-21 18:00:00,6.49,5.93
A,2,2016-07-21 18:20:00,7.58,7.84
A,2,2016-07-21 18:40:00,5.62,4.02
A,2,2016-07-21 19:00:00,8.49,6.27
A,2,2016-07-21 19:20:00,7.82,6.96
A,2,2016-07-21 19:40:00,5.57,4.87
A,2,2016-07-21 20:00:00,7.12,6.47
A,2,2016-07-21 20:20:00,6.44,5.96
A,2,2016-07-21 20:40:00,9.35,7.68
A,2,2016-07-21 21:00:00,6.24,6.07
A,2,2016-07-21 21:20:00,8.03,6.71
A,2,2016-07-21 21:40:00,7.71,5.97
A,2,2016-07-21 22:00:00,7.66,7.32
A,2,2016-07-21 22:20:00,7.07,6.91
A,2,2016-07-21 22:40:00,8.66,6.94
A,2,2016-07-21 23:00:00,9.88,7.59
A,2,2016-07-21 23:20:00,6.27,5.97
A,2,2016-07-21 23:40:00,6.49,5.44
A,2,2016-07-22 00:00:00,9.9,10.03
A,2,2016-07-22 00:20:00,9.13,8.38
A,2,2016-07-22 00:40:00,6.78,6.14
A,2,2016-07-22 01:00:00,7.37,7.51
A,2,2016-07-22 01:20:00,8.4,5.74
A,2,2016-07-22 01:40:00,7.3,7.72
A,2,2016-07-22 02:20:00,9.6,9.07
A,2,2016-07-22 03:00:00,4.62,22.41
A,2,2016-07-22 03:20:00,6.73,4.67
A,2,2016-07-22 03:40:00,11.22,9.84
A,2,2016-07-22 04:00:00,6.22,5.42
A,2,2016-07-22 04:20:00,7.51,5.58
A,2,2016-07-22 04:40:00,9.49,12.1
A,2,2016-07-22 05:00:00,8.62,6.6
A,2,2016-07-22 05:20:00,7.34,5.03
A,2,2016-07-22 05:40:00,6.76,5.2
A,2,2016-07-22 06:00:00,6.16,4.44
A,2,2016-07-22 06:20:00,7.4,6.66
A,2,2016-07-22 06:40:00,6.39,4.53
A,2,2016-07-22 07:00:00,4.87,3.74
A,2,2016-07-22 07:20:00,5.77,4.72
A,2,2016-07-22 07:40:00,9.76,9.33
A,2,2016-07-22 08:00:00,6.17,4.34
A,2,2016-07-22 08:20:00,7.43,7.04
A,2,2016-07-22 08:40:00,7.6,6.12
A,2,2016-07-22 09:00:00,6.61,5.16
A,2,2016-07-22 09:20:00,6.92,5.95
A,2,2016-07-22 09:40:00,6.82,6.03
A,2,2016-07-22 10:00:00,5.49,4.56
A,2,2016-07-22 10:20:00,4.41,3.01
A,2,2016-07-22 10:40:00,6.39,6.57
A,2,2016-07-22 11:00:00,8.18,7.76
A,2,2016-07-22 11:20:00,8.61,7.73
A,2,2016-07-22 11:40:00,10.59,10.15
A,2,2016-07-22 12:00:00,5.23,4.47
A,2,2016-07-22 12:20:00,7.87,6.18
A,2,2016-07-22 12:40:00,6.94,6.54
A,2,2016-07-22 13:00:00,7.57,6.22
A,2,2016-07-22 13:20:00,6.9,5.48
A,2,2016-07-22 13:40:00,5.85,5.09
A,2,2016-07-22 14:00:00,7.23,7.05
A,2,2016-07-22 14:20:00,4.74,3.24
A,2,2016-07-22 14:40:00,6.32,5.24
A,2,2016-07-22 15:00:00,7.46,5.77
A,2,2016-07-22 15:20:00,4.54,3.03
A,2,2016-07-22 15:40:00,7.63,6.24
A,2,2016-07-22 16:00:00,8.83,7.81
A,2,2016-07-22 16:20:00,5.51,3.81
A,2,2016-07-22 16:40:00,6.38,5.4
A,2,2016-07-22 17:00:00,5.7,4.36
A,2,2016-07-22 17:20:00,4.85,3.44
A,2,2016-07-22 17:40:00,4.17,3.39
A,2,2016-07-22 18:00:00,6.86,5.14
A,2,2016-07-22 18:20:00,5.92,5.02
A,2,2016-07-22 18:40:00,8.45,6.77
A,2,2016-07-22 19:00:00,6.79,5.57
A,2,2016-07-22 19:20:00,5.3,4.82
A,2,2016-07-22 19:40:00,5.97,4.51
A,2,2016-07-22 20:00:00,4.71,3.46
A,2,2016-07-22 20:20:00,4.65,3.8
A,2,2016-07-22 20:40:00,7.69,6.82
A,2,2016-07-22 21:00:00,5.62,4.17
A,2,2016-07-22 21:20:00,4.89,3.82
A,2,2016-07-22 21:40:00,10.64,9.02
A,2,2016-07-22 22:00:00,8.52,7.24
A,2,2016-07-22 22:20:00,7.36,6.89
A,2,2016-07-22 22:40:00,12.35,10.76
A,2,2016-07-22 23:00:00,6.45,5.34
A,2,2016-07-22 23:20:00,3.27,1.52
A,2,2016-07-23 06:00:00,1.28,1.03
A,2,2016-07-23 06:20:00,5.57,4.6
A,2,2016-07-23 06:40:00,5.21,4.02
A,2,2016-07-23 07:00:00,4.9,3.65
A,2,2016-07-23 07:20:00,5.19,3.98
A,2,2016-07-23 07:40:00,6.81,5.83
A,2,2016-07-23 08:00:00,7.15,6.05
A,2,2016-07-23 08:20:00,5.39,4.97
A,2,2016-07-23 08:40:00,4.91,3.37
A,2,2016-07-23 09:00:00,6.22,6.01
A,2,2016-07-23 09:20:00,2.52,1.52
A,2,2016-07-23 09:40:00,3.6,2.49
A,2,2016-07-23 10:00:00,5.06,3.97
A,2,2016-07-23 10:20:00,5.77,5.13
A,2,2016-07-23 11:00:00,15.38,15.18
A,2,2016-07-23 11:20:00,4.6,3.61
A,2,2016-07-23 11:40:00,6.59,5.42
A,2,2016-07-23 12:00:00,6.24,5.19
A,2,2016-07-23 12:20:00,7.85,7.04
A,2,2016-07-23 12:40:00,6.19,5.13
A,2,2016-07-23 13:00:00,8.74,7.71
A,2,2016-07-23 13:20:00,7.24,5.86
A,2,2016-07-23 13:40:00,5.99,4.76
A,2,2016-07-23 14:00:00,7.76,6.14
A,2,2016-07-23 14:20:00,5.9,4.35
A,2,2016-07-23 14:40:00,4.77,4.08
A,2,2016-07-23 15:00:00,3.14,2.11
A,2,2016-07-23 15:20:00,7.43,6.69
A,2,2016-07-23 15:40:00,7.61,5.66
A,2,2016-07-23 16:00:00,7.8,7.03
A,2,2016-07-23 16:20:00,4.56,2.92
A,2,2016-07-23 16:40:00,3.9,3.17
A,2,2016-07-23 17:00:00,8.51,8.07
A,2,2016-07-23 17:20:00,4.6,2.68
A,2,2016-07-23 17:40:00,6.88,5.53
A,2,2016-07-23 18:00:00,8.45,6.71
A,2,2016-07-23 18:20:00,5.21,4.04
A,2,2016-07-23 18:40:00,7.49,6.17
A,2,2016-07-23 19:00:00,7.88,6.66
A,2,2016-07-23 19:20:00,7.72,7.35
A,2,2016-07-23 19:40:00,6.07,4.49
A,2,2016-07-23 20:00:00,7.81,7.05
A,2,2016-07-23 20:20:00,7.8,6.07
A,2,2016-07-23 20:40:00,7.12,6.3
A,2,2016-07-23 21:00:00,6.62,5.97
A,2,2016-07-23 21:20:00,6.22,5.39
A,2,2016-07-23 21:40:00,7.26,6.3
A,2,2016-07-23 22:00:00,5.93,5.05
A,2,2016-07-23 22:20:00,8.52,7.55
A,2,2016-07-23 22:40:00,6.8,5.11
A,2,2016-07-23 23:00:00,6.25,5.61
A,2,2016-07-23 23:20:00,7.4,8.75
A,2,2016-07-23 23:40:00,9.07,7.8
A,2,2016-07-24 00:00:00,7.64,7.31
A,2,2016-07-24 00:20:00,4.29,2.73
A,2,2016-07-24 00:40:00,8.35,6.64
A,2,2016-07-24 01:20:00,8.97,6.94
A,2,2016-07-24 01:40:00,7.11,4.68
A,2,2016-07-24 02:00:00,10.14,7.21
A,2,2016-07-24 02:20:00,19.19,18.83
A,2,2016-07-24 02:40:00,4.93,2.78
A,2,2016-07-24 03:00:00,7.96,6.4
A,2,2016-07-24 03:40:00,15.11,14.03
A,2,2016-07-24 04:20:00,10.39,10.16
A,2,2016-07-24 04:40:00,5.84,4.19
A,2,2016-07-24 05:00:00,8.23,6.28
A,2,2016-07-24 05:20:00,8.95,6.36
A,2,2016-07-24 05:40:00,9.22,8.16
A,2,2016-07-24 06:00:00,12.75,12.26
A,2,2016-07-24 06:20:00,6.49,4.27
A,2,2016-07-24 06:40:00,7.66,6.69
A,2,2016-07-24 07:00:00,4.03,2.64
A,2,2016-07-24 07:20:00,6.28,4.69
A,2,2016-07-24 07:40:00,7.07,5.79
A,2,2016-07-24 08:00:00,6.12,4.49
A,2,2016-07-24 08:20:00,8.82,8.05
A,2,2016-07-24 08:40:00,6.74,5.48
A,2,2016-07-24 09:00:00,8.99,8.13
A,2,2016-07-24 09:20:00,6.32,5.03
A,2,2016-07-24 09:40:00,5.98,5.38
A,2,2016-07-24 10:00:00,9.42,9.19
A,2,2016-07-24 10:20:00,8.0,7.32
A,2,2016-07-24 10:40:00,6.97,6.03
A,2,2016-07-24 11:00:00,5.97,4.87
A,2,2016-07-24 11:20:00,5.59,4.24
A,2,2016-07-24 11:40:00,10.05,8.84
A,2,2016-07-24 12:00:00,17.8,17.53
A,2,2016-07-24 12:20:00,7.32,5.91
A,2,2016-07-24 12:40:00,7.09,5.64
A,2,2016-07-24 13:00:00,7.76,7.29
A,2,2016-07-24 13:20:00,6.98,5.92
A,2,2016-07-24 13:40:00,8.73,8.17
A,2,2016-07-24 14:00:00,5.9,4.04
A,2,2016-07-24 14:20:00,6.63,4.91
A,2,2016-07-24 14:40:00,7.42,7.47
A,2,2016-07-24 15:00:00,6.67,4.89
A,2,2016-07-24 15:20:00,8.44,7.56
A,2,2016-07-24 15:40:00,5.59,4.66
A,2,2016-07-24 16:00:00,6.1,5.08
A,2,2016-07-24 16:20:00,6.89,5.64
A,2,2016-07-24 16:40:00,7.06,6.24
A,2,2016-07-24 17:00:00,6.08,4.87
A,2,2016-07-24 17:20:00,6.77,5.97
A,2,2016-07-24 17:40:00,7.76,6.8
A,2,2016-07-24 18:00:00,9.35,8.74
A,2,2016-07-24 18:20:00,7.57,5.91
A,2,2016-07-24 18:40:00,4.85,4.9
A,2,2016-07-24 19:00:00,7.84,6.28
A,2,2016-07-24 19:20:00,9.34,9.28
A,2,2016-07-24 19:40:00,5.21,4.14
A,2,2016-07-24 20:00:00,5.74,4.33
A,2,2016-07-24 20:20:00,7.23,5.6
A,2,2016-07-24 20:40:00,6.37,6.21
A,2,2016-07-24 21:00:00,8.65,7.68
A,2,2016-07-24 21:20:00,5.82,4.22
A,2,2016-07-24 21:40:00,6.92,5.79
A,2,2016-07-24 22:00:00,10.17,9.08
A,2,2016-07-24 22:20:00,7.01,5.05
A,2,2016-07-24 22:40:00,7.52,6.28
A,2,2016-07-24 23:00:00,13.85,13.18
A,2,2016-07-25 00:00:00,9.28,7.01
A,2,2016-07-25 00:20:00,7.31,7.01
A,2,2016-07-25 01:00:00,15.49,13.89
A,2,2016-07-25 01:20:00,9.9,7.64
A,2,2016-07-25 01:40:00,5.75,4.89
A,2,2016-07-25 02:00:00,7.52,7.99
A,2,2016-07-25 02:20:00,4.32,11.37
A,2,2016-07-25 02:40:00,8.5,5.31
A,2,2016-07-25 03:20:00,10.87,10.2
A,2,2016-07-25 04:20:00,6.55,5.51
A,2,2016-07-25 04:40:00,6.37,4.67
A,2,2016-07-25 05:00:00,9.78,9.53
A,2,2016-07-25 05:20:00,7.76,5.64
A,2,2016-07-25 05:40:00,9.08,7.12
A,2,2016-07-25 06:00:00,7.76,6.25
A,2,2016-07-25 06:20:00,9.56,8.57
A,2,2016-07-25 06:40:00,7.32,6.18
A,2,2016-07-25 07:00:00,6.1,4.78
A,2,2016-07-25 07:20:00,6.99,6.29
A,2,2016-07-25 07:40:00,5.76,4.81
A,2,2016-07-25 08:00:00,2.14,1.23
A,2,2016-07-25 08:20:00,2.95,3.11
A,2,2016-07-25 08:40:00,5.13,4.34
A,2,2016-07-25 09:00:00,5.99,4.88
A,2,2016-07-25 09:20:00,6.98,6.19
A,2,2016-07-25 09:40:00,7.34,5.83
A,2,2016-07-25 10:00:00,7.12,5.62
A,2,2016-07-25 10:20:00,8.52,11.18
A,2,2016-07-25 10:40:00,7.08,6.33
A,2,2016-07-25 11:00:00,7.51,6.43
A,2,2016-07-25 11:20:00,7.67,6.91
A,2,2016-07-25 11:40:00,6.55,5.69
A,2,2016-07-25 12:00:00,10.69,11.16
A,2,2016-07-25 12:20:00,7.91,6.42
A,2,2016-07-25 12:40:00,7.25,5.66
A,2,2016-07-25 13:00:00,5.61,3.99
A,2,2016-07-25 13:20:00,9.5,8.25
A,2,2016-07-25 13:40:00,7.29,5.41
A,2,2016-07-25 14:00:00,7.24,6.55
A,2,2016-07-25 14:20:00,6.09,4.73
A,2,2016-07-25 14:40:00,6.36,5.16
A,2,2016-07-25 15:00:00,5.74,4.71
A,2,2016-07-25 15:20:00,7.48,6.49
A,2,2016-07-25 15:40:00,6.83,6.18
A,2,2016-07-25 16:00:00,6.62,5.57
A,2,2016-07-25 16:20:00,7.83,7.23
A,2,2016-07-25 16:40:00,6.02,5.2
A,2,2016-07-25 17:00:00,6.65,5.98
A,2,2016-07-25 17:20:00,4.77,3.21
A,2,2016-07-25 17:40:00,9.91,8.94
A,2,2016-07-25 18:00:00,6.92,5.7
A,2,2016-07-25 18:20:00,6.53,7.15
A,2,2016-07-25 18:40:00,8.75,8.08
A,2,2016-07-25 19:00:00,6.23,6.23
A,2,2016-07-25 19:20:00,7.1,6.33
A,2,2016-07-25 19:40:00,6.03,5.65
A,2,2016-07-25 20:00:00,6.09,5.81
A,2,2016-07-25 20:20:00,6.73,5.3
A,2,2016-07-25 20:40:00,6.89,5.77
A,2,2016-07-25 21:00:00,5.18,4.33
A,2,2016-07-25 21:20:00,7.13,5.19
A,2,2016-07-25 21:40:00,11.14,10.59
A,2,2016-07-25 22:00:00,7.46,6.5
A,2,2016-07-25 22:20:00,8.5,6.37
A,2,2016-07-25 22:40:00,4.19,2.68
A,2,2016-07-25 23:00:00,6.03,5.09
A,2,2016-07-25 23:20:00,9.94,8.61
A,2,2016-07-26 00:00:00,6.67,4.7
A,2,2016-07-26 00:20:00,10.41,9.78
A,2,2016-07-26 01:20:00,6.12,4.18
A,2,2016-07-26 01:40:00,7.3,5.65
A,2,2016-07-26 02:00:00,5.86,3.44
A,2,2016-07-26 02:20:00,7.9,6.66
A,2,2016-07-26 02:40:00,7.01,4.57
A,2,2016-07-26 03:00:00,7.33,6.36
A,2,2016-07-26 04:00:00,8.56,5.47
A,2,2016-07-26 04:20:00,17.99,21.42
A,2,2016-07-26 04:40:00,8.91,7.68
A,2,2016-07-26 05:00:00,7.93,6.87
A,2,2016-07-26 05:20:00,21.69,21.75
A,2,2016-07-26 05:40:00,4.8,3.72
A,2,2016-07-26 06:00:00,14.64,13.98
A,2,2016-07-26 06:20:00,5.98,5.09
A,2,2016-07-26 06:40:00,9.91,8.94
A,2,2016-07-26 07:00:00,6.91,5.4
A,2,2016-07-26 07:20:00,4.46,3.06
A,2,2016-07-26 07:40:00,4.91,4.52
A,2,2016-07-26 08:00:00,4.94,4.31
A,2,2016-07-26 08:20:00,6.4,5.78
A,2,2016-07-26 08:40:00,5.18,4.06
A,2,2016-07-26 09:00:00,4.84,4.33
A,2,2016-07-26 09:20:00,9.01,8.41
A,2,2016-07-26 09:40:00,6.33,6.19
A,2,2016-07-26 10:00:00,8.85,8.07
A,2,2016-07-26 10:20:00,8.33,7.58
A,2,2016-07-26 10:40:00,7.02,6.92
A,2,2016-07-26 11:00:00,8.5,7.58
A,2,2016-07-26 11:20:00,11.49,10.63
A,2,2016-07-26 11:40:00,9.33,8.18
A,2,2016-07-26 12:00:00,7.99,7.47
A,2,2016-07-26 12:20:00,7.66,6.37
A,2,2016-07-26 12:40:00,9.43,8.53
A,2,2016-07-26 13:00:00,6.35,4.31
A,2,2016-07-26 13:20:00,6.93,5.68
A,2,2016-07-26 13:40:00,9.62,8.68
A,2,2016-07-26 14:00:00,5.28,4.78
A,2,2016-07-26 14:20:00,8.53,8.46
A,2,2016-07-26 14:40:00,5.6,4.65
A,2,2016-07-26 15:00:00,8.12,6.76
A,2,2016-07-26 15:20:00,7.89,6.77
A,2,2016-07-26 15:40:00,7.0,5.81
A,2,2016-07-26 16:00:00,5.69,4.54
A,2,2016-07-26 16:20:00,6.37,5.67
A,2,2016-07-26 16:40:00,5.6,3.83
A,2,2016-07-26 17:00:00,6.87,6.22
A,2,2016-07-26 17:20:00,6.18,5.42
A,2,2016-07-26 17:40:00,4.46,3.66
A,2,2016-07-26 18:00:00,3.72,2.32
A,2,2016-07-26 18:20:00,5.99,4.75
A,2,2016-07-26 18:40:00,4.39,2.63
A,2,2016-07-26 19:00:00,6.45,5.32
A,2,2016-07-26 19:20:00,5.28,3.51
A,2,2016-07-26 19:40:00,5.56,4.72
A,2,2016-07-26 20:00:00,5.19,3.97
A,2,2016-07-26 20:20:00,4.02,3.61
A,2,2016-07-26 20:40:00,7.53,8.18
A,2,2016-07-26 21:00:00,7.15,6.03
A,2,2016-07-26 21:20:00,7.17,6.29
A,2,2016-07-26 21:40:00,6.98,5.08
A,2,2016-07-26 22:00:00,8.12,7.04
A,2,2016-07-26 22:20:00,9.81,9.52
A,2,2016-07-26 22:40:00,7.05,5.4
A,2,2016-07-26 23:00:00,9.84,8.01
A,2,2016-07-26 23:20:00,4.87,4.34
A,2,2016-07-26 23:40:00,8.82,9.24
A,2,2016-07-27 00:00:00,8.15,7.23
A,2,2016-07-27 00:20:00,10.0,8.29
A,2,2016-07-27 00:40:00,15.97,13.29
A,2,2016-07-27 01:00:00,1.96,1.44
A,2,2016-07-27 01:20:00,7.82,7.37
A,2,2016-07-27 01:40:00,12.66,9.36
A,2,2016-07-27 02:00:00,7.08,5.43
A,2,2016-07-27 02:40:00,9.91,9.23
A,2,2016-07-27 03:00:00,8.18,6.19
A,2,2016-07-27 03:20:00,6.89,4.7
A,2,2016-07-27 03:40:00,5.95,4.31
A,2,2016-07-27 04:00:00,7.94,6.24
A,2,2016-07-27 04:20:00,7.94,6.82
A,2,2016-07-27 04:40:00,7.02,4.53
A,2,2016-07-27 05:00:00,8.23,5.3
A,2,2016-07-27 05:20:00,10.51,9.88
A,2,2016-07-27 05:40:00,10.75,8.45
A,2,2016-07-27 06:00:00,16.65,16.87
A,2,2016-07-27 06:20:00,5.36,4.17
A,2,2016-07-27 06:40:00,6.03,4.02
A,2,2016-07-27 07:00:00,4.84,3.33
A,2,2016-07-27 07:20:00,7.82,6.54
A,2,2016-07-27 07:40:00,6.34,4.92
A,2,2016-07-27 08:00:00,5.19,4.15
A,2,2016-07-27 08:20:00,3.59,2.46
A,2,2016-07-27 08:40:00,2.35,2.59
A,2,2016-07-27 09:00:00,7.55,6.92
