volume,hour,minute,weekday,timemap,pressure,wind_direction,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,SSD,is_workday
76,12,20,5,38,1013.9,41.0,41.0,4.6,20.2,66.0,0.0,78.0,58.5666367483871,2
89,12,40,5,39,1013.9,41.0,41.0,4.6,20.2,66.0,0.0,76.0,58.5666367483871,2
96,13,0,5,40,1013.9,41.0,41.0,4.6,20.2,66.0,0.0,89.0,58.5666367483871,2
80,13,20,5,41,1013.9,41.0,41.0,4.6,20.2,66.0,0.0,96.0,58.5666367483871,2
90,13,40,5,42,1013.9,41.0,41.0,4.6,20.2,66.0,0.0,80.0,58.5666367483871,2
77,14,0,5,43,1013.9,41.0,41.0,4.6,20.2,66.0,0.0,90.0,58.5666367483871,2
104,14,20,5,44,1013.9,41.0,41.0,4.6,20.2,66.0,0.0,77.0,58.5666367483871,2
93,14,40,5,45,1013.9,41.0,41.0,4.6,20.2,66.0,0.0,104.0,58.5666367483871,2
91,15,0,5,46,1014.9,15.0,15.0,5.5,18.6,60.0,0.0,93.0,52.08722424242424,2
94,15,20,5,47,1014.9,15.0,15.0,5.5,18.6,60.0,0.0,91.0,52.08722424242424,2
99,15,40,5,48,1014.9,15.0,15.0,5.5,18.6,60.0,0.0,94.0,52.08722424242424,2
95,16,0,5,49,1014.9,15.0,15.0,5.5,18.6,60.0,0.0,99.0,52.08722424242424,2
81,16,20,5,50,1014.9,15.0,15.0,5.5,18.6,60.0,0.0,95.0,52.08722424242424,2
82,16,40,5,51,1014.9,15.0,15.0,5.5,18.6,60.0,0.0,81.0,52.08722424242424,2
92,17,0,5,52,1014.9,15.0,15.0,5.5,18.6,60.0,0.0,82.0,52.08722424242424,2
109,17,20,5,53,1014.9,15.0,15.0,5.5,18.6,60.0,0.0,92.0,52.08722424242424,2
104,17,40,5,54,1014.9,15.0,15.0,5.5,18.6,60.0,0.0,109.0,52.08722424242424,2
84,18,0,5,55,1014.9,340.0,340.0,2.4,16.4,73.0,0.0,104.0,59.217620654545456,2
70,18,20,5,56,1014.9,340.0,340.0,2.4,16.4,73.0,0.0,84.0,59.217620654545456,2
61,18,40,5,57,1014.9,340.0,340.0,2.4,16.4,73.0,0.0,70.0,59.217620654545456,2
52,19,0,5,58,1014.9,340.0,340.0,2.4,16.4,73.0,0.0,61.0,59.217620654545456,2
49,19,20,5,59,1014.9,340.0,340.0,2.4,16.4,73.0,0.0,52.0,59.217620654545456,2
40,19,40,5,60,1014.9,340.0,340.0,2.4,16.4,73.0,0.0,49.0,59.217620654545456,2
28,20,0,5,61,1014.9,340.0,340.0,2.4,16.4,73.0,0.0,40.0,59.217620654545456,2
31,20,20,5,62,1014.9,340.0,340.0,2.4,16.4,73.0,0.0,28.0,59.217620654545456,2
36,20,40,5,63,1014.9,340.0,340.0,2.4,16.4,73.0,0.0,31.0,59.217620654545456,2
27,21,0,5,64,1015.2,354.0,354.0,3.3,16.5,64.0,0.0,36.0,55.65855635087719,2
27,21,20,5,65,1015.2,354.0,354.0,3.3,16.5,64.0,0.0,27.0,55.65855635087719,2
25,21,40,5,66,1015.2,354.0,354.0,3.3,16.5,64.0,0.0,27.0,55.65855635087719,2
19,22,0,5,67,1015.2,354.0,354.0,3.3,16.5,64.0,0.0,25.0,55.65855635087719,2
19,22,20,5,68,1015.2,354.0,354.0,3.3,16.5,64.0,0.0,19.0,55.65855635087719,2
7,22,40,5,69,1015.2,354.0,354.0,3.3,16.5,64.0,0.0,19.0,55.65855635087719,2
6,23,0,5,70,1015.2,354.0,354.0,3.3,16.5,64.0,0.0,7.0,55.65855635087719,2
4,23,20,5,71,1015.2,354.0,354.0,3.3,16.5,64.0,0.0,6.0,55.65855635087719,2
1,23,40,5,72,1015.2,354.0,354.0,3.3,16.5,64.0,0.0,4.0,55.65855635087719,2
130,0,0,6,1,1016.4,1.0,1.0,4.0,17.5,66.0,0.0,1.0,55.46766727272728,2
56,0,20,6,2,1016.4,1.0,1.0,4.0,17.5,66.0,0.0,130.0,55.46766727272728,2
21,0,40,6,3,1016.4,1.0,1.0,4.0,17.5,66.0,0.0,56.0,55.46766727272728,2
5,1,0,6,4,1016.4,1.0,1.0,4.0,17.5,66.0,0.0,21.0,55.46766727272728,2
3,1,20,6,5,1016.4,1.0,1.0,4.0,17.5,66.0,0.0,5.0,55.46766727272728,2
7,1,40,6,6,1016.4,1.0,1.0,4.0,17.5,66.0,0.0,3.0,55.46766727272728,2
6,2,0,6,7,1016.4,1.0,1.0,4.0,17.5,66.0,0.0,7.0,55.46766727272728,2
6,2,20,6,8,1016.4,1.0,1.0,4.0,17.5,66.0,0.0,6.0,55.46766727272728,2
5,2,40,6,9,1016.4,1.0,1.0,4.0,17.5,66.0,0.0,6.0,55.46766727272728,2
8,3,0,6,10,1016.1,66.0,66.0,2.5,21.4,56.0,0.0,5.0,66.37936585762712,2
13,3,20,6,11,1016.1,66.0,66.0,2.5,21.4,56.0,0.0,8.0,66.37936585762712,2
12,3,40,6,12,1016.1,66.0,66.0,2.5,21.4,56.0,0.0,13.0,66.37936585762712,2
15,4,0,6,13,1016.1,66.0,66.0,2.5,21.4,56.0,0.0,12.0,66.37936585762712,2
25,4,20,6,14,1016.1,66.0,66.0,2.5,21.4,56.0,0.0,15.0,66.37936585762712,2
21,4,40,6,15,1016.1,66.0,66.0,2.5,21.4,56.0,0.0,25.0,66.37936585762712,2
31,5,0,6,16,1016.1,66.0,66.0,2.5,21.4,56.0,0.0,21.0,66.37936585762712,2
24,5,20,6,17,1016.1,66.0,66.0,2.5,21.4,56.0,0.0,31.0,66.37936585762712,2
33,5,40,6,18,1016.1,66.0,66.0,2.5,21.4,56.0,0.0,24.0,66.37936585762712,2
33,6,0,6,19,1014.0,54.0,54.0,3.5,21.7,49.0,0.0,33.0,62.92066671416309,2
41,6,20,6,20,1014.0,54.0,54.0,3.5,21.7,49.0,0.0,33.0,62.92066671416309,2
53,6,40,6,21,1014.0,54.0,54.0,3.5,21.7,49.0,0.0,41.0,62.92066671416309,2
66,7,0,6,22,1014.0,54.0,54.0,3.5,21.7,49.0,0.0,53.0,62.92066671416309,2
81,7,20,6,23,1014.0,54.0,54.0,3.5,21.7,49.0,0.0,66.0,62.92066671416309,2
93,7,40,6,24,1014.0,54.0,54.0,3.5,21.7,49.0,0.0,81.0,62.92066671416309,2
117,8,0,6,25,1014.0,54.0,54.0,3.5,21.7,49.0,0.0,93.0,62.92066671416309,2
121,8,20,6,26,1014.0,54.0,54.0,3.5,21.7,49.0,0.0,117.0,62.92066671416309,2
103,8,40,6,27,1014.0,54.0,54.0,3.5,21.7,49.0,0.0,121.0,62.92066671416309,2
127,9,0,6,28,1014.3,28.0,28.0,5.6,20.4,55.0,0.0,103.0,54.52298328455285,2
93,9,20,6,29,1014.3,28.0,28.0,5.6,20.4,55.0,0.0,127.0,54.52298328455285,2
75,9,40,6,30,1014.3,28.0,28.0,5.6,20.4,55.0,0.0,93.0,54.52298328455285,2
73,10,0,6,31,1014.3,28.0,28.0,5.6,20.4,55.0,0.0,75.0,54.52298328455285,2
98,10,20,6,32,1014.3,28.0,28.0,5.6,20.4,55.0,0.0,73.0,54.52298328455285,2
87,10,40,6,33,1014.3,28.0,28.0,5.6,20.4,55.0,0.0,98.0,54.52298328455285,2
72,11,0,6,34,1014.3,28.0,28.0,5.6,20.4,55.0,0.0,87.0,54.52298328455285,2
64,11,20,6,35,1014.3,28.0,28.0,5.6,20.4,55.0,0.0,72.0,54.52298328455285,2
88,11,40,6,36,1014.3,28.0,28.0,5.6,20.4,55.0,0.0,64.0,54.52298328455285,2
89,12,0,6,37,1016.1,52.0,52.0,6.0,18.8,58.0,0.0,88.0,50.64514960610686,2
86,12,20,6,38,1016.1,52.0,52.0,6.0,18.8,58.0,0.0,89.0,50.64514960610686,2
94,12,40,6,39,1016.1,52.0,52.0,6.0,18.8,58.0,0.0,86.0,50.64514960610686,2
104,13,0,6,40,1016.1,52.0,52.0,6.0,18.8,58.0,0.0,94.0,50.64514960610686,2
104,13,20,6,41,1016.1,52.0,52.0,6.0,18.8,58.0,0.0,104.0,50.64514960610686,2
122,13,40,6,42,1016.1,52.0,52.0,6.0,18.8,58.0,0.0,104.0,50.64514960610686,2
96,14,0,6,43,1016.1,52.0,52.0,6.0,18.8,58.0,0.0,122.0,50.64514960610686,2
105,14,20,6,44,1016.1,52.0,52.0,6.0,18.8,58.0,0.0,96.0,50.64514960610686,2
92,14,40,6,45,1016.1,52.0,52.0,6.0,18.8,58.0,0.0,105.0,50.64514960610686,2
84,15,0,6,46,1016.3,57.0,57.0,4.4,17.1,60.0,0.0,92.0,52.853749820788536,2
90,15,20,6,47,1016.3,57.0,57.0,4.4,17.1,60.0,0.0,84.0,52.853749820788536,2
107,15,40,6,48,1016.3,57.0,57.0,4.4,17.1,60.0,0.0,90.0,52.853749820788536,2
80,16,0,6,49,1016.3,57.0,57.0,4.4,17.1,60.0,0.0,107.0,52.853749820788536,2
100,16,20,6,50,1016.3,57.0,57.0,4.4,17.1,60.0,0.0,80.0,52.853749820788536,2
113,16,40,6,51,1016.3,57.0,57.0,4.4,17.1,60.0,0.0,100.0,52.853749820788536,2
127,17,0,6,52,1016.3,57.0,57.0,4.4,17.1,60.0,0.0,113.0,52.853749820788536,2
110,17,20,6,53,1016.3,57.0,57.0,4.4,17.1,60.0,0.0,127.0,52.853749820788536,2
105,17,40,6,54,1016.3,57.0,57.0,4.4,17.1,60.0,0.0,110.0,52.853749820788536,2
56,18,0,6,55,1015.4,4.0,4.0,1.3,15.4,67.0,0.0,105.0,60.30286998918918,2
80,18,20,6,56,1015.4,4.0,4.0,1.3,15.4,67.0,0.0,56.0,60.30286998918918,2
56,18,40,6,57,1015.4,4.0,4.0,1.3,15.4,67.0,0.0,80.0,60.30286998918918,2
39,19,0,6,58,1015.4,4.0,4.0,1.3,15.4,67.0,0.0,56.0,60.30286998918918,2
46,19,20,6,59,1015.4,4.0,4.0,1.3,15.4,67.0,0.0,39.0,60.30286998918918,2
51,19,40,6,60,1015.4,4.0,4.0,1.3,15.4,67.0,0.0,46.0,60.30286998918918,2
35,20,0,6,61,1015.4,4.0,4.0,1.3,15.4,67.0,0.0,51.0,60.30286998918918,2
35,20,20,6,62,1015.4,4.0,4.0,1.3,15.4,67.0,0.0,35.0,60.30286998918918,2
44,20,40,6,63,1015.4,4.0,4.0,1.3,15.4,67.0,0.0,35.0,60.30286998918918,2
22,21,0,6,64,1014.5,333.0,333.0,2.5,14.1,80.0,0.0,44.0,55.18706397411003,2
28,21,20,6,65,1014.5,333.0,333.0,2.5,14.1,80.0,0.0,22.0,55.18706397411003,2
32,21,40,6,66,1014.5,333.0,333.0,2.5,14.1,80.0,0.0,28.0,55.18706397411003,2
23,22,0,6,67,1014.5,333.0,333.0,2.5,14.1,80.0,0.0,32.0,55.18706397411003,2
27,22,20,6,68,1014.5,333.0,333.0,2.5,14.1,80.0,0.0,23.0,55.18706397411003,2
17,22,40,6,69,1014.5,333.0,333.0,2.5,14.1,80.0,0.0,27.0,55.18706397411003,2
8,23,0,6,70,1014.5,333.0,333.0,2.5,14.1,80.0,0.0,17.0,55.18706397411003,2
11,23,20,6,71,1014.5,333.0,333.0,2.5,14.1,80.0,0.0,8.0,55.18706397411003,2
13,23,40,6,72,1014.5,333.0,333.0,2.5,14.1,80.0,0.0,11.0,55.18706397411003,2
89,0,0,0,1,1015.95,176.0,176.0,3.1,18.1,70.0,0.0,13.0,59.87078737546469,1
64,0,20,0,2,1015.95,176.0,176.0,3.1,18.1,70.0,0.0,89.0,59.87078737546469,1
38,0,40,0,3,1015.95,176.0,176.0,3.1,18.1,70.0,0.0,64.0,59.87078737546469,1
3,1,0,0,4,1015.95,176.0,176.0,3.1,18.1,70.0,0.0,38.0,59.87078737546469,1
5,1,20,0,5,1015.95,176.0,176.0,3.1,18.1,70.0,0.0,3.0,59.87078737546469,1
5,1,40,0,6,1015.95,176.0,176.0,3.1,18.1,70.0,0.0,5.0,59.87078737546469,1
6,2,0,0,7,1015.95,176.0,176.0,3.1,18.1,70.0,0.0,5.0,59.87078737546469,1
7,2,20,0,8,1015.95,176.0,176.0,3.1,18.1,70.0,0.0,6.0,59.87078737546469,1
4,2,40,0,9,1015.95,176.0,176.0,3.1,18.1,70.0,0.0,7.0,59.87078737546469,1
9,3,0,0,10,1015.4,55.5,55.5,3.0,21.3,61.0,0.0,4.0,65.16573000675106,1
11,3,20,0,11,1015.4,55.5,55.5,3.0,21.3,61.0,0.0,9.0,65.16573000675106,1
18,3,40,0,12,1015.4,55.5,55.5,3.0,21.3,61.0,0.0,11.0,65.16573000675106,1
15,4,0,0,13,1015.4,55.5,55.5,3.0,21.3,61.0,0.0,18.0,65.16573000675106,1
22,4,20,0,14,1015.4,55.5,55.5,3.0,21.3,61.0,0.0,15.0,65.16573000675106,1
26,4,40,0,15,1015.4,55.5,55.5,3.0,21.3,61.0,0.0,22.0,65.16573000675106,1
29,5,0,0,16,1015.4,55.5,55.5,3.0,21.3,61.0,0.0,26.0,65.16573000675106,1
37,5,20,0,17,1015.4,55.5,55.5,3.0,21.3,61.0,0.0,29.0,65.16573000675106,1
39,5,40,0,18,1015.4,55.5,55.5,3.0,21.3,61.0,0.0,37.0,65.16573000675106,1
33,6,0,0,19,1013.4,59.0,59.0,3.25,22.75,49.5,0.0,39.0,65.67344016292135,1
61,6,20,0,20,1013.4,59.0,59.0,3.25,22.75,49.5,0.0,33.0,65.67344016292135,1
59,6,40,0,21,1013.4,59.0,59.0,3.25,22.75,49.5,0.0,61.0,65.67344016292135,1
69,7,0,0,22,1013.4,59.0,59.0,3.25,22.75,49.5,0.0,59.0,65.67344016292135,1
102,7,20,0,23,1013.4,59.0,59.0,3.25,22.75,49.5,0.0,69.0,65.67344016292135,1
146,7,40,0,24,1013.4,59.0,59.0,3.25,22.75,49.5,0.0,102.0,65.67344016292135,1
111,8,0,0,25,1013.4,59.0,59.0,3.25,22.75,49.5,0.0,146.0,65.67344016292135,1
114,8,20,0,26,1013.4,59.0,59.0,3.25,22.75,49.5,0.0,111.0,65.67344016292135,1
103,8,40,0,27,1013.4,59.0,59.0,3.25,22.75,49.5,0.0,114.0,65.67344016292135,1
131,9,0,0,28,1013.75,57.5,57.5,4.0,21.7,55.5,0.0,103.0,62.0698645141631,1
123,9,20,0,29,1013.75,57.5,57.5,4.0,21.7,55.5,0.0,131.0,62.0698645141631,1
107,9,40,0,30,1013.75,57.5,57.5,4.0,21.7,55.5,0.0,123.0,62.0698645141631,1
102,10,0,0,31,1013.75,57.5,57.5,4.0,21.7,55.5,0.0,107.0,62.0698645141631,1
87,10,20,0,32,1013.75,57.5,57.5,4.0,21.7,55.5,0.0,102.0,62.0698645141631,1
89,10,40,0,33,1013.75,57.5,57.5,4.0,21.7,55.5,0.0,87.0,62.0698645141631,1
78,11,0,0,34,1013.75,57.5,57.5,4.0,21.7,55.5,0.0,89.0,62.0698645141631,1
79,11,20,0,35,1013.75,57.5,57.5,4.0,21.7,55.5,0.0,78.0,62.0698645141631,1
69,11,40,0,36,1013.75,57.5,57.5,4.0,21.7,55.5,0.0,79.0,62.0698645141631,1
99,12,0,0,37,1015.6,78.5,78.5,4.75,20.200000000000006,64.0,0.0,69.0,57.86702234838711,1
84,12,20,0,38,1015.6,78.5,78.5,4.75,20.200000000000006,64.0,0.0,99.0,57.86702234838711,1
66,12,40,0,39,1015.6,78.5,78.5,4.75,20.200000000000006,64.0,0.0,84.0,57.86702234838711,1
90,13,0,0,40,1015.6,78.5,78.5,4.75,20.200000000000006,64.0,0.0,66.0,57.86702234838711,1
85,13,20,0,41,1015.6,78.5,78.5,4.75,20.200000000000006,64.0,0.0,90.0,57.86702234838711,1
107,13,40,0,42,1015.6,78.5,78.5,4.75,20.200000000000006,64.0,0.0,85.0,57.86702234838711,1
86,14,0,0,43,1015.6,78.5,78.5,4.75,20.200000000000006,64.0,0.0,107.0,57.86702234838711,1
92,14,20,0,44,1015.6,78.5,78.5,4.75,20.200000000000006,64.0,0.0,86.0,57.86702234838711,1
95,14,40,0,45,1015.6,78.5,78.5,4.75,20.200000000000006,64.0,0.0,92.0,57.86702234838711,1
90,15,0,0,46,1016.1,51.0,51.0,3.6,18.700000000000006,63.0,0.0,95.0,58.66395617794679,1
109,15,20,0,47,1016.1,51.0,51.0,3.6,18.700000000000006,63.0,0.0,90.0,58.66395617794679,1
96,15,40,0,48,1016.1,51.0,51.0,3.6,18.700000000000006,63.0,0.0,109.0,58.66395617794679,1
116,16,0,0,49,1016.1,51.0,51.0,3.6,18.700000000000006,63.0,0.0,96.0,58.66395617794679,1
69,16,20,0,50,1016.1,51.0,51.0,3.6,18.700000000000006,63.0,0.0,116.0,58.66395617794679,1
103,16,40,0,51,1016.1,51.0,51.0,3.6,18.700000000000006,63.0,0.0,69.0,58.66395617794679,1
109,17,0,0,52,1016.1,51.0,51.0,3.6,18.700000000000006,63.0,0.0,103.0,58.66395617794679,1
124,17,20,0,53,1016.1,51.0,51.0,3.6,18.700000000000006,63.0,0.0,109.0,58.66395617794679,1
110,17,40,0,54,1016.1,51.0,51.0,3.6,18.700000000000006,63.0,0.0,124.0,58.66395617794679,1
53,18,0,0,55,1015.55,175.5,175.5,1.7999999999999998,17.1,70.0,0.0,110.0,62.15910582078853,1
81,18,20,0,56,1015.55,175.5,175.5,1.7999999999999998,17.1,70.0,0.0,53.0,62.15910582078853,1
71,18,40,0,57,1015.55,175.5,175.5,1.7999999999999998,17.1,70.0,0.0,81.0,62.15910582078853,1
54,19,0,0,58,1015.55,175.5,175.5,1.7999999999999998,17.1,70.0,0.0,71.0,62.15910582078853,1
60,19,20,0,59,1015.55,175.5,175.5,1.7999999999999998,17.1,70.0,0.0,54.0,62.15910582078853,1
44,19,40,0,60,1015.55,175.5,175.5,1.7999999999999998,17.1,70.0,0.0,60.0,62.15910582078853,1
40,20,0,0,61,1015.55,175.5,175.5,1.7999999999999998,17.1,70.0,0.0,44.0,62.15910582078853,1
33,20,20,0,62,1015.55,175.5,175.5,1.7999999999999998,17.1,70.0,0.0,40.0,62.15910582078853,1
39,20,40,0,63,1015.55,175.5,175.5,1.7999999999999998,17.1,70.0,0.0,33.0,62.15910582078853,1
30,21,0,0,64,1015.6,168.5,168.5,2.2,16.65,77.0,0.0,39.0,60.71554359188713,1
34,21,20,0,65,1015.6,168.5,168.5,2.2,16.65,77.0,0.0,30.0,60.71554359188713,1
34,21,40,0,66,1015.6,168.5,168.5,2.2,16.65,77.0,0.0,34.0,60.71554359188713,1
25,22,0,0,67,1015.6,168.5,168.5,2.2,16.65,77.0,0.0,34.0,60.71554359188713,1
26,22,20,0,68,1015.6,168.5,168.5,2.2,16.65,77.0,0.0,25.0,60.71554359188713,1
13,22,40,0,69,1015.6,168.5,168.5,2.2,16.65,77.0,0.0,26.0,60.71554359188713,1
11,23,0,0,70,1015.6,168.5,168.5,2.2,16.65,77.0,0.0,13.0,60.71554359188713,1
15,23,20,0,71,1015.6,168.5,168.5,2.2,16.65,77.0,0.0,11.0,60.71554359188713,1
8,23,40,0,72,1015.6,168.5,168.5,2.2,16.65,77.0,0.0,15.0,60.71554359188713,1
98,0,0,1,1,1015.5,351.0,351.0,2.2,18.7,74.0,0.0,8.0,64.29184137794678,1
44,0,20,1,2,1015.5,351.0,351.0,2.2,18.7,74.0,0.0,98.0,64.29184137794678,1
34,0,40,1,3,1015.5,351.0,351.0,2.2,18.7,74.0,0.0,44.0,64.29184137794678,1
10,1,0,1,4,1015.5,351.0,351.0,2.2,18.7,74.0,0.0,34.0,64.29184137794678,1
8,1,20,1,5,1015.5,351.0,351.0,2.2,18.7,74.0,0.0,10.0,64.29184137794678,1
8,1,40,1,6,1015.5,351.0,351.0,2.2,18.7,74.0,0.0,8.0,64.29184137794678,1
6,2,0,1,7,1015.5,351.0,351.0,2.2,18.7,74.0,0.0,8.0,64.29184137794678,1
9,2,20,1,8,1015.5,351.0,351.0,2.2,18.7,74.0,0.0,6.0,64.29184137794678,1
7,2,40,1,9,1015.5,351.0,351.0,2.2,18.7,74.0,0.0,9.0,64.29184137794678,1
7,3,0,1,10,1014.7,45.0,45.0,3.5,21.2,66.0,0.0,7.0,63.94847768739496,1
10,3,20,1,11,1014.7,45.0,45.0,3.5,21.2,66.0,0.0,7.0,63.94847768739496,1
19,3,40,1,12,1014.7,45.0,45.0,3.5,21.2,66.0,0.0,10.0,63.94847768739496,1
16,4,0,1,13,1014.7,45.0,45.0,3.5,21.2,66.0,0.0,19.0,63.94847768739496,1
17,4,20,1,14,1014.7,45.0,45.0,3.5,21.2,66.0,0.0,16.0,63.94847768739496,1
20,4,40,1,15,1014.7,45.0,45.0,3.5,21.2,66.0,0.0,17.0,63.94847768739496,1
23,5,0,1,16,1014.7,45.0,45.0,3.5,21.2,66.0,0.0,20.0,63.94847768739496,1
33,5,20,1,17,1014.7,45.0,45.0,3.5,21.2,66.0,0.0,23.0,63.94847768739496,1
37,5,40,1,18,1014.7,45.0,45.0,3.5,21.2,66.0,0.0,33.0,63.94847768739496,1
37,6,0,1,19,1012.8,64.0,64.0,3.0,23.8,50.0,0.0,37.0,68.43263954716981,1
51,6,20,1,20,1012.8,64.0,64.0,3.0,23.8,50.0,0.0,37.0,68.43263954716981,1
56,6,40,1,21,1012.8,64.0,64.0,3.0,23.8,50.0,0.0,51.0,68.43263954716981,1
72,7,0,1,22,1012.8,64.0,64.0,3.0,23.8,50.0,0.0,56.0,68.43263954716981,1
94,7,20,1,23,1012.8,64.0,64.0,3.0,23.8,50.0,0.0,72.0,68.43263954716981,1
93,7,40,1,24,1012.8,64.0,64.0,3.0,23.8,50.0,0.0,94.0,68.43263954716981,1
130,8,0,1,25,1012.8,64.0,64.0,3.0,23.8,50.0,0.0,93.0,68.43263954716981,1
108,8,20,1,26,1012.8,64.0,64.0,3.0,23.8,50.0,0.0,130.0,68.43263954716981,1
126,8,40,1,27,1012.8,64.0,64.0,3.0,23.8,50.0,0.0,108.0,68.43263954716981,1
129,9,0,1,28,1013.2,87.0,87.0,2.4,23.0,56.0,0.0,126.0,69.62495709090909,1
108,9,20,1,29,1013.2,87.0,87.0,2.4,23.0,56.0,0.0,129.0,69.62495709090909,1
123,9,40,1,30,1013.2,87.0,87.0,2.4,23.0,56.0,0.0,108.0,69.62495709090909,1
114,10,0,1,31,1013.2,87.0,87.0,2.4,23.0,56.0,0.0,123.0,69.62495709090909,1
75,10,20,1,32,1013.2,87.0,87.0,2.4,23.0,56.0,0.0,114.0,69.62495709090909,1
86,10,40,1,33,1013.2,87.0,87.0,2.4,23.0,56.0,0.0,75.0,69.62495709090909,1
81,11,0,1,34,1013.2,87.0,87.0,2.4,23.0,56.0,0.0,86.0,69.62495709090909,1
79,11,20,1,35,1013.2,87.0,87.0,2.4,23.0,56.0,0.0,81.0,69.62495709090909,1
68,11,40,1,36,1013.2,87.0,87.0,2.4,23.0,56.0,0.0,79.0,69.62495709090909,1
98,12,0,1,37,1015.1,105.0,105.0,3.5,21.6,70.0,0.0,68.0,65.15333155555557,1
86,12,20,1,38,1015.1,105.0,105.0,3.5,21.6,70.0,0.0,98.0,65.15333155555557,1
79,12,40,1,39,1015.1,105.0,105.0,3.5,21.6,70.0,0.0,86.0,65.15333155555557,1
121,13,0,1,40,1015.1,105.0,105.0,3.5,21.6,70.0,0.0,79.0,65.15333155555557,1
104,13,20,1,41,1015.1,105.0,105.0,3.5,21.6,70.0,0.0,121.0,65.15333155555557,1
91,13,40,1,42,1015.1,105.0,105.0,3.5,21.6,70.0,0.0,104.0,65.15333155555557,1
77,14,0,1,43,1015.1,105.0,105.0,3.5,21.6,70.0,0.0,91.0,65.15333155555557,1
