avg_travel_time,route,intersection_id,tollgate_id,time_window,start_time,date,month,day,weekday,holiday,time,hour,minute,timemap,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min
76.98,A-2,A,2,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",2016-09-19 06:20:00,2016-09-19,9,19,0,0,06:20:00,6,20,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,44.12
35.77,A-2,A,2,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",2016-09-19 06:40:00,2016-09-19,9,19,0,0,06:40:00,6,40,21,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,76.98
61.69,A-2,A,2,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",2016-09-19 07:00:00,2016-09-19,9,19,0,0,07:00:00,7,0,22,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,35.77
68.58,A-2,A,2,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",2016-09-19 07:20:00,2016-09-19,9,19,0,0,07:20:00,7,20,23,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,61.69
61.77,A-2,A,2,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",2016-09-19 07:40:00,2016-09-19,9,19,0,0,07:40:00,7,40,24,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,68.58
102.49,A-2,A,2,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",2016-09-19 08:00:00,2016-09-19,9,19,0,0,08:00:00,8,0,25,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,61.77
61.68,A-2,A,2,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",2016-09-19 08:20:00,2016-09-19,9,19,0,0,08:20:00,8,20,26,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,102.49
76.21,A-2,A,2,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",2016-09-19 08:40:00,2016-09-19,9,19,0,0,08:40:00,8,40,27,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,61.68
66.97,A-2,A,2,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",2016-09-19 09:00:00,2016-09-19,9,19,0,0,09:00:00,9,0,28,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,76.21
69.78,A-2,A,2,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",2016-09-19 09:20:00,2016-09-19,9,19,0,0,09:20:00,9,20,29,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,66.97
141.19,A-2,A,2,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",2016-09-19 09:40:00,2016-09-19,9,19,0,0,09:40:00,9,40,30,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,69.78
130.22,A-2,A,2,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",2016-09-19 10:00:00,2016-09-19,9,19,0,0,10:00:00,10,0,31,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,141.19
121.49,A-2,A,2,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",2016-09-19 10:20:00,2016-09-19,9,19,0,0,10:20:00,10,20,32,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,130.22
67.63,A-2,A,2,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",2016-09-19 10:40:00,2016-09-19,9,19,0,0,10:40:00,10,40,33,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,121.49
63.53,A-2,A,2,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",2016-09-19 11:00:00,2016-09-19,9,19,0,0,11:00:00,11,0,34,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,67.63
57.95,A-2,A,2,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",2016-09-19 11:20:00,2016-09-19,9,19,0,0,11:20:00,11,20,35,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,63.53
56.24,A-2,A,2,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",2016-09-19 11:40:00,2016-09-19,9,19,0,0,11:40:00,11,40,36,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,57.95
76.94,A-2,A,2,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",2016-09-19 12:00:00,2016-09-19,9,19,0,0,12:00:00,12,0,37,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,56.24
66.7,A-2,A,2,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",2016-09-19 12:20:00,2016-09-19,9,19,0,0,12:20:00,12,20,38,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,76.94
59.57,A-2,A,2,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",2016-09-19 12:40:00,2016-09-19,9,19,0,0,12:40:00,12,40,39,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,66.7
58.0,A-2,A,2,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",2016-09-19 13:00:00,2016-09-19,9,19,0,0,13:00:00,13,0,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,59.57
64.92,A-2,A,2,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",2016-09-19 13:20:00,2016-09-19,9,19,0,0,13:20:00,13,20,41,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,58.0
61.03,A-2,A,2,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",2016-09-19 13:40:00,2016-09-19,9,19,0,0,13:40:00,13,40,42,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,64.92
50.65,A-2,A,2,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",2016-09-19 14:00:00,2016-09-19,9,19,0,0,14:00:00,14,0,43,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,61.03
57.77,A-2,A,2,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",2016-09-19 14:20:00,2016-09-19,9,19,0,0,14:20:00,14,20,44,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,50.65
77.95,A-2,A,2,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",2016-09-19 14:40:00,2016-09-19,9,19,0,0,14:40:00,14,40,45,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,57.77
67.13,A-2,A,2,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",2016-09-19 15:00:00,2016-09-19,9,19,0,0,15:00:00,15,0,46,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,77.95
74.2,A-2,A,2,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",2016-09-19 15:20:00,2016-09-19,9,19,0,0,15:20:00,15,20,47,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,67.13
69.52,A-2,A,2,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",2016-09-19 15:40:00,2016-09-19,9,19,0,0,15:40:00,15,40,48,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,74.2
73.91,A-2,A,2,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",2016-09-19 16:00:00,2016-09-19,9,19,0,0,16:00:00,16,0,49,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,69.52
97.09,A-2,A,2,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",2016-09-19 16:20:00,2016-09-19,9,19,0,0,16:20:00,16,20,50,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,73.91
84.96,A-2,A,2,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",2016-09-19 16:40:00,2016-09-19,9,19,0,0,16:40:00,16,40,51,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,97.09
63.53,A-2,A,2,"[2016-09-19 17:00:00,2016-09-19 17:20:00)",2016-09-19 17:00:00,2016-09-19,9,19,0,0,17:00:00,17,0,52,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,84.96
63.54,A-2,A,2,"[2016-09-19 17:20:00,2016-09-19 17:40:00)",2016-09-19 17:20:00,2016-09-19,9,19,0,0,17:20:00,17,20,53,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,63.53
64.11,A-2,A,2,"[2016-09-19 17:40:00,2016-09-19 18:00:00)",2016-09-19 17:40:00,2016-09-19,9,19,0,0,17:40:00,17,40,54,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,63.54
58.54,A-2,A,2,"[2016-09-19 18:00:00,2016-09-19 18:20:00)",2016-09-19 18:00:00,2016-09-19,9,19,0,0,18:00:00,18,0,55,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,64.11
54.96,A-2,A,2,"[2016-09-19 18:20:00,2016-09-19 18:40:00)",2016-09-19 18:20:00,2016-09-19,9,19,0,0,18:20:00,18,20,56,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,58.54
78.85,A-2,A,2,"[2016-09-19 18:40:00,2016-09-19 19:00:00)",2016-09-19 18:40:00,2016-09-19,9,19,0,0,18:40:00,18,40,57,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,54.96
49.81,A-2,A,2,"[2016-09-19 19:00:00,2016-09-19 19:20:00)",2016-09-19 19:00:00,2016-09-19,9,19,0,0,19:00:00,19,0,58,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,78.85
61.51,A-2,A,2,"[2016-09-19 19:20:00,2016-09-19 19:40:00)",2016-09-19 19:20:00,2016-09-19,9,19,0,0,19:20:00,19,20,59,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,49.81
67.09,A-2,A,2,"[2016-09-19 19:40:00,2016-09-19 20:00:00)",2016-09-19 19:40:00,2016-09-19,9,19,0,0,19:40:00,19,40,60,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,61.51
68.22,A-2,A,2,"[2016-09-19 20:00:00,2016-09-19 20:20:00)",2016-09-19 20:00:00,2016-09-19,9,19,0,0,20:00:00,20,0,61,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,67.09
53.81,A-2,A,2,"[2016-09-19 20:20:00,2016-09-19 20:40:00)",2016-09-19 20:20:00,2016-09-19,9,19,0,0,20:20:00,20,20,62,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,68.22
55.04,A-2,A,2,"[2016-09-19 20:40:00,2016-09-19 21:00:00)",2016-09-19 20:40:00,2016-09-19,9,19,0,0,20:40:00,20,40,63,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,53.81
49.42,A-2,A,2,"[2016-09-19 21:00:00,2016-09-19 21:20:00)",2016-09-19 21:00:00,2016-09-19,9,19,0,0,21:00:00,21,0,64,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,55.04
56.29,A-2,A,2,"[2016-09-19 21:20:00,2016-09-19 21:40:00)",2016-09-19 21:20:00,2016-09-19,9,19,0,0,21:20:00,21,20,65,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,49.42
44.63,A-2,A,2,"[2016-09-19 21:40:00,2016-09-19 22:00:00)",2016-09-19 21:40:00,2016-09-19,9,19,0,0,21:40:00,21,40,66,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,56.29
100.9,A-2,A,2,"[2016-09-19 22:00:00,2016-09-19 22:20:00)",2016-09-19 22:00:00,2016-09-19,9,19,0,0,22:00:00,22,0,67,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,44.63
71.01,A-2,A,2,"[2016-09-19 22:20:00,2016-09-19 22:40:00)",2016-09-19 22:20:00,2016-09-19,9,19,0,0,22:20:00,22,20,68,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,100.9
84.1,A-2,A,2,"[2016-09-19 22:40:00,2016-09-19 23:00:00)",2016-09-19 22:40:00,2016-09-19,9,19,0,0,22:40:00,22,40,69,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,71.01
50.42,A-2,A,2,"[2016-09-19 23:00:00,2016-09-19 23:20:00)",2016-09-19 23:00:00,2016-09-19,9,19,0,0,23:00:00,23,0,70,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,84.1
45.93,A-2,A,2,"[2016-09-19 23:20:00,2016-09-19 23:40:00)",2016-09-19 23:20:00,2016-09-19,9,19,0,0,23:20:00,23,20,71,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,50.42
53.54525375366211,A-2,A,2,"[2016-09-19 23:40:00,2016-09-20 00:00:00)",2016-09-19 23:40:00,2016-09-19,9,19,0,0,23:40:00,23,40,72,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,45.93
58.11,A-2,A,2,"[2016-09-20 00:00:00,2016-09-20 00:20:00)",2016-09-20 00:00:00,2016-09-20,9,20,1,0,00:00:00,0,0,1,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,53.54525375366211
48.80948257446289,A-2,A,2,"[2016-09-20 00:20:00,2016-09-20 00:40:00)",2016-09-20 00:20:00,2016-09-20,9,20,1,0,00:20:00,0,20,2,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,58.11
54.33,A-2,A,2,"[2016-09-20 00:40:00,2016-09-20 01:00:00)",2016-09-20 00:40:00,2016-09-20,9,20,1,0,00:40:00,0,40,3,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,48.80948257446289
50.16420364379883,A-2,A,2,"[2016-09-20 01:00:00,2016-09-20 01:20:00)",2016-09-20 01:00:00,2016-09-20,9,20,1,0,01:00:00,1,0,4,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,54.33
50.91,A-2,A,2,"[2016-09-20 01:20:00,2016-09-20 01:40:00)",2016-09-20 01:20:00,2016-09-20,9,20,1,0,01:20:00,1,20,5,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,50.16420364379883
58.85,A-2,A,2,"[2016-09-20 01:40:00,2016-09-20 02:00:00)",2016-09-20 01:40:00,2016-09-20,9,20,1,0,01:40:00,1,40,6,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,50.91
51.11428451538086,A-2,A,2,"[2016-09-20 02:00:00,2016-09-20 02:20:00)",2016-09-20 02:00:00,2016-09-20,9,20,1,0,02:00:00,2,0,7,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,58.85
75.64,A-2,A,2,"[2016-09-20 02:20:00,2016-09-20 02:40:00)",2016-09-20 02:20:00,2016-09-20,9,20,1,0,02:20:00,2,20,8,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,51.11428451538086
50.464595794677734,A-2,A,2,"[2016-09-20 02:40:00,2016-09-20 03:00:00)",2016-09-20 02:40:00,2016-09-20,9,20,1,0,02:40:00,2,40,9,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,75.64
44.1,A-2,A,2,"[2016-09-20 03:00:00,2016-09-20 03:20:00)",2016-09-20 03:00:00,2016-09-20,9,20,1,0,03:00:00,3,0,10,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,50.464595794677734
46.01,A-2,A,2,"[2016-09-20 03:20:00,2016-09-20 03:40:00)",2016-09-20 03:20:00,2016-09-20,9,20,1,0,03:20:00,3,20,11,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,44.1
75.46,A-2,A,2,"[2016-09-20 03:40:00,2016-09-20 04:00:00)",2016-09-20 03:40:00,2016-09-20,9,20,1,0,03:40:00,3,40,12,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,46.01
43.53,A-2,A,2,"[2016-09-20 04:00:00,2016-09-20 04:20:00)",2016-09-20 04:00:00,2016-09-20,9,20,1,0,04:00:00,4,0,13,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,75.46
60.94,A-2,A,2,"[2016-09-20 04:20:00,2016-09-20 04:40:00)",2016-09-20 04:20:00,2016-09-20,9,20,1,0,04:20:00,4,20,14,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,43.53
47.32,A-2,A,2,"[2016-09-20 04:40:00,2016-09-20 05:00:00)",2016-09-20 04:40:00,2016-09-20,9,20,1,0,04:40:00,4,40,15,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,60.94
48.218421936035156,A-2,A,2,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",2016-09-20 05:00:00,2016-09-20,9,20,1,0,05:00:00,5,0,16,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,47.32
46.97,A-2,A,2,"[2016-09-20 05:20:00,2016-09-20 05:40:00)",2016-09-20 05:20:00,2016-09-20,9,20,1,0,05:20:00,5,20,17,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,48.218421936035156
48.02,A-2,A,2,"[2016-09-20 05:40:00,2016-09-20 06:00:00)",2016-09-20 05:40:00,2016-09-20,9,20,1,0,05:40:00,5,40,18,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,46.97
51.59259033203125,A-2,A,2,"[2016-09-20 06:00:00,2016-09-20 06:20:00)",2016-09-20 06:00:00,2016-09-20,9,20,1,0,06:00:00,6,0,19,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,48.02
93.19,A-2,A,2,"[2016-09-20 06:20:00,2016-09-20 06:40:00)",2016-09-20 06:20:00,2016-09-20,9,20,1,0,06:20:00,6,20,20,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,51.59259033203125
52.35,A-2,A,2,"[2016-09-20 06:40:00,2016-09-20 07:00:00)",2016-09-20 06:40:00,2016-09-20,9,20,1,0,06:40:00,6,40,21,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,93.19
62.0,A-2,A,2,"[2016-09-20 07:00:00,2016-09-20 07:20:00)",2016-09-20 07:00:00,2016-09-20,9,20,1,0,07:00:00,7,0,22,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,52.35
57.02,A-2,A,2,"[2016-09-20 07:20:00,2016-09-20 07:40:00)",2016-09-20 07:20:00,2016-09-20,9,20,1,0,07:20:00,7,20,23,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,62.0
64.3,A-2,A,2,"[2016-09-20 07:40:00,2016-09-20 08:00:00)",2016-09-20 07:40:00,2016-09-20,9,20,1,0,07:40:00,7,40,24,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,57.02
58.94,A-2,A,2,"[2016-09-20 08:00:00,2016-09-20 08:20:00)",2016-09-20 08:00:00,2016-09-20,9,20,1,0,08:00:00,8,0,25,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,64.3
70.15,A-2,A,2,"[2016-09-20 08:20:00,2016-09-20 08:40:00)",2016-09-20 08:20:00,2016-09-20,9,20,1,0,08:20:00,8,20,26,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,58.94
77.05,A-2,A,2,"[2016-09-20 08:40:00,2016-09-20 09:00:00)",2016-09-20 08:40:00,2016-09-20,9,20,1,0,08:40:00,8,40,27,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,70.15
83.06,A-2,A,2,"[2016-09-20 09:00:00,2016-09-20 09:20:00)",2016-09-20 09:00:00,2016-09-20,9,20,1,0,09:00:00,9,0,28,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,77.05
70.83,A-2,A,2,"[2016-09-20 09:20:00,2016-09-20 09:40:00)",2016-09-20 09:20:00,2016-09-20,9,20,1,0,09:20:00,9,20,29,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,83.06
85.52,A-2,A,2,"[2016-09-20 09:40:00,2016-09-20 10:00:00)",2016-09-20 09:40:00,2016-09-20,9,20,1,0,09:40:00,9,40,30,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,70.83
67.88,A-2,A,2,"[2016-09-20 10:00:00,2016-09-20 10:20:00)",2016-09-20 10:00:00,2016-09-20,9,20,1,0,10:00:00,10,0,31,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,85.52
50.28,A-2,A,2,"[2016-09-20 10:20:00,2016-09-20 10:40:00)",2016-09-20 10:20:00,2016-09-20,9,20,1,0,10:20:00,10,20,32,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,67.88
83.3,A-2,A,2,"[2016-09-20 10:40:00,2016-09-20 11:00:00)",2016-09-20 10:40:00,2016-09-20,9,20,1,0,10:40:00,10,40,33,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,50.28
74.32,A-2,A,2,"[2016-09-20 11:00:00,2016-09-20 11:20:00)",2016-09-20 11:00:00,2016-09-20,9,20,1,0,11:00:00,11,0,34,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,83.3
78.34,A-2,A,2,"[2016-09-20 11:20:00,2016-09-20 11:40:00)",2016-09-20 11:20:00,2016-09-20,9,20,1,0,11:20:00,11,20,35,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,74.32
70.58,A-2,A,2,"[2016-09-20 11:40:00,2016-09-20 12:00:00)",2016-09-20 11:40:00,2016-09-20,9,20,1,0,11:40:00,11,40,36,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,78.34
70.95,A-2,A,2,"[2016-09-20 12:00:00,2016-09-20 12:20:00)",2016-09-20 12:00:00,2016-09-20,9,20,1,0,12:00:00,12,0,37,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,70.58
75.39,A-2,A,2,"[2016-09-20 12:20:00,2016-09-20 12:40:00)",2016-09-20 12:20:00,2016-09-20,9,20,1,0,12:20:00,12,20,38,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,70.95
67.45,A-2,A,2,"[2016-09-20 12:40:00,2016-09-20 13:00:00)",2016-09-20 12:40:00,2016-09-20,9,20,1,0,12:40:00,12,40,39,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,75.39
111.44,A-2,A,2,"[2016-09-20 13:00:00,2016-09-20 13:20:00)",2016-09-20 13:00:00,2016-09-20,9,20,1,0,13:00:00,13,0,40,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,67.45
82.26,A-2,A,2,"[2016-09-20 13:20:00,2016-09-20 13:40:00)",2016-09-20 13:20:00,2016-09-20,9,20,1,0,13:20:00,13,20,41,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,111.44
65.18,A-2,A,2,"[2016-09-20 13:40:00,2016-09-20 14:00:00)",2016-09-20 13:40:00,2016-09-20,9,20,1,0,13:40:00,13,40,42,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,82.26
60.19,A-2,A,2,"[2016-09-20 14:00:00,2016-09-20 14:20:00)",2016-09-20 14:00:00,2016-09-20,9,20,1,0,14:00:00,14,0,43,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,65.18
51.95,A-2,A,2,"[2016-09-20 14:20:00,2016-09-20 14:40:00)",2016-09-20 14:20:00,2016-09-20,9,20,1,0,14:20:00,14,20,44,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,60.19
87.83,A-2,A,2,"[2016-09-20 14:40:00,2016-09-20 15:00:00)",2016-09-20 14:40:00,2016-09-20,9,20,1,0,14:40:00,14,40,45,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,51.95
57.14,A-2,A,2,"[2016-09-20 15:00:00,2016-09-20 15:20:00)",2016-09-20 15:00:00,2016-09-20,9,20,1,0,15:00:00,15,0,46,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,87.83
72.09,A-2,A,2,"[2016-09-20 15:20:00,2016-09-20 15:40:00)",2016-09-20 15:20:00,2016-09-20,9,20,1,0,15:20:00,15,20,47,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,57.14
