"tollgate_id","time_window","direction","volume"
"1","[2016-10-19 15:20:00,2016-10-19 15:40:00)","0","100.75"
"1","[2016-10-19 15:40:00,2016-10-19 16:00:00)","0","95.0"
"1","[2016-10-19 16:00:00,2016-10-19 16:20:00)","0","111.25"
"1","[2016-10-19 16:20:00,2016-10-19 16:40:00)","0","107.5"
"1","[2016-10-19 16:40:00,2016-10-19 17:00:00)","0","86.0"
"1","[2016-10-20 06:40:00,2016-10-20 07:00:00)","0","39.5"
"1","[2016-10-20 07:00:00,2016-10-20 07:20:00)","0","41.25"
"1","[2016-10-20 07:20:00,2016-10-20 07:40:00)","0","57.0"
"1","[2016-10-20 07:40:00,2016-10-20 08:00:00)","0","62.0"
"1","[2016-10-20 06:00:00,2016-10-20 06:20:00)","0","18.25"
"1","[2016-10-20 06:20:00,2016-10-20 06:40:00)","0","22.5"
"1","[2016-10-20 15:00:00,2016-10-20 15:20:00)","0","96.5"
"1","[2016-10-20 15:20:00,2016-10-20 15:40:00)","0","91.25"
"1","[2016-10-20 15:40:00,2016-10-20 16:00:00)","0","84.0"
"1","[2016-10-20 16:00:00,2016-10-20 16:20:00)","0","90.75"
"1","[2016-10-20 16:20:00,2016-10-20 16:40:00)","0","90.25"
"1","[2016-10-20 16:40:00,2016-10-20 17:00:00)","0","77.25"
"1","[2016-10-21 07:00:00,2016-10-21 07:20:00)","0","43.5"
"1","[2016-10-21 07:40:00,2016-10-21 08:00:00)","0","52.0"
"1","[2016-10-21 06:20:00,2016-10-21 06:40:00)","0","26.75"
"1","[2016-10-21 06:40:00,2016-10-21 07:00:00)","0","38.75"
"1","[2016-10-21 06:00:00,2016-10-21 06:20:00)","0","19.0"
"1","[2016-10-21 07:20:00,2016-10-21 07:40:00)","0","53.0"
"1","[2016-10-21 15:00:00,2016-10-21 15:20:00)","0","96.5"
"1","[2016-10-21 15:20:00,2016-10-21 15:40:00)","0","100.5"
"1","[2016-10-21 15:40:00,2016-10-21 16:00:00)","0","118.5"
"1","[2016-10-21 16:00:00,2016-10-21 16:20:00)","0","112.75"
"1","[2016-10-21 16:40:00,2016-10-21 17:00:00)","0","100.5"
"1","[2016-10-21 16:20:00,2016-10-21 16:40:00)","0","112.0"
"1","[2016-10-22 06:00:00,2016-10-22 06:20:00)","0","60.0"
"1","[2016-10-22 06:20:00,2016-10-22 06:40:00)","0","76.75"
"1","[2016-10-22 06:40:00,2016-10-22 07:00:00)","0","87.25"
"1","[2016-10-22 07:00:00,2016-10-22 07:20:00)","0","88.75"
"1","[2016-10-22 07:20:00,2016-10-22 07:40:00)","0","91.5"
"1","[2016-10-22 07:40:00,2016-10-22 08:00:00)","0","85.25"
"1","[2016-10-22 15:00:00,2016-10-22 15:20:00)","0","84.75"
"1","[2016-10-22 15:20:00,2016-10-22 15:40:00)","0","86.75"
"1","[2016-10-22 15:40:00,2016-10-22 16:00:00)","0","85.5"
"1","[2016-10-22 16:00:00,2016-10-22 16:20:00)","0","93.75"
"1","[2016-10-22 16:20:00,2016-10-22 16:40:00)","0","94.25"
"1","[2016-10-22 16:40:00,2016-10-22 17:00:00)","0","77.5"
"1","[2016-10-23 06:00:00,2016-10-23 06:20:00)","0","22.0"
"1","[2016-10-23 06:20:00,2016-10-23 06:40:00)","0","26.75"
"1","[2016-10-23 06:40:00,2016-10-23 07:00:00)","0","31.5"
"1","[2016-10-23 07:00:00,2016-10-23 07:20:00)","0","57.0"
"1","[2016-10-23 07:20:00,2016-10-23 07:40:00)","0","59.75"
"1","[2016-10-23 07:40:00,2016-10-23 08:00:00)","0","71.75"
"1","[2016-10-23 15:00:00,2016-10-23 15:20:00)","0","88.5"
"1","[2016-10-23 15:20:00,2016-10-23 15:40:00)","0","84.0"
"1","[2016-10-23 15:40:00,2016-10-23 16:00:00)","0","86.25"
"1","[2016-10-23 16:00:00,2016-10-23 16:20:00)","0","84.0"
"1","[2016-10-23 16:20:00,2016-10-23 16:40:00)","0","84.5"
"1","[2016-10-23 16:40:00,2016-10-23 17:00:00)","0","76.75"
"1","[2016-10-24 06:00:00,2016-10-24 06:20:00)","1","32.6"
"1","[2016-10-24 06:20:00,2016-10-24 06:40:00)","1","52.6"
"1","[2016-10-24 06:40:00,2016-10-24 07:00:00)","1","58.2"
"1","[2016-10-24 07:00:00,2016-10-24 07:20:00)","1","70.8"
"1","[2016-10-24 07:20:00,2016-10-24 07:40:00)","1","88.6"
"1","[2016-10-24 07:40:00,2016-10-24 08:00:00)","1","104.4"
"1","[2016-10-24 15:00:00,2016-10-24 15:20:00)","1","76.2"
"1","[2016-10-24 15:20:00,2016-10-24 15:40:00)","1","86.0"
"1","[2016-10-24 15:40:00,2016-10-24 16:00:00)","1","73.6"
"1","[2016-10-24 16:00:00,2016-10-24 16:20:00)","1","88.8"
"1","[2016-10-24 16:20:00,2016-10-24 16:40:00)","1","86.6"
"1","[2016-10-24 16:40:00,2016-10-24 17:00:00)","1","87.8"
"1","[2016-10-18 06:00:00,2016-10-18 06:20:00)","1","35.25"
"1","[2016-10-18 06:20:00,2016-10-18 06:40:00)","1","49.25"
"1","[2016-10-18 06:40:00,2016-10-18 07:00:00)","1","57.75"
"1","[2016-10-18 07:00:00,2016-10-18 07:20:00)","1","63.75"
"1","[2016-10-18 07:20:00,2016-10-18 07:40:00)","1","85.5"
"1","[2016-10-18 07:40:00,2016-10-18 08:00:00)","1","91.25"
"1","[2016-10-18 15:00:00,2016-10-18 15:20:00)","1","75.75"
"1","[2016-10-18 15:20:00,2016-10-18 15:40:00)","1","71.25"
"1","[2016-10-18 15:40:00,2016-10-18 16:00:00)","1","73.75"
"1","[2016-10-18 16:00:00,2016-10-18 16:20:00)","1","70.0"
"1","[2016-10-18 16:20:00,2016-10-18 16:40:00)","1","75.0"
"1","[2016-10-18 16:40:00,2016-10-18 17:00:00)","1","84.0"
"1","[2016-10-19 07:40:00,2016-10-19 08:00:00)","1","83.0"
"1","[2016-10-19 06:40:00,2016-10-19 07:00:00)","1","54.0"
"1","[2016-10-19 07:20:00,2016-10-19 07:40:00)","1","66.25"
"1","[2016-10-19 07:00:00,2016-10-19 07:20:00)","1","64.75"
"1","[2016-10-19 06:20:00,2016-10-19 06:40:00)","1","46.75"
"1","[2016-10-19 06:00:00,2016-10-19 06:20:00)","1","31.75"
"1","[2016-10-19 15:00:00,2016-10-19 15:20:00)","1","75.5"
"1","[2016-10-19 15:20:00,2016-10-19 15:40:00)","1","78.25"
"1","[2016-10-19 15:40:00,2016-10-19 16:00:00)","1","70.5"
"1","[2016-10-19 16:00:00,2016-10-19 16:20:00)","1","83.75"
"1","[2016-10-19 16:20:00,2016-10-19 16:40:00)","1","70.5"
"1","[2016-10-19 16:40:00,2016-10-19 17:00:00)","1","77.5"
"1","[2016-10-20 06:40:00,2016-10-20 07:00:00)","1","56.0"
"1","[2016-10-20 07:00:00,2016-10-20 07:20:00)","1","55.5"
"1","[2016-10-20 07:20:00,2016-10-20 07:40:00)","1","67.5"
"1","[2016-10-20 07:40:00,2016-10-20 08:00:00)","1","76.5"
"1","[2016-10-20 06:00:00,2016-10-20 06:20:00)","1","34.0"
"1","[2016-10-20 06:20:00,2016-10-20 06:40:00)","1","41.25"
"1","[2016-10-20 15:00:00,2016-10-20 15:20:00)","1","69.0"
"1","[2016-10-20 15:20:00,2016-10-20 15:40:00)","1","69.25"
"1","[2016-10-20 15:40:00,2016-10-20 16:00:00)","1","72.0"
"1","[2016-10-20 16:00:00,2016-10-20 16:20:00)","1","69.75"
"1","[2016-10-20 16:20:00,2016-10-20 16:40:00)","1","86.5"
"1","[2016-10-20 16:40:00,2016-10-20 17:00:00)","1","77.0"
"1","[2016-10-21 07:00:00,2016-10-21 07:20:00)","1","62.75"
"1","[2016-10-21 07:40:00,2016-10-21 08:00:00)","1","84.5"
"1","[2016-10-21 06:20:00,2016-10-21 06:40:00)","1","46.0"
"1","[2016-10-21 06:40:00,2016-10-21 07:00:00)","1","53.0"
"1","[2016-10-21 06:00:00,2016-10-21 06:20:00)","1","29.5"
"1","[2016-10-21 07:20:00,2016-10-21 07:40:00)","1","75.0"
"1","[2016-10-21 15:00:00,2016-10-21 15:20:00)","1","88.0"
"1","[2016-10-21 15:20:00,2016-10-21 15:40:00)","1","86.5"
"1","[2016-10-21 15:40:00,2016-10-21 16:00:00)","1","84.75"
"1","[2016-10-21 16:00:00,2016-10-21 16:20:00)","1","74.25"
"1","[2016-10-21 16:40:00,2016-10-21 17:00:00)","1","86.25"
"1","[2016-10-21 16:20:00,2016-10-21 16:40:00)","1","91.25"
"1","[2016-10-22 06:00:00,2016-10-22 06:20:00)","1","29.0"
"1","[2016-10-22 06:20:00,2016-10-22 06:40:00)","1","39.75"
"1","[2016-10-22 06:40:00,2016-10-22 07:00:00)","1","47.75"
"1","[2016-10-22 07:00:00,2016-10-22 07:20:00)","1","51.5"
"1","[2016-10-22 07:20:00,2016-10-22 07:40:00)","1","61.25"
"1","[2016-10-22 07:40:00,2016-10-22 08:00:00)","1","70.5"
"1","[2016-10-22 15:00:00,2016-10-22 15:20:00)","1","74.75"
"1","[2016-10-22 15:20:00,2016-10-22 15:40:00)","1","75.0"
"1","[2016-10-22 15:40:00,2016-10-22 16:00:00)","1","78.25"
"1","[2016-10-22 16:00:00,2016-10-22 16:20:00)","1","72.25"
"1","[2016-10-22 16:20:00,2016-10-22 16:40:00)","1","66.25"
"1","[2016-10-22 16:40:00,2016-10-22 17:00:00)","1","68.5"
"1","[2016-10-23 06:00:00,2016-10-23 06:20:00)","1","30.25"
"1","[2016-10-23 06:20:00,2016-10-23 06:40:00)","1","37.5"
"1","[2016-10-23 06:40:00,2016-10-23 07:00:00)","1","47.0"
"1","[2016-10-23 07:00:00,2016-10-23 07:20:00)","1","46.25"
"1","[2016-10-23 07:20:00,2016-10-23 07:40:00)","1","57.75"
"1","[2016-10-23 07:40:00,2016-10-23 08:00:00)","1","54.5"
"1","[2016-10-23 15:00:00,2016-10-23 15:20:00)","1","75.0"
"1","[2016-10-23 15:20:00,2016-10-23 15:40:00)","1","81.75"
"1","[2016-10-23 15:40:00,2016-10-23 16:00:00)","1","84.25"
"1","[2016-10-23 16:00:00,2016-10-23 16:20:00)","1","78.25"
"1","[2016-10-23 16:20:00,2016-10-23 16:40:00)","1","82.25"
"1","[2016-10-23 16:40:00,2016-10-23 17:00:00)","1","88.0"
"2","[2016-10-24 06:00:00,2016-10-24 06:20:00)","0","27.25"
"2","[2016-10-24 06:20:00,2016-10-24 06:40:00)","0","31.8"
"2","[2016-10-24 06:40:00,2016-10-24 07:00:00)","0","42.6"
"2","[2016-10-24 07:00:00,2016-10-24 07:20:00)","0","68.4"
"2","[2016-10-24 07:20:00,2016-10-24 07:40:00)","0","87.0"
"2","[2016-10-24 07:40:00,2016-10-24 08:00:00)","0","92.8"
"2","[2016-10-24 15:00:00,2016-10-24 15:20:00)","0","55.4"
"2","[2016-10-24 15:20:00,2016-10-24 15:40:00)","0","59.8"
"2","[2016-10-24 15:40:00,2016-10-24 16:00:00)","0","59.4"
"2","[2016-10-24 16:00:00,2016-10-24 16:20:00)","0","57.8"
"2","[2016-10-24 16:20:00,2016-10-24 16:40:00)","0","64.6"
"2","[2016-10-24 16:40:00,2016-10-24 17:00:00)","0","66.6"
"2","[2016-10-18 06:00:00,2016-10-18 06:20:00)","0","28.67"
"2","[2016-10-18 06:20:00,2016-10-18 06:40:00)","0","23.75"
"2","[2016-10-18 06:40:00,2016-10-18 07:00:00)","0","37.75"
"2","[2016-10-18 07:00:00,2016-10-18 07:20:00)","0","57.5"
"2","[2016-10-18 07:20:00,2016-10-18 07:40:00)","0","72.25"
"2","[2016-10-18 07:40:00,2016-10-18 08:00:00)","0","76.75"
"2","[2016-10-18 15:00:00,2016-10-18 15:20:00)","0","56.25"
"2","[2016-10-18 15:20:00,2016-10-18 15:40:00)","0","63.0"
"2","[2016-10-18 15:40:00,2016-10-18 16:00:00)","0","58.0"
"2","[2016-10-18 16:00:00,2016-10-18 16:20:00)","0","58.75"
"2","[2016-10-18 16:20:00,2016-10-18 16:40:00)","0","58.75"
"2","[2016-10-18 16:40:00,2016-10-18 17:00:00)","0","58.25"
"2","[2016-10-19 07:40:00,2016-10-19 08:00:00)","0","50.0"
"2","[2016-10-19 06:40:00,2016-10-19 07:00:00)","0","28.33"
"2","[2016-10-19 07:20:00,2016-10-19 07:40:00)","0","45.25"
"2","[2016-10-19 07:00:00,2016-10-19 07:20:00)","0","43.0"
"2","[2016-10-19 06:20:00,2016-10-19 06:40:00)","0","12.75"
"2","[2016-10-19 06:00:00,2016-10-19 06:20:00)","0","11.25"
"2","[2016-10-19 15:00:00,2016-10-19 15:20:00)","0","37.5"
"2","[2016-10-19 15:20:00,2016-10-19 15:40:00)","0","46.5"
"2","[2016-10-19 15:40:00,2016-10-19 16:00:00)","0","43.0"
"2","[2016-10-19 16:00:00,2016-10-19 16:20:00)","0","43.75"
"2","[2016-10-19 16:20:00,2016-10-19 16:40:00)","0","49.0"
"2","[2016-10-19 16:40:00,2016-10-19 17:00:00)","0","69.0"
"2","[2016-10-20 06:40:00,2016-10-20 07:00:00)","0","34.5"
"2","[2016-10-20 07:00:00,2016-10-20 07:20:00)","0","58.5"
"2","[2016-10-20 07:20:00,2016-10-20 07:40:00)","0","66.25"
"2","[2016-10-20 07:40:00,2016-10-20 08:00:00)","0","86.5"
"2","[2016-10-20 06:00:00,2016-10-20 06:20:00)","0","17.25"
"2","[2016-10-20 06:20:00,2016-10-20 06:40:00)","0","25.0"
"2","[2016-10-20 15:00:00,2016-10-20 15:20:00)","0","65.0"
"2","[2016-10-20 15:20:00,2016-10-20 15:40:00)","0","61.0"
"2","[2016-10-20 15:40:00,2016-10-20 16:00:00)","0","59.5"
"2","[2016-10-20 16:00:00,2016-10-20 16:20:00)","0","55.25"
"2","[2016-10-20 16:20:00,2016-10-20 16:40:00)","0","68.0"
"2","[2016-10-20 16:40:00,2016-10-20 17:00:00)","0","66.75"
"2","[2016-10-21 07:00:00,2016-10-21 07:20:00)","0","62.0"
"2","[2016-10-21 07:40:00,2016-10-21 08:00:00)","0","81.0"
"2","[2016-10-21 06:20:00,2016-10-21 06:40:00)","0","29.0"
"2","[2016-10-21 06:40:00,2016-10-21 07:00:00)","0","38.75"
"2","[2016-10-21 06:00:00,2016-10-21 06:20:00)","0","21.75"
"2","[2016-10-21 07:20:00,2016-10-21 07:40:00)","0","70.25"
"2","[2016-10-21 15:00:00,2016-10-21 15:20:00)","0","82.5"
"2","[2016-10-21 15:20:00,2016-10-21 15:40:00)","0","87.0"
"2","[2016-10-21 15:40:00,2016-10-21 16:00:00)","0","81.75"
"2","[2016-10-21 16:00:00,2016-10-21 16:20:00)","0","80.0"
"2","[2016-10-21 16:40:00,2016-10-21 17:00:00)","0","88.25"
"2","[2016-10-21 16:20:00,2016-10-21 16:40:00)","0","87.0"
"2","[2016-10-22 06:00:00,2016-10-22 06:20:00)","0","23.0"
"2","[2016-10-22 06:20:00,2016-10-22 06:40:00)","0","20.25"
"2","[2016-10-22 06:40:00,2016-10-22 07:00:00)","0","31.67"
"2","[2016-10-22 07:00:00,2016-10-22 07:20:00)","0","45.67"
"2","[2016-10-22 07:20:00,2016-10-22 07:40:00)","0","51.0"
"2","[2016-10-22 07:40:00,2016-10-22 08:00:00)","0","70.0"
"2","[2016-10-22 15:00:00,2016-10-22 15:20:00)","0","56.5"
"2","[2016-10-22 15:20:00,2016-10-22 15:40:00)","0","62.0"
"2","[2016-10-22 15:40:00,2016-10-22 16:00:00)","0","64.75"
"2","[2016-10-22 16:00:00,2016-10-22 16:20:00)","0","61.0"
"2","[2016-10-22 16:20:00,2016-10-22 16:40:00)","0","59.25"
"2","[2016-10-22 16:40:00,2016-10-22 17:00:00)","0","62.25"
"2","[2016-10-23 06:00:00,2016-10-23 06:20:00)","0","21.0"
"2","[2016-10-23 06:20:00,2016-10-23 06:40:00)","0","29.33"
"2","[2016-10-23 06:40:00,2016-10-23 07:00:00)","0","36.0"
"2","[2016-10-23 07:00:00,2016-10-23 07:20:00)","0","43.67"
"2","[2016-10-23 07:20:00,2016-10-23 07:40:00)","0","71.0"
"2","[2016-10-23 07:40:00,2016-10-23 08:00:00)","0","73.33"
"2","[2016-10-23 15:00:00,2016-10-23 15:20:00)","0","63.5"
"2","[2016-10-23 15:20:00,2016-10-23 15:40:00)","0","64.0"
"2","[2016-10-23 15:40:00,2016-10-23 16:00:00)","0","56.25"
"2","[2016-10-23 16:00:00,2016-10-23 16:20:00)","0","58.25"
"2","[2016-10-23 16:20:00,2016-10-23 16:40:00)","0","65.25"
"2","[2016-10-23 16:40:00,2016-10-23 17:00:00)","0","56.25"
"3","[2016-10-24 06:00:00,2016-10-24 06:20:00)","0","36.4"
"3","[2016-10-24 06:20:00,2016-10-24 06:40:00)","0","60.6"
"3","[2016-10-24 06:40:00,2016-10-24 07:00:00)","0","77.0"
"3","[2016-10-24 07:00:00,2016-10-24 07:20:00)","0","126.0"
"3","[2016-10-24 07:20:00,2016-10-24 07:40:00)","0","137.6"
"3","[2016-10-24 07:40:00,2016-10-24 08:00:00)","0","145.0"
"3","[2016-10-24 15:00:00,2016-10-24 15:20:00)","0","110.0"
"3","[2016-10-24 15:20:00,2016-10-24 15:40:00)","0","107.6"
"3","[2016-10-24 15:40:00,2016-10-24 16:00:00)","0","106.6"
"3","[2016-10-24 16:00:00,2016-10-24 16:20:00)","0","114.8"
"3","[2016-10-24 16:20:00,2016-10-24 16:40:00)","0","109.6"
"3","[2016-10-24 16:40:00,2016-10-24 17:00:00)","0","108.0"
"3","[2016-10-18 06:00:00,2016-10-18 06:20:00)","0","31.5"
"3","[2016-10-18 06:20:00,2016-10-18 06:40:00)","0","42.25"
"3","[2016-10-18 06:40:00,2016-10-18 07:00:00)","0","83.25"
"3","[2016-10-18 07:00:00,2016-10-18 07:20:00)","0","106.5"
"3","[2016-10-18 07:20:00,2016-10-18 07:40:00)","0","125.0"
"3","[2016-10-18 07:40:00,2016-10-18 08:00:00)","0","134.0"
"3","[2016-10-18 15:00:00,2016-10-18 15:20:00)","0","123.25"
"3","[2016-10-18 15:20:00,2016-10-18 15:40:00)","0","126.0"
"3","[2016-10-18 15:40:00,2016-10-18 16:00:00)","0","120.0"
"3","[2016-10-18 16:00:00,2016-10-18 16:20:00)","0","120.25"
"3","[2016-10-18 16:20:00,2016-10-18 16:40:00)","0","114.5"
"3","[2016-10-18 16:40:00,2016-10-18 17:00:00)","0","141.5"
"3","[2016-10-19 07:40:00,2016-10-19 08:00:00)","0","140.0"
"3","[2016-10-19 06:40:00,2016-10-19 07:00:00)","0","84.25"
"3","[2016-10-19 07:20:00,2016-10-19 07:40:00)","0","121.25"
"3","[2016-10-19 07:00:00,2016-10-19 07:20:00)","0","110.0"
"3","[2016-10-19 06:20:00,2016-10-19 06:40:00)","0","50.5"
"3","[2016-10-19 06:00:00,2016-10-19 06:20:00)","0","33.25"
"3","[2016-10-19 15:00:00,2016-10-19 15:20:00)","0","118.5"
"3","[2016-10-19 15:20:00,2016-10-19 15:40:00)","0","130.0"
"3","[2016-10-19 15:40:00,2016-10-19 16:00:00)","0","118.75"
"3","[2016-10-19 16:00:00,2016-10-19 16:20:00)","0","129.5"
"3","[2016-10-19 16:20:00,2016-10-19 16:40:00)","0","117.5"
"3","[2016-10-19 16:40:00,2016-10-19 17:00:00)","0","135.75"
"3","[2016-10-20 06:40:00,2016-10-20 07:00:00)","0","80.0"
"3","[2016-10-20 07:00:00,2016-10-20 07:20:00)","0","110.25"
"3","[2016-10-20 07:20:00,2016-10-20 07:40:00)","0","123.25"
"3","[2016-10-20 07:40:00,2016-10-20 08:00:00)","0","131.75"
"3","[2016-10-20 06:00:00,2016-10-20 06:20:00)","0","29.75"
"3","[2016-10-20 06:20:00,2016-10-20 06:40:00)","0","42.25"
"3","[2016-10-20 15:00:00,2016-10-20 15:20:00)","0","105.5"
"3","[2016-10-20 15:20:00,2016-10-20 15:40:00)","0","105.75"
"3","[2016-10-20 15:40:00,2016-10-20 16:00:00)","0","124.25"
"3","[2016-10-20 16:00:00,2016-10-20 16:20:00)","0","107.0"
"3","[2016-10-20 16:20:00,2016-10-20 16:40:00)","0","122.75"
"3","[2016-10-20 16:40:00,2016-10-20 17:00:00)","0","128.0"
"3","[2016-10-21 07:00:00,2016-10-21 07:20:00)","0","108.0"
"3","[2016-10-21 07:40:00,2016-10-21 08:00:00)","0","139.25"
"3","[2016-10-21 06:20:00,2016-10-21 06:40:00)","0","56.75"
"3","[2016-10-21 06:40:00,2016-10-21 07:00:00)","0","75.25"
"3","[2016-10-21 06:00:00,2016-10-21 06:20:00)","0","29.5"
"3","[2016-10-21 07:20:00,2016-10-21 07:40:00)","0","122.5"
"3","[2016-10-21 15:00:00,2016-10-21 15:20:00)","0","150.5"
"3","[2016-10-21 15:20:00,2016-10-21 15:40:00)","0","147.75"
"3","[2016-10-21 15:40:00,2016-10-21 16:00:00)","0","173.5"
"3","[2016-10-21 16:00:00,2016-10-21 16:20:00)","0","164.0"
"3","[2016-10-21 16:40:00,2016-10-21 17:00:00)","0","158.25"
"3","[2016-10-21 16:20:00,2016-10-21 16:40:00)","0","152.75"
"3","[2016-10-22 06:00:00,2016-10-22 06:20:00)","0","34.0"
"3","[2016-10-22 06:20:00,2016-10-22 06:40:00)","0","61.5"
"3","[2016-10-22 06:40:00,2016-10-22 07:00:00)","0","76.75"
"3","[2016-10-22 07:00:00,2016-10-22 07:20:00)","0","100.0"
"3","[2016-10-22 07:20:00,2016-10-22 07:40:00)","0","105.25"
"3","[2016-10-22 07:40:00,2016-10-22 08:00:00)","0","119.75"
"3","[2016-10-22 15:00:00,2016-10-22 15:20:00)","0","127.5"
"3","[2016-10-22 15:20:00,2016-10-22 15:40:00)","0","130.75"
"3","[2016-10-22 15:40:00,2016-10-22 16:00:00)","0","109.25"
"3","[2016-10-22 16:00:00,2016-10-22 16:20:00)","0","123.5"
"3","[2016-10-22 16:20:00,2016-10-22 16:40:00)","0","118.0"
"3","[2016-10-22 16:40:00,2016-10-22 17:00:00)","0","122.5"
"3","[2016-10-23 06:00:00,2016-10-23 06:20:00)","0","30.25"
"3","[2016-10-23 06:20:00,2016-10-23 06:40:00)","0","43.75"
"3","[2016-10-23 06:40:00,2016-10-23 07:00:00)","0","66.75"
"3","[2016-10-23 07:00:00,2016-10-23 07:20:00)","0","79.25"
"3","[2016-10-23 07:20:00,2016-10-23 07:40:00)","0","90.5"
"3","[2016-10-23 07:40:00,2016-10-23 08:00:00)","0","91.75"
"3","[2016-10-23 15:00:00,2016-10-23 15:20:00)","0","127.75"
"3","[2016-10-23 15:20:00,2016-10-23 15:40:00)","0","128.25"
"3","[2016-10-23 15:40:00,2016-10-23 16:00:00)","0","113.5"
"3","[2016-10-23 16:00:00,2016-10-23 16:20:00)","0","121.25"
"3","[2016-10-23 16:20:00,2016-10-23 16:40:00)","0","116.5"
"3","[2016-10-23 16:40:00,2016-10-23 17:00:00)","0","124.75"
"3","[2016-10-24 06:00:00,2016-10-24 06:20:00)","1","21.2"
"3","[2016-10-24 06:20:00,2016-10-24 06:40:00)","1","36.6"
"3","[2016-10-24 06:40:00,2016-10-24 07:00:00)","1","48.0"
"3","[2016-10-24 07:00:00,2016-10-24 07:20:00)","1","61.8"
"3","[2016-10-24 07:20:00,2016-10-24 07:40:00)","1","73.2"
"3","[2016-10-24 07:40:00,2016-10-24 08:00:00)","1","88.0"
"3","[2016-10-24 15:00:00,2016-10-24 15:20:00)","1","78.4"
"3","[2016-10-24 15:20:00,2016-10-24 15:40:00)","1","83.0"
"3","[2016-10-24 15:40:00,2016-10-24 16:00:00)","1","72.8"
"3","[2016-10-24 16:00:00,2016-10-24 16:20:00)","1","76.4"
"3","[2016-10-24 16:20:00,2016-10-24 16:40:00)","1","75.6"
"3","[2016-10-24 16:40:00,2016-10-24 17:00:00)","1","79.4"
"3","[2016-10-18 06:00:00,2016-10-18 06:20:00)","1","18.0"
"3","[2016-10-18 06:20:00,2016-10-18 06:40:00)","1","35.5"
"3","[2016-10-18 06:40:00,2016-10-18 07:00:00)","1","45.75"
"3","[2016-10-18 07:00:00,2016-10-18 07:20:00)","1","53.5"
"3","[2016-10-18 07:20:00,2016-10-18 07:40:00)","1","66.0"
"3","[2016-10-18 07:40:00,2016-10-18 08:00:00)","1","80.5"
"3","[2016-10-18 15:00:00,2016-10-18 15:20:00)","1","63.5"
"3","[2016-10-18 15:20:00,2016-10-18 15:40:00)","1","67.0"
"3","[2016-10-18 15:40:00,2016-10-18 16:00:00)","1","68.25"
"3","[2016-10-18 16:00:00,2016-10-18 16:20:00)","1","64.75"
"3","[2016-10-18 16:20:00,2016-10-18 16:40:00)","1","74.0"
"3","[2016-10-18 16:40:00,2016-10-18 17:00:00)","1","71.75"
"3","[2016-10-19 07:40:00,2016-10-19 08:00:00)","1","69.5"
"3","[2016-10-19 06:40:00,2016-10-19 07:00:00)","1","32.5"
"3","[2016-10-19 07:20:00,2016-10-19 07:40:00)","1","64.25"
"3","[2016-10-19 07:00:00,2016-10-19 07:20:00)","1","56.25"
"3","[2016-10-19 06:20:00,2016-10-19 06:40:00)","1","33.25"
"3","[2016-10-19 06:00:00,2016-10-19 06:20:00)","1","19.25"
"3","[2016-10-19 15:00:00,2016-10-19 15:20:00)","1","74.5"
